Pallet: "pallet_child_bounties", Extrinsic: "add_child_bounty", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
d,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
30,46154,1558,0,0,0,0,0
30,44733,1551,0,0,0,0,0
30,44520,1605,0,0,0,0,0
30,45137,1476,0,0,0,0,0
30,45686,1504,0,0,0,0,0
30,45083,1498,0,0,0,0,0
30,45489,1524,0,0,0,0,0
36,45047,1589,0,0,0,0,0
36,44368,1517,0,0,0,0,0
36,43983,1505,0,0,0,0,0
36,43557,1473,0,0,0,0,0
36,43841,1502,0,0,0,0,0
36,43288,1503,0,0,0,0,0
36,43808,1509,0,0,0,0,0
36,44049,1478,0,0,0,0,0
36,43379,1505,0,0,0,0,0
36,43200,1478,0,0,0,0,0
36,71550,1514,0,0,0,0,0
36,44371,1579,0,0,0,0,0
36,44043,1556,0,0,0,0,0
36,43503,1486,0,0,0,0,0
36,43964,1495,0,0,0,0,0
36,44033,1519,0,0,0,0,0
36,43567,1505,0,0,0,0,0
36,43531,1535,0,0,0,0,0
36,44264,1521,0,0,0,0,0
36,44529,1516,0,0,0,0,0
42,47822,1653,0,0,0,0,0
42,45950,1525,0,0,0,0,0
42,46149,1511,0,0,0,0,0
42,45753,1562,0,0,0,0,0
42,45711,1501,0,0,0,0,0
42,45232,1544,0,0,0,0,0
42,45415,1435,0,0,0,0,0
42,55765,1540,0,0,0,0,0
42,45361,1568,0,0,0,0,0
42,45749,1544,0,0,0,0,0
42,45213,1511,0,0,0,0,0
42,45647,1516,0,0,0,0,0
42,46250,1521,0,0,0,0,0
42,46132,1509,0,0,0,0,0
42,45426,1503,0,0,0,0,0
42,45019,1491,0,0,0,0,0
42,45075,1522,0,0,0,0,0
42,45580,1564,0,0,0,0,0
42,44386,1507,0,0,0,0,0
42,45228,1541,0,0,0,0,0
48,45691,1632,0,0,0,0,0
48,44425,1529,0,0,0,0,0
48,43913,1518,0,0,0,0,0
48,44461,1497,0,0,0,0,0
48,45819,1536,0,0,0,0,0
48,44105,1490,0,0,0,0,0
48,44130,1498,0,0,0,0,0
48,44377,1524,0,0,0,0,0
48,44485,1489,0,0,0,0,0
48,44689,1528,0,0,0,0,0
48,44830,1451,0,0,0,0,0
48,44145,1453,0,0,0,0,0
48,44516,1511,0,0,0,0,0
48,44399,1549,0,0,0,0,0
48,44504,1501,0,0,0,0,0
48,44792,1468,0,0,0,0,0
48,44667,1513,0,0,0,0,0
48,44131,1463,0,0,0,0,0
48,44520,1474,0,0,0,0,0
48,57600,1485,0,0,0,0,0
54,47714,1605,0,0,0,0,0
54,45547,1528,0,0,0,0,0
54,45289,1511,0,0,0,0,0
54,45272,1484,0,0,0,0,0
54,45254,1503,0,0,0,0,0
54,45136,1478,0,0,0,0,0
54,44866,1513,0,0,0,0,0
54,45264,1479,0,0,0,0,0
54,44701,1503,0,0,0,0,0
54,44312,1513,0,0,0,0,0
54,57719,1409,0,0,0,0,0
54,44149,1481,0,0,0,0,0
54,44238,1426,0,0,0,0,0
54,44016,1457,0,0,0,0,0
54,43603,1470,0,0,0,0,0
54,43733,1453,0,0,0,0,0
54,44543,1526,0,0,0,0,0
54,43999,1518,0,0,0,0,0
54,44083,1487,0,0,0,0,0
54,44174,1416,0,0,0,0,0
60,46679,1578,0,0,0,0,0
60,46038,1521,0,0,0,0,0
60,45547,1557,0,0,0,0,0
60,45754,1523,0,0,0,0,0
60,45069,1530,0,0,0,0,0
60,45208,1535,0,0,0,0,0
60,45197,1542,0,0,0,0,0
60,45467,1566,0,0,0,0,0
60,45600,1549,0,0,0,0,0
60,45411,1538,0,0,0,0,0
60,45170,1500,0,0,0,0,0
60,45240,1487,0,0,0,0,0
60,46609,1521,0,0,0,0,0
60,45547,1598,0,0,0,0,0
60,45451,1545,0,0,0,0,0
60,45568,1568,0,0,0,0,0
60,45506,1546,0,0,0,0,0
60,45076,1570,0,0,0,0,0
60,45155,1549,0,0,0,0,0
60,45357,1559,0,0,0,0,0
66,45967,1600,0,0,0,0,0
66,44323,1466,0,0,0,0,0
66,43997,1500,0,0,0,0,0
66,44117,1536,0,0,0,0,0
66,44164,1458,0,0,0,0,0
66,43933,1455,0,0,0,0,0
66,43871,1475,0,0,0,0,0
66,44216,1508,0,0,0,0,0
66,44909,1538,0,0,0,0,0
66,44596,1536,0,0,0,0,0
66,44519,1527,0,0,0,0,0
66,44565,1481,0,0,0,0,0
66,44247,1508,0,0,0,0,0
66,44433,1490,0,0,0,0,0
66,44105,1507,0,0,0,0,0
66,44186,1519,0,0,0,0,0
66,44473,1497,0,0,0,0,0
66,44062,1523,0,0,0,0,0
66,45570,1498,0,0,0,0,0
66,44280,1475,0,0,0,0,0
72,46354,1633,0,0,0,0,0
72,45463,1506,0,0,0,0,0
72,45184,1561,0,0,0,0,0
72,45224,1569,0,0,0,0,0
72,45590,1546,0,0,0,0,0
72,44850,1569,0,0,0,0,0
72,45210,1553,0,0,0,0,0
72,44940,1524,0,0,0,0,0
72,44588,1508,0,0,0,0,0
72,43653,1460,0,0,0,0,0
72,43772,1525,0,0,0,0,0
72,43599,1553,0,0,0,0,0
72,43590,1549,0,0,0,0,0
72,44189,1584,0,0,0,0,0
72,44045,1586,0,0,0,0,0
72,43818,1544,0,0,0,0,0
72,43891,1538,0,0,0,0,0
72,44185,1554,0,0,0,0,0
72,44253,1540,0,0,0,0,0
72,43766,1491,0,0,0,0,0
78,46765,1578,0,0,0,0,0
78,45233,1480,0,0,0,0,0
78,44820,1525,0,0,0,0,0
78,45470,1517,0,0,0,0,0
78,44204,1544,0,0,0,0,0
78,45260,1473,0,0,0,0,0
78,44700,1494,0,0,0,0,0
78,45309,1529,0,0,0,0,0
78,45079,1496,0,0,0,0,0
78,45274,1510,0,0,0,0,0
78,45208,1523,0,0,0,0,0
78,45025,1521,0,0,0,0,0
78,44861,1523,0,0,0,0,0
78,45339,1498,0,0,0,0,0
78,45688,1578,0,0,0,0,0
78,45222,1523,0,0,0,0,0
78,45265,1497,0,0,0,0,0
78,45198,1527,0,0,0,0,0
78,44995,1571,0,0,0,0,0
78,45373,1551,0,0,0,0,0
84,47089,1636,0,0,0,0,0
84,45193,1521,0,0,0,0,0
84,45350,1574,0,0,0,0,0
84,44954,1529,0,0,0,0,0
84,45085,1566,0,0,0,0,0
84,45400,1574,0,0,0,0,0
84,45277,1542,0,0,0,0,0
84,45047,1565,0,0,0,0,0
84,45155,1574,0,0,0,0,0
84,45166,1539,0,0,0,0,0
84,44762,1547,0,0,0,0,0
84,45555,1511,0,0,0,0,0
84,45053,1553,0,0,0,0,0
84,45279,1545,0,0,0,0,0
84,44909,1535,0,0,0,0,0
84,44878,1579,0,0,0,0,0
84,44608,1573,0,0,0,0,0
84,45247,1540,0,0,0,0,0
84,44813,1503,0,0,0,0,0
84,45101,1533,0,0,0,0,0
90,46958,1625,0,0,0,0,0
90,45860,1540,0,0,0,0,0
90,44828,1564,0,0,0,0,0
90,45681,1513,0,0,0,0,0
90,45357,1545,0,0,0,0,0
90,45210,1519,0,0,0,0,0
90,45347,1534,0,0,0,0,0
90,43649,1492,0,0,0,0,0
90,44682,1528,0,0,0,0,0
90,43836,1506,0,0,0,0,0
90,44300,1521,0,0,0,0,0
90,44593,1519,0,0,0,0,0
90,44250,1561,0,0,0,0,0
90,43985,1465,0,0,0,0,0
90,44268,1516,0,0,0,0,0
90,43477,1521,0,0,0,0,0
90,43616,1544,0,0,0,0,0
90,44000,1528,0,0,0,0,0
90,44905,1519,0,0,0,0,0
90,44435,1489,0,0,0,0,0
96,46833,1586,0,0,0,0,0
96,45642,1526,0,0,0,0,0
96,45066,1534,0,0,0,0,0
96,45044,1546,0,0,0,0,0
96,45155,1545,0,0,0,0,0
96,45248,1560,0,0,0,0,0
96,45158,1577,0,0,0,0,0
96,45020,1525,0,0,0,0,0
96,45662,1649,0,0,0,0,0
96,45782,1510,0,0,0,0,0
96,45420,1569,0,0,0,0,0
96,45255,1539,0,0,0,0,0
96,45147,1511,0,0,0,0,0
96,45414,1546,0,0,0,0,0
96,45910,1507,0,0,0,0,0
96,45225,1500,0,0,0,0,0
96,44907,1542,0,0,0,0,0
96,45119,1501,0,0,0,0,0
96,44410,1449,0,0,0,0,0
96,43834,1499,0,0,0,0,0
102,45893,1609,0,0,0,0,0
102,44719,1443,0,0,0,0,0
102,44532,1515,0,0,0,0,0
102,45019,1476,0,0,0,0,0
102,43758,1487,0,0,0,0,0
102,66075,1506,0,0,0,0,0
102,44505,1480,0,0,0,0,0
102,44621,1532,0,0,0,0,0
102,44042,1560,0,0,0,0,0
102,44426,1494,0,0,0,0,0
102,44043,1540,0,0,0,0,0
102,44002,1535,0,0,0,0,0
102,44002,1504,0,0,0,0,0
102,44744,1561,0,0,0,0,0
102,44285,1520,0,0,0,0,0
102,44087,1535,0,0,0,0,0
102,44353,1521,0,0,0,0,0
102,44441,1506,0,0,0,0,0
102,44253,1523,0,0,0,0,0
102,43600,1599,0,0,0,0,0
108,45928,1582,0,0,0,0,0
108,44271,1515,0,0,0,0,0
108,43792,1460,0,0,0,0,0
108,44215,1501,0,0,0,0,0
108,44135,1519,0,0,0,0,0
108,43896,1500,0,0,0,0,0
108,44360,1495,0,0,0,0,0
108,44073,1474,0,0,0,0,0
108,44105,1510,0,0,0,0,0
108,43828,1497,0,0,0,0,0
108,44364,1484,0,0,0,0,0
108,44720,1505,0,0,0,0,0
108,44184,1479,0,0,0,0,0
108,44037,1527,0,0,0,0,0
108,44053,1502,0,0,0,0,0
108,43897,1484,0,0,0,0,0
108,44095,1512,0,0,0,0,0
108,44530,1502,0,0,0,0,0
108,44388,1520,0,0,0,0,0
108,43769,1508,0,0,0,0,0
114,46889,1661,0,0,0,0,0
114,44993,1563,0,0,0,0,0
114,44974,1561,0,0,0,0,0
114,45575,1527,0,0,0,0,0
114,44758,1615,0,0,0,0,0
114,44977,1530,0,0,0,0,0
114,45637,1582,0,0,0,0,0
114,45026,1529,0,0,0,0,0
114,45641,1536,0,0,0,0,0
114,44678,1493,0,0,0,0,0
114,45043,1545,0,0,0,0,0
114,44402,1525,0,0,0,0,0
114,45749,1477,0,0,0,0,0
114,45914,1594,0,0,0,0,0
114,44934,1581,0,0,0,0,0
114,45310,1517,0,0,0,0,0
114,45268,1606,0,0,0,0,0
114,44395,1512,0,0,0,0,0
114,43972,1548,0,0,0,0,0
114,43859,1537,0,0,0,0,0
120,46432,1549,0,0,0,0,0
120,44108,1503,0,0,0,0,0
120,45086,1502,0,0,0,0,0
120,44069,1517,0,0,0,0,0
120,44673,1484,0,0,0,0,0
120,44542,1491,0,0,0,0,0
120,44358,1549,0,0,0,0,0
120,44336,1535,0,0,0,0,0
120,44193,1511,0,0,0,0,0
120,44139,1524,0,0,0,0,0
120,44490,1467,0,0,0,0,0
120,44479,1468,0,0,0,0,0
120,44854,1541,0,0,0,0,0
120,44289,1516,0,0,0,0,0
120,44116,1499,0,0,0,0,0
120,44494,1517,0,0,0,0,0
120,44204,1493,0,0,0,0,0
120,44323,1512,0,0,0,0,0
120,44653,1471,0,0,0,0,0
120,44634,1472,0,0,0,0,0
126,47359,1613,0,0,0,0,0
126,45783,1538,0,0,0,0,0
126,45130,1498,0,0,0,0,0
126,43897,1505,0,0,0,0,0
126,45085,1478,0,0,0,0,0
126,44689,1467,0,0,0,0,0
126,44900,1536,0,0,0,0,0
126,44355,1525,0,0,0,0,0
126,44262,1510,0,0,0,0,0
126,44708,1532,0,0,0,0,0
126,43959,1500,0,0,0,0,0
126,44518,1513,0,0,0,0,0
126,44749,1497,0,0,0,0,0
126,44511,1504,0,0,0,0,0
126,44021,1483,0,0,0,0,0
126,44139,1502,0,0,0,0,0
126,43469,1541,0,0,0,0,0
126,44716,1501,0,0,0,0,0
126,44113,1510,0,0,0,0,0
126,44074,1500,0,0,0,0,0
132,46093,1535,0,0,0,0,0
132,44511,1483,0,0,0,0,0
132,43736,1491,0,0,0,0,0
132,43984,1421,0,0,0,0,0
132,44078,1507,0,0,0,0,0
132,44371,1504,0,0,0,0,0
132,44607,1503,0,0,0,0,0
132,44480,1492,0,0,0,0,0
132,44283,1490,0,0,0,0,0
132,44395,1518,0,0,0,0,0
132,43867,1411,0,0,0,0,0
132,44148,1497,0,0,0,0,0
132,44169,1482,0,0,0,0,0
132,44541,1459,0,0,0,0,0
132,44260,1438,0,0,0,0,0
132,43882,1488,0,0,0,0,0
132,43978,1525,0,0,0,0,0
132,44055,1506,0,0,0,0,0
132,44231,1493,0,0,0,0,0
132,44299,1482,0,0,0,0,0
138,46285,1611,0,0,0,0,0
138,44774,1517,0,0,0,0,0
138,44808,1528,0,0,0,0,0
138,44676,1504,0,0,0,0,0
138,43891,1540,0,0,0,0,0
138,44623,1549,0,0,0,0,0
138,43934,1516,0,0,0,0,0
138,44310,1569,0,0,0,0,0
138,44392,1519,0,0,0,0,0
138,44445,1513,0,0,0,0,0
138,43885,1499,0,0,0,0,0
138,44359,1512,0,0,0,0,0
138,43921,1504,0,0,0,0,0
138,43975,1483,0,0,0,0,0
138,44276,1494,0,0,0,0,0
138,44672,1529,0,0,0,0,0
138,44052,1528,0,0,0,0,0
138,44476,1448,0,0,0,0,0
138,44472,1509,0,0,0,0,0
138,44097,1475,0,0,0,0,0
144,46654,1632,0,0,0,0,0
144,45449,1617,0,0,0,0,0
144,45053,1508,0,0,0,0,0
144,43986,1573,0,0,0,0,0
144,44371,1514,0,0,0,0,0
144,43684,1537,0,0,0,0,0
144,44072,1536,0,0,0,0,0
144,44448,1465,0,0,0,0,0
144,43710,1517,0,0,0,0,0
144,44394,1520,0,0,0,0,0
144,44649,1462,0,0,0,0,0
144,44096,1486,0,0,0,0,0
144,44385,1515,0,0,0,0,0
144,44272,1496,0,0,0,0,0
144,44181,1532,0,0,0,0,0
144,45232,1527,0,0,0,0,0
144,44128,1503,0,0,0,0,0
144,44542,1487,0,0,0,0,0
144,44510,1508,0,0,0,0,0
144,43742,1499,0,0,0,0,0
150,46416,1598,0,0,0,0,0
150,45677,1504,0,0,0,0,0
150,45453,1550,0,0,0,0,0
150,45881,1556,0,0,0,0,0
150,45422,1471,0,0,0,0,0
150,45261,1502,0,0,0,0,0
150,45563,1542,0,0,0,0,0
150,45379,1462,0,0,0,0,0
150,45318,1548,0,0,0,0,0
150,45072,1551,0,0,0,0,0
150,45069,1509,0,0,0,0,0
150,45350,1492,0,0,0,0,0
150,44958,1534,0,0,0,0,0
150,44920,1546,0,0,0,0,0
150,44439,1442,0,0,0,0,0
150,44211,1477,0,0,0,0,0
150,44118,1438,0,0,0,0,0
150,44411,1540,0,0,0,0,0
150,43909,1489,0,0,0,0,0
150,44157,1474,0,0,0,0,0
156,46453,1574,0,0,0,0,0
156,43938,1476,0,0,0,0,0
156,44454,1494,0,0,0,0,0
156,44238,1507,0,0,0,0,0
156,43859,1461,0,0,0,0,0
156,43932,1495,0,0,0,0,0
156,44250,1494,0,0,0,0,0
156,44381,1475,0,0,0,0,0
156,44094,1484,0,0,0,0,0
156,44782,1521,0,0,0,0,0
156,44504,1471,0,0,0,0,0
156,44922,1515,0,0,0,0,0
156,44347,1482,0,0,0,0,0
156,44223,1488,0,0,0,0,0
156,44447,1498,0,0,0,0,0
156,43688,1488,0,0,0,0,0
156,43822,1545,0,0,0,0,0
156,44622,1505,0,0,0,0,0
156,43903,1534,0,0,0,0,0
156,44554,1490,0,0,0,0,0
162,59228,1545,0,0,0,0,0
162,44428,1568,0,0,0,0,0
162,44602,1478,0,0,0,0,0
162,44688,1519,0,0,0,0,0
162,44193,1458,0,0,0,0,0
162,44435,1516,0,0,0,0,0
162,44858,1510,0,0,0,0,0
162,44710,1431,0,0,0,0,0
162,45113,1500,0,0,0,0,0
162,44263,1468,0,0,0,0,0
162,44376,1429,0,0,0,0,0
162,44277,1456,0,0,0,0,0
162,45121,1524,0,0,0,0,0
162,44600,1487,0,0,0,0,0
162,44609,1500,0,0,0,0,0
162,44283,1594,0,0,0,0,0
162,44589,1487,0,0,0,0,0
162,45075,1523,0,0,0,0,0
162,44232,1514,0,0,0,0,0
162,45026,1512,0,0,0,0,0
168,47992,1610,0,0,0,0,0
168,45587,1497,0,0,0,0,0
168,45794,1521,0,0,0,0,0
168,45110,1588,0,0,0,0,0
168,45414,1519,0,0,0,0,0
168,45361,1536,0,0,0,0,0
168,45764,1516,0,0,0,0,0
168,45605,1534,0,0,0,0,0
168,45888,1552,0,0,0,0,0
168,45195,1514,0,0,0,0,0
168,45912,1559,0,0,0,0,0
168,45346,1501,0,0,0,0,0
168,44315,1455,0,0,0,0,0
168,44915,1494,0,0,0,0,0
168,44605,1474,0,0,0,0,0
168,44993,1495,0,0,0,0,0
168,44151,1458,0,0,0,0,0
168,44415,1610,0,0,0,0,0
168,44620,1456,0,0,0,0,0
168,43885,1445,0,0,0,0,0
174,46223,1591,0,0,0,0,0
174,44589,1499,0,0,0,0,0
174,44587,1497,0,0,0,0,0
174,44189,1467,0,0,0,0,0
174,44288,1492,0,0,0,0,0
174,43723,1513,0,0,0,0,0
174,44140,1516,0,0,0,0,0
174,44068,1471,0,0,0,0,0
174,43405,1441,0,0,0,0,0
174,44481,1516,0,0,0,0,0
174,43906,1524,0,0,0,0,0
174,44292,1493,0,0,0,0,0
174,44112,1543,0,0,0,0,0
174,43584,1496,0,0,0,0,0
174,44533,1561,0,0,0,0,0
174,44181,1492,0,0,0,0,0
174,43669,1478,0,0,0,0,0
174,44256,1481,0,0,0,0,0
174,44076,1500,0,0,0,0,0
174,43554,1470,0,0,0,0,0
180,47136,1593,0,0,0,0,0
180,45094,1514,0,0,0,0,0
180,45040,1469,0,0,0,0,0
180,44710,1540,0,0,0,0,0
180,45491,1504,0,0,0,0,0
180,44992,1502,0,0,0,0,0
180,44680,1512,0,0,0,0,0
180,45482,1522,0,0,0,0,0
180,45256,1474,0,0,0,0,0
180,45068,1548,0,0,0,0,0
180,44903,1535,0,0,0,0,0
180,45267,1459,0,0,0,0,0
180,45518,1459,0,0,0,0,0
180,45060,1535,0,0,0,0,0
180,45258,1510,0,0,0,0,0
180,45280,1508,0,0,0,0,0
180,45125,1511,0,0,0,0,0
180,45044,1508,0,0,0,0,0
180,44666,1530,0,0,0,0,0
180,45261,1551,0,0,0,0,0
186,46106,1528,0,0,0,0,0
186,44259,1557,0,0,0,0,0
186,44346,1530,0,0,0,0,0
186,43945,1521,0,0,0,0,0
186,44249,1481,0,0,0,0,0
186,43946,1447,0,0,0,0,0
186,44710,1450,0,0,0,0,0
186,44398,1468,0,0,0,0,0
186,70504,1490,0,0,0,0,0
186,44702,1477,0,0,0,0,0
186,44083,1535,0,0,0,0,0
186,44306,1537,0,0,0,0,0
186,44905,1533,0,0,0,0,0
186,44174,1501,0,0,0,0,0
186,44720,1492,0,0,0,0,0
186,44645,1520,0,0,0,0,0
186,44173,1465,0,0,0,0,0
186,44301,1501,0,0,0,0,0
186,43867,1522,0,0,0,0,0
186,44326,1491,0,0,0,0,0
192,46938,1602,0,0,0,0,0
192,45283,1603,0,0,0,0,0
192,45308,1472,0,0,0,0,0
192,44973,1552,0,0,0,0,0
192,45070,1517,0,0,0,0,0
192,46207,1553,0,0,0,0,0
192,45585,1507,0,0,0,0,0
192,45249,1509,0,0,0,0,0
192,45655,1520,0,0,0,0,0
192,45007,1500,0,0,0,0,0
192,45274,1561,0,0,0,0,0
192,45384,1526,0,0,0,0,0
192,45713,1546,0,0,0,0,0
192,44762,1534,0,0,0,0,0
192,45805,1552,0,0,0,0,0
192,45563,1564,0,0,0,0,0
192,45928,1547,0,0,0,0,0
192,45689,1538,0,0,0,0,0
192,45399,1489,0,0,0,0,0
192,45688,1558,0,0,0,0,0
198,47939,1568,0,0,0,0,0
198,46290,1527,0,0,0,0,0
198,45608,1534,0,0,0,0,0
198,45891,1555,0,0,0,0,0
198,45532,1567,0,0,0,0,0
198,45558,1509,0,0,0,0,0
198,44912,1512,0,0,0,0,0
198,45653,1546,0,0,0,0,0
198,45949,1531,0,0,0,0,0
198,45832,1508,0,0,0,0,0
198,46125,1495,0,0,0,0,0
198,45936,1554,0,0,0,0,0
198,46400,1490,0,0,0,0,0
198,45539,1535,0,0,0,0,0
198,45385,1546,0,0,0,0,0
198,45499,1534,0,0,0,0,0
198,45620,1549,0,0,0,0,0
198,45501,1519,0,0,0,0,0
198,45203,1509,0,0,0,0,0
198,45670,1512,0,0,0,0,0
204,47488,1604,0,0,0,0,0
204,45626,1537,0,0,0,0,0
204,45541,1543,0,0,0,0,0
204,45117,1592,0,0,0,0,0
204,45300,1472,0,0,0,0,0
204,46011,1592,0,0,0,0,0
204,45833,1523,0,0,0,0,0
204,45360,1527,0,0,0,0,0
204,44424,1467,0,0,0,0,0
204,44711,1500,0,0,0,0,0
204,44553,1487,0,0,0,0,0
204,44941,1518,0,0,0,0,0
204,43715,1476,0,0,0,0,0
204,44142,2371,0,0,0,0,0
204,44451,1534,0,0,0,0,0
204,43958,1485,0,0,0,0,0
204,59147,1599,0,0,0,0,0
204,46110,1601,0,0,0,0,0
204,45344,1538,0,0,0,0,0
204,44979,1598,0,0,0,0,0
210,47245,1698,0,0,0,0,0
210,45051,1510,0,0,0,0,0
210,44815,1580,0,0,0,0,0
210,44621,1538,0,0,0,0,0
210,44903,1576,0,0,0,0,0
210,45258,1536,0,0,0,0,0
210,45122,1501,0,0,0,0,0
210,44819,1536,0,0,0,0,0
210,44641,1537,0,0,0,0,0
210,44655,1571,0,0,0,0,0
210,45031,1525,0,0,0,0,0
210,45131,1563,0,0,0,0,0
210,45357,1503,0,0,0,0,0
210,44841,1516,0,0,0,0,0
210,44825,1540,0,0,0,0,0
210,45663,1501,0,0,0,0,0
210,45087,1546,0,0,0,0,0
210,45148,1578,0,0,0,0,0
210,45052,1559,0,0,0,0,0
210,44493,1486,0,0,0,0,0
216,46744,1557,0,0,0,0,0
216,44720,1529,0,0,0,0,0
216,44407,1487,0,0,0,0,0
216,44419,1501,0,0,0,0,0
216,44746,1549,0,0,0,0,0
216,45256,1494,0,0,0,0,0
216,44766,1467,0,0,0,0,0
216,44872,1542,0,0,0,0,0
216,44893,1540,0,0,0,0,0
216,44891,1492,0,0,0,0,0
216,44795,1515,0,0,0,0,0
216,44290,1497,0,0,0,0,0
216,45039,1469,0,0,0,0,0
216,44644,1483,0,0,0,0,0
216,44613,1461,0,0,0,0,0
216,44238,1479,0,0,0,0,0
216,44683,1509,0,0,0,0,0
216,44464,1529,0,0,0,0,0
216,44126,1559,0,0,0,0,0
216,44988,1539,0,0,0,0,0
222,47284,1637,0,0,0,0,0
222,45478,1521,0,0,0,0,0
222,45464,1514,0,0,0,0,0
222,45938,1548,0,0,0,0,0
222,45556,1630,0,0,0,0,0
222,45189,1544,0,0,0,0,0
222,44691,1544,0,0,0,0,0
222,44105,1524,0,0,0,0,0
222,44609,1514,0,0,0,0,0
222,44624,1474,0,0,0,0,0
222,44156,1500,0,0,0,0,0
222,44431,1497,0,0,0,0,0
222,44031,1494,0,0,0,0,0
222,44177,1560,0,0,0,0,0
222,44206,1530,0,0,0,0,0
222,43639,1542,0,0,0,0,0
222,44653,1527,0,0,0,0,0
222,44563,1550,0,0,0,0,0
222,44555,1528,0,0,0,0,0
222,44194,1527,0,0,0,0,0
228,46790,1634,0,0,0,0,0
228,45313,1524,0,0,0,0,0
228,45102,1489,0,0,0,0,0
228,44583,1483,0,0,0,0,0
228,44652,1489,0,0,0,0,0
