Pallet: "pallet_proxy", Extrinsic: "proxy", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
p,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
4,13786,1250,0,0,0,0,0
4,13655,1235,0,0,0,0,0
4,13647,1284,0,0,0,0,0
4,14214,1325,0,0,0,0,0
4,13715,1225,0,0,0,0,0
4,14054,1253,0,0,0,0,0
4,13787,1291,0,0,0,0,0
4,13948,1263,0,0,0,0,0
4,13415,1304,0,0,0,0,0
5,16505,1408,0,0,0,0,0
5,14124,1294,0,0,0,0,0
5,13906,1336,0,0,0,0,0
5,13706,1321,0,0,0,0,0
5,13582,1349,0,0,0,0,0
5,13769,1364,0,0,0,0,0
5,13975,1254,0,0,0,0,0
5,13950,1283,0,0,0,0,0
5,13790,1277,0,0,0,0,0
5,13853,1316,0,0,0,0,0
5,13961,1258,0,0,0,0,0
5,13804,1278,0,0,0,0,0
5,13914,1278,0,0,0,0,0
5,14014,1319,0,0,0,0,0
5,13748,1295,0,0,0,0,0
5,13943,1292,0,0,0,0,0
5,14761,1355,0,0,0,0,0
5,14018,1289,0,0,0,0,0
5,14106,1288,0,0,0,0,0
5,13487,1306,0,0,0,0,0
6,16263,1404,0,0,0,0,0
6,14508,1360,0,0,0,0,0
6,14159,1296,0,0,0,0,0
6,13873,1306,0,0,0,0,0
6,14129,1302,0,0,0,0,0
6,13875,1291,0,0,0,0,0
6,13959,1326,0,0,0,0,0
6,13837,1291,0,0,0,0,0
6,13877,1332,0,0,0,0,0
6,14030,1307,0,0,0,0,0
6,13941,1292,0,0,0,0,0
6,13844,1335,0,0,0,0,0
6,13939,1305,0,0,0,0,0
6,13629,1284,0,0,0,0,0
6,13793,1276,0,0,0,0,0
6,14134,1298,0,0,0,0,0
6,13838,1315,0,0,0,0,0
6,14525,1339,0,0,0,0,0
6,13917,1378,0,0,0,0,0
6,14049,1345,0,0,0,0,0
7,16389,1484,0,0,0,0,0
7,14544,1296,0,0,0,0,0
7,14575,1328,0,0,0,0,0
7,14467,1212,0,0,0,0,0
7,14374,1245,0,0,0,0,0
7,14278,1294,0,0,0,0,0
7,14346,1286,0,0,0,0,0
7,14486,1280,0,0,0,0,0
7,14336,1293,0,0,0,0,0
7,16411,1337,0,0,0,0,0
7,14601,1247,0,0,0,0,0
7,14266,1277,0,0,0,0,0
7,14431,1307,0,0,0,0,0
7,14459,1305,0,0,0,0,0
7,14311,1329,0,0,0,0,0
7,15162,1403,0,0,0,0,0
7,14363,1333,0,0,0,0,0
7,16561,1298,0,0,0,0,0
7,14478,1342,0,0,0,0,0
7,14615,1314,0,0,0,0,0
8,16720,1406,0,0,0,0,0
8,14988,1374,0,0,0,0,0
8,14831,1369,0,0,0,0,0
8,14705,1334,0,0,0,0,0
8,14957,1289,0,0,0,0,0
8,14594,1278,0,0,0,0,0
8,14552,1311,0,0,0,0,0
8,14614,1335,0,0,0,0,0
8,14632,1297,0,0,0,0,0
8,16573,1315,0,0,0,0,0
8,14815,1219,0,0,0,0,0
8,14742,1251,0,0,0,0,0
8,15243,1353,0,0,0,0,0
8,14565,1320,0,0,0,0,0
8,14690,1355,0,0,0,0,0
8,14791,1338,0,0,0,0,0
8,14949,1254,0,0,0,0,0
8,16771,1302,0,0,0,0,0
8,14961,1298,0,0,0,0,0
8,15091,1311,0,0,0,0,0
9,16358,1396,0,0,0,0,0
9,14663,1324,0,0,0,0,0
9,14410,1304,0,0,0,0,0
9,14126,1247,0,0,0,0,0
9,14313,1292,0,0,0,0,0
9,14081,1303,0,0,0,0,0
9,14395,1316,0,0,0,0,0
9,14510,1297,0,0,0,0,0
9,14611,1311,0,0,0,0,0
9,16653,1321,0,0,0,0,0
9,14399,1256,0,0,0,0,0
9,14299,1293,0,0,0,0,0
9,14409,1281,0,0,0,0,0
9,14615,1373,0,0,0,0,0
9,14347,1311,0,0,0,0,0
9,14578,1297,0,0,0,0,0
9,14546,1303,0,0,0,0,0
9,16195,1299,0,0,0,0,0
9,14512,1300,0,0,0,0,0
9,14266,1305,0,0,0,0,0
10,16786,1579,0,0,0,0,0
10,14932,1422,0,0,0,0,0
10,14656,1421,0,0,0,0,0
10,14787,1508,0,0,0,0,0
10,14481,1386,0,0,0,0,0
10,14550,1416,0,0,0,0,0
10,14393,1454,0,0,0,0,0
10,14540,1426,0,0,0,0,0
10,14592,1387,0,0,0,0,0
10,16679,1378,0,0,0,0,0
10,14424,1341,0,0,0,0,0
10,14674,1367,0,0,0,0,0
10,14366,1360,0,0,0,0,0
10,14757,1285,0,0,0,0,0
10,14633,1390,0,0,0,0,0
10,14593,1383,0,0,0,0,0
10,14711,1417,0,0,0,0,0
10,16520,1356,0,0,0,0,0
10,14417,1362,0,0,0,0,0
10,14566,1393,0,0,0,0,0
11,16745,1465,0,0,0,0,0
11,15163,1351,0,0,0,0,0
11,14914,1287,0,0,0,0,0
11,15116,1338,0,0,0,0,0
11,15232,1268,0,0,0,0,0
11,14965,1301,0,0,0,0,0
11,14881,1341,0,0,0,0,0
11,14860,1291,0,0,0,0,0
11,14822,1273,0,0,0,0,0
11,16519,1305,0,0,0,0,0
11,14908,1273,0,0,0,0,0
11,14684,1275,0,0,0,0,0
11,14865,1272,0,0,0,0,0
11,15001,1267,0,0,0,0,0
11,15084,1377,0,0,0,0,0
11,14927,1364,0,0,0,0,0
11,14741,1324,0,0,0,0,0
11,17456,1366,0,0,0,0,0
11,14959,1334,0,0,0,0,0
11,14981,1359,0,0,0,0,0
12,16849,1472,0,0,0,0,0
12,15325,1409,0,0,0,0,0
12,14831,1372,0,0,0,0,0
12,14836,1375,0,0,0,0,0
12,14953,1392,0,0,0,0,0
12,15075,1330,0,0,0,0,0
12,14940,1393,0,0,0,0,0
12,14840,1369,0,0,0,0,0
12,14650,1359,0,0,0,0,0
12,17140,1398,0,0,0,0,0
12,14932,1319,0,0,0,0,0
12,14904,1362,0,0,0,0,0
12,14816,1307,0,0,0,0,0
12,14934,1364,0,0,0,0,0
12,15074,1390,0,0,0,0,0
12,15029,1336,0,0,0,0,0
12,14795,1333,0,0,0,0,0
12,16406,1368,0,0,0,0,0
12,14991,1339,0,0,0,0,0
12,14754,1378,0,0,0,0,0
13,17168,1457,0,0,0,0,0
13,14978,1280,0,0,0,0,0
13,14965,1279,0,0,0,0,0
13,14804,1284,0,0,0,0,0
13,14703,1329,0,0,0,0,0
13,14561,1249,0,0,0,0,0
13,14721,1289,0,0,0,0,0
13,14712,1304,0,0,0,0,0
13,14623,1287,0,0,0,0,0
13,16265,1248,0,0,0,0,0
13,14539,1297,0,0,0,0,0
13,14774,1313,0,0,0,0,0
13,14637,1247,0,0,0,0,0
13,14446,1278,0,0,0,0,0
13,14798,1317,0,0,0,0,0
13,14737,1307,0,0,0,0,0
13,14850,1308,0,0,0,0,0
13,16532,1292,0,0,0,0,0
13,14468,1264,0,0,0,0,0
13,27977,1364,0,0,0,0,0
14,16876,1533,0,0,0,0,0
14,17110,1407,0,0,0,0,0
14,15493,1337,0,0,0,0,0
14,15135,1387,0,0,0,0,0
14,15156,1311,0,0,0,0,0
14,15053,1330,0,0,0,0,0
14,14996,1325,0,0,0,0,0
14,14772,1354,0,0,0,0,0
14,15429,1346,0,0,0,0,0
14,15114,1359,0,0,0,0,0
14,14945,1326,0,0,0,0,0
14,15029,1307,0,0,0,0,0
14,15243,1366,0,0,0,0,0
14,14930,1364,0,0,0,0,0
14,15168,1378,0,0,0,0,0
14,14866,1353,0,0,0,0,0
14,14784,1338,0,0,0,0,0
14,14740,1333,0,0,0,0,0
14,14943,1335,0,0,0,0,0
14,14481,1302,0,0,0,0,0
15,17572,1460,0,0,0,0,0
15,15576,1425,0,0,0,0,0
15,15299,1353,0,0,0,0,0
15,15335,1391,0,0,0,0,0
15,15480,1366,0,0,0,0,0
15,15507,1365,0,0,0,0,0
15,15173,1379,0,0,0,0,0
15,15698,1389,0,0,0,0,0
15,15456,1363,0,0,0,0,0
15,17107,1417,0,0,0,0,0
15,15310,1367,0,0,0,0,0
15,15552,1398,0,0,0,0,0
15,15693,1360,0,0,0,0,0
15,15362,1331,0,0,0,0,0
15,15392,1329,0,0,0,0,0
15,15820,1305,0,0,0,0,0
15,15441,1300,0,0,0,0,0
15,17439,1323,0,0,0,0,0
15,15307,1372,0,0,0,0,0
15,15343,1380,0,0,0,0,0
16,17272,1462,0,0,0,0,0
16,15518,1325,0,0,0,0,0
16,22562,1450,0,0,0,0,0
16,15282,1367,0,0,0,0,0
16,14965,1306,0,0,0,0,0
16,15311,1291,0,0,0,0,0
16,14922,1336,0,0,0,0,0
16,15178,1329,0,0,0,0,0
16,14902,1320,0,0,0,0,0
16,17151,1348,0,0,0,0,0
16,14849,1335,0,0,0,0,0
16,15535,1282,0,0,0,0,0
16,14949,1283,0,0,0,0,0
16,15260,1266,0,0,0,0,0
16,15128,1268,0,0,0,0,0
16,14905,1302,0,0,0,0,0
16,15272,1294,0,0,0,0,0
16,16794,1307,0,0,0,0,0
16,15494,1317,0,0,0,0,0
16,14786,1326,0,0,0,0,0
17,17167,1477,0,0,0,0,0
17,15430,1345,0,0,0,0,0
17,15014,1279,0,0,0,0,0
17,15398,1312,0,0,0,0,0
17,15273,1283,0,0,0,0,0
17,15161,1301,0,0,0,0,0
17,14865,1362,0,0,0,0,0
17,15328,1251,0,0,0,0,0
17,14825,1311,0,0,0,0,0
17,16799,1263,0,0,0,0,0
17,15006,1222,0,0,0,0,0
17,15184,1283,0,0,0,0,0
17,15088,1238,0,0,0,0,0
17,14838,1313,0,0,0,0,0
17,14789,1343,0,0,0,0,0
17,14998,1283,0,0,0,0,0
17,15241,1229,0,0,0,0,0
17,16703,1297,0,0,0,0,0
17,14900,1259,0,0,0,0,0
17,14917,1245,0,0,0,0,0
18,17347,1460,0,0,0,0,0
18,15841,1407,0,0,0,0,0
18,15179,1278,0,0,0,0,0
18,15737,1292,0,0,0,0,0
18,15563,1273,0,0,0,0,0
18,15250,1273,0,0,0,0,0
18,15545,1388,0,0,0,0,0
18,15485,1228,0,0,0,0,0
18,15329,1266,0,0,0,0,0
18,17539,1358,0,0,0,0,0
18,15475,1306,0,0,0,0,0
18,15008,1328,0,0,0,0,0
18,15303,1335,0,0,0,0,0
18,15075,1346,0,0,0,0,0
18,14964,1298,0,0,0,0,0
18,15153,1298,0,0,0,0,0
18,15158,1302,0,0,0,0,0
18,16737,1318,0,0,0,0,0
18,14934,1309,0,0,0,0,0
18,14904,1243,0,0,0,0,0
19,17187,1429,0,0,0,0,0
19,15890,1309,0,0,0,0,0
19,15504,1312,0,0,0,0,0
19,15351,1322,0,0,0,0,0
19,15464,1356,0,0,0,0,0
19,15504,1349,0,0,0,0,0
19,15349,1312,0,0,0,0,0
19,15336,1321,0,0,0,0,0
19,15524,1354,0,0,0,0,0
19,17485,1353,0,0,0,0,0
19,16457,1339,0,0,0,0,0
19,15304,1332,0,0,0,0,0
19,15443,1309,0,0,0,0,0
19,15610,1325,0,0,0,0,0
19,15208,1293,0,0,0,0,0
19,15291,1341,0,0,0,0,0
19,15343,1281,0,0,0,0,0
19,17397,1344,0,0,0,0,0
19,15687,1389,0,0,0,0,0
19,15517,1309,0,0,0,0,0
20,17585,1552,0,0,0,0,0
20,15380,1417,0,0,0,0,0
20,15364,1406,0,0,0,0,0
20,15857,1417,0,0,0,0,0
20,15219,1363,0,0,0,0,0
20,15345,1434,0,0,0,0,0
20,15117,1367,0,0,0,0,0
20,15385,1354,0,0,0,0,0
20,15927,1390,0,0,0,0,0
20,17693,1432,0,0,0,0,0
20,16146,1466,0,0,0,0,0
20,15426,1307,0,0,0,0,0
20,15621,1382,0,0,0,0,0
20,15850,1379,0,0,0,0,0
20,15682,1397,0,0,0,0,0
20,15690,1419,0,0,0,0,0
20,15710,1351,0,0,0,0,0
20,17593,1439,0,0,0,0,0
20,15542,1383,0,0,0,0,0
20,15603,1382,0,0,0,0,0
21,17444,1332,0,0,0,0,0
21,15532,1282,0,0,0,0,0
21,15278,1320,0,0,0,0,0
21,15413,1248,0,0,0,0,0
21,15446,1248,0,0,0,0,0
21,15434,1265,0,0,0,0,0
21,15367,1247,0,0,0,0,0
21,15465,1290,0,0,0,0,0
21,15201,1251,0,0,0,0,0
21,18184,1352,0,0,0,0,0
21,15677,1311,0,0,0,0,0
21,15438,1330,0,0,0,0,0
21,15322,1353,0,0,0,0,0
21,15529,1329,0,0,0,0,0
21,15404,1371,0,0,0,0,0
21,15294,1306,0,0,0,0,0
21,15189,1204,0,0,0,0,0
21,17124,1249,0,0,0,0,0
21,15196,1298,0,0,0,0,0
21,15250,1246,0,0,0,0,0
22,17058,1487,0,0,0,0,0
22,15415,1362,0,0,0,0,0
22,15188,1386,0,0,0,0,0
22,15151,1245,0,0,0,0,0
22,15275,1348,0,0,0,0,0
22,15367,1391,0,0,0,0,0
22,36040,1422,0,0,0,0,0
22,15196,1352,0,0,0,0,0
22,15119,1351,0,0,0,0,0
22,17145,1356,0,0,0,0,0
22,15286,1290,0,0,0,0,0
22,15053,1332,0,0,0,0,0
22,15138,1321,0,0,0,0,0
22,15205,1307,0,0,0,0,0
22,15152,1322,0,0,0,0,0
22,15155,1381,0,0,0,0,0
22,15222,1283,0,0,0,0,0
22,16799,1352,0,0,0,0,0
22,15180,1334,0,0,0,0,0
22,15252,1367,0,0,0,0,0
23,17800,1489,0,0,0,0,0
23,16546,1312,0,0,0,0,0
23,16221,1323,0,0,0,0,0
23,16528,1285,0,0,0,0,0
23,15979,1318,0,0,0,0,0
23,15889,1318,0,0,0,0,0
23,16104,1280,0,0,0,0,0
23,15866,1271,0,0,0,0,0
23,28429,1296,0,0,0,0,0
23,17492,1260,0,0,0,0,0
23,15859,1284,0,0,0,0,0
23,15573,1242,0,0,0,0,0
23,15776,1221,0,0,0,0,0
23,15789,1235,0,0,0,0,0
23,15713,1322,0,0,0,0,0
23,15559,1290,0,0,0,0,0
23,15494,1263,0,0,0,0,0
23,17799,1275,0,0,0,0,0
23,15789,1303,0,0,0,0,0
23,15845,1270,0,0,0,0,0
24,17982,1601,0,0,0,0,0
24,16290,1323,0,0,0,0,0
24,16577,1416,0,0,0,0,0
24,16024,1366,0,0,0,0,0
24,16287,1361,0,0,0,0,0
24,16111,1383,0,0,0,0,0
24,16154,1379,0,0,0,0,0
24,16014,1397,0,0,0,0,0
24,15833,1325,0,0,0,0,0
24,16189,1319,0,0,0,0,0
24,16011,1292,0,0,0,0,0
24,16059,1307,0,0,0,0,0
24,16814,1389,0,0,0,0,0
24,16296,1330,0,0,0,0,0
24,16244,1393,0,0,0,0,0
24,16102,1363,0,0,0,0,0
24,15790,1279,0,0,0,0,0
24,18153,1278,0,0,0,0,0
24,16193,1317,0,0,0,0,0
24,15807,1387,0,0,0,0,0
25,17976,1479,0,0,0,0,0
25,15928,1352,0,0,0,0,0
25,16369,1330,0,0,0,0,0
25,15662,1362,0,0,0,0,0
25,16193,1293,0,0,0,0,0
25,15700,1348,0,0,0,0,0
25,16495,1401,0,0,0,0,0
25,15680,1332,0,0,0,0,0
25,15983,1290,0,0,0,0,0
25,15903,1344,0,0,0,0,0
25,15614,1369,0,0,0,0,0
25,15864,1325,0,0,0,0,0
25,15585,1297,0,0,0,0,0
25,15970,1336,0,0,0,0,0
25,15702,1344,0,0,0,0,0
25,16163,1312,0,0,0,0,0
25,15811,1323,0,0,0,0,0
25,17654,1304,0,0,0,0,0
25,15760,1282,0,0,0,0,0
25,16454,1360,0,0,0,0,0
26,17719,1447,0,0,0,0,0
26,16084,1355,0,0,0,0,0
26,16145,1314,0,0,0,0,0
26,16130,1319,0,0,0,0,0
26,15711,1329,0,0,0,0,0
26,15767,1250,0,0,0,0,0
26,15743,1268,0,0,0,0,0
26,15806,1202,0,0,0,0,0
26,15783,1334,0,0,0,0,0
26,15949,1268,0,0,0,0,0
26,15871,1230,0,0,0,0,0
26,15734,1323,0,0,0,0,0
26,15903,1321,0,0,0,0,0
26,16033,1361,0,0,0,0,0
26,15894,1320,0,0,0,0,0
26,15970,1255,0,0,0,0,0
26,15964,1257,0,0,0,0,0
26,18111,1283,0,0,0,0,0
26,15967,1278,0,0,0,0,0
26,16117,1307,0,0,0,0,0
27,18019,1504,0,0,0,0,0
27,16384,1437,0,0,0,0,0
27,16311,1406,0,0,0,0,0
27,16375,1325,0,0,0,0,0
27,16141,1347,0,0,0,0,0
27,16536,1328,0,0,0,0,0
27,16154,1380,0,0,0,0,0
27,16237,1359,0,0,0,0,0
27,16249,1343,0,0,0,0,0
27,16299,1327,0,0,0,0,0
27,16558,1300,0,0,0,0,0
27,16411,1383,0,0,0,0,0
27,15884,1291,0,0,0,0,0
27,16142,1283,0,0,0,0,0
27,16051,1317,0,0,0,0,0
27,16107,1334,0,0,0,0,0
27,16229,1339,0,0,0,0,0
27,18214,2179,0,0,0,0,0
27,16185,1341,0,0,0,0,0
27,16114,1250,0,0,0,0,0
28,20160,1429,0,0,0,0,0
28,16880,1343,0,0,0,0,0
28,17172,1385,0,0,0,0,0
28,16929,1362,0,0,0,0,0
28,16599,1372,0,0,0,0,0
28,16938,1394,0,0,0,0,0
28,17201,1372,0,0,0,0,0
28,16735,1346,0,0,0,0,0
28,16738,1375,0,0,0,0,0
28,17418,1428,0,0,0,0,0
28,16975,1361,0,0,0,0,0
28,17113,1336,0,0,0,0,0
28,16846,1321,0,0,0,0,0
28,17089,1365,0,0,0,0,0
28,17072,1337,0,0,0,0,0
28,16959,1333,0,0,0,0,0
28,16788,1340,0,0,0,0,0
28,19800,1327,0,0,0,0,0
28,16813,1359,0,0,0,0,0
28,16665,1351,0,0,0,0,0
29,20440,1459,0,0,0,0,0
29,17375,1351,0,0,0,0,0
29,17296,1349,0,0,0,0,0
29,17339,1267,0,0,0,0,0
29,17334,1315,0,0,0,0,0
29,17063,1300,0,0,0,0,0
29,17400,1242,0,0,0,0,0
29,17527,1320,0,0,0,0,0
29,17541,1233,0,0,0,0,0
29,17388,1256,0,0,0,0,0
29,17261,1225,0,0,0,0,0
29,17389,1304,0,0,0,0,0
29,16839,1318,0,0,0,0,0
29,16656,1266,0,0,0,0,0
29,16921,1319,0,0,0,0,0
29,17629,1317,0,0,0,0,0
29,17040,1296,0,0,0,0,0
29,19002,1301,0,0,0,0,0
29,17436,1298,0,0,0,0,0
29,17308,1341,0,0,0,0,0
30,21307,1442,0,0,0,0,0
30,17099,1461,0,0,0,0,0
30,17008,1348,0,0,0,0,0
30,17145,1323,0,0,0,0,0
30,17168,1370,0,0,0,0,0
30,17118,1349,0,0,0,0,0
30,17168,1349,0,0,0,0,0
30,16858,1294,0,0,0,0,0
30,16994,1363,0,0,0,0,0
30,17204,1310,0,0,0,0,0
30,16883,1320,0,0,0,0,0
30,16866,1346,0,0,0,0,0
30,17254,1337,0,0,0,0,0
30,17135,1318,0,0,0,0,0
30,17056,1349,0,0,0,0,0
30,16889,1331,0,0,0,0,0
30,17116,1360,0,0,0,0,0
30,19273,1341,0,0,0,0,0
30,17368,1297,0,0,0,0,0
30,17054,1294,0,0,0,0,0
31,20711,1525,0,0,0,0,0
31,17700,1388,0,0,0,0,0
31,17330,1415,0,0,0,0,0
31,17280,1426,0,0,0,0,0
31,17448,1409,0,0,0,0,0
31,17468,1343,0,0,0,0,0
31,17739,1360,0,0,0,0,0
31,17570,1376,0,0,0,0,0
31,17069,1450,0,0,0,0,0
31,17697,1411,0,0,0,0,0
31,17249,1355,0,0,0,0,0
31,17609,1387,0,0,0,0,0
31,17035,1280,0,0,0,0,0
31,17056,1260,0,0,0,0,0
31,17007,1309,0,0,0,0,0
31,16937,1320,0,0,0,0,0
31,17268,1309,0,0,0,0,0
31,19176,1319,0,0,0,0,0
31,16702,1294,0,0,0,0,0
31,17064,1345,0,0,0,0,0

Raw Storage Info
========
Storage: Proxy Proxies (r:1 w:0)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    13.39
    + p    0.117
              µs

Reads = 1 + (0 * p)
Writes = 0 + (0 * p)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    p   mean µs  sigma µs       %
    1     13.16     0.103    0.7%
    2     13.18     0.076    0.5%
    3     13.69     0.105    0.7%
    4     13.87     0.102    0.7%
    5     13.91      0.07    0.5%
    6     13.95     0.081    0.5%
    7     14.47     0.074    0.5%
    8     14.84     0.107    0.7%
    9     14.47     0.085    0.5%
   10     14.62     0.068    0.4%
   11     14.97     0.072    0.4%
   12     14.94     0.071    0.4%
   13     14.77     0.086    0.5%
   14     15.04     0.087    0.5%
   15     15.48     0.101    0.6%
   16     15.23      0.18    1.1%
   17     15.12     0.129    0.8%
   18     15.34     0.153    0.9%
   19     15.49     0.098    0.6%
   20     15.63     0.149    0.9%
   21     15.41     0.065    0.4%
   22     15.23      0.06    0.3%
   23     15.98     0.223    1.3%
   24     16.16     0.087    0.5%
   25     15.92      0.15    0.9%
   26     15.94     0.075    0.4%
   27     16.25      0.08    0.4%
   28     16.96     0.097    0.5%
   29     17.35     0.051    0.2%
   30      17.1      0.05    0.2%
   31     17.33     0.178    1.0%

Quality and confidence:
param     error
p         0.002

Model:
Time ~=    13.33
    + p    0.118
              µs

Reads = 1 + (0 * p)
Writes = 0 + (0 * p)

Pallet: "pallet_proxy", Extrinsic: "proxy_announced", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
a,p,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
0,31,36689,1583,0,0,0,0,0
0,31,33436,1519,0,0,0,0,0
0,31,32869,1495,0,0,0,0,0
0,31,32431,1443,0,0,0,0,0
0,31,32907,1488,0,0,0,0,0
0,31,31855,1541,0,0,0,0,0
0,31,32781,1441,0,0,0,0,0
0,31,32062,1464,0,0,0,0,0
0,31,32482,1488,0,0,0,0,0
0,31,32875,1481,0,0,0,0,0
0,31,32102,1472,0,0,0,0,0
0,31,31794,1464,0,0,0,0,0
0,31,31866,1420,0,0,0,0,0
0,31,66125,1480,0,0,0,0,0
0,31,32053,1482,0,0,0,0,0
0,31,32319,1542,0,0,0,0,0
0,31,32030,1470,0,0,0,0,0
0,31,31951,1468,0,0,0,0,0
0,31,32423,1464,0,0,0,0,0
0,31,31971,1499,0,0,0,0,0
1,31,36706,1566,0,0,0,0,0
1,31,33449,1441,0,0,0,0,0
1,31,32967,1408,0,0,0,0,0
1,31,32845,1479,0,0,0,0,0
1,31,32989,1482,0,0,0,0,0
1,31,33117,1440,0,0,0,0,0
1,31,33218,1404,0,0,0,0,0
1,31,32936,1403,0,0,0,0,0
1,31,32959,1522,0,0,0,0,0
1,31,32974,1465,0,0,0,0,0
1,31,32903,1357,0,0,0,0,0
1,31,32849,1393,0,0,0,0,0
1,31,32423,1391,0,0,0,0,0
1,31,46761,1507,0,0,0,0,0
1,31,32625,1411,0,0,0,0,0
1,31,32336,1430,0,0,0,0,0
1,31,32947,1429,0,0,0,0,0
1,31,33049,1496,0,0,0,0,0
1,31,33100,1438,0,0,0,0,0
1,31,32645,1401,0,0,0,0,0
2,31,37517,1562,0,0,0,0,0
2,31,32894,1427,0,0,0,0,0
2,31,33143,1413,0,0,0,0,0
2,31,33629,1551,0,0,0,0,0
2,31,33098,1401,0,0,0,0,0
2,31,32844,1443,0,0,0,0,0
2,31,33031,1391,0,0,0,0,0
2,31,33048,1429,0,0,0,0,0
2,31,33196,1421,0,0,0,0,0
2,31,33465,1466,0,0,0,0,0
2,31,33162,1481,0,0,0,0,0
2,31,33214,1448,0,0,0,0,0
2,31,46546,1404,0,0,0,0,0
2,31,33463,1464,0,0,0,0,0
2,31,33302,1344,0,0,0,0,0
2,31,33441,1379,0,0,0,0,0
2,31,33645,1415,0,0,0,0,0
2,31,33627,1440,0,0,0,0,0
2,31,33167,1434,0,0,0,0,0
2,31,32742,1422,0,0,0,0,0
3,31,36711,1585,0,0,0,0,0
3,31,33481,1480,0,0,0,0,0
3,31,33068,1516,0,0,0,0,0
3,31,33266,1473,0,0,0,0,0
3,31,33705,1453,0,0,0,0,0
3,31,33198,1529,0,0,0,0,0
3,31,32836,1493,0,0,0,0,0
3,31,33542,1471,0,0,0,0,0
3,31,33494,1533,0,0,0,0,0
3,31,33392,1474,0,0,0,0,0
3,31,32645,1468,0,0,0,0,0
3,31,33280,1478,0,0,0,0,0
3,31,33235,1497,0,0,0,0,0
3,31,32608,1468,0,0,0,0,0
3,31,33119,1455,0,0,0,0,0
3,31,33215,1457,0,0,0,0,0
3,31,32879,1437,0,0,0,0,0
3,31,33050,1438,0,0,0,0,0
3,31,33209,1450,0,0,0,0,0
3,31,33049,21453,0,0,0,0,0
4,31,38221,1480,0,0,0,0,0
4,31,33885,1445,0,0,0,0,0
4,31,34515,1421,0,0,0,0,0
4,31,33676,1483,0,0,0,0,0
4,31,33219,1436,0,0,0,0,0
4,31,34359,1471,0,0,0,0,0
4,31,33989,1488,0,0,0,0,0
4,31,34374,1423,0,0,0,0,0
