Pallet: "pallet_utility", Extrinsic: "batch", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
c,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
340,807314,1281,0,0,0,0,0
340,806605,1253,0,0,0,0,0
340,805122,1230,0,0,0,0,0
340,843005,1300,0,0,0,0,0
340,816166,1313,0,0,0,0,0
340,827557,1257,0,0,0,0,0
340,830303,1315,0,0,0,0,0
340,849599,1358,0,0,0,0,0
340,827497,1209,0,0,0,0,0
340,809784,1190,0,0,0,0,0
340,830827,1271,0,0,0,0,0
340,861207,1257,0,0,0,0,0
340,842888,1220,0,0,0,0,0
360,911166,1537,0,0,0,0,0
360,876599,1343,0,0,0,0,0
360,876570,1313,0,0,0,0,0
360,870581,1252,0,0,0,0,0
360,888209,1293,0,0,0,0,0
360,876513,1318,0,0,0,0,0
360,871632,1285,0,0,0,0,0
360,847053,1252,0,0,0,0,0
360,869772,1230,0,0,0,0,0
360,905971,1322,0,0,0,0,0
360,873681,1289,0,0,0,0,0
360,876550,1341,0,0,0,0,0
360,875490,1308,0,0,0,0,0
360,888446,1285,0,0,0,0,0
360,847860,1254,0,0,0,0,0
360,874630,1302,0,0,0,0,0
360,843761,1213,0,0,0,0,0
360,899953,1276,0,0,0,0,0
360,846896,1304,0,0,0,0,0
360,847539,1283,0,0,0,0,0
380,900854,1430,0,0,0,0,0
380,919282,1363,0,0,0,0,0
380,939706,1291,0,0,0,0,0
380,896084,1360,0,0,0,0,0
380,922264,1361,0,0,0,0,0
380,920961,1324,0,0,0,0,0
380,960371,1330,0,0,0,0,0
380,952132,1246,0,0,0,0,0
380,917483,1285,0,0,0,0,0
380,896456,1289,0,0,0,0,0
380,935450,1351,0,0,0,0,0
380,919008,1298,0,0,0,0,0
380,920086,1342,0,0,0,0,0
380,919048,1338,0,0,0,0,0
380,931238,1313,0,0,0,0,0
380,891681,1273,0,0,0,0,0
380,917850,1366,0,0,0,0,0
380,919136,1292,0,0,0,0,0
380,933006,1309,0,0,0,0,0
380,910934,1285,0,0,0,0,0
400,967575,1419,0,0,0,0,0
400,998629,1355,0,0,0,0,0
400,976606,1325,0,0,0,0,0
400,978774,1275,0,0,0,0,0
400,949175,1348,0,0,0,0,0
400,985013,1314,0,0,0,0,0
400,943968,1299,0,0,0,0,0
400,943545,1228,0,0,0,0,0
400,1000662,1384,0,0,0,0,0
400,979233,1303,0,0,0,0,0
400,944177,1255,0,0,0,0,0
400,944991,1350,0,0,0,0,0
400,983385,1363,0,0,0,0,0
400,973741,1306,0,0,0,0,0
400,970957,1239,0,0,0,0,0
400,945016,1265,0,0,0,0,0
400,1000556,1311,0,0,0,0,0
400,983469,1300,0,0,0,0,0
400,945356,1212,0,0,0,0,0
400,973058,1353,0,0,0,0,0
420,992426,1459,0,0,0,0,0
420,985280,1340,0,0,0,0,0
420,1048900,1300,0,0,0,0,0
420,985078,1315,0,0,0,0,0
420,1001255,1302,0,0,0,0,0
420,1009995,1244,0,0,0,0,0
420,1035573,1327,0,0,0,0,0
420,1043214,1349,0,0,0,0,0
420,1012348,1295,0,0,0,0,0
420,1013724,1296,0,0,0,0,0
420,1009921,1288,0,0,0,0,0
420,1002698,1282,0,0,0,0,0
420,1016648,1322,0,0,0,0,0
420,1042814,1272,0,0,0,0,0
420,982486,1280,0,0,0,0,0
420,988814,1298,0,0,0,0,0
420,987714,1258,0,0,0,0,0
420,1021220,1346,0,0,0,0,0
420,1017660,1302,0,0,0,0,0
420,1013738,1298,0,0,0,0,0
440,1034841,1371,0,0,0,0,0
440,1054022,1316,0,0,0,0,0
440,1069860,1239,0,0,0,0,0
440,1063109,1272,0,0,0,0,0
440,1064831,1279,0,0,0,0,0
440,1086443,1275,0,0,0,0,0
440,1028026,1218,0,0,0,0,0
440,1131215,1326,0,0,0,0,0
440,1051184,1305,0,0,0,0,0
440,1068185,1356,0,0,0,0,0
440,1031627,1370,0,0,0,0,0
440,1029145,1313,0,0,0,0,0
440,1085239,1329,0,0,0,0,0
440,1059089,1267,0,0,0,0,0
440,1060068,1300,0,0,0,0,0
440,1058390,1313,0,0,0,0,0
440,1067713,1311,0,0,0,0,0
440,1060534,1334,0,0,0,0,0
440,1059310,1291,0,0,0,0,0
440,1067203,1290,0,0,0,0,0
460,1140018,1442,0,0,0,0,0
460,1090111,1358,0,0,0,0,0
460,1118973,1320,0,0,0,0,0
460,1122915,1292,0,0,0,0,0
460,1117098,1370,0,0,0,0,0
460,1117860,1287,0,0,0,0,0
460,1138088,1235,0,0,0,0,0
460,1114296,1273,0,0,0,0,0
460,1116774,1302,0,0,0,0,0
460,1122151,1269,0,0,0,0,0
460,1129004,1377,0,0,0,0,0
460,1107643,1369,0,0,0,0,0
460,1141553,1299,0,0,0,0,0
460,1146390,1311,0,0,0,0,0
460,1128323,1248,0,0,0,0,0
460,1112365,1267,0,0,0,0,0
460,1156183,1282,0,0,0,0,0
460,1116984,1301,0,0,0,0,0
460,1114969,1297,0,0,0,0,0
460,1142384,1307,0,0,0,0,0
480,1127369,1433,0,0,0,0,0
480,1121165,1299,0,0,0,0,0
480,1170295,1314,0,0,0,0,0
480,1154540,1224,0,0,0,0,0
480,1157374,1296,0,0,0,0,0
480,1174161,1300,0,0,0,0,0
480,1149518,1256,0,0,0,0,0
480,1120855,1236,0,0,0,0,0
480,1187959,1298,0,0,0,0,0
480,1155908,1265,0,0,0,0,0
480,1155709,1289,0,0,0,0,0
480,1156995,1270,0,0,0,0,0
480,1160558,1258,0,0,0,0,0
480,1154382,1238,0,0,0,0,0
480,1155566,1221,0,0,0,0,0
480,1169213,1225,0,0,0,0,0
480,1124013,1290,0,0,0,0,0
480,1155418,1260,0,0,0,0,0
480,1157289,1274,0,0,0,0,0
480,1158472,1242,0,0,0,0,0
500,1206734,1446,0,0,0,0,0
500,1204605,1374,0,0,0,0,0
500,1199934,1404,0,0,0,0,0
500,1213234,1363,0,0,0,0,0
500,1198243,1398,0,0,0,0,0
500,1195047,1317,0,0,0,0,0
500,1216493,1339,0,0,0,0,0
500,1169044,1361,0,0,0,0,0
500,1167784,1261,0,0,0,0,0
500,1226991,1327,0,0,0,0,0
500,1202684,1274,0,0,0,0,0
500,1165533,1271,0,0,0,0,0
500,1206329,1257,0,0,0,0,0
500,1198827,1301,0,0,0,0,0
500,1203085,1245,0,0,0,0,0
500,1235229,1252,0,0,0,0,0
500,1204689,1322,0,0,0,0,0
500,1200437,1339,0,0,0,0,0
500,1237138,1343,0,0,0,0,0
500,1207610,1277,0,0,0,0,0
520,1238220,1454,0,0,0,0,0
520,1235049,1402,0,0,0,0,0
520,1272262,1300,0,0,0,0,0
520,1278350,1326,0,0,0,0,0
520,1264615,1205,0,0,0,0,0
520,1276808,1249,0,0,0,0,0
520,1267434,1284,0,0,0,0,0
520,1266278,1275,0,0,0,0,0
520,1277262,1273,0,0,0,0,0
520,1269262,1284,0,0,0,0,0
520,1268811,1238,0,0,0,0,0
520,1270608,1232,0,0,0,0,0
520,1232106,1280,0,0,0,0,0
520,1273745,1310,0,0,0,0,0
520,1299835,1241,0,0,0,0,0
520,1264735,1260,0,0,0,0,0
520,1228109,1182,0,0,0,0,0
520,1296991,1329,0,0,0,0,0
520,1257151,1275,0,0,0,0,0
520,1287471,1223,0,0,0,0,0
540,1267264,1452,0,0,0,0,0
540,1298539,1430,0,0,0,0,0
540,1297267,1296,0,0,0,0,0
540,1288740,1313,0,0,0,0,0
540,1300077,1247,0,0,0,0,0
540,1312927,1312,0,0,0,0,0
540,1260686,1348,0,0,0,0,0
540,1260843,1267,0,0,0,0,0
540,1306854,1354,0,0,0,0,0
540,1300326,1340,0,0,0,0,0
540,1302477,1329,0,0,0,0,0
540,1302694,1268,0,0,0,0,0
540,1302076,1319,0,0,0,0,0
540,1264712,1325,0,0,0,0,0
540,1294938,1354,0,0,0,0,0
540,1302987,1340,0,0,0,0,0
540,1338817,1321,0,0,0,0,0
540,1299642,1313,0,0,0,0,0
540,1293787,1316,0,0,0,0,0
540,1321999,1322,0,0,0,0,0
560,1356758,1462,0,0,0,0,0
560,1375569,1368,0,0,0,0,0
560,1309841,1375,0,0,0,0,0
560,1308518,1348,0,0,0,0,0
560,1361541,1389,0,0,0,0,0
560,1367046,1319,0,0,0,0,0
560,1348280,1331,0,0,0,0,0
560,1352691,1266,0,0,0,0,0
560,1350352,1246,0,0,0,0,0
560,1351969,1307,0,0,0,0,0
560,1345602,1300,0,0,0,0,0
560,1345258,1289,0,0,0,0,0
560,1370260,1246,0,0,0,0,0
560,1348185,1290,0,0,0,0,0
560,1349565,1266,0,0,0,0,0
560,1355093,1306,0,0,0,0,0
560,1306620,1242,0,0,0,0,0
560,1309052,1320,0,0,0,0,0
560,1377618,1233,0,0,0,0,0
560,1310875,1315,0,0,0,0,0
580,1380965,1477,0,0,0,0,0
580,1369730,1373,0,0,0,0,0
580,1407384,1371,0,0,0,0,0
580,1411357,1342,0,0,0,0,0
580,1436608,1348,0,0,0,0,0
580,1433439,1307,0,0,0,0,0
580,1452689,1300,0,0,0,0,0
580,1411242,1288,0,0,0,0,0
580,1368112,1318,0,0,0,0,0
580,1405749,1285,0,0,0,0,0
580,1408439,1276,0,0,0,0,0
580,1411881,1290,0,0,0,0,0
580,1403761,1337,0,0,0,0,0
580,1369324,1279,0,0,0,0,0
580,1371506,1239,0,0,0,0,0
580,1416003,1380,0,0,0,0,0
580,1409977,1323,0,0,0,0,0
580,1437707,1333,0,0,0,0,0
580,1421247,1311,0,0,0,0,0
580,1409974,1353,0,0,0,0,0
600,1412537,1374,0,0,0,0,0
600,1441873,1312,0,0,0,0,0
600,1435813,1279,0,0,0,0,0
600,1468309,1380,0,0,0,0,0
600,1441306,1279,0,0,0,0,0
600,1404141,1292,0,0,0,0,0
600,1448087,1288,0,0,0,0,0
600,1443307,1295,0,0,0,0,0
600,1424841,1356,0,0,0,0,0
600,1440697,1327,0,0,0,0,0
600,1439136,1272,0,0,0,0,0
600,1456785,1258,0,0,0,0,0
600,1438968,1260,0,0,0,0,0
600,1442819,1220,0,0,0,0,0
600,1436562,1295,0,0,0,0,0
600,1442361,1296,0,0,0,0,0
600,1439308,1231,0,0,0,0,0
600,1445120,1241,0,0,0,0,0
600,1455583,1298,0,0,0,0,0
600,1442463,1313,0,0,0,0,0
620,1493822,1430,0,0,0,0,0
620,1503898,1273,0,0,0,0,0
620,1493988,1281,0,0,0,0,0
620,1493294,1322,0,0,0,0,0
620,1491622,1232,0,0,0,0,0
620,1447292,1327,0,0,0,0,0
620,1498757,1281,0,0,0,0,0
620,1445724,1315,0,0,0,0,0
620,1442194,1331,0,0,0,0,0
620,1499247,1305,0,0,0,0,0
620,1450167,1317,0,0,0,0,0
620,1488506,1317,0,0,0,0,0
620,1487515,1356,0,0,0,0,0
620,1446848,1310,0,0,0,0,0
620,1514970,1270,0,0,0,0,0
620,1487499,1333,0,0,0,0,0
620,1505228,1349,0,0,0,0,0
620,1447088,1265,0,0,0,0,0
620,1491402,1270,0,0,0,0,0
620,1478484,1275,0,0,0,0,0
640,1570321,1517,0,0,0,0,0
640,1524790,1361,0,0,0,0,0
640,1495772,1311,0,0,0,0,0
640,1537043,1252,0,0,0,0,0
640,1498086,1209,0,0,0,0,0
640,1556873,1370,0,0,0,0,0
640,1553500,1292,0,0,0,0,0
640,1543157,1269,0,0,0,0,0
640,1577167,1337,0,0,0,0,0
640,1535363,1298,0,0,0,0,0
640,1553287,1310,0,0,0,0,0
640,1537770,1329,0,0,0,0,0
640,1569188,1361,0,0,0,0,0
640,1526757,1270,0,0,0,0,0
640,1495619,1310,0,0,0,0,0
640,1533705,1357,0,0,0,0,0
640,1549990,1327,0,0,0,0,0
640,1559589,1305,0,0,0,0,0
640,1536581,1299,0,0,0,0,0
640,1497685,1286,0,0,0,0,0
660,1555390,1360,0,0,0,0,0
660,1555601,1332,0,0,0,0,0
660,1588053,1240,0,0,0,0,0
660,1599225,1301,0,0,0,0,0
660,1592542,1278,0,0,0,0,0
660,1572112,1224,0,0,0,0,0
660,1585234,1267,0,0,0,0,0
660,1589348,1313,0,0,0,0,0
660,1575959,1251,0,0,0,0,0
660,1587008,1312,0,0,0,0,0
660,1599225,1347,0,0,0,0,0
660,1599764,1284,0,0,0,0,0
660,1625022,1321,0,0,0,0,0
660,1581507,1320,0,0,0,0,0
660,1537988,1305,0,0,0,0,0
660,1577825,1332,0,0,0,0,0
660,1589423,1280,0,0,0,0,0
660,1604721,1261,0,0,0,0,0
660,1588668,1243,0,0,0,0,0
660,1579146,1243,0,0,0,0,0
680,1644902,1482,0,0,0,0,0
680,1633718,1373,0,0,0,0,0
680,1623755,1356,0,0,0,0,0
680,1630414,1342,0,0,0,0,0
680,1663517,1487,0,0,0,0,0
680,1584210,1307,0,0,0,0,0
680,1587915,1306,0,0,0,0,0
680,1630092,1328,0,0,0,0,0
680,1633010,1346,0,0,0,0,0
680,1641672,1373,0,0,0,0,0
680,1622422,1234,0,0,0,0,0
680,1621268,1367,0,0,0,0,0
680,1632145,1318,0,0,0,0,0
680,1627900,1282,0,0,0,0,0
680,1634427,1338,0,0,0,0,0
680,1584746,1314,0,0,0,0,0
680,1621948,1265,0,0,0,0,0
680,1632925,1303,0,0,0,0,0
680,1649846,1287,0,0,0,0,0
680,1635579,1242,0,0,0,0,0
700,1726198,1430,0,0,0,0,0
700,1672006,1303,0,0,0,0,0
700,1728180,1385,0,0,0,0,0
700,1685708,1288,0,0,0,0,0
700,1722323,1338,0,0,0,0,0
700,1684574,1292,0,0,0,0,0
700,1684703,1275,0,0,0,0,0
700,1675226,1333,0,0,0,0,0
700,1665152,1268,0,0,0,0,0
700,1672831,1311,0,0,0,0,0
700,1650279,1218,0,0,0,0,0
700,1696624,1292,0,0,0,0,0
700,1682448,1278,0,0,0,0,0
700,1710649,1268,0,0,0,0,0
700,1647515,1213,0,0,0,0,0
700,1674132,1222,0,0,0,0,0
700,1688644,1280,0,0,0,0,0
700,1686592,1270,0,0,0,0,0
700,1692326,1293,0,0,0,0,0
700,1691439,1266,0,0,0,0,0
720,1738608,1431,0,0,0,0,0
720,1731840,1421,0,0,0,0,0
720,1723106,1373,0,0,0,0,0
720,1732943,1215,0,0,0,0,0
720,1720521,1322,0,0,0,0,0
720,1732636,1329,0,0,0,0,0
720,1734573,1376,0,0,0,0,0
720,1747828,1313,0,0,0,0,0
720,1736693,1297,0,0,0,0,0
720,1740429,1244,0,0,0,0,0
720,1748838,1330,0,0,0,0,0
720,1739390,1298,0,0,0,0,0
720,1755662,1259,0,0,0,0,0
720,1732320,1252,0,0,0,0,0
720,1767889,1332,0,0,0,0,0
720,1739347,1242,0,0,0,0,0
720,1734973,1236,0,0,0,0,0
720,1739094,1259,0,0,0,0,0
720,1715281,1202,0,0,0,0,0
720,1697308,1245,0,0,0,0,0
740,1766199,1521,0,0,0,0,0
740,1770925,1407,0,0,0,0,0
740,1800865,1319,0,0,0,0,0
740,1777261,1338,0,0,0,0,0
740,1772525,1396,0,0,0,0,0
740,1723499,1314,0,0,0,0,0
740,1778570,1369,0,0,0,0,0
740,1721079,1260,0,0,0,0,0
