Pallet: "pallet_tips", Extrinsic: "report_awesome", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
r,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
54,25002,1412,0,0,0,0,0
54,25079,1412,0,0,0,0,0
54,25473,1408,0,0,0,0,0
54,25376,1429,0,0,0,0,0
54,25620,1382,0,0,0,0,0
54,24869,1472,0,0,0,0,0
54,25113,1384,0,0,0,0,0
54,25115,1397,0,0,0,0,0
54,25171,1390,0,0,0,0,0
54,25287,1409,0,0,0,0,0
54,25185,1416,0,0,0,0,0
54,25224,1422,0,0,0,0,0
54,25063,1421,0,0,0,0,0
54,26859,1413,0,0,0,0,0
54,25097,1386,0,0,0,0,0
54,25253,1373,0,0,0,0,0
60,30055,1513,0,0,0,0,0
60,25892,1399,0,0,0,0,0
60,25907,1377,0,0,0,0,0
60,25339,1424,0,0,0,0,0
60,25539,1394,0,0,0,0,0
60,25126,1375,0,0,0,0,0
60,25495,1363,0,0,0,0,0
60,24829,1372,0,0,0,0,0
60,30470,1408,0,0,0,0,0
60,25252,1363,0,0,0,0,0
60,24832,1379,0,0,0,0,0
60,24668,1397,0,0,0,0,0
60,25370,1330,0,0,0,0,0
60,24987,1388,0,0,0,0,0
60,25025,1410,0,0,0,0,0
60,25272,2074,0,0,0,0,0
60,27776,1429,0,0,0,0,0
60,27611,1365,0,0,0,0,0
60,25572,1361,0,0,0,0,0
60,25558,1439,0,0,0,0,0
66,31355,1542,0,0,0,0,0
66,26063,1436,0,0,0,0,0
66,25337,1397,0,0,0,0,0
66,25213,1340,0,0,0,0,0
66,26030,1350,0,0,0,0,0
66,25488,1388,0,0,0,0,0
66,24987,1422,0,0,0,0,0
66,25540,1409,0,0,0,0,0
66,25105,1454,0,0,0,0,0
66,25319,1373,0,0,0,0,0
66,24970,1412,0,0,0,0,0
66,25002,1462,0,0,0,0,0
66,25183,1406,0,0,0,0,0
66,25243,1394,0,0,0,0,0
66,24931,1393,0,0,0,0,0
66,25077,1340,0,0,0,0,0
66,25291,1390,0,0,0,0,0
66,27214,1392,0,0,0,0,0
66,25486,1333,0,0,0,0,0
66,25087,1388,0,0,0,0,0
72,31100,1569,0,0,0,0,0
72,25545,1420,0,0,0,0,0
72,25452,1415,0,0,0,0,0
72,25966,1405,0,0,0,0,0
72,25436,1395,0,0,0,0,0
72,25562,1407,0,0,0,0,0
72,24957,1401,0,0,0,0,0
72,25173,1394,0,0,0,0,0
72,24764,1424,0,0,0,0,0
72,25106,1481,0,0,0,0,0
72,25012,1410,0,0,0,0,0
72,25098,1442,0,0,0,0,0
72,24691,1426,0,0,0,0,0
72,25151,1414,0,0,0,0,0
72,25237,1421,0,0,0,0,0
72,25152,1420,0,0,0,0,0
72,25002,1406,0,0,0,0,0
72,26996,1459,0,0,0,0,0
72,25073,1440,0,0,0,0,0
72,25656,1500,0,0,0,0,0
78,30945,1597,0,0,0,0,0
78,25833,1462,0,0,0,0,0
78,25524,1408,0,0,0,0,0
78,24672,1396,0,0,0,0,0
78,24969,1413,0,0,0,0,0
78,25612,1390,0,0,0,0,0
78,25243,1368,0,0,0,0,0
78,25124,1415,0,0,0,0,0
78,25174,1389,0,0,0,0,0
78,24973,1375,0,0,0,0,0
78,25125,1349,0,0,0,0,0
78,25032,1349,0,0,0,0,0
78,24697,1364,0,0,0,0,0
78,25227,1421,0,0,0,0,0
78,25023,1413,0,0,0,0,0
78,25017,1385,0,0,0,0,0
78,24699,1401,0,0,0,0,0
78,26545,1375,0,0,0,0,0
78,24849,1337,0,0,0,0,0
78,24692,1357,0,0,0,0,0
84,30219,1630,0,0,0,0,0
84,25397,1436,0,0,0,0,0
84,25923,1415,0,0,0,0,0
84,25269,1404,0,0,0,0,0
84,24774,1422,0,0,0,0,0
84,24997,1467,0,0,0,0,0
84,24861,1342,0,0,0,0,0
84,24979,1402,0,0,0,0,0
84,24881,1449,0,0,0,0,0
84,25231,1397,0,0,0,0,0
84,25021,1332,0,0,0,0,0
84,24505,1365,0,0,0,0,0
84,24583,1379,0,0,0,0,0
84,24119,1348,0,0,0,0,0
84,24446,1363,0,0,0,0,0
84,24547,1363,0,0,0,0,0
84,24314,1373,0,0,0,0,0
84,26697,1362,0,0,0,0,0
84,25004,1380,0,0,0,0,0
84,24753,1359,0,0,0,0,0
90,30785,1505,0,0,0,0,0
90,25403,1434,0,0,0,0,0
90,25880,1366,0,0,0,0,0
90,25343,1402,0,0,0,0,0
90,24813,1429,0,0,0,0,0
90,25049,1395,0,0,0,0,0
90,24803,1384,0,0,0,0,0
90,24941,1370,0,0,0,0,0
90,24581,1381,0,0,0,0,0
90,24916,1420,0,0,0,0,0
90,25021,1471,0,0,0,0,0
90,24983,1381,0,0,0,0,0
90,25125,1377,0,0,0,0,0
90,25138,1375,0,0,0,0,0
90,25004,1373,0,0,0,0,0
90,24643,1390,0,0,0,0,0
90,24808,1359,0,0,0,0,0
90,26352,1415,0,0,0,0,0
90,24837,1401,0,0,0,0,0
90,31594,1363,0,0,0,0,0
96,30775,1541,0,0,0,0,0
96,25803,1338,0,0,0,0,0
96,25387,1358,0,0,0,0,0
96,25292,1358,0,0,0,0,0
96,25084,1377,0,0,0,0,0
96,25075,1362,0,0,0,0,0
96,25224,1347,0,0,0,0,0
96,25114,1350,0,0,0,0,0
96,25048,1387,0,0,0,0,0
96,25310,1356,0,0,0,0,0
96,24793,1313,0,0,0,0,0
96,25007,1269,0,0,0,0,0
96,24698,1261,0,0,0,0,0
96,24586,1371,0,0,0,0,0
96,24649,1331,0,0,0,0,0
96,24676,1308,0,0,0,0,0
96,24587,1353,0,0,0,0,0
96,27502,1389,0,0,0,0,0
96,25057,1374,0,0,0,0,0
96,25127,1373,0,0,0,0,0
102,31147,1530,0,0,0,0,0
102,25909,1377,0,0,0,0,0
102,25422,1365,0,0,0,0,0
102,25238,1413,0,0,0,0,0
102,24974,1430,0,0,0,0,0
102,24922,1329,0,0,0,0,0
102,24788,1353,0,0,0,0,0
102,25049,1396,0,0,0,0,0
102,24599,1444,0,0,0,0,0
102,25725,1409,0,0,0,0,0
102,25041,1367,0,0,0,0,0
102,25023,1375,0,0,0,0,0
102,24816,1429,0,0,0,0,0
102,24884,1335,0,0,0,0,0
102,24894,1382,0,0,0,0,0
102,24873,1396,0,0,0,0,0
102,24721,1364,0,0,0,0,0
102,26973,1405,0,0,0,0,0
102,24992,1396,0,0,0,0,0
102,24594,1322,0,0,0,0,0
108,30538,1493,0,0,0,0,0
108,26022,1420,0,0,0,0,0
108,24947,1376,0,0,0,0,0
108,25213,1341,0,0,0,0,0
108,24852,1381,0,0,0,0,0
108,25170,1389,0,0,0,0,0
108,24891,1368,0,0,0,0,0
108,24887,1397,0,0,0,0,0
108,24680,1389,0,0,0,0,0
108,25094,1351,0,0,0,0,0
108,25224,1361,0,0,0,0,0
108,24994,1391,0,0,0,0,0
108,24966,1362,0,0,0,0,0
108,31363,2151,0,0,0,0,0
108,26168,1463,0,0,0,0,0
108,24713,1332,0,0,0,0,0
108,24968,1324,0,0,0,0,0
108,27462,1345,0,0,0,0,0
108,24572,1350,0,0,0,0,0
108,29354,1389,0,0,0,0,0
114,29564,1568,0,0,0,0,0
114,26132,1394,0,0,0,0,0
114,25423,1380,0,0,0,0,0
114,25050,1373,0,0,0,0,0
114,25302,1374,0,0,0,0,0
114,25079,1370,0,0,0,0,0
114,25181,1374,0,0,0,0,0
114,25005,1324,0,0,0,0,0
114,25250,1348,0,0,0,0,0
114,25532,1380,0,0,0,0,0
114,25372,1369,0,0,0,0,0
114,25633,1403,0,0,0,0,0
114,25496,1392,0,0,0,0,0
114,25185,1322,0,0,0,0,0
114,24875,1346,0,0,0,0,0
114,24926,1396,0,0,0,0,0
114,25346,1323,0,0,0,0,0
114,27090,1356,0,0,0,0,0
114,25157,1371,0,0,0,0,0
114,24985,1353,0,0,0,0,0
120,29828,1569,0,0,0,0,0
120,25870,1393,0,0,0,0,0
120,25555,1391,0,0,0,0,0
120,25416,1382,0,0,0,0,0
120,25138,1376,0,0,0,0,0
120,25455,1382,0,0,0,0,0
120,25300,1432,0,0,0,0,0
120,25157,3145,0,0,0,0,0
120,42354,1830,0,0,0,0,0
120,26098,1410,0,0,0,0,0
120,25150,1393,0,0,0,0,0
120,25267,1390,0,0,0,0,0
120,25248,1390,0,0,0,0,0
120,24848,1396,0,0,0,0,0
120,25153,1335,0,0,0,0,0
120,24689,1341,0,0,0,0,0
120,24881,1380,0,0,0,0,0
120,27201,1394,0,0,0,0,0
120,25374,1436,0,0,0,0,0
120,25429,1336,0,0,0,0,0
126,30799,1497,0,0,0,0,0
126,26137,1333,0,0,0,0,0
126,25735,1362,0,0,0,0,0
126,25340,1399,0,0,0,0,0
126,25388,1312,0,0,0,0,0
126,25359,1390,0,0,0,0,0
126,25303,1397,0,0,0,0,0
126,25163,1345,0,0,0,0,0
126,25145,1364,0,0,0,0,0
126,25151,1363,0,0,0,0,0
126,25043,1325,0,0,0,0,0
126,25141,1331,0,0,0,0,0
126,24793,1362,0,0,0,0,0
126,24893,1321,0,0,0,0,0
126,24593,1355,0,0,0,0,0
126,24492,1389,0,0,0,0,0
126,24633,1302,0,0,0,0,0
126,31809,1425,0,0,0,0,0
126,25426,1354,0,0,0,0,0
126,24975,1371,0,0,0,0,0
132,30131,1523,0,0,0,0,0
132,26333,1366,0,0,0,0,0
132,25958,1377,0,0,0,0,0
132,25629,1380,0,0,0,0,0
132,25482,1400,0,0,0,0,0
132,25477,1368,0,0,0,0,0
132,25248,1408,0,0,0,0,0
132,25345,1395,0,0,0,0,0
132,25245,1420,0,0,0,0,0
132,25521,1378,0,0,0,0,0
132,25290,1364,0,0,0,0,0
132,25500,1382,0,0,0,0,0
132,25300,1434,0,0,0,0,0
132,25381,1379,0,0,0,0,0
132,25325,1397,0,0,0,0,0
132,25338,1365,0,0,0,0,0
132,25638,1370,0,0,0,0,0
132,27251,1368,0,0,0,0,0
132,25827,1345,0,0,0,0,0
132,25411,1351,0,0,0,0,0
138,29599,1439,0,0,0,0,0
138,25980,1303,0,0,0,0,0
138,25435,1336,0,0,0,0,0
138,25147,1321,0,0,0,0,0
138,24976,1330,0,0,0,0,0
138,25065,1319,0,0,0,0,0
138,24997,1418,0,0,0,0,0
138,25331,1298,0,0,0,0,0
138,24867,1299,0,0,0,0,0
138,24888,1332,0,0,0,0,0
138,25218,1286,0,0,0,0,0
138,25145,1286,0,0,0,0,0
138,25177,1306,0,0,0,0,0
138,24978,1311,0,0,0,0,0
138,24877,1320,0,0,0,0,0
138,24996,1299,0,0,0,0,0
138,25030,1318,0,0,0,0,0
138,27400,1392,0,0,0,0,0
138,25093,1332,0,0,0,0,0
138,24942,1347,0,0,0,0,0
144,30099,1525,0,0,0,0,0
144,25896,1459,0,0,0,0,0
144,25397,1454,0,0,0,0,0
144,25800,1397,0,0,0,0,0
144,25307,1426,0,0,0,0,0
144,25394,1365,0,0,0,0,0
144,25237,1416,0,0,0,0,0
144,25394,1371,0,0,0,0,0
144,25237,1373,0,0,0,0,0
144,25384,1395,0,0,0,0,0
144,24954,1379,0,0,0,0,0
144,24815,1378,0,0,0,0,0
144,31413,1413,0,0,0,0,0
144,25348,1463,0,0,0,0,0
144,25173,1456,0,0,0,0,0
144,25358,1456,0,0,0,0,0
144,25378,1389,0,0,0,0,0
144,27200,1462,0,0,0,0,0
144,25145,1422,0,0,0,0,0
144,25333,1402,0,0,0,0,0
150,29968,1495,0,0,0,0,0
150,26337,1395,0,0,0,0,0
150,26011,1427,0,0,0,0,0
150,25504,1393,0,0,0,0,0
150,25270,1382,0,0,0,0,0
150,25367,1406,0,0,0,0,0
150,25213,1408,0,0,0,0,0
150,24942,1370,0,0,0,0,0
150,25370,1376,0,0,0,0,0
150,24956,1400,0,0,0,0,0
150,25076,1409,0,0,0,0,0
150,25377,1357,0,0,0,0,0
150,25544,1370,0,0,0,0,0
150,25474,1344,0,0,0,0,0
150,24903,1373,0,0,0,0,0
150,25030,1354,0,0,0,0,0
150,25005,1397,0,0,0,0,0
150,27302,1415,0,0,0,0,0
150,24961,1344,0,0,0,0,0
150,25227,1406,0,0,0,0,0
156,29108,1537,0,0,0,0,0
156,25823,1447,0,0,0,0,0
156,25043,1406,0,0,0,0,0
156,24950,1388,0,0,0,0,0
156,25055,1420,0,0,0,0,0
156,25118,1414,0,0,0,0,0
156,26136,1396,0,0,0,0,0
156,25157,1364,0,0,0,0,0
156,24774,1373,0,0,0,0,0
156,25269,1375,0,0,0,0,0
156,25141,1338,0,0,0,0,0
156,25156,1348,0,0,0,0,0
156,24846,1312,0,0,0,0,0
156,25104,1355,0,0,0,0,0
156,25025,1360,0,0,0,0,0
156,25071,1354,0,0,0,0,0
156,24972,1374,0,0,0,0,0
156,26613,1382,0,0,0,0,0
156,25070,1373,0,0,0,0,0
156,24618,1340,0,0,0,0,0
162,29867,1584,0,0,0,0,0
162,25874,1408,0,0,0,0,0
162,25749,1434,0,0,0,0,0
162,25528,1445,0,0,0,0,0
162,25432,1445,0,0,0,0,0
162,25067,1421,0,0,0,0,0
162,25092,1363,0,0,0,0,0
162,25199,1429,0,0,0,0,0
162,25285,1396,0,0,0,0,0
162,25143,1407,0,0,0,0,0
162,25279,1396,0,0,0,0,0
162,25296,1444,0,0,0,0,0
162,25249,1475,0,0,0,0,0
162,25085,1438,0,0,0,0,0
162,24920,1410,0,0,0,0,0
162,25678,1389,0,0,0,0,0
162,25569,1387,0,0,0,0,0
162,27835,1440,0,0,0,0,0
162,24875,1418,0,0,0,0,0
162,25232,1435,0,0,0,0,0
168,29869,1477,0,0,0,0,0
168,26189,1367,0,0,0,0,0
168,25649,1389,0,0,0,0,0
168,25752,1352,0,0,0,0,0
168,25387,1347,0,0,0,0,0
168,25050,1362,0,0,0,0,0
168,25688,1342,0,0,0,0,0
168,25311,1372,0,0,0,0,0
168,25517,1373,0,0,0,0,0
168,25140,1304,0,0,0,0,0
168,25544,1323,0,0,0,0,0
168,25204,1356,0,0,0,0,0
168,25243,1347,0,0,0,0,0
168,25290,1285,0,0,0,0,0
168,25388,1344,0,0,0,0,0
168,25131,1299,0,0,0,0,0
168,25051,1366,0,0,0,0,0
168,27325,1304,0,0,0,0,0
168,25078,1338,0,0,0,0,0
168,25018,1397,0,0,0,0,0
174,31079,1507,0,0,0,0,0
174,25842,1389,0,0,0,0,0
174,25887,1400,0,0,0,0,0
174,25333,1361,0,0,0,0,0
174,25451,1411,0,0,0,0,0
174,25774,1335,0,0,0,0,0
174,26488,1421,0,0,0,0,0
174,25475,1407,0,0,0,0,0
174,25203,1406,0,0,0,0,0
174,25769,1425,0,0,0,0,0
174,25431,1419,0,0,0,0,0
174,25651,1435,0,0,0,0,0
174,25913,1351,0,0,0,0,0
174,25156,1352,0,0,0,0,0
174,25383,1388,0,0,0,0,0
174,25440,1336,0,0,0,0,0
174,25282,1341,0,0,0,0,0
174,27335,1363,0,0,0,0,0
174,25743,1351,0,0,0,0,0
174,25254,1351,0,0,0,0,0
180,29563,1640,0,0,0,0,0
180,25904,1533,0,0,0,0,0
180,25579,1455,0,0,0,0,0
180,25238,1463,0,0,0,0,0
180,25343,1466,0,0,0,0,0
180,25626,1422,0,0,0,0,0
180,25425,1414,0,0,0,0,0
180,25512,1460,0,0,0,0,0
180,25332,1457,0,0,0,0,0
180,25543,1477,0,0,0,0,0
180,25425,1450,0,0,0,0,0
180,25494,1452,0,0,0,0,0
180,25291,1399,0,0,0,0,0
180,25368,1413,0,0,0,0,0
180,25412,1423,0,0,0,0,0
180,24971,1373,0,0,0,0,0
180,25716,1377,0,0,0,0,0
180,27246,1443,0,0,0,0,0
180,24958,1399,0,0,0,0,0
180,25437,1431,0,0,0,0,0
186,29897,1459,0,0,0,0,0
186,25978,1376,0,0,0,0,0
186,25437,1385,0,0,0,0,0
186,25392,1359,0,0,0,0,0
186,25596,1375,0,0,0,0,0
186,25387,1316,0,0,0,0,0
186,25349,1440,0,0,0,0,0
186,25272,1379,0,0,0,0,0
186,25283,1379,0,0,0,0,0
186,25344,1379,0,0,0,0,0
186,24951,1320,0,0,0,0,0
186,25565,1348,0,0,0,0,0
186,25400,1362,0,0,0,0,0
186,25127,1422,0,0,0,0,0
186,25141,1424,0,0,0,0,0
186,25220,1374,0,0,0,0,0
186,25426,1357,0,0,0,0,0
186,27299,1406,0,0,0,0,0
186,25546,1400,0,0,0,0,0
186,25355,1448,0,0,0,0,0
192,30162,1514,0,0,0,0,0
192,25695,1446,0,0,0,0,0
192,25533,1438,0,0,0,0,0
192,25541,1354,0,0,0,0,0
192,24990,1420,0,0,0,0,0
192,31141,1436,0,0,0,0,0
192,25390,1483,0,0,0,0,0
192,25142,1452,0,0,0,0,0
192,25351,1447,0,0,0,0,0
192,25237,1450,0,0,0,0,0
192,25175,1410,0,0,0,0,0
192,24933,1431,0,0,0,0,0
192,25153,1438,0,0,0,0,0
192,25017,1449,0,0,0,0,0
192,25413,1421,0,0,0,0,0
192,25193,1393,0,0,0,0,0
192,25042,1425,0,0,0,0,0
192,27051,1438,0,0,0,0,0
192,25216,1408,0,0,0,0,0
192,25153,1424,0,0,0,0,0
198,29797,1504,0,0,0,0,0
198,25807,1401,0,0,0,0,0
198,25864,1437,0,0,0,0,0
198,25488,1452,0,0,0,0,0
198,25678,1415,0,0,0,0,0
198,25384,1405,0,0,0,0,0
198,25252,1335,0,0,0,0,0
198,25382,1338,0,0,0,0,0
198,25089,1380,0,0,0,0,0
198,25275,1366,0,0,0,0,0
198,25548,1387,0,0,0,0,0
198,26406,1402,0,0,0,0,0
198,25380,1457,0,0,0,0,0
198,25347,1446,0,0,0,0,0
198,25026,1412,0,0,0,0,0
198,25151,1377,0,0,0,0,0
198,25883,1464,0,0,0,0,0
198,27310,1415,0,0,0,0,0
198,25410,1399,0,0,0,0,0
198,25385,1419,0,0,0,0,0
204,30190,1563,0,0,0,0,0
204,26040,1454,0,0,0,0,0
204,25835,1449,0,0,0,0,0
204,25567,1412,0,0,0,0,0
204,25791,1396,0,0,0,0,0
204,25621,1437,0,0,0,0,0
204,25947,1433,0,0,0,0,0
204,25563,1421,0,0,0,0,0
204,25273,1444,0,0,0,0,0
204,25669,1426,0,0,0,0,0
204,25287,1435,0,0,0,0,0
204,25933,1402,0,0,0,0,0
204,25809,1417,0,0,0,0,0
204,25611,1434,0,0,0,0,0
204,25201,1405,0,0,0,0,0
204,25333,1430,0,0,0,0,0
204,25458,1379,0,0,0,0,0
204,27123,1428,0,0,0,0,0
204,25516,1414,0,0,0,0,0
204,25004,1391,0,0,0,0,0
210,30155,1555,0,0,0,0,0
210,26475,1456,0,0,0,0,0
210,25886,1490,0,0,0,0,0
210,25795,1403,0,0,0,0,0
210,25947,1430,0,0,0,0,0
210,26428,1464,0,0,0,0,0
210,25605,1426,0,0,0,0,0
210,25722,1405,0,0,0,0,0
210,25861,1361,0,0,0,0,0
210,25339,1409,0,0,0,0,0
210,25082,1418,0,0,0,0,0
210,25460,1438,0,0,0,0,0
210,24873,1389,0,0,0,0,0
210,24771,1381,0,0,0,0,0
210,25224,1464,0,0,0,0,0
210,25159,1447,0,0,0,0,0
210,25556,1460,0,0,0,0,0
210,27424,1474,0,0,0,0,0
210,25630,1414,0,0,0,0,0
210,25484,1449,0,0,0,0,0
216,29999,1485,0,0,0,0,0
216,26076,1367,0,0,0,0,0
216,25796,1398,0,0,0,0,0
216,25368,1363,0,0,0,0,0
216,25365,1369,0,0,0,0,0
216,25225,1335,0,0,0,0,0
216,25716,1368,0,0,0,0,0
216,25251,1358,0,0,0,0,0
216,25087,1389,0,0,0,0,0
216,25031,1396,0,0,0,0,0
216,25153,1388,0,0,0,0,0
216,25223,1374,0,0,0,0,0
216,25149,1326,0,0,0,0,0
216,24921,1354,0,0,0,0,0
216,25434,1343,0,0,0,0,0
216,25329,1353,0,0,0,0,0
216,25744,1374,0,0,0,0,0
216,27070,1360,0,0,0,0,0
216,24968,1358,0,0,0,0,0
216,24803,1338,0,0,0,0,0
222,30212,1527,0,0,0,0,0
222,26583,1419,0,0,0,0,0
222,25935,1453,0,0,0,0,0
222,25856,1361,0,0,0,0,0
222,25439,1446,0,0,0,0,0
222,25767,1388,0,0,0,0,0
222,25468,1397,0,0,0,0,0
222,25508,1456,0,0,0,0,0
222,25299,1401,0,0,0,0,0
222,25444,1383,0,0,0,0,0
222,25291,1370,0,0,0,0,0
222,25289,1362,0,0,0,0,0
222,25539,1416,0,0,0,0,0
222,25070,1350,0,0,0,0,0
222,25412,1414,0,0,0,0,0
222,25132,1372,0,0,0,0,0
222,25418,1372,0,0,0,0,0
222,27201,1366,0,0,0,0,0
222,25680,1367,0,0,0,0,0
222,25684,1374,0,0,0,0,0
228,29896,1552,0,0,0,0,0
228,25610,1433,0,0,0,0,0
228,25685,1408,0,0,0,0,0
228,25749,1426,0,0,0,0,0
228,25273,1483,0,0,0,0,0
