Pallet: "pallet_identity", Extrinsic: "add_registrar", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
r,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
4,13884,1343,0,0,0,0,0
4,13679,1341,0,0,0,0,0
4,13969,1373,0,0,0,0,0
4,13850,1347,0,0,0,0,0
4,16060,1378,0,0,0,0,0
4,13876,1351,0,0,0,0,0
4,14070,1325,0,0,0,0,0
5,16122,1567,0,0,0,0,0
5,14447,1428,0,0,0,0,0
5,14530,1461,0,0,0,0,0
5,14447,1410,0,0,0,0,0
5,14476,1427,0,0,0,0,0
5,14489,1501,0,0,0,0,0
5,14695,1393,0,0,0,0,0
5,14334,1462,0,0,0,0,0
5,14356,1402,0,0,0,0,0
5,16333,1421,0,0,0,0,0
5,14377,1355,0,0,0,0,0
5,13982,1355,0,0,0,0,0
5,14143,1368,0,0,0,0,0
5,13958,1376,0,0,0,0,0
5,14146,1334,0,0,0,0,0
5,14059,1375,0,0,0,0,0
5,14031,1315,0,0,0,0,0
5,15930,1364,0,0,0,0,0
5,13937,1274,0,0,0,0,0
5,18465,13959,0,0,0,0,0
6,16048,1548,0,0,0,0,0
6,14808,1411,0,0,0,0,0
6,14705,1394,0,0,0,0,0
6,14627,1356,0,0,0,0,0
6,14587,1428,0,0,0,0,0
6,14372,1413,0,0,0,0,0
6,14545,1412,0,0,0,0,0
6,14292,1476,0,0,0,0,0
6,14714,1358,0,0,0,0,0
6,16629,1355,0,0,0,0,0
6,14608,1373,0,0,0,0,0
6,14567,1387,0,0,0,0,0
6,14669,1426,0,0,0,0,0
6,14495,1380,0,0,0,0,0
6,14502,1379,0,0,0,0,0
6,14431,1358,0,0,0,0,0
6,14404,1329,0,0,0,0,0
6,16081,1368,0,0,0,0,0
6,14383,1371,0,0,0,0,0
6,14492,1350,0,0,0,0,0
7,16081,1485,0,0,0,0,0
7,15214,1394,0,0,0,0,0
7,14670,1299,0,0,0,0,0
7,15145,1358,0,0,0,0,0
7,15107,1328,0,0,0,0,0
7,14898,1358,0,0,0,0,0
7,15022,1387,0,0,0,0,0
7,14853,1365,0,0,0,0,0
7,14886,1427,0,0,0,0,0
7,16467,1361,0,0,0,0,0
7,14786,1369,0,0,0,0,0
7,15008,1304,0,0,0,0,0
7,15110,1369,0,0,0,0,0
7,14860,1356,0,0,0,0,0
7,14787,1341,0,0,0,0,0
7,14745,1318,0,0,0,0,0
7,14648,1295,0,0,0,0,0
7,16436,1355,0,0,0,0,0
7,14971,1352,0,0,0,0,0
7,14433,1295,0,0,0,0,0
8,16292,1585,0,0,0,0,0
8,15188,1405,0,0,0,0,0
8,15177,1419,0,0,0,0,0
8,15384,1381,0,0,0,0,0
8,14848,1360,0,0,0,0,0
8,15150,1374,0,0,0,0,0
8,14767,1389,0,0,0,0,0
8,14980,1361,0,0,0,0,0
8,14604,1372,0,0,0,0,0
8,16583,1326,0,0,0,0,0
8,15067,1392,0,0,0,0,0
8,14804,1405,0,0,0,0,0
8,15657,1406,0,0,0,0,0
8,14948,1357,0,0,0,0,0
8,14842,1354,0,0,0,0,0
8,14756,1387,0,0,0,0,0
8,14942,1383,0,0,0,0,0
8,16933,1444,0,0,0,0,0
8,14722,1354,0,0,0,0,0
8,14722,1404,0,0,0,0,0
9,16738,1523,0,0,0,0,0
9,15644,1375,0,0,0,0,0
9,15357,1379,0,0,0,0,0
9,15270,1392,0,0,0,0,0
9,15325,1333,0,0,0,0,0
9,15148,1368,0,0,0,0,0
9,15189,1302,0,0,0,0,0
9,15140,1361,0,0,0,0,0
9,15329,1279,0,0,0,0,0
9,15033,1568,0,0,0,0,0
9,15362,1329,0,0,0,0,0
9,14999,1316,0,0,0,0,0
9,15114,1269,0,0,0,0,0
9,14836,1316,0,0,0,0,0
9,14811,1322,0,0,0,0,0
9,16020,1470,0,0,0,0,0
9,15136,1520,0,0,0,0,0
9,15207,1274,0,0,0,0,0
9,14963,1309,0,0,0,0,0
9,15101,1283,0,0,0,0,0
10,16995,1499,0,0,0,0,0
10,15779,1379,0,0,0,0,0
10,15842,1404,0,0,0,0,0
10,15448,2291,0,0,0,0,0
10,15883,1355,0,0,0,0,0
10,15708,1358,0,0,0,0,0
10,15235,1342,0,0,0,0,0
10,15867,1318,0,0,0,0,0
10,15619,1350,0,0,0,0,0
10,15468,1338,0,0,0,0,0
10,15665,1342,0,0,0,0,0
10,15556,1318,0,0,0,0,0
10,15951,1375,0,0,0,0,0
10,15524,1341,0,0,0,0,0
10,15308,1298,0,0,0,0,0
10,15611,1331,0,0,0,0,0
10,15627,1303,0,0,0,0,0
10,36112,1424,0,0,0,0,0
10,15400,1343,0,0,0,0,0
10,15061,1362,0,0,0,0,0
11,17199,1560,0,0,0,0,0
11,15706,1419,0,0,0,0,0
11,15716,1386,0,0,0,0,0
11,15524,1438,0,0,0,0,0
11,15659,1354,0,0,0,0,0
11,15874,1324,0,0,0,0,0
11,15877,1427,0,0,0,0,0
11,15772,1450,0,0,0,0,0
11,15758,1383,0,0,0,0,0
11,18091,1442,0,0,0,0,0
11,15677,1369,0,0,0,0,0
11,15539,1423,0,0,0,0,0
11,15994,1347,0,0,0,0,0
11,15484,1398,0,0,0,0,0
11,15641,1396,0,0,0,0,0
11,15424,1410,0,0,0,0,0
11,15653,1407,0,0,0,0,0
11,17565,1461,0,0,0,0,0
11,15216,1350,0,0,0,0,0
11,15118,1440,0,0,0,0,0
12,17637,1587,0,0,0,0,0
12,16195,1349,0,0,0,0,0
12,16294,1392,0,0,0,0,0
12,15827,1266,0,0,0,0,0
12,15913,1324,0,0,0,0,0
12,16151,1343,0,0,0,0,0
12,16031,1340,0,0,0,0,0
12,15873,1325,0,0,0,0,0
12,15647,1377,0,0,0,0,0
12,17802,1299,0,0,0,0,0
12,15998,1316,0,0,0,0,0
12,16258,1356,0,0,0,0,0
12,15731,1308,0,0,0,0,0
12,16123,1381,0,0,0,0,0
12,15887,1357,0,0,0,0,0
12,15886,1327,0,0,0,0,0
12,15944,1360,0,0,0,0,0
12,17825,1344,0,0,0,0,0
12,16164,1377,0,0,0,0,0
12,15484,1294,0,0,0,0,0
13,17188,1455,0,0,0,0,0
13,15819,1388,0,0,0,0,0
13,16154,1401,0,0,0,0,0
13,16328,1434,0,0,0,0,0
13,16164,1351,0,0,0,0,0
13,15530,1398,0,0,0,0,0
13,15775,1423,0,0,0,0,0
13,15870,1358,0,0,0,0,0
13,16190,1372,0,0,0,0,0
13,17825,1357,0,0,0,0,0
13,16235,1416,0,0,0,0,0
13,15956,1417,0,0,0,0,0
13,15994,1386,0,0,0,0,0
13,16172,1394,0,0,0,0,0
13,15887,1423,0,0,0,0,0
13,16008,1372,0,0,0,0,0
13,15864,1337,0,0,0,0,0
13,17861,1417,0,0,0,0,0
13,16136,1380,0,0,0,0,0
13,15914,1409,0,0,0,0,0
14,16919,1450,0,0,0,0,0
14,16491,1314,0,0,0,0,0
14,16221,1337,0,0,0,0,0
14,16272,1371,0,0,0,0,0
14,16199,1360,0,0,0,0,0
14,16145,1371,0,0,0,0,0
14,16238,1367,0,0,0,0,0
14,16364,1344,0,0,0,0,0
14,16171,1383,0,0,0,0,0
14,18184,1422,0,0,0,0,0
14,15960,1340,0,0,0,0,0
14,16233,1392,0,0,0,0,0
14,16093,1361,0,0,0,0,0
14,15886,1330,0,0,0,0,0
14,16136,1377,0,0,0,0,0
14,16118,1366,0,0,0,0,0
14,15926,1431,0,0,0,0,0
14,17981,1402,0,0,0,0,0
14,16134,1408,0,0,0,0,0
14,16264,1322,0,0,0,0,0
15,17356,1428,0,0,0,0,0
15,16194,1372,0,0,0,0,0
15,16731,1399,0,0,0,0,0
15,16185,1389,0,0,0,0,0
15,16574,1444,0,0,0,0,0
15,16135,1386,0,0,0,0,0
15,15909,1351,0,0,0,0,0
15,15758,1383,0,0,0,0,0
15,15882,1382,0,0,0,0,0
15,18174,1341,0,0,0,0,0
15,15927,1379,0,0,0,0,0
15,16096,1365,0,0,0,0,0
15,16387,1421,0,0,0,0,0
15,16158,1316,0,0,0,0,0
15,16011,1342,0,0,0,0,0
15,16088,1302,0,0,0,0,0
15,16234,1334,0,0,0,0,0
15,17711,1387,0,0,0,0,0
15,15768,1345,0,0,0,0,0
15,16155,1353,0,0,0,0,0
16,18286,1514,0,0,0,0,0
16,17309,1383,0,0,0,0,0
16,16507,1362,0,0,0,0,0
16,16515,1394,0,0,0,0,0
16,16733,1399,0,0,0,0,0
16,16643,1445,0,0,0,0,0
16,16656,1359,0,0,0,0,0
16,16320,1367,0,0,0,0,0
16,16658,1386,0,0,0,0,0
16,18423,1341,0,0,0,0,0
16,16282,1389,0,0,0,0,0
16,16400,1370,0,0,0,0,0
16,16519,1385,0,0,0,0,0
16,16439,1389,0,0,0,0,0
16,16354,1569,0,0,0,0,0
16,16653,1371,0,0,0,0,0
16,16549,1366,0,0,0,0,0
16,18155,1389,0,0,0,0,0
16,20912,1426,0,0,0,0,0
16,16817,1373,0,0,0,0,0
17,18047,1531,0,0,0,0,0
17,17079,1457,0,0,0,0,0
17,16916,1311,0,0,0,0,0
17,16418,1341,0,0,0,0,0
17,16622,1323,0,0,0,0,0
17,16623,1415,0,0,0,0,0
17,16931,1380,0,0,0,0,0
17,16608,1358,0,0,0,0,0
17,16647,1365,0,0,0,0,0
17,16893,1379,0,0,0,0,0
17,16460,1357,0,0,0,0,0
17,16736,1297,0,0,0,0,0
17,16320,1310,0,0,0,0,0
17,16503,1363,0,0,0,0,0
17,16729,1362,0,0,0,0,0
17,17171,1398,0,0,0,0,0
17,16881,1340,0,0,0,0,0
17,18879,1372,0,0,0,0,0
17,16815,1361,0,0,0,0,0
17,16582,1348,0,0,0,0,0
18,18323,1537,0,0,0,0,0
18,16999,1443,0,0,0,0,0
18,16936,1331,0,0,0,0,0
18,16775,1395,0,0,0,0,0
18,16873,1438,0,0,0,0,0
18,17162,1377,0,0,0,0,0
18,16952,1360,0,0,0,0,0
18,16971,1362,0,0,0,0,0
18,16741,1366,0,0,0,0,0
18,16628,1360,0,0,0,0,0
18,16885,1360,0,0,0,0,0
18,17178,1420,0,0,0,0,0
18,16976,1330,0,0,0,0,0
18,17088,1391,0,0,0,0,0
18,16646,1332,0,0,0,0,0
18,16738,1358,0,0,0,0,0
18,16715,1363,0,0,0,0,0
18,18833,1405,0,0,0,0,0
18,17262,1392,0,0,0,0,0
18,16830,1351,0,0,0,0,0
19,21002,1496,0,0,0,0,0
19,18414,1396,0,0,0,0,0
19,17844,1351,0,0,0,0,0
19,18018,1356,0,0,0,0,0
19,17338,1341,0,0,0,0,0
19,17814,1396,0,0,0,0,0
19,18099,1357,0,0,0,0,0
19,17723,1334,0,0,0,0,0
19,17872,1393,0,0,0,0,0
19,18179,1372,0,0,0,0,0
19,18035,1416,0,0,0,0,0
19,17857,1409,0,0,0,0,0
19,18310,1365,0,0,0,0,0
19,17893,1357,0,0,0,0,0
19,18084,1361,0,0,0,0,0
19,17672,1433,0,0,0,0,0
19,18050,1370,0,0,0,0,0
19,21613,1389,0,0,0,0,0
19,17917,1363,0,0,0,0,0
19,17576,1401,0,0,0,0,0

Raw Storage Info
========
Storage: Identity Registrars (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    13.01
    + r    0.237
              µs

Reads = 1 + (0 * r)
Writes = 1 + (0 * r)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    r   mean µs  sigma µs       %
    1     12.01     0.109    0.9%
    2     13.09     0.094    0.7%
    3     13.74     0.075    0.5%
    4     14.13      0.14    0.9%
    5     14.37     0.128    0.8%
    6     14.57      0.07    0.4%
    7     14.95     0.104    0.6%
    8     14.99     0.136    0.9%
    9     15.19      0.08    0.5%
   10     15.63     0.108    0.6%
   11     15.69     0.085    0.5%
   12     16.02     0.114    0.7%
   13     16.05     0.111    0.6%
   14      16.2     0.049    0.3%
   15     16.16     0.095    0.5%
   16     16.62     0.097    0.5%
   17     16.74     0.115    0.6%
   18     16.92     0.085    0.5%
   19     17.96     0.094    0.5%

Quality and confidence:
param     error
r         0.004

Model:
Time ~=    12.84
    + r    0.248
              µs

Reads = 1 + (0 * r)
Writes = 1 + (0 * r)

Pallet: "pallet_identity", Extrinsic: "set_identity", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
r,x,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
1,100,64775,1552,0,0,0,0,0
1,100,56238,1423,0,0,0,0,0
1,100,56107,1496,0,0,0,0,0
1,100,56179,1463,0,0,0,0,0
1,100,55908,1503,0,0,0,0,0
1,100,55658,1436,0,0,0,0,0
1,100,56034,1394,0,0,0,0,0
1,100,55634,1483,0,0,0,0,0
1,100,55383,1437,0,0,0,0,0
1,100,55770,1424,0,0,0,0,0
1,100,55503,1467,0,0,0,0,0
1,100,55606,1420,0,0,0,0,0
1,100,55949,1439,0,0,0,0,0
1,100,55914,1422,0,0,0,0,0
1,100,55788,1449,0,0,0,0,0
1,100,56302,1405,0,0,0,0,0
1,100,56562,1433,0,0,0,0,0
1,100,56156,1447,0,0,0,0,0
1,100,55422,1418,0,0,0,0,0
1,100,55636,1430,0,0,0,0,0
2,100,66481,1571,0,0,0,0,0
2,100,57872,1475,0,0,0,0,0
2,100,56929,1412,0,0,0,0,0
2,100,57155,1495,0,0,0,0,0
2,100,57862,1423,0,0,0,0,0
2,100,57335,1490,0,0,0,0,0
2,100,57013,1508,0,0,0,0,0
2,100,57298,1490,0,0,0,0,0
2,100,57333,1460,0,0,0,0,0
2,100,56945,1535,0,0,0,0,0
2,100,57557,1495,0,0,0,0,0
2,100,58264,1492,0,0,0,0,0
2,100,57152,1390,0,0,0,0,0
2,100,57155,1428,0,0,0,0,0
2,100,57390,1479,0,0,0,0,0
2,100,56976,1449,0,0,0,0,0
2,100,57179,1420,0,0,0,0,0
2,100,57061,1356,0,0,0,0,0
2,100,57026,1516,0,0,0,0,0
2,100,56967,1407,0,0,0,0,0
3,100,64808,1501,0,0,0,0,0
3,100,56528,1398,0,0,0,0,0
3,100,56407,1463,0,0,0,0,0
3,100,56065,1484,0,0,0,0,0
3,100,56385,1461,0,0,0,0,0
3,100,56524,1409,0,0,0,0,0
3,100,55785,1423,0,0,0,0,0
3,100,56551,1358,0,0,0,0,0
3,100,56724,1421,0,0,0,0,0
3,100,56402,1457,0,0,0,0,0
3,100,56028,1430,0,0,0,0,0
3,100,55807,1448,0,0,0,0,0
3,100,55568,1393,0,0,0,0,0
3,100,56427,1406,0,0,0,0,0
3,100,56174,1389,0,0,0,0,0
3,100,68932,1480,0,0,0,0,0
3,100,56393,1502,0,0,0,0,0
3,100,56463,1472,0,0,0,0,0
3,100,56298,1484,0,0,0,0,0
3,100,56055,1458,0,0,0,0,0
4,100,65664,1625,0,0,0,0,0
4,100,57260,1463,0,0,0,0,0
4,100,57199,1470,0,0,0,0,0
4,100,57009,1424,0,0,0,0,0
4,100,56861,1514,0,0,0,0,0
4,100,56476,1472,0,0,0,0,0
4,100,56695,1449,0,0,0,0,0
4,100,56922,1454,0,0,0,0,0
4,100,56216,1484,0,0,0,0,0
4,100,56067,1413,0,0,0,0,0
4,100,56370,1472,0,0,0,0,0
4,100,56249,1437,0,0,0,0,0
4,100,56758,1441,0,0,0,0,0
4,100,56589,1415,0,0,0,0,0
4,100,56951,1491,0,0,0,0,0
4,100,56391,1431,0,0,0,0,0
4,100,56399,1437,0,0,0,0,0
4,100,56770,1444,0,0,0,0,0
4,100,56625,1406,0,0,0,0,0
4,100,56447,1350,0,0,0,0,0
5,100,79777,1556,0,0,0,0,0
5,100,57585,1499,0,0,0,0,0
5,100,57293,1465,0,0,0,0,0
5,100,56977,1431,0,0,0,0,0
5,100,57750,1471,0,0,0,0,0
5,100,56976,1416,0,0,0,0,0
5,100,57446,1476,0,0,0,0,0
5,100,57193,1430,0,0,0,0,0
5,100,72608,1594,0,0,0,0,0
5,100,57620,1528,0,0,0,0,0
5,100,57410,1475,0,0,0,0,0
5,100,57392,1478,0,0,0,0,0
5,100,56798,1468,0,0,0,0,0
5,100,57351,1469,0,0,0,0,0
5,100,57139,1439,0,0,0,0,0
5,100,56817,1378,0,0,0,0,0
5,100,57459,1417,0,0,0,0,0
5,100,57632,1476,0,0,0,0,0
5,100,57439,1541,0,0,0,0,0
5,100,57942,1401,0,0,0,0,0
6,100,104648,1501,0,0,0,0,0
6,100,57699,1522,0,0,0,0,0
6,100,56736,1486,0,0,0,0,0
6,100,56806,1379,0,0,0,0,0
6,100,57158,1487,0,0,0,0,0
6,100,57315,1429,0,0,0,0,0
6,100,57527,1474,0,0,0,0,0
6,100,57662,1424,0,0,0,0,0
6,100,56837,1490,0,0,0,0,0
6,100,56817,1515,0,0,0,0,0
6,100,57155,1515,0,0,0,0,0
6,100,57421,1471,0,0,0,0,0
6,100,57322,1550,0,0,0,0,0
6,100,57613,1406,0,0,0,0,0
6,100,57674,1510,0,0,0,0,0
6,100,57063,1512,0,0,0,0,0
6,100,57084,1486,0,0,0,0,0
6,100,56678,1477,0,0,0,0,0
6,100,57203,1454,0,0,0,0,0
6,100,57305,1494,0,0,0,0,0
7,100,66787,1559,0,0,0,0,0
7,100,58948,1494,0,0,0,0,0
7,100,58541,1452,0,0,0,0,0
7,100,59138,1524,0,0,0,0,0
7,100,57473,1430,0,0,0,0,0
7,100,57002,1442,0,0,0,0,0
7,100,57215,1470,0,0,0,0,0
7,100,62650,1432,0,0,0,0,0
7,100,57925,1420,0,0,0,0,0
7,100,57818,1431,0,0,0,0,0
7,100,57320,1445,0,0,0,0,0
7,100,57381,1452,0,0,0,0,0
7,100,57486,1472,0,0,0,0,0
7,100,57737,1458,0,0,0,0,0
7,100,57294,1442,0,0,0,0,0
7,100,58063,1455,0,0,0,0,0
7,100,57212,1407,0,0,0,0,0
7,100,57344,1447,0,0,0,0,0
7,100,57263,1414,0,0,0,0,0
7,100,57466,1413,0,0,0,0,0
8,100,66513,1622,0,0,0,0,0
8,100,58101,1488,0,0,0,0,0
8,100,58651,1549,0,0,0,0,0
8,100,57541,1471,0,0,0,0,0
8,100,58149,1506,0,0,0,0,0
8,100,57591,1484,0,0,0,0,0
8,100,57929,1457,0,0,0,0,0
8,100,57221,1512,0,0,0,0,0
8,100,57201,1453,0,0,0,0,0
8,100,57786,1470,0,0,0,0,0
8,100,58092,1473,0,0,0,0,0
8,100,57726,1483,0,0,0,0,0
8,100,57747,1401,0,0,0,0,0
8,100,57932,1465,0,0,0,0,0
8,100,58126,1437,0,0,0,0,0
8,100,57895,1449,0,0,0,0,0
8,100,58123,1422,0,0,0,0,0
8,100,63152,1493,0,0,0,0,0
8,100,57552,1478,0,0,0,0,0
8,100,58217,1510,0,0,0,0,0
9,100,66482,1619,0,0,0,0,0
9,100,58487,1509,0,0,0,0,0
9,100,58553,1480,0,0,0,0,0
9,100,57775,1447,0,0,0,0,0
9,100,57984,1517,0,0,0,0,0
9,100,57937,1489,0,0,0,0,0
9,100,57931,1452,0,0,0,0,0
9,100,58217,1465,0,0,0,0,0
9,100,58210,1434,0,0,0,0,0
9,100,58454,1501,0,0,0,0,0
9,100,58344,1465,0,0,0,0,0
9,100,58407,1439,0,0,0,0,0
9,100,58126,1439,0,0,0,0,0
9,100,58019,1435,0,0,0,0,0
9,100,58033,1522,0,0,0,0,0
9,100,58162,1474,0,0,0,0,0
9,100,96805,1511,0,0,0,0,0
9,100,57938,1479,0,0,0,0,0
9,100,58119,1483,0,0,0,0,0
9,100,57847,1479,0,0,0,0,0
10,100,67023,1632,0,0,0,0,0
10,100,57955,1518,0,0,0,0,0
10,100,58088,1501,0,0,0,0,0
10,100,58045,1533,0,0,0,0,0
10,100,58180,1480,0,0,0,0,0
10,100,58147,1486,0,0,0,0,0
10,100,58248,1491,0,0,0,0,0
10,100,57981,1479,0,0,0,0,0
10,100,58314,1472,0,0,0,0,0
10,100,62798,1504,0,0,0,0,0
10,100,57691,1495,0,0,0,0,0
10,100,58022,1445,0,0,0,0,0
10,100,59011,1547,0,0,0,0,0
10,100,57700,1502,0,0,0,0,0
10,100,57873,1477,0,0,0,0,0
10,100,58097,1449,0,0,0,0,0
10,100,58605,1461,0,0,0,0,0
10,100,58588,1470,0,0,0,0,0
10,100,58079,1401,0,0,0,0,0
10,100,58671,1493,0,0,0,0,0
11,100,67363,1554,0,0,0,0,0
11,100,58857,1448,0,0,0,0,0
11,100,58169,1482,0,0,0,0,0
11,100,58537,1417,0,0,0,0,0
11,100,58984,1500,0,0,0,0,0
11,100,59201,1461,0,0,0,0,0
11,100,59131,1468,0,0,0,0,0
11,100,58104,1427,0,0,0,0,0
11,100,58299,1493,0,0,0,0,0
11,100,58748,1460,0,0,0,0,0
11,100,58510,1496,0,0,0,0,0
11,100,58493,1520,0,0,0,0,0
11,100,57971,1552,0,0,0,0,0
11,100,58708,1450,0,0,0,0,0
11,100,58493,1455,0,0,0,0,0
11,100,58483,1419,0,0,0,0,0
11,100,58429,1413,0,0,0,0,0
11,100,58463,1406,0,0,0,0,0
11,100,57972,1455,0,0,0,0,0
11,100,58609,1451,0,0,0,0,0
12,100,66881,1486,0,0,0,0,0
12,100,62181,1567,0,0,0,0,0
12,100,58922,1485,0,0,0,0,0
12,100,58700,1506,0,0,0,0,0
12,100,58563,1414,0,0,0,0,0
12,100,58142,1405,0,0,0,0,0
12,100,58614,1455,0,0,0,0,0
12,100,58728,1430,0,0,0,0,0
12,100,58833,1433,0,0,0,0,0
12,100,58233,1445,0,0,0,0,0
12,100,58870,1441,0,0,0,0,0
12,100,58535,1381,0,0,0,0,0
12,100,58731,1425,0,0,0,0,0
12,100,58001,1374,0,0,0,0,0
12,100,58673,1440,0,0,0,0,0
12,100,58657,1379,0,0,0,0,0
12,100,58594,1439,0,0,0,0,0
12,100,58344,1452,0,0,0,0,0
12,100,58462,1435,0,0,0,0,0
12,100,58781,1474,0,0,0,0,0
13,100,67136,1616,0,0,0,0,0
13,100,59627,1479,0,0,0,0,0
13,100,58423,1478,0,0,0,0,0
13,100,58471,1514,0,0,0,0,0
13,100,58863,1510,0,0,0,0,0
13,100,58787,2531,0,0,0,0,0
13,100,59022,1460,0,0,0,0,0
13,100,58652,1498,0,0,0,0,0
13,100,58022,1487,0,0,0,0,0
13,100,58410,1532,0,0,0,0,0
13,100,58735,1472,0,0,0,0,0
13,100,59134,1493,0,0,0,0,0
13,100,58720,1416,0,0,0,0,0
13,100,58666,1431,0,0,0,0,0
13,100,58366,1426,0,0,0,0,0
13,100,58901,1438,0,0,0,0,0
13,100,58471,1551,0,0,0,0,0
13,100,58647,1460,0,0,0,0,0
13,100,59105,1504,0,0,0,0,0
13,100,58346,1504,0,0,0,0,0
14,100,67243,1598,0,0,0,0,0
14,100,58905,1464,0,0,0,0,0
14,100,59369,1521,0,0,0,0,0
14,100,58371,1538,0,0,0,0,0
14,100,59161,1522,0,0,0,0,0
14,100,59235,1486,0,0,0,0,0
14,100,59011,1522,0,0,0,0,0
14,100,58396,1518,0,0,0,0,0
14,100,58713,1522,0,0,0,0,0
14,100,58784,1473,0,0,0,0,0
14,100,59053,1546,0,0,0,0,0
14,100,58627,1492,0,0,0,0,0
14,100,59118,1461,0,0,0,0,0
14,100,58901,1481,0,0,0,0,0
14,100,58891,1407,0,0,0,0,0
14,100,59131,1470,0,0,0,0,0
14,100,58971,1523,0,0,0,0,0
14,100,59124,1448,0,0,0,0,0
14,100,58803,1534,0,0,0,0,0
14,100,58711,1466,0,0,0,0,0
15,100,67345,1572,0,0,0,0,0
15,100,93226,1468,0,0,0,0,0
15,100,58870,1434,0,0,0,0,0
15,100,59027,1514,0,0,0,0,0
15,100,58893,1475,0,0,0,0,0
15,100,58850,1444,0,0,0,0,0
15,100,59111,1510,0,0,0,0,0
15,100,59188,1478,0,0,0,0,0
15,100,58850,1445,0,0,0,0,0
15,100,58505,1469,0,0,0,0,0
15,100,58464,1489,0,0,0,0,0
15,100,58821,1495,0,0,0,0,0
15,100,58978,1454,0,0,0,0,0
15,100,58367,1463,0,0,0,0,0
15,100,59239,1430,0,0,0,0,0
15,100,59279,1469,0,0,0,0,0
15,100,58761,1511,0,0,0,0,0
15,100,58983,1440,0,0,0,0,0
15,100,58791,1426,0,0,0,0,0
15,100,58929,1464,0,0,0,0,0
16,100,68353,1579,0,0,0,0,0
16,100,59514,1487,0,0,0,0,0
16,100,59142,1427,0,0,0,0,0
16,100,58939,1481,0,0,0,0,0
16,100,58933,1432,0,0,0,0,0
16,100,59380,1458,0,0,0,0,0
16,100,62945,1473,0,0,0,0,0
16,100,59418,1483,0,0,0,0,0
16,100,59116,1514,0,0,0,0,0
16,100,59103,1503,0,0,0,0,0
16,100,60016,1509,0,0,0,0,0
16,100,59058,1475,0,0,0,0,0
16,100,59337,1459,0,0,0,0,0
16,100,59215,1516,0,0,0,0,0
