Pallet: "pallet_democracy", Extrinsic: "propose", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
43230,1749,0,0,0,0,0
42101,1597,0,0,0,0,0
42677,1623,0,0,0,0,0
42885,1580,0,0,0,0,0
42721,1575,0,0,0,0,0
42436,1720,0,0,0,0,0
41753,1589,0,0,0,0,0
42725,1578,0,0,0,0,0
42364,1564,0,0,0,0,0
42450,1597,0,0,0,0,0
42459,1615,0,0,0,0,0
42085,1552,0,0,0,0,0
42903,1548,0,0,0,0,0
42315,1584,0,0,0,0,0
42160,1612,0,0,0,0,0
41870,1630,0,0,0,0,0
42352,1557,0,0,0,0,0
43006,1578,0,0,0,0,0
42597,1620,0,0,0,0,0
42427,1607,0,0,0,0,0

Raw Storage Info
========
Storage: Democracy PublicPropCount (r:1 w:1)
Storage: Democracy PublicProps (r:1 w:1)
Storage: Democracy Blacklist (r:1 w:0)
Storage: Democracy DepositOf (r:0 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    42.45
              µs

Reads = 3
Writes = 3

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    42.45
              µs

Reads = 3
Writes = 3

Pallet: "pallet_democracy", Extrinsic: "second", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
s,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
4,25604,1379,0,0,0,0,0
4,25980,1430,0,0,0,0,0
4,25954,1436,0,0,0,0,0
4,26092,1498,0,0,0,0,0
4,25869,1410,0,0,0,0,0
4,25721,1372,0,0,0,0,0
4,26485,1507,0,0,0,0,0
4,25949,1465,0,0,0,0,0
4,25881,1489,0,0,0,0,0
4,25629,1474,0,0,0,0,0
4,25503,1525,0,0,0,0,0
4,26036,1448,0,0,0,0,0
4,25831,1503,0,0,0,0,0
4,26101,1473,0,0,0,0,0
4,25952,1496,0,0,0,0,0
4,25920,1449,0,0,0,0,0
4,25699,1458,0,0,0,0,0
6,28314,1629,0,0,0,0,0
6,26955,1482,0,0,0,0,0
6,26557,1449,0,0,0,0,0
6,26217,1420,0,0,0,0,0
6,26249,1455,0,0,0,0,0
6,25940,1404,0,0,0,0,0
6,26485,1429,0,0,0,0,0
6,25998,1492,0,0,0,0,0
6,26105,1431,0,0,0,0,0
6,25975,1440,0,0,0,0,0
6,26285,1428,0,0,0,0,0
6,26488,1503,0,0,0,0,0
6,26028,1491,0,0,0,0,0
6,26165,1437,0,0,0,0,0
6,26481,1392,0,0,0,0,0
6,26402,1440,0,0,0,0,0
6,26210,1391,0,0,0,0,0
6,39510,1494,0,0,0,0,0
6,26502,1486,0,0,0,0,0
6,26520,1448,0,0,0,0,0
8,28536,1656,0,0,0,0,0
8,27763,1485,0,0,0,0,0
8,27420,1501,0,0,0,0,0
8,26969,1465,0,0,0,0,0
8,27386,1451,0,0,0,0,0
8,26651,1458,0,0,0,0,0
8,26503,1703,0,0,0,0,0
8,27010,1533,0,0,0,0,0
8,26241,1497,0,0,0,0,0
8,29082,1491,0,0,0,0,0
8,26848,1433,0,0,0,0,0
8,26342,1450,0,0,0,0,0
8,26734,1475,0,0,0,0,0
8,26116,1481,0,0,0,0,0
8,26002,1448,0,0,0,0,0
8,26545,1497,0,0,0,0,0
8,26199,1497,0,0,0,0,0
8,28688,1494,0,0,0,0,0
8,26486,1594,0,0,0,0,0
8,26883,1538,0,0,0,0,0
10,28586,1525,0,0,0,0,0
10,27134,1474,0,0,0,0,0
10,27420,1457,0,0,0,0,0
10,27143,1438,0,0,0,0,0
10,27006,1417,0,0,0,0,0
10,27102,1509,0,0,0,0,0
10,27276,1486,0,0,0,0,0
10,27370,1450,0,0,0,0,0
10,27137,1441,0,0,0,0,0
10,29269,1416,0,0,0,0,0
10,27037,1418,0,0,0,0,0
10,26458,1429,0,0,0,0,0
10,26880,1529,0,0,0,0,0
10,27114,1525,0,0,0,0,0
10,26989,1497,0,0,0,0,0
10,26973,1581,0,0,0,0,0
10,26841,1465,0,0,0,0,0
10,29137,1531,0,0,0,0,0
10,27173,1467,0,0,0,0,0
10,27306,1467,0,0,0,0,0
12,28878,1574,0,0,0,0,0
12,27493,1517,0,0,0,0,0
12,27589,1475,0,0,0,0,0
12,27132,1458,0,0,0,0,0
12,26962,1492,0,0,0,0,0
12,27599,1542,0,0,0,0,0
12,28503,1472,0,0,0,0,0
12,27482,1457,0,0,0,0,0
12,27324,1429,0,0,0,0,0
12,29379,1484,0,0,0,0,0
12,27523,1491,0,0,0,0,0
12,27748,1465,0,0,0,0,0
12,27603,1474,0,0,0,0,0
12,27798,1436,0,0,0,0,0
12,27852,1443,0,0,0,0,0
12,28045,1454,0,0,0,0,0
12,27631,1484,0,0,0,0,0
12,29738,1445,0,0,0,0,0
12,27498,1473,0,0,0,0,0
12,32110,1507,0,0,0,0,0
14,28974,1515,0,0,0,0,0
14,41683,1467,0,0,0,0,0
14,27563,1476,0,0,0,0,0
14,27349,1477,0,0,0,0,0
14,27413,1439,0,0,0,0,0
14,27392,1425,0,0,0,0,0
14,27304,1466,0,0,0,0,0
14,27411,1470,0,0,0,0,0
14,27300,1441,0,0,0,0,0
14,29876,1409,0,0,0,0,0
14,32446,1515,0,0,0,0,0
14,27425,1406,0,0,0,0,0
14,27172,1411,0,0,0,0,0
14,27345,1439,0,0,0,0,0
14,27682,1411,0,0,0,0,0
14,27276,1468,0,0,0,0,0
14,27815,1456,0,0,0,0,0
14,29461,1368,0,0,0,0,0
14,27703,1401,0,0,0,0,0
14,27375,1614,0,0,0,0,0
16,28951,1670,0,0,0,0,0
16,28032,1493,0,0,0,0,0
16,27384,1445,0,0,0,0,0
16,27662,1517,0,0,0,0,0
16,27746,1505,0,0,0,0,0
16,27519,1489,0,0,0,0,0
16,27605,1512,0,0,0,0,0
16,28012,1506,0,0,0,0,0
16,27937,1523,0,0,0,0,0
16,27553,1436,0,0,0,0,0
16,27623,1483,0,0,0,0,0
16,27668,1520,0,0,0,0,0
16,27593,1392,0,0,0,0,0
16,27904,1436,0,0,0,0,0
16,27522,1423,0,0,0,0,0
16,27708,1486,0,0,0,0,0
16,28228,1531,0,0,0,0,0
16,27686,1478,0,0,0,0,0
16,28088,1511,0,0,0,0,0
16,27990,1479,0,0,0,0,0
18,29092,1619,0,0,0,0,0
18,28417,1496,0,0,0,0,0
18,28134,1508,0,0,0,0,0
18,28688,1530,0,0,0,0,0
18,28126,1508,0,0,0,0,0
18,27969,1512,0,0,0,0,0
18,27923,1462,0,0,0,0,0
18,28391,1470,0,0,0,0,0
18,27997,1458,0,0,0,0,0
18,28929,1509,0,0,0,0,0
18,41897,1576,0,0,0,0,0
18,28711,1466,0,0,0,0,0
18,28237,1474,0,0,0,0,0
18,28243,1504,0,0,0,0,0
18,28031,1495,0,0,0,0,0
18,28328,1445,0,0,0,0,0
18,28036,1452,0,0,0,0,0
18,28393,1430,0,0,0,0,0
18,28110,1532,0,0,0,0,0
18,28502,1508,0,0,0,0,0
20,30177,1601,0,0,0,0,0
20,28791,1488,0,0,0,0,0
20,29374,1500,0,0,0,0,0
20,28806,1514,0,0,0,0,0
20,28853,1474,0,0,0,0,0
20,28738,1504,0,0,0,0,0
20,28627,1452,0,0,0,0,0
20,28798,1438,0,0,0,0,0
20,28890,1466,0,0,0,0,0
20,55568,1547,0,0,0,0,0
20,28690,1482,0,0,0,0,0
20,28782,1461,0,0,0,0,0
20,28395,1461,0,0,0,0,0
20,28435,1460,0,0,0,0,0
20,28724,1434,0,0,0,0,0
20,28107,1445,0,0,0,0,0
20,28276,1476,0,0,0,0,0
20,28509,1551,0,0,0,0,0
20,28955,1487,0,0,0,0,0
20,28516,1445,0,0,0,0,0
22,30540,1558,0,0,0,0,0
22,29684,1579,0,0,0,0,0
22,29513,1481,0,0,0,0,0
22,28952,1557,0,0,0,0,0
22,28772,1521,0,0,0,0,0
22,28505,1498,0,0,0,0,0
22,29048,1579,0,0,0,0,0
22,29073,1521,0,0,0,0,0
22,29333,1464,0,0,0,0,0
22,29522,1482,0,0,0,0,0
22,29389,1477,0,0,0,0,0
22,28751,1487,0,0,0,0,0
22,28889,1507,0,0,0,0,0
22,28728,1580,0,0,0,0,0
22,28694,1485,0,0,0,0,0
22,28959,1513,0,0,0,0,0
22,29170,1528,0,0,0,0,0
22,29193,1481,0,0,0,0,0
22,29478,1519,0,0,0,0,0
22,54154,1494,0,0,0,0,0
24,30304,5811,0,0,0,0,0
24,29758,1483,0,0,0,0,0
24,30263,1501,0,0,0,0,0
24,29884,1436,0,0,0,0,0
24,29180,1467,0,0,0,0,0
24,29631,1469,0,0,0,0,0
24,29975,1490,0,0,0,0,0
24,29608,1460,0,0,0,0,0
24,29443,1440,0,0,0,0,0
24,29863,1502,0,0,0,0,0
24,30267,1509,0,0,0,0,0
24,30026,1511,0,0,0,0,0
24,29827,1473,0,0,0,0,0
24,30274,1511,0,0,0,0,0
24,29682,1427,0,0,0,0,0
24,29550,1493,0,0,0,0,0
24,29324,1388,0,0,0,0,0
24,29402,1486,0,0,0,0,0
24,29215,1452,0,0,0,0,0
24,29595,1427,0,0,0,0,0
26,30875,1576,0,0,0,0,0
26,29631,1480,0,0,0,0,0
26,28964,1465,0,0,0,0,0
26,29895,1448,0,0,0,0,0
26,29580,1446,0,0,0,0,0
26,30728,1478,0,0,0,0,0
26,29441,1454,0,0,0,0,0
26,29795,1544,0,0,0,0,0
26,29472,1448,0,0,0,0,0
26,29409,1465,0,0,0,0,0
26,29521,1510,0,0,0,0,0
26,29337,1594,0,0,0,0,0
26,29507,1474,0,0,0,0,0
26,29047,1401,0,0,0,0,0
26,29581,1480,0,0,0,0,0
26,29275,1483,0,0,0,0,0
26,29327,1414,0,0,0,0,0
26,30231,1494,0,0,0,0,0
26,29242,1489,0,0,0,0,0
26,29820,1480,0,0,0,0,0
28,31895,1613,0,0,0,0,0
28,31042,1505,0,0,0,0,0
28,31148,1557,0,0,0,0,0
28,31198,1525,0,0,0,0,0
28,30626,1454,0,0,0,0,0
28,30532,1531,0,0,0,0,0
28,30450,1580,0,0,0,0,0
28,30871,1509,0,0,0,0,0
28,30975,1473,0,0,0,0,0
28,31010,1486,0,0,0,0,0
28,30627,1470,0,0,0,0,0
28,30381,1471,0,0,0,0,0
28,31116,1612,0,0,0,0,0
28,30526,1586,0,0,0,0,0
28,31604,1520,0,0,0,0,0
28,30528,1518,0,0,0,0,0
28,29962,1458,0,0,0,0,0
28,30727,1524,0,0,0,0,0
28,31036,1570,0,0,0,0,0
28,30649,1536,0,0,0,0,0
30,34424,1713,0,0,0,0,0
30,31138,1526,0,0,0,0,0
30,30471,1522,0,0,0,0,0
30,30920,1493,0,0,0,0,0
30,30419,1468,0,0,0,0,0
30,31338,1485,0,0,0,0,0
30,30753,1522,0,0,0,0,0
30,31234,1484,0,0,0,0,0
30,31049,1500,0,0,0,0,0
30,33029,1536,0,0,0,0,0
30,30685,1506,0,0,0,0,0
30,31499,1537,0,0,0,0,0
30,31103,1523,0,0,0,0,0
30,31491,1458,0,0,0,0,0
30,30726,1514,0,0,0,0,0
30,30708,1499,0,0,0,0,0
30,31138,1558,0,0,0,0,0
30,33061,1557,0,0,0,0,0
30,31011,1478,0,0,0,0,0
30,30731,1490,0,0,0,0,0
32,32857,1607,0,0,0,0,0
32,32495,1471,0,0,0,0,0
32,32855,1525,0,0,0,0,0
32,32375,1500,0,0,0,0,0
32,32165,1522,0,0,0,0,0
32,31840,1463,0,0,0,0,0
32,32040,1477,0,0,0,0,0
32,32486,1552,0,0,0,0,0
32,32619,1527,0,0,0,0,0
32,32162,1501,0,0,0,0,0
32,32519,1474,0,0,0,0,0
32,32233,1484,0,0,0,0,0
32,32154,1511,0,0,0,0,0
32,32131,1479,0,0,0,0,0
32,31938,1458,0,0,0,0,0
32,32297,1440,0,0,0,0,0
32,32091,1463,0,0,0,0,0
32,32377,1476,0,0,0,0,0
32,35112,1568,0,0,0,0,0
32,31772,1443,0,0,0,0,0
34,34585,1759,0,0,0,0,0
34,32170,1513,0,0,0,0,0
34,31945,1514,0,0,0,0,0
34,32523,1470,0,0,0,0,0
34,32186,1526,0,0,0,0,0
34,32081,1503,0,0,0,0,0
34,32218,1473,0,0,0,0,0
34,32337,1554,0,0,0,0,0
34,31834,1542,0,0,0,0,0
34,32092,1500,0,0,0,0,0
34,32161,1480,0,0,0,0,0
34,32123,1514,0,0,0,0,0
34,32305,1534,0,0,0,0,0
34,31902,1488,0,0,0,0,0
34,32171,1577,0,0,0,0,0
34,32216,1509,0,0,0,0,0
34,32170,1684,0,0,0,0,0
34,35307,1486,0,0,0,0,0
34,32097,1445,0,0,0,0,0
34,32300,1458,0,0,0,0,0
36,35878,1592,0,0,0,0,0
36,33062,1535,0,0,0,0,0
36,45481,1494,0,0,0,0,0
36,32708,1437,0,0,0,0,0
36,32804,1433,0,0,0,0,0
36,32836,1519,0,0,0,0,0
36,32592,1506,0,0,0,0,0
36,32975,1527,0,0,0,0,0
36,60601,1487,0,0,0,0,0
36,32759,1488,0,0,0,0,0
36,32834,1508,0,0,0,0,0
36,32677,1514,0,0,0,0,0
36,32977,1535,0,0,0,0,0
36,32655,1427,0,0,0,0,0
36,32827,1554,0,0,0,0,0
36,32845,1487,0,0,0,0,0
36,33060,1522,0,0,0,0,0
36,36278,1425,0,0,0,0,0
36,33136,1477,0,0,0,0,0
36,33114,1492,0,0,0,0,0
38,35919,1742,0,0,0,0,0
38,33088,1491,0,0,0,0,0
38,33014,1506,0,0,0,0,0
38,32651,1468,0,0,0,0,0
38,32839,1470,0,0,0,0,0
38,32930,1532,0,0,0,0,0
38,32978,1448,0,0,0,0,0
38,33321,1502,0,0,0,0,0
38,32576,1505,0,0,0,0,0
38,32890,1529,0,0,0,0,0
38,33369,1472,0,0,0,0,0
38,32916,1535,0,0,0,0,0
38,32855,1431,0,0,0,0,0
38,33023,1543,0,0,0,0,0
38,32734,1419,0,0,0,0,0
38,32580,1460,0,0,0,0,0
38,32846,1474,0,0,0,0,0
38,36326,1516,0,0,0,0,0
38,33299,1518,0,0,0,0,0
38,33266,1479,0,0,0,0,0
40,35669,1629,0,0,0,0,0
40,33782,1493,0,0,0,0,0
40,33144,1519,0,0,0,0,0
40,66877,1576,0,0,0,0,0
40,33694,1530,0,0,0,0,0
40,33111,1521,0,0,0,0,0
40,33630,1486,0,0,0,0,0
40,33256,1535,0,0,0,0,0
40,33602,1519,0,0,0,0,0
40,33915,1555,0,0,0,0,0
40,33703,1476,0,0,0,0,0
40,33828,1506,0,0,0,0,0
40,33840,1544,0,0,0,0,0
40,33543,1455,0,0,0,0,0
40,33295,1470,0,0,0,0,0
40,33656,1527,0,0,0,0,0
40,33512,1596,0,0,0,0,0
40,36839,1480,0,0,0,0,0
40,33599,1526,0,0,0,0,0
40,47792,1512,0,0,0,0,0
42,37590,1641,0,0,0,0,0
42,34237,1498,0,0,0,0,0
42,33929,1489,0,0,0,0,0
42,34142,1499,0,0,0,0,0
42,34437,1538,0,0,0,0,0
42,33835,1472,0,0,0,0,0
42,34112,1512,0,0,0,0,0
42,33585,1443,0,0,0,0,0
42,34152,1516,0,0,0,0,0
42,34248,1451,0,0,0,0,0
42,34058,1456,0,0,0,0,0
42,34324,1530,0,0,0,0,0
42,34160,1540,0,0,0,0,0
42,34032,1518,0,0,0,0,0
42,33669,1481,0,0,0,0,0
42,33786,1511,0,0,0,0,0
42,34155,1504,0,0,0,0,0
42,36930,1450,0,0,0,0,0
42,34437,1502,0,0,0,0,0
42,33856,1476,0,0,0,0,0
44,36533,1544,0,0,0,0,0
44,34189,1452,0,0,0,0,0
44,34008,1539,0,0,0,0,0
44,34026,1475,0,0,0,0,0
44,33855,1519,0,0,0,0,0
44,33951,1504,0,0,0,0,0
44,33995,1511,0,0,0,0,0
44,34763,1481,0,0,0,0,0
44,34126,1439,0,0,0,0,0
44,34326,1428,0,0,0,0,0
44,33739,1539,0,0,0,0,0
44,34096,1524,0,0,0,0,0
44,33665,1487,0,0,0,0,0
44,33796,1428,0,0,0,0,0
44,33596,1480,0,0,0,0,0
44,33835,1539,0,0,0,0,0
44,33726,1502,0,0,0,0,0
44,36931,1486,0,0,0,0,0
44,33986,1460,0,0,0,0,0
44,34174,1504,0,0,0,0,0
46,37714,1542,0,0,0,0,0
46,35047,1441,0,0,0,0,0
46,34601,1433,0,0,0,0,0
46,34399,1432,0,0,0,0,0
46,34595,1667,0,0,0,0,0
46,34200,1449,0,0,0,0,0
46,34255,1412,0,0,0,0,0
46,34696,1474,0,0,0,0,0
46,34409,1455,0,0,0,0,0
46,35068,1476,0,0,0,0,0
46,34882,1413,0,0,0,0,0
46,34360,1451,0,0,0,0,0
46,34764,1491,0,0,0,0,0
46,34752,1510,0,0,0,0,0
46,34625,1409,0,0,0,0,0
46,34934,1490,0,0,0,0,0
46,34364,1442,0,0,0,0,0
46,38126,1461,0,0,0,0,0
46,34660,1420,0,0,0,0,0
46,34900,1456,0,0,0,0,0
48,38170,1712,0,0,0,0,0
48,34442,1475,0,0,0,0,0
48,34813,1512,0,0,0,0,0
48,34885,1525,0,0,0,0,0
48,35021,1534,0,0,0,0,0
48,34917,1459,0,0,0,0,0
48,34734,1488,0,0,0,0,0
48,35527,1523,0,0,0,0,0
48,34986,1501,0,0,0,0,0
48,34516,1523,0,0,0,0,0
48,34835,1391,0,0,0,0,0
48,35000,1497,0,0,0,0,0
48,34665,1460,0,0,0,0,0
48,34332,1493,0,0,0,0,0
48,35229,1465,0,0,0,0,0
48,34299,1456,0,0,0,0,0
48,35108,1478,0,0,0,0,0
48,37952,1461,0,0,0,0,0
48,34722,1458,0,0,0,0,0
48,34499,1507,0,0,0,0,0
50,38111,1725,0,0,0,0,0
50,49252,1516,0,0,0,0,0
50,35342,1456,0,0,0,0,0
50,35248,1533,0,0,0,0,0
50,34974,1556,0,0,0,0,0
50,35842,1490,0,0,0,0,0
50,35449,1524,0,0,0,0,0
50,34847,1494,0,0,0,0,0
50,35395,1570,0,0,0,0,0
50,35561,1491,0,0,0,0,0
50,34879,1470,0,0,0,0,0
50,34971,1489,0,0,0,0,0
50,35408,1568,0,0,0,0,0
50,35363,1548,0,0,0,0,0
50,35424,1515,0,0,0,0,0
50,35462,1538,0,0,0,0,0
50,35081,1511,0,0,0,0,0
50,38546,1529,0,0,0,0,0
50,35628,1534,0,0,0,0,0
50,34848,1510,0,0,0,0,0
52,38188,1615,0,0,0,0,0
52,35826,1524,0,0,0,0,0
52,35492,1510,0,0,0,0,0
52,35391,1475,0,0,0,0,0
52,36299,1473,0,0,0,0,0
52,35825,1460,0,0,0,0,0
52,35489,1492,0,0,0,0,0
52,35932,1698,0,0,0,0,0
52,35994,1509,0,0,0,0,0
52,35836,1463,0,0,0,0,0
52,35765,1509,0,0,0,0,0
52,36210,1560,0,0,0,0,0
52,35475,1520,0,0,0,0,0
52,35807,1517,0,0,0,0,0
52,35716,1542,0,0,0,0,0
52,35529,1485,0,0,0,0,0
52,35373,1463,0,0,0,0,0
52,39129,1517,0,0,0,0,0
52,35346,1534,0,0,0,0,0
52,35905,1422,0,0,0,0,0
54,38198,1721,0,0,0,0,0
54,36112,1517,0,0,0,0,0
54,59456,1533,0,0,0,0,0
54,35637,1495,0,0,0,0,0
54,36251,1485,0,0,0,0,0
54,35991,1523,0,0,0,0,0
54,35530,1539,0,0,0,0,0
54,35553,1558,0,0,0,0,0
54,36057,1504,0,0,0,0,0
54,35658,1509,0,0,0,0,0
54,35843,1531,0,0,0,0,0
54,35945,1472,0,0,0,0,0
54,35465,1532,0,0,0,0,0
54,35789,1494,0,0,0,0,0
54,35711,1492,0,0,0,0,0
54,36266,1506,0,0,0,0,0
54,35624,1467,0,0,0,0,0
54,38675,1514,0,0,0,0,0
54,36234,1548,0,0,0,0,0
54,35681,1500,0,0,0,0,0
56,38854,1673,0,0,0,0,0
56,37024,1535,0,0,0,0,0
56,36935,1545,0,0,0,0,0
56,36325,1502,0,0,0,0,0
56,36449,1541,0,0,0,0,0
56,62065,1589,0,0,0,0,0
56,36061,1533,0,0,0,0,0
56,36003,1497,0,0,0,0,0
56,49550,1543,0,0,0,0,0
56,36423,1557,0,0,0,0,0
56,36408,1492,0,0,0,0,0
56,61882,1560,0,0,0,0,0
56,36289,1459,0,0,0,0,0
56,36198,1531,0,0,0,0,0
56,36054,1732,0,0,0,0,0
56,36211,1519,0,0,0,0,0
56,36277,1473,0,0,0,0,0
56,39426,1451,0,0,0,0,0
56,36421,1540,0,0,0,0,0
56,35487,1617,0,0,0,0,0
58,39996,1534,0,0,0,0,0
58,36452,1514,0,0,0,0,0
58,36123,1520,0,0,0,0,0
58,36078,1512,0,0,0,0,0
58,36512,1576,0,0,0,0,0
58,36157,1555,0,0,0,0,0
58,36294,1454,0,0,0,0,0
58,36373,1525,0,0,0,0,0
58,35576,1531,0,0,0,0,0
58,36275,1428,0,0,0,0,0
58,36566,1558,0,0,0,0,0
58,36049,1493,0,0,0,0,0
58,36173,1507,0,0,0,0,0
58,36427,1509,0,0,0,0,0
58,36323,1485,0,0,0,0,0
58,36248,1499,0,0,0,0,0
58,36223,1608,0,0,0,0,0
58,39910,1519,0,0,0,0,0
58,36192,1614,0,0,0,0,0
58,35960,1570,0,0,0,0,0
60,39259,1683,0,0,0,0,0
60,37264,1557,0,0,0,0,0
60,36982,1520,0,0,0,0,0
60,36533,1494,0,0,0,0,0
60,36940,1482,0,0,0,0,0
60,36850,1496,0,0,0,0,0
60,36465,1486,0,0,0,0,0
60,36939,1530,0,0,0,0,0
60,36464,1496,0,0,0,0,0
60,36487,1480,0,0,0,0,0
60,36587,1534,0,0,0,0,0
60,36683,1455,0,0,0,0,0
60,36524,1504,0,0,0,0,0
60,36553,1541,0,0,0,0,0
60,36545,1409,0,0,0,0,0
60,36349,1658,0,0,0,0,0
60,35903,1463,0,0,0,0,0
60,40033,1493,0,0,0,0,0
60,37177,1539,0,0,0,0,0
60,36350,1503,0,0,0,0,0
62,40229,1667,0,0,0,0,0
62,36600,1502,0,0,0,0,0
62,37443,1522,0,0,0,0,0
62,37144,1612,0,0,0,0,0
62,36763,1507,0,0,0,0,0
62,36527,1525,0,0,0,0,0
62,36995,1568,0,0,0,0,0
62,36616,1522,0,0,0,0,0
62,36726,1523,0,0,0,0,0
62,37091,1556,0,0,0,0,0
62,37084,1522,0,0,0,0,0
62,50406,1571,0,0,0,0,0
62,37350,1518,0,0,0,0,0
62,36823,1517,0,0,0,0,0
62,36742,1629,0,0,0,0,0
62,36470,1523,0,0,0,0,0
62,37081,1482,0,0,0,0,0
62,37083,1539,0,0,0,0,0
62,39555,1510,0,0,0,0,0
62,36934,1450,0,0,0,0,0
64,39919,2031,0,0,0,0,0
64,37318,1547,0,0,0,0,0
64,36242,1526,0,0,0,0,0
64,36473,1650,0,0,0,0,0
64,36647,1511,0,0,0,0,0
64,36831,1510,0,0,0,0,0
64,36887,1541,0,0,0,0,0
64,36614,1477,0,0,0,0,0
64,36601,1533,0,0,0,0,0
64,36676,1570,0,0,0,0,0
64,36340,1542,0,0,0,0,0
64,36497,1548,0,0,0,0,0
64,34916,1574,0,0,0,0,0
64,37152,1467,0,0,0,0,0
64,36880,1608,0,0,0,0,0
64,36697,1521,0,0,0,0,0
64,36426,1520,0,0,0,0,0
64,38711,1587,0,0,0,0,0
64,36896,1520,0,0,0,0,0
64,37040,1538,0,0,0,0,0
66,41972,1695,0,0,0,0,0
66,37430,1534,0,0,0,0,0
66,37085,1477,0,0,0,0,0
66,36762,1515,0,0,0,0,0
66,36518,1476,0,0,0,0,0
66,36796,1580,0,0,0,0,0
66,34920,1529,0,0,0,0,0
66,37255,1515,0,0,0,0,0
66,36622,1513,0,0,0,0,0
66,36539,1493,0,0,0,0,0
66,37458,1523,0,0,0,0,0
66,34534,1495,0,0,0,0,0
66,34694,1493,0,0,0,0,0
66,34943,1510,0,0,0,0,0
66,36277,1529,0,0,0,0,0
66,37307,1552,0,0,0,0,0
66,36980,1493,0,0,0,0,0
66,36909,1510,0,0,0,0,0
66,37070,1562,0,0,0,0,0
66,35354,1448,0,0,0,0,0
68,41581,1843,0,0,0,0,0
68,37884,1564,0,0,0,0,0
68,37456,1485,0,0,0,0,0
68,37724,1544,0,0,0,0,0
68,37689,1487,0,0,0,0,0
68,37677,1458,0,0,0,0,0
68,37790,1532,0,0,0,0,0
68,36995,1547,0,0,0,0,0
68,37701,1641,0,0,0,0,0
68,37896,1499,0,0,0,0,0
68,37042,1509,0,0,0,0,0
68,37884,1573,0,0,0,0,0
68,37796,1511,0,0,0,0,0
68,37747,1589,0,0,0,0,0
