Pallet: "pallet_contracts", Extrinsic: "on_initialize", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
2410,1255,0,0,0,0,0
1799,930,0,0,0,0,0
1718,940,0,0,0,0,0
1781,902,0,0,0,0,0
1759,949,0,0,0,0,0
1632,917,0,0,0,0,0
1666,923,0,0,0,0,0
1681,914,0,0,0,0,0
1659,895,0,0,0,0,0
1731,898,0,0,0,0,0
1655,894,0,0,0,0,0
1667,898,0,0,0,0,0
1630,919,0,0,0,0,0
1625,903,0,0,0,0,0
16726,964,0,0,0,0,0
1651,905,0,0,0,0,0
1661,871,0,0,0,0,0
1674,901,0,0,0,0,0
1703,927,0,0,0,0,0
1727,903,0,0,0,0,0

Raw Storage Info
========
Storage: Contracts DeletionQueue (r:1 w:0)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    1.681
              µs

Reads = 1
Writes = 0

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    1.681
              µs

Reads = 1
Writes = 0

Pallet: "pallet_contracts", Extrinsic: "on_initialize_per_trie_key", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
k,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
60,53250,1686,0,0,0,0,0
60,52435,1603,0,0,0,0,0
60,56384,1705,0,0,0,0,0
60,52657,1680,0,0,0,0,0
60,53097,1632,0,0,0,0,0
60,52767,1660,0,0,0,0,0
60,52171,1668,0,0,0,0,0
80,67961,1990,0,0,0,0,0
80,63945,1757,0,0,0,0,0
80,63592,1615,0,0,0,0,0
80,64234,1754,0,0,0,0,0
80,63652,1722,0,0,0,0,0
80,63996,1756,0,0,0,0,0
80,65538,1732,0,0,0,0,0
80,68670,1749,0,0,0,0,0
80,64183,1749,0,0,0,0,0
80,64477,1754,0,0,0,0,0
80,64730,1688,0,0,0,0,0
80,64737,1701,0,0,0,0,0
80,64522,1664,0,0,0,0,0
80,65128,1738,0,0,0,0,0
80,62850,1637,0,0,0,0,0
80,65173,1751,0,0,0,0,0
80,64973,1758,0,0,0,0,0
80,64109,1762,0,0,0,0,0
80,63840,1735,0,0,0,0,0
80,64791,1715,0,0,0,0,0
100,80009,2270,0,0,0,0,0
100,78392,1663,0,0,0,0,0
100,78818,1714,0,0,0,0,0
100,79391,1683,0,0,0,0,0
100,78923,1709,0,0,0,0,0
100,79949,1759,0,0,0,0,0
100,78972,1744,0,0,0,0,0
100,79137,1755,0,0,0,0,0
100,78778,1765,0,0,0,0,0
100,79875,1701,0,0,0,0,0
100,78529,1657,0,0,0,0,0
100,79513,1676,0,0,0,0,0
100,79902,1702,0,0,0,0,0
100,77815,1726,0,0,0,0,0
100,79739,1758,0,0,0,0,0
100,79698,1714,0,0,0,0,0
100,78447,1760,0,0,0,0,0
100,79021,1697,0,0,0,0,0
100,78967,1674,0,0,0,0,0
100,79905,1745,0,0,0,0,0
120,95156,2133,0,0,0,0,0
120,91750,1706,0,0,0,0,0
120,91163,1753,0,0,0,0,0
120,122989,1742,0,0,0,0,0
120,130023,1651,0,0,0,0,0
120,106596,1651,0,0,0,0,0
120,92335,1806,0,0,0,0,0
120,91721,1750,0,0,0,0,0
120,92970,1669,0,0,0,0,0
120,90239,1691,0,0,0,0,0
120,91801,1717,0,0,0,0,0
120,92166,1799,0,0,0,0,0
120,93797,1779,0,0,0,0,0
120,106663,1773,0,0,0,0,0
120,92972,1769,0,0,0,0,0
120,93224,1686,0,0,0,0,0
120,94928,1828,0,0,0,0,0
120,108295,1667,0,0,0,0,0
120,92960,1680,0,0,0,0,0
120,92084,1736,0,0,0,0,0
140,110579,2544,0,0,0,0,0
140,108997,1860,0,0,0,0,0
140,107830,1772,0,0,0,0,0
140,106868,1858,0,0,0,0,0
140,106320,1886,0,0,0,0,0
140,108282,1949,0,0,0,0,0
140,106688,1842,0,0,0,0,0
140,106153,1769,0,0,0,0,0
140,107723,1844,0,0,0,0,0
140,106652,1884,0,0,0,0,0
140,106675,1899,0,0,0,0,0
140,107648,1896,0,0,0,0,0
140,107105,1840,0,0,0,0,0
140,106047,1870,0,0,0,0,0
140,106442,1807,0,0,0,0,0
140,106904,1853,0,0,0,0,0
140,108269,1795,0,0,0,0,0
140,106269,1875,0,0,0,0,0
140,107410,1823,0,0,0,0,0
140,113684,1721,0,0,0,0,0
160,123644,2056,0,0,0,0,0
160,121340,1817,0,0,0,0,0
160,122182,1811,0,0,0,0,0
160,121584,1876,0,0,0,0,0
160,122298,1871,0,0,0,0,0
160,121535,1723,0,0,0,0,0
160,122179,1944,0,0,0,0,0
160,122546,1868,0,0,0,0,0
160,122038,1882,0,0,0,0,0
160,154268,1958,0,0,0,0,0
160,122324,1745,0,0,0,0,0
160,121097,1839,0,0,0,0,0
160,145488,1820,0,0,0,0,0
160,121018,1751,0,0,0,0,0
160,121996,1857,0,0,0,0,0
160,154152,1853,0,0,0,0,0
160,120944,1785,0,0,0,0,0
160,120955,1844,0,0,0,0,0
160,121599,1892,0,0,0,0,0
160,120844,1897,0,0,0,0,0
180,138955,2215,0,0,0,0,0
180,135338,2007,0,0,0,0,0
180,138237,1923,0,0,0,0,0
180,139061,2002,0,0,0,0,0
180,138130,1947,0,0,0,0,0
180,137570,1860,0,0,0,0,0
180,144182,2298,0,0,0,0,0
180,137641,1948,0,0,0,0,0
180,138087,1984,0,0,0,0,0
180,134270,1948,0,0,0,0,0
180,136213,2228,0,0,0,0,0
180,139031,1867,0,0,0,0,0
180,166420,1890,0,0,0,0,0
180,139271,1815,0,0,0,0,0
180,137845,1866,0,0,0,0,0
180,137732,1834,0,0,0,0,0
180,139082,1942,0,0,0,0,0
180,135325,1957,0,0,0,0,0
180,138552,2325,0,0,0,0,0
180,139175,1932,0,0,0,0,0
200,165091,2178,0,0,0,0,0
200,150578,2007,0,0,0,0,0
200,151230,2100,0,0,0,0,0
200,152105,1948,0,0,0,0,0
200,150222,2347,0,0,0,0,0
200,149666,1949,0,0,0,0,0
200,152113,2313,0,0,0,0,0
200,149378,2010,0,0,0,0,0
200,151399,1991,0,0,0,0,0
200,151109,2021,0,0,0,0,0
200,150384,1936,0,0,0,0,0
200,151637,1977,0,0,0,0,0
200,151275,2232,0,0,0,0,0
200,151026,2041,0,0,0,0,0
200,152805,1914,0,0,0,0,0
200,150588,1966,0,0,0,0,0
200,150842,2046,0,0,0,0,0
200,150690,2048,0,0,0,0,0
200,150590,1948,0,0,0,0,0
200,148205,1986,0,0,0,0,0
220,169502,2126,0,0,0,0,0
220,168941,2067,0,0,0,0,0
220,168765,2067,0,0,0,0,0
220,167138,2029,0,0,0,0,0
220,167161,1980,0,0,0,0,0
220,168167,2020,0,0,0,0,0
220,169819,2011,0,0,0,0,0
220,168171,2030,0,0,0,0,0
220,165842,1982,0,0,0,0,0
220,164965,2078,0,0,0,0,0
220,166409,2003,0,0,0,0,0
220,168648,2312,0,0,0,0,0
220,168416,2038,0,0,0,0,0
220,167113,2056,0,0,0,0,0
220,180073,2044,0,0,0,0,0
220,163666,2166,0,0,0,0,0
220,165358,2003,0,0,0,0,0
220,165283,2095,0,0,0,0,0
220,167371,2080,0,0,0,0,0
220,165450,2459,0,0,0,0,0
240,222601,2136,0,0,0,0,0
240,200912,2095,0,0,0,0,0
240,185080,2010,0,0,0,0,0
240,182745,2062,0,0,0,0,0
240,182871,2181,0,0,0,0,0
240,186660,2028,0,0,0,0,0
240,179389,2023,0,0,0,0,0
240,182997,2096,0,0,0,0,0
240,181603,2167,0,0,0,0,0
240,183593,2175,0,0,0,0,0
240,182669,2077,0,0,0,0,0
240,186341,2000,0,0,0,0,0
240,184392,2077,0,0,0,0,0
240,182306,2077,0,0,0,0,0
240,214082,2155,0,0,0,0,0
240,183669,2387,0,0,0,0,0
240,183695,2133,0,0,0,0,0
240,185214,2024,0,0,0,0,0
240,182759,2105,0,0,0,0,0
240,182382,2107,0,0,0,0,0
260,198354,2229,0,0,0,0,0
260,197228,2166,0,0,0,0,0
260,197528,2245,0,0,0,0,0
260,196832,2072,0,0,0,0,0
260,195515,2294,0,0,0,0,0
260,197874,2186,0,0,0,0,0
260,195523,2112,0,0,0,0,0
260,233028,2065,0,0,0,0,0
260,199449,2148,0,0,0,0,0
260,197923,2096,0,0,0,0,0
260,195354,2003,0,0,0,0,0
260,196009,2186,0,0,0,0,0
260,195837,2094,0,0,0,0,0
260,196541,2223,0,0,0,0,0
260,197033,2513,0,0,0,0,0
260,196873,2168,0,0,0,0,0
260,196403,2118,0,0,0,0,0
260,194175,2751,0,0,0,0,0
260,194539,2192,0,0,0,0,0
260,198433,2150,0,0,0,0,0
280,214593,2183,0,0,0,0,0
280,213505,2296,0,0,0,0,0
280,213034,2191,0,0,0,0,0
280,216138,2108,0,0,0,0,0
280,213135,2147,0,0,0,0,0
280,213516,2478,0,0,0,0,0
280,213629,2191,0,0,0,0,0
280,212576,2148,0,0,0,0,0
280,211864,2226,0,0,0,0,0
280,213449,2180,0,0,0,0,0
280,211909,2169,0,0,0,0,0
280,215031,2178,0,0,0,0,0
280,212673,2103,0,0,0,0,0
280,212012,2113,0,0,0,0,0
280,214811,2221,0,0,0,0,0
280,210284,2406,0,0,0,0,0
280,214526,2169,0,0,0,0,0
280,213255,2198,0,0,0,0,0
280,212582,2501,0,0,0,0,0
280,207879,2151,0,0,0,0,0
300,228385,2254,0,0,0,0,0
300,225980,2217,0,0,0,0,0
300,227855,2129,0,0,0,0,0
300,227328,2390,0,0,0,0,0
300,229174,2115,0,0,0,0,0
300,225104,2305,0,0,0,0,0
300,225894,2156,0,0,0,0,0
300,229820,2201,0,0,0,0,0
300,228664,2332,0,0,0,0,0
300,225329,2293,0,0,0,0,0
300,225609,2275,0,0,0,0,0
300,224839,2181,0,0,0,0,0
300,226927,2181,0,0,0,0,0
300,225505,2214,0,0,0,0,0
300,227728,2335,0,0,0,0,0
300,222246,2053,0,0,0,0,0
300,225532,2051,0,0,0,0,0
300,236489,2124,0,0,0,0,0
300,226150,2186,0,0,0,0,0
300,244798,2210,0,0,0,0,0
320,240224,2229,0,0,0,0,0
320,246041,2147,0,0,0,0,0
320,243621,2097,0,0,0,0,0
320,241268,2585,0,0,0,0,0
320,244565,2309,0,0,0,0,0
320,248054,2142,0,0,0,0,0
320,242626,2218,0,0,0,0,0
320,244109,2527,0,0,0,0,0
320,242274,2220,0,0,0,0,0
320,242616,2183,0,0,0,0,0
320,241552,2301,0,0,0,0,0
320,243680,2714,0,0,0,0,0
320,242111,2235,0,0,0,0,0
320,249505,2290,0,0,0,0,0
320,242825,2109,0,0,0,0,0
320,241913,2172,0,0,0,0,0
320,241084,2250,0,0,0,0,0
320,245705,2241,0,0,0,0,0
320,246124,2181,0,0,0,0,0
320,246408,2256,0,0,0,0,0
340,256646,2206,0,0,0,0,0
340,262141,2146,0,0,0,0,0
340,254796,2584,0,0,0,0,0
340,258955,2345,0,0,0,0,0
340,259788,2155,0,0,0,0,0
340,261462,2143,0,0,0,0,0
340,258791,2159,0,0,0,0,0
340,260030,2215,0,0,0,0,0
340,262151,2252,0,0,0,0,0
340,259202,2638,0,0,0,0,0
340,258346,2258,0,0,0,0,0
340,257789,2244,0,0,0,0,0
340,265175,2301,0,0,0,0,0
340,257119,2274,0,0,0,0,0
340,256062,2292,0,0,0,0,0
340,274451,2148,0,0,0,0,0
340,264170,2078,0,0,0,0,0
340,259572,2294,0,0,0,0,0
340,262399,2552,0,0,0,0,0
340,257332,2231,0,0,0,0,0
360,274672,2245,0,0,0,0,0
360,274207,2218,0,0,0,0,0
360,273351,2429,0,0,0,0,0
360,276875,2148,0,0,0,0,0
360,276451,2321,0,0,0,0,0
360,275429,2120,0,0,0,0,0
360,273145,2461,0,0,0,0,0
360,273598,2190,0,0,0,0,0
360,274870,2566,0,0,0,0,0
360,275072,2203,0,0,0,0,0
360,275728,2171,0,0,0,0,0
360,277433,2247,0,0,0,0,0
360,281667,2509,0,0,0,0,0
360,274808,2503,0,0,0,0,0
360,274988,2275,0,0,0,0,0
360,273952,2335,0,0,0,0,0
360,277793,2401,0,0,0,0,0
360,277113,2314,0,0,0,0,0
360,271221,2287,0,0,0,0,0
360,274896,2214,0,0,0,0,0
380,293211,2224,0,0,0,0,0
380,290452,2309,0,0,0,0,0
380,291013,2360,0,0,0,0,0
380,303353,2393,0,0,0,0,0
380,288291,2485,0,0,0,0,0
380,295919,2319,0,0,0,0,0
380,293111,2345,0,0,0,0,0
380,290828,2363,0,0,0,0,0
380,289430,2151,0,0,0,0,0
380,329874,2198,0,0,0,0,0
380,290174,2351,0,0,0,0,0
380,290483,2369,0,0,0,0,0
380,320087,2208,0,0,0,0,0
380,290892,2211,0,0,0,0,0
380,290824,2166,0,0,0,0,0
380,296015,2342,0,0,0,0,0
380,290857,2449,0,0,0,0,0
380,291787,2170,0,0,0,0,0
380,292612,2169,0,0,0,0,0
380,292347,2274,0,0,0,0,0
400,308306,2201,0,0,0,0,0
400,343223,2283,0,0,0,0,0
400,307741,2380,0,0,0,0,0
400,306311,2261,0,0,0,0,0
400,311847,2582,0,0,0,0,0
400,305096,2273,0,0,0,0,0
400,306903,2409,0,0,0,0,0
400,305903,2561,0,0,0,0,0
400,308433,2635,0,0,0,0,0
400,307451,2263,0,0,0,0,0
400,310725,2212,0,0,0,0,0
400,308056,2386,0,0,0,0,0
400,305352,2240,0,0,0,0,0
400,308966,2266,0,0,0,0,0
400,303849,2270,0,0,0,0,0
400,305970,2359,0,0,0,0,0
400,306471,2607,0,0,0,0,0
400,307486,2079,0,0,0,0,0
400,306544,2302,0,0,0,0,0
400,302317,2416,0,0,0,0,0
420,320368,2708,0,0,0,0,0
420,320383,2350,0,0,0,0,0
420,323181,2787,0,0,0,0,0
420,322196,2261,0,0,0,0,0
420,323399,2307,0,0,0,0,0
420,320032,2398,0,0,0,0,0
420,319879,2163,0,0,0,0,0
420,321661,2217,0,0,0,0,0
420,319905,2256,0,0,0,0,0
420,321091,2269,0,0,0,0,0
420,369300,2169,0,0,0,0,0
420,320099,2209,0,0,0,0,0
420,322021,2238,0,0,0,0,0
420,320358,2208,0,0,0,0,0
420,319018,2316,0,0,0,0,0
420,320038,2309,0,0,0,0,0
420,322138,2540,0,0,0,0,0
420,349290,2385,0,0,0,0,0
420,322979,2192,0,0,0,0,0
420,318994,2242,0,0,0,0,0
440,330903,2211,0,0,0,0,0
440,334947,2234,0,0,0,0,0
440,335308,2257,0,0,0,0,0
440,337518,2333,0,0,0,0,0
440,335200,2336,0,0,0,0,0
440,337612,2278,0,0,0,0,0
440,338533,2256,0,0,0,0,0
440,342155,2265,0,0,0,0,0
440,335110,2240,0,0,0,0,0
440,364943,2245,0,0,0,0,0
440,337357,2372,0,0,0,0,0
440,337118,2706,0,0,0,0,0
440,336105,2174,0,0,0,0,0
440,339514,2364,0,0,0,0,0
440,335896,2376,0,0,0,0,0
440,336022,2337,0,0,0,0,0
440,349256,2307,0,0,0,0,0
440,333720,2198,0,0,0,0,0
440,336482,2232,0,0,0,0,0
440,343678,2110,0,0,0,0,0
460,351078,2446,0,0,0,0,0
460,345964,2276,0,0,0,0,0
460,344719,2375,0,0,0,0,0
460,349528,2605,0,0,0,0,0
460,356472,2170,0,0,0,0,0
460,350357,2241,0,0,0,0,0
460,356850,2440,0,0,0,0,0
460,346714,2483,0,0,0,0,0
460,342860,2783,0,0,0,0,0
460,347236,2403,0,0,0,0,0
460,353348,2255,0,0,0,0,0
460,352073,2153,0,0,0,0,0
460,346814,2649,0,0,0,0,0
460,345943,2924,0,0,0,0,0
460,349111,2206,0,0,0,0,0
460,349757,2470,0,0,0,0,0
460,343803,2192,0,0,0,0,0
460,347639,2381,0,0,0,0,0
460,345356,2125,0,0,0,0,0
460,354558,2190,0,0,0,0,0
480,359358,2327,0,0,0,0,0
480,359561,2294,0,0,0,0,0
480,390037,2270,0,0,0,0,0
480,364624,2217,0,0,0,0,0
480,358297,2293,0,0,0,0,0
480,360995,2458,0,0,0,0,0
480,363922,2495,0,0,0,0,0
480,364732,2257,0,0,0,0,0
480,389356,2195,0,0,0,0,0
480,360563,2296,0,0,0,0,0
480,361721,2173,0,0,0,0,0
480,360765,2212,0,0,0,0,0
480,365125,2254,0,0,0,0,0
480,361560,2855,0,0,0,0,0
480,371495,2376,0,0,0,0,0
480,360341,2253,0,0,0,0,0
480,362316,2245,0,0,0,0,0
480,361804,2532,0,0,0,0,0
480,364103,2226,0,0,0,0,0
480,387054,2388,0,0,0,0,0
500,379252,2326,0,0,0,0,0
500,380484,2237,0,0,0,0,0
500,378155,2276,0,0,0,0,0
500,381203,2128,0,0,0,0,0
500,378954,2278,0,0,0,0,0
500,379217,2329,0,0,0,0,0
500,379236,2226,0,0,0,0,0
500,381034,2233,0,0,0,0,0
500,397245,2221,0,0,0,0,0
500,379967,2594,0,0,0,0,0
500,375385,2079,0,0,0,0,0
500,376368,2117,0,0,0,0,0
500,381071,2440,0,0,0,0,0
500,376466,2336,0,0,0,0,0
500,413784,2362,0,0,0,0,0
500,378137,2759,0,0,0,0,0
500,375358,2231,0,0,0,0,0
500,380328,2365,0,0,0,0,0
500,380603,2380,0,0,0,0,0
500,380440,2319,0,0,0,0,0
520,395044,2493,0,0,0,0,0
520,388331,2290,0,0,0,0,0
520,392624,2302,0,0,0,0,0
520,395722,2348,0,0,0,0,0
520,396154,2280,0,0,0,0,0
520,392806,2375,0,0,0,0,0
520,395262,2304,0,0,0,0,0
520,392944,2365,0,0,0,0,0
520,394484,2457,0,0,0,0,0
520,391676,2403,0,0,0,0,0
520,394138,2578,0,0,0,0,0
520,392954,2379,0,0,0,0,0
520,393910,2338,0,0,0,0,0
520,388726,2300,0,0,0,0,0
520,393606,2570,0,0,0,0,0
520,394719,2274,0,0,0,0,0
520,389325,2405,0,0,0,0,0
520,386532,2285,0,0,0,0,0
520,408286,2308,0,0,0,0,0
520,392979,2679,0,0,0,0,0
540,410145,2402,0,0,0,0,0
540,409512,2593,0,0,0,0,0
540,408651,2299,0,0,0,0,0
540,417015,2433,0,0,0,0,0
540,419849,2303,0,0,0,0,0
540,410818,2250,0,0,0,0,0
540,410863,2341,0,0,0,0,0
540,410013,2370,0,0,0,0,0
540,407284,2629,0,0,0,0,0
540,411585,2271,0,0,0,0,0
540,406871,2306,0,0,0,0,0
540,409473,2229,0,0,0,0,0
540,412259,2319,0,0,0,0,0
540,406520,2551,0,0,0,0,0
540,410492,2253,0,0,0,0,0
540,409546,2631,0,0,0,0,0
540,408012,2619,0,0,0,0,0
540,409423,2360,0,0,0,0,0
540,406110,2309,0,0,0,0,0
540,412814,2387,0,0,0,0,0
560,428536,2352,0,0,0,0,0
560,417125,2303,0,0,0,0,0
560,449067,2181,0,0,0,0,0
560,425982,2269,0,0,0,0,0
560,424030,2590,0,0,0,0,0
560,421922,2291,0,0,0,0,0
560,426960,2436,0,0,0,0,0
560,422489,2634,0,0,0,0,0
560,424395,2290,0,0,0,0,0
560,424323,2140,0,0,0,0,0
560,425927,2391,0,0,0,0,0
560,424980,2355,0,0,0,0,0
560,418946,2361,0,0,0,0,0
560,422921,2312,0,0,0,0,0
560,423792,2383,0,0,0,0,0
560,424603,2267,0,0,0,0,0
560,425681,2266,0,0,0,0,0
560,421449,2301,0,0,0,0,0
560,427731,2244,0,0,0,0,0
560,426903,2334,0,0,0,0,0
580,440134,2323,0,0,0,0,0
580,438767,2313,0,0,0,0,0
580,446198,2305,0,0,0,0,0
580,441306,2368,0,0,0,0,0
580,439675,2511,0,0,0,0,0
580,437526,2414,0,0,0,0,0
580,441509,2384,0,0,0,0,0
580,436873,2169,0,0,0,0,0
580,448465,2278,0,0,0,0,0
580,437057,2294,0,0,0,0,0
580,441065,2539,0,0,0,0,0
580,433938,2171,0,0,0,0,0
580,438061,2343,0,0,0,0,0
580,437321,2227,0,0,0,0,0
580,436094,2215,0,0,0,0,0
580,436354,2349,0,0,0,0,0
580,434904,2316,0,0,0,0,0
580,443376,2445,0,0,0,0,0
580,440400,2283,0,0,0,0,0
580,444411,2265,0,0,0,0,0
600,451523,2327,0,0,0,0,0
600,453081,2356,0,0,0,0,0
600,457042,2572,0,0,0,0,0
600,451417,2352,0,0,0,0,0
600,453674,2387,0,0,0,0,0
600,455010,2397,0,0,0,0,0
600,451802,2352,0,0,0,0,0
600,450043,2324,0,0,0,0,0
600,451612,2640,0,0,0,0,0
600,452977,2398,0,0,0,0,0
600,455796,2382,0,0,0,0,0
600,453586,2352,0,0,0,0,0
600,457265,2338,0,0,0,0,0
600,447777,2398,0,0,0,0,0
600,454670,2328,0,0,0,0,0
600,448638,2233,0,0,0,0,0
600,452884,2659,0,0,0,0,0
600,447513,2477,0,0,0,0,0
600,454225,2580,0,0,0,0,0
600,456556,2313,0,0,0,0,0
620,470784,2366,0,0,0,0,0
620,470922,2456,0,0,0,0,0
620,463701,2333,0,0,0,0,0
620,465004,2557,0,0,0,0,0
620,462688,2189,0,0,0,0,0
620,464464,2414,0,0,0,0,0
620,460758,2450,0,0,0,0,0
620,461473,2608,0,0,0,0,0
620,469746,2314,0,0,0,0,0
620,483512,2378,0,0,0,0,0
620,461774,2312,0,0,0,0,0
620,461022,2335,0,0,0,0,0
620,464183,2357,0,0,0,0,0
620,465245,2279,0,0,0,0,0
620,495632,2208,0,0,0,0,0
620,470330,2683,0,0,0,0,0
620,473329,2361,0,0,0,0,0
620,464364,2515,0,0,0,0,0
620,467412,2653,0,0,0,0,0
620,469430,2382,0,0,0,0,0
640,483510,2507,0,0,0,0,0
640,483319,2358,0,0,0,0,0
640,484421,2542,0,0,0,0,0
640,511814,2367,0,0,0,0,0
640,485504,2386,0,0,0,0,0
640,480017,2361,0,0,0,0,0
640,477220,2237,0,0,0,0,0
640,505191,2728,0,0,0,0,0
640,476773,2292,0,0,0,0,0
640,477996,2403,0,0,0,0,0
640,478839,2369,0,0,0,0,0
640,480681,2758,0,0,0,0,0
640,479406,2404,0,0,0,0,0
640,479587,2299,0,0,0,0,0
640,480895,2371,0,0,0,0,0
640,481117,2320,0,0,0,0,0
640,477243,2293,0,0,0,0,0
640,482933,2394,0,0,0,0,0
640,480380,2388,0,0,0,0,0
640,482953,2328,0,0,0,0,0
660,490012,2392,0,0,0,0,0
660,496339,2358,0,0,0,0,0
660,528249,2373,0,0,0,0,0
660,531648,2189,0,0,0,0,0
660,497756,2658,0,0,0,0,0
660,495619,2375,0,0,0,0,0
660,495884,2401,0,0,0,0,0
660,498158,2259,0,0,0,0,0
660,490131,2340,0,0,0,0,0
660,500587,2345,0,0,0,0,0
660,497299,2130,0,0,0,0,0
660,495627,2408,0,0,0,0,0
660,493091,2503,0,0,0,0,0
660,500820,2361,0,0,0,0,0
660,494905,2422,0,0,0,0,0
660,497440,2331,0,0,0,0,0
660,503189,2375,0,0,0,0,0
660,496351,2379,0,0,0,0,0
660,499773,2357,0,0,0,0,0
660,491969,2302,0,0,0,0,0
680,513211,2372,0,0,0,0,0
680,510397,2329,0,0,0,0,0
680,511568,2201,0,0,0,0,0
680,506893,2404,0,0,0,0,0
680,516853,2352,0,0,0,0,0
680,510061,2278,0,0,0,0,0
680,508358,2272,0,0,0,0,0
680,510049,2519,0,0,0,0,0
680,513917,2292,0,0,0,0,0
680,511612,2531,0,0,0,0,0
680,526324,2394,0,0,0,0,0
680,510360,2370,0,0,0,0,0
680,510931,2359,0,0,0,0,0
680,520328,2290,0,0,0,0,0
680,509275,2364,0,0,0,0,0
680,535166,2273,0,0,0,0,0
680,517958,2186,0,0,0,0,0
680,509233,2370,0,0,0,0,0
680,514735,2407,0,0,0,0,0
680,517795,2469,0,0,0,0,0
700,526851,2267,0,0,0,0,0
700,524385,2328,0,0,0,0,0
