Pallet: "pallet_gilt", Extrinsic: "place_bid", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
l,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
38,38011,1483,0,0,0,0,0
57,42550,1588,0,0,0,0,0
57,39526,1479,0,0,0,0,0
57,40364,1464,0,0,0,0,0
57,40042,1553,0,0,0,0,0
57,40242,1484,0,0,0,0,0
57,39454,1438,0,0,0,0,0
57,39617,1443,0,0,0,0,0
57,39411,1487,0,0,0,0,0
57,39696,1517,0,0,0,0,0
57,39426,1453,0,0,0,0,0
57,39897,1472,0,0,0,0,0
57,39120,1474,0,0,0,0,0
57,39945,1481,0,0,0,0,0
57,39418,1535,0,0,0,0,0
57,40042,1522,0,0,0,0,0
57,39683,1461,0,0,0,0,0
57,39327,1538,0,0,0,0,0
57,39885,1482,0,0,0,0,0
57,39625,1414,0,0,0,0,0
57,39430,1675,0,0,0,0,0
76,44298,1597,0,0,0,0,0
76,41762,1499,0,0,0,0,0
76,41659,1465,0,0,0,0,0
76,41185,1411,0,0,0,0,0
76,41315,1484,0,0,0,0,0
76,41510,1422,0,0,0,0,0
76,40865,14084,0,0,0,0,0
76,42037,1492,0,0,0,0,0
76,41849,1462,0,0,0,0,0
76,74794,1495,0,0,0,0,0
76,41212,1458,0,0,0,0,0
76,41024,1471,0,0,0,0,0
76,42264,1494,0,0,0,0,0
76,41157,1519,0,0,0,0,0
76,40956,1430,0,0,0,0,0
76,41309,1452,0,0,0,0,0
76,41281,1515,0,0,0,0,0
76,41413,1486,0,0,0,0,0
76,41731,1534,0,0,0,0,0
76,41312,1477,0,0,0,0,0
95,46984,1591,0,0,0,0,0
95,42793,1462,0,0,0,0,0
95,43405,1507,0,0,0,0,0
95,43193,1493,0,0,0,0,0
95,42943,1465,0,0,0,0,0
95,43587,1472,0,0,0,0,0
95,43224,1445,0,0,0,0,0
95,43218,1458,0,0,0,0,0
95,42943,1445,0,0,0,0,0
95,44577,1513,0,0,0,0,0
95,42799,1463,0,0,0,0,0
95,43029,1546,0,0,0,0,0
95,42415,1431,0,0,0,0,0
95,43022,1531,0,0,0,0,0
95,42979,1429,0,0,0,0,0
95,42905,1421,0,0,0,0,0
95,42693,1443,0,0,0,0,0
95,43352,1473,0,0,0,0,0
95,42879,1456,0,0,0,0,0
95,42835,1462,0,0,0,0,0
114,47132,1597,0,0,0,0,0
114,45012,1539,0,0,0,0,0
114,44452,1550,0,0,0,0,0
114,45150,1556,0,0,0,0,0
114,44804,1537,0,0,0,0,0
114,45008,1527,0,0,0,0,0
114,44499,1583,0,0,0,0,0
114,45345,1567,0,0,0,0,0
114,44896,1617,0,0,0,0,0
114,44956,1442,0,0,0,0,0
114,45385,1473,0,0,0,0,0
114,44382,1451,0,0,0,0,0
114,44142,1466,0,0,0,0,0
114,44468,1498,0,0,0,0,0
114,45237,1498,0,0,0,0,0
114,43911,1483,0,0,0,0,0
114,44243,1544,0,0,0,0,0
114,44798,1512,0,0,0,0,0
114,44545,1493,0,0,0,0,0
114,43978,1455,0,0,0,0,0
133,49115,1560,0,0,0,0,0
133,46217,1588,0,0,0,0,0
133,46543,1455,0,0,0,0,0
133,46637,1518,0,0,0,0,0
133,47238,1578,0,0,0,0,0
133,47022,1490,0,0,0,0,0
133,46951,1527,0,0,0,0,0
133,46560,1473,0,0,0,0,0
133,46803,1435,0,0,0,0,0
133,46535,1443,0,0,0,0,0
133,46613,1470,0,0,0,0,0
133,46675,1478,0,0,0,0,0
133,46530,1455,0,0,0,0,0
133,45624,1454,0,0,0,0,0
133,46132,1495,0,0,0,0,0
133,46165,1438,0,0,0,0,0
133,46725,1474,0,0,0,0,0
133,46693,1483,0,0,0,0,0
133,46217,1446,0,0,0,0,0
133,46246,1430,0,0,0,0,0
152,50939,1610,0,0,0,0,0
152,48142,1540,0,0,0,0,0
152,48094,1475,0,0,0,0,0
152,48022,1542,0,0,0,0,0
152,47499,1479,0,0,0,0,0
152,48279,1492,0,0,0,0,0
152,48613,1517,0,0,0,0,0
152,47266,1557,0,0,0,0,0
152,47707,1503,0,0,0,0,0
152,48613,1451,0,0,0,0,0
152,48964,1531,0,0,0,0,0
152,47831,1559,0,0,0,0,0
152,47721,1545,0,0,0,0,0
152,47439,1494,0,0,0,0,0
152,47505,1525,0,0,0,0,0
152,48021,1451,0,0,0,0,0
152,48232,1438,0,0,0,0,0
152,47351,1544,0,0,0,0,0
152,47149,1545,0,0,0,0,0
152,47366,1512,0,0,0,0,0
171,55635,1620,0,0,0,0,0
171,49968,1606,0,0,0,0,0
171,49755,1509,0,0,0,0,0
171,50224,1529,0,0,0,0,0
171,49836,1535,0,0,0,0,0
171,50348,1559,0,0,0,0,0
171,50319,1478,0,0,0,0,0
171,50316,1461,0,0,0,0,0
171,49642,1461,0,0,0,0,0
171,50131,1534,0,0,0,0,0
171,49590,1486,0,0,0,0,0
171,49931,1529,0,0,0,0,0
171,64666,1546,0,0,0,0,0
171,50260,1526,0,0,0,0,0
171,54213,1544,0,0,0,0,0
171,49523,1505,0,0,0,0,0
171,49867,1470,0,0,0,0,0
171,50118,1490,0,0,0,0,0
171,49486,1479,0,0,0,0,0
171,76992,1441,0,0,0,0,0
190,55799,1673,0,0,0,0,0
190,51932,1448,0,0,0,0,0
190,51917,1514,0,0,0,0,0
190,51192,1475,0,0,0,0,0
190,51692,1561,0,0,0,0,0
190,51689,1487,0,0,0,0,0
190,51949,1437,0,0,0,0,0
190,51664,1485,0,0,0,0,0
190,51425,1422,0,0,0,0,0
190,51520,1517,0,0,0,0,0
190,51072,1508,0,0,0,0,0
190,51482,1497,0,0,0,0,0
190,51476,1503,0,0,0,0,0
190,52110,1445,0,0,0,0,0
190,51911,1468,0,0,0,0,0
190,51490,1492,0,0,0,0,0
190,51265,1466,0,0,0,0,0
190,51436,1514,0,0,0,0,0
190,51659,1520,0,0,0,0,0
190,51457,1504,0,0,0,0,0
209,57142,1650,0,0,0,0,0
209,53321,1574,0,0,0,0,0
209,52758,1503,0,0,0,0,0
209,53241,1540,0,0,0,0,0
209,53526,1541,0,0,0,0,0
209,53365,1604,0,0,0,0,0
209,53111,1508,0,0,0,0,0
209,53263,1496,0,0,0,0,0
209,53330,1533,0,0,0,0,0
209,53048,1582,0,0,0,0,0
209,52689,1516,0,0,0,0,0
209,52817,1538,0,0,0,0,0
209,52689,1520,0,0,0,0,0
209,52800,1543,0,0,0,0,0
209,53079,1525,0,0,0,0,0
209,53419,1518,0,0,0,0,0
209,53061,1487,0,0,0,0,0
209,53169,1570,0,0,0,0,0
209,52711,1617,0,0,0,0,0
209,53323,1515,0,0,0,0,0
228,58970,1714,0,0,0,0,0
228,55207,1559,0,0,0,0,0
228,55443,1601,0,0,0,0,0
228,55631,1533,0,0,0,0,0
228,54866,1557,0,0,0,0,0
228,55385,1499,0,0,0,0,0
228,54880,1539,0,0,0,0,0
228,54857,1470,0,0,0,0,0
228,54717,1482,0,0,0,0,0
228,55228,1540,0,0,0,0,0
228,55318,1568,0,0,0,0,0
228,54922,1467,0,0,0,0,0
228,54680,1534,0,0,0,0,0
228,54827,1531,0,0,0,0,0
228,54601,1479,0,0,0,0,0
228,55159,1480,0,0,0,0,0
228,61054,1528,0,0,0,0,0
228,55345,1502,0,0,0,0,0
228,54635,1520,0,0,0,0,0
228,55215,1559,0,0,0,0,0
247,60330,1642,0,0,0,0,0
247,56995,1528,0,0,0,0,0
247,57069,1586,0,0,0,0,0
247,56346,1541,0,0,0,0,0
247,56443,1482,0,0,0,0,0
247,56430,1505,0,0,0,0,0
247,57758,1555,0,0,0,0,0
247,56839,1553,0,0,0,0,0
247,56476,1533,0,0,0,0,0
247,56687,1590,0,0,0,0,0
247,56681,1549,0,0,0,0,0
247,57354,1531,0,0,0,0,0
247,56595,1526,0,0,0,0,0
247,56719,1514,0,0,0,0,0
247,56386,1491,0,0,0,0,0
247,56671,1536,0,0,0,0,0
247,56852,1546,0,0,0,0,0
247,56466,1487,0,0,0,0,0
247,56019,1543,0,0,0,0,0
247,56239,1597,0,0,0,0,0
266,64334,1644,0,0,0,0,0
266,59301,1499,0,0,0,0,0
266,61756,1653,0,0,0,0,0
266,59051,1534,0,0,0,0,0
266,58501,1514,0,0,0,0,0
266,59110,1517,0,0,0,0,0
266,58485,1527,0,0,0,0,0
266,58807,1517,0,0,0,0,0
266,58820,1522,0,0,0,0,0
266,58933,1518,0,0,0,0,0
266,58796,1532,0,0,0,0,0
266,58553,1528,0,0,0,0,0
266,58685,1565,0,0,0,0,0
266,58821,1525,0,0,0,0,0
266,58792,1505,0,0,0,0,0
266,58456,1513,0,0,0,0,0
266,58618,1480,0,0,0,0,0
266,74890,1636,0,0,0,0,0
266,59247,1582,0,0,0,0,0
266,58162,1584,0,0,0,0,0
285,65386,1611,0,0,0,0,0
285,60867,1575,0,0,0,0,0
285,60169,1486,0,0,0,0,0
285,60250,1537,0,0,0,0,0
285,60325,1531,0,0,0,0,0
285,60323,1581,0,0,0,0,0
285,60360,1552,0,0,0,0,0
285,59581,1482,0,0,0,0,0
285,62638,1493,0,0,0,0,0
285,60098,1543,0,0,0,0,0
285,59473,1466,0,0,0,0,0
285,60043,1463,0,0,0,0,0
285,59938,1468,0,0,0,0,0
285,60407,1523,0,0,0,0,0
285,59404,1536,0,0,0,0,0
285,59978,1501,0,0,0,0,0
285,60218,1533,0,0,0,0,0
285,59884,1525,0,0,0,0,0
285,59846,1539,0,0,0,0,0
285,60086,1488,0,0,0,0,0
304,67480,1583,0,0,0,0,0
304,63151,1531,0,0,0,0,0
304,62618,1563,0,0,0,0,0
304,61849,1513,0,0,0,0,0
304,62165,1499,0,0,0,0,0
304,62098,1477,0,0,0,0,0
304,62963,1546,0,0,0,0,0
304,62054,1488,0,0,0,0,0
304,62185,1490,0,0,0,0,0
304,62144,1507,0,0,0,0,0
304,62233,1501,0,0,0,0,0
304,62086,1500,0,0,0,0,0
304,61628,1500,0,0,0,0,0
304,61886,1483,0,0,0,0,0
304,61634,1496,0,0,0,0,0
304,62001,1477,0,0,0,0,0
304,62038,1566,0,0,0,0,0
304,62076,1479,0,0,0,0,0
304,61946,1493,0,0,0,0,0
304,61796,1496,0,0,0,0,0
323,68863,1544,0,0,0,0,0
323,64152,1596,0,0,0,0,0
323,63740,1617,0,0,0,0,0
323,63524,1562,0,0,0,0,0
323,63236,1546,0,0,0,0,0
323,62648,1539,0,0,0,0,0
323,63733,1469,0,0,0,0,0
323,63482,1488,0,0,0,0,0
323,63894,1525,0,0,0,0,0
323,63688,1545,0,0,0,0,0
323,63600,3827,0,0,0,0,0
323,63323,1546,0,0,0,0,0
323,62983,1485,0,0,0,0,0
323,63539,1509,0,0,0,0,0
323,63220,1560,0,0,0,0,0
323,63845,1499,0,0,0,0,0
323,62810,1489,0,0,0,0,0
323,63225,1513,0,0,0,0,0
323,65568,1547,0,0,0,0,0
323,63279,1476,0,0,0,0,0
342,88390,1681,0,0,0,0,0
342,66191,1583,0,0,0,0,0
342,65617,1502,0,0,0,0,0
342,66045,1509,0,0,0,0,0
342,66082,1598,0,0,0,0,0
342,65651,1505,0,0,0,0,0
342,68546,1572,0,0,0,0,0
342,66287,1540,0,0,0,0,0
342,65904,1526,0,0,0,0,0
342,66122,1477,0,0,0,0,0
342,66491,1487,0,0,0,0,0
342,66342,1554,0,0,0,0,0
342,66392,1529,0,0,0,0,0
342,66045,1580,0,0,0,0,0
342,66404,1565,0,0,0,0,0
342,65915,1491,0,0,0,0,0
342,66308,1516,0,0,0,0,0
342,65987,1499,0,0,0,0,0
342,65622,1571,0,0,0,0,0
342,65391,1452,0,0,0,0,0
361,71881,1560,0,0,0,0,0
361,68516,1555,0,0,0,0,0
361,68321,1565,0,0,0,0,0
361,68487,1575,0,0,0,0,0
361,67991,1551,0,0,0,0,0
361,67790,1522,0,0,0,0,0
361,67405,1502,0,0,0,0,0
361,68415,1470,0,0,0,0,0
361,67944,1475,0,0,0,0,0
361,67863,1538,0,0,0,0,0
361,67442,1487,0,0,0,0,0
361,67463,1525,0,0,0,0,0
361,67551,1539,0,0,0,0,0
361,67855,1571,0,0,0,0,0
361,67400,1474,0,0,0,0,0
361,67335,1490,0,0,0,0,0
361,67623,1488,0,0,0,0,0
361,67756,1499,0,0,0,0,0
361,68107,1459,0,0,0,0,0
361,67821,1489,0,0,0,0,0
380,74079,1597,0,0,0,0,0
380,70569,1486,0,0,0,0,0
380,70175,1541,0,0,0,0,0
380,70031,1533,0,0,0,0,0
380,69441,1527,0,0,0,0,0
380,70374,1531,0,0,0,0,0
380,70081,1534,0,0,0,0,0
380,69550,1512,0,0,0,0,0
380,69764,1523,0,0,0,0,0
380,69751,1575,0,0,0,0,0
380,69690,1518,0,0,0,0,0
380,70036,1563,0,0,0,0,0
380,70689,1513,0,0,0,0,0
380,69937,1542,0,0,0,0,0
380,69953,1584,0,0,0,0,0
380,71170,1629,0,0,0,0,0
380,71765,1557,0,0,0,0,0
380,72480,1640,0,0,0,0,0
380,70016,1521,0,0,0,0,0
380,69984,1484,0,0,0,0,0
399,75669,1739,0,0,0,0,0
399,71853,1573,0,0,0,0,0
399,71214,1538,0,0,0,0,0
399,71549,1506,0,0,0,0,0
399,71628,1506,0,0,0,0,0
399,71304,1550,0,0,0,0,0
399,72054,1598,0,0,0,0,0
399,70976,1563,0,0,0,0,0
399,71820,1562,0,0,0,0,0
399,101126,1572,0,0,0,0,0
399,71656,1613,0,0,0,0,0
399,71711,1505,0,0,0,0,0
399,71327,1460,0,0,0,0,0
399,71685,1533,0,0,0,0,0
399,71565,1635,0,0,0,0,0
399,71707,1527,0,0,0,0,0
399,70995,1598,0,0,0,0,0
399,71547,1616,0,0,0,0,0
399,72065,1509,0,0,0,0,0
399,71083,1520,0,0,0,0,0
418,76813,1663,0,0,0,0,0
418,75876,1671,0,0,0,0,0
418,72929,1551,0,0,0,0,0
418,73763,1631,0,0,0,0,0
418,73966,1614,0,0,0,0,0
418,73235,1586,0,0,0,0,0
418,73141,1607,0,0,0,0,0
418,74419,1622,0,0,0,0,0
418,72954,1582,0,0,0,0,0
418,73301,1583,0,0,0,0,0
418,73796,1624,0,0,0,0,0
418,73067,1557,0,0,0,0,0
418,72933,1691,0,0,0,0,0
418,73557,1583,0,0,0,0,0
418,73052,1558,0,0,0,0,0
418,72933,1531,0,0,0,0,0
418,74531,1638,0,0,0,0,0
418,73521,1613,0,0,0,0,0
418,73022,1656,0,0,0,0,0
418,102319,1652,0,0,0,0,0
437,79574,1659,0,0,0,0,0
437,75650,1532,0,0,0,0,0
437,75131,1582,0,0,0,0,0
437,75506,1582,0,0,0,0,0
437,75148,1506,0,0,0,0,0
437,74851,1515,0,0,0,0,0
437,75134,1531,0,0,0,0,0
437,74626,1585,0,0,0,0,0
437,74949,1561,0,0,0,0,0
437,75023,1543,0,0,0,0,0
437,75181,1512,0,0,0,0,0
437,75659,1572,0,0,0,0,0
437,75555,1584,0,0,0,0,0
437,74989,1494,0,0,0,0,0
437,74779,1504,0,0,0,0,0
437,75026,1571,0,0,0,0,0
437,75116,1534,0,0,0,0,0
437,75034,1515,0,0,0,0,0
437,74959,1537,0,0,0,0,0
437,75228,1574,0,0,0,0,0
456,82794,1799,0,0,0,0,0
456,77434,1507,0,0,0,0,0
456,76598,1579,0,0,0,0,0
456,76755,1547,0,0,0,0,0
456,77735,1588,0,0,0,0,0
456,77381,1544,0,0,0,0,0
456,77194,1540,0,0,0,0,0
456,77358,1535,0,0,0,0,0
456,77373,1538,0,0,0,0,0
456,77714,1518,0,0,0,0,0
456,77419,1600,0,0,0,0,0
456,77481,1502,0,0,0,0,0
456,77594,1519,0,0,0,0,0
456,76964,1571,0,0,0,0,0
456,77276,1487,0,0,0,0,0
456,77651,1547,0,0,0,0,0
456,77337,1518,0,0,0,0,0
456,78928,1608,0,0,0,0,0
456,76933,1534,0,0,0,0,0
456,76604,1537,0,0,0,0,0
475,82702,1666,0,0,0,0,0
475,79536,1556,0,0,0,0,0
475,78803,1536,0,0,0,0,0
475,78802,1622,0,0,0,0,0
475,78950,1567,0,0,0,0,0
475,79483,1630,0,0,0,0,0
475,78429,1576,0,0,0,0,0
475,79204,1606,0,0,0,0,0
475,78088,1511,0,0,0,0,0
475,79414,1570,0,0,0,0,0
475,78284,1526,0,0,0,0,0
475,78486,1613,0,0,0,0,0
475,79057,1557,0,0,0,0,0
475,79197,1562,0,0,0,0,0
475,78693,1616,0,0,0,0,0
475,78266,1545,0,0,0,0,0
475,78678,1564,0,0,0,0,0
475,78704,1687,0,0,0,0,0
475,79090,1574,0,0,0,0,0
475,78835,1558,0,0,0,0,0
494,84816,1679,0,0,0,0,0
494,81531,1536,0,0,0,0,0
494,80804,1504,0,0,0,0,0
494,80682,1544,0,0,0,0,0
494,80666,1589,0,0,0,0,0
494,80846,1536,0,0,0,0,0
494,80339,1493,0,0,0,0,0
494,80382,1578,0,0,0,0,0
494,81119,1511,0,0,0,0,0
494,80825,1535,0,0,0,0,0
494,80234,1510,0,0,0,0,0
494,80341,1475,0,0,0,0,0
494,81165,1493,0,0,0,0,0
494,80817,1556,0,0,0,0,0
494,80800,1509,0,0,0,0,0
494,80307,1567,0,0,0,0,0
494,79929,1519,0,0,0,0,0
494,80965,1563,0,0,0,0,0
494,80775,1523,0,0,0,0,0
494,80937,1564,0,0,0,0,0
513,86775,1672,0,0,0,0,0
513,82859,1617,0,0,0,0,0
513,81640,1556,0,0,0,0,0
513,82323,1539,0,0,0,0,0
513,82153,1571,0,0,0,0,0
513,81879,1596,0,0,0,0,0
513,85781,1638,0,0,0,0,0
513,82188,1590,0,0,0,0,0
513,82148,1548,0,0,0,0,0
513,82574,1523,0,0,0,0,0
513,81740,1566,0,0,0,0,0
513,82168,1571,0,0,0,0,0
513,82348,1480,0,0,0,0,0
513,82737,1522,0,0,0,0,0
513,82352,1506,0,0,0,0,0
513,81965,1588,0,0,0,0,0
513,82190,1467,0,0,0,0,0
513,82658,1530,0,0,0,0,0
513,82333,1530,0,0,0,0,0
513,82051,1558,0,0,0,0,0
532,89127,1674,0,0,0,0,0
532,85104,1519,0,0,0,0,0
532,85574,1426,0,0,0,0,0
532,84145,1495,0,0,0,0,0
532,84126,1551,0,0,0,0,0
532,83587,1518,0,0,0,0,0
532,84810,1466,0,0,0,0,0
532,84044,1487,0,0,0,0,0
532,84185,1482,0,0,0,0,0
532,84353,1468,0,0,0,0,0
532,84748,1480,0,0,0,0,0
532,84775,1464,0,0,0,0,0
532,84177,1495,0,0,0,0,0
532,85540,1609,0,0,0,0,0
532,84281,1512,0,0,0,0,0
532,84086,1492,0,0,0,0,0
532,83900,1501,0,0,0,0,0
532,84713,1487,0,0,0,0,0
532,84963,1553,0,0,0,0,0
532,84561,1441,0,0,0,0,0
551,91129,1551,0,0,0,0,0
551,86943,1533,0,0,0,0,0
551,87155,1554,0,0,0,0,0
551,86495,1580,0,0,0,0,0
551,85616,1522,0,0,0,0,0
551,86844,1562,0,0,0,0,0
551,86211,1511,0,0,0,0,0
551,87207,1481,0,0,0,0,0
551,87132,1507,0,0,0,0,0
551,86869,1521,0,0,0,0,0
551,86484,1484,0,0,0,0,0
551,86801,1580,0,0,0,0,0
551,86783,1510,0,0,0,0,0
551,87187,1518,0,0,0,0,0
551,86501,1560,0,0,0,0,0
551,86359,1497,0,0,0,0,0
551,86923,1478,0,0,0,0,0
551,86493,1500,0,0,0,0,0
551,86658,1538,0,0,0,0,0
551,86032,1497,0,0,0,0,0
570,92200,1711,0,0,0,0,0
570,88822,1557,0,0,0,0,0
570,87961,1598,0,0,0,0,0
570,91109,1553,0,0,0,0,0
570,89358,1672,0,0,0,0,0
570,88892,1522,0,0,0,0,0
570,88596,1522,0,0,0,0,0
570,88504,1549,0,0,0,0,0
570,88158,1509,0,0,0,0,0
570,88534,1584,0,0,0,0,0
570,88158,1531,0,0,0,0,0
570,88463,1539,0,0,0,0,0
570,88559,1548,0,0,0,0,0
570,88589,16083,0,0,0,0,0
570,102463,1546,0,0,0,0,0
570,88828,1467,0,0,0,0,0
570,88182,1564,0,0,0,0,0
570,88244,1562,0,0,0,0,0
570,89444,1570,0,0,0,0,0
570,88451,1523,0,0,0,0,0
589,94319,1752,0,0,0,0,0
589,90422,1571,0,0,0,0,0
589,90176,1580,0,0,0,0,0
589,90423,1604,0,0,0,0,0
589,89739,1549,0,0,0,0,0
589,90452,1520,0,0,0,0,0
589,90630,1582,0,0,0,0,0
589,90003,1592,0,0,0,0,0
589,91050,1597,0,0,0,0,0
589,93037,1509,0,0,0,0,0
589,90688,1487,0,0,0,0,0
589,90081,1542,0,0,0,0,0
589,89992,1544,0,0,0,0,0
589,90379,1550,0,0,0,0,0
589,90266,1485,0,0,0,0,0
589,89920,1542,0,0,0,0,0
589,89969,1558,0,0,0,0,0
589,91016,1593,0,0,0,0,0
589,90612,1602,0,0,0,0,0
589,90309,1557,0,0,0,0,0
608,96236,1655,0,0,0,0,0
608,93126,1569,0,0,0,0,0
608,92471,1493,0,0,0,0,0
608,92114,1511,0,0,0,0,0
608,92430,1559,0,0,0,0,0
608,92278,1523,0,0,0,0,0
608,92362,1523,0,0,0,0,0
608,92713,1483,0,0,0,0,0
608,91917,1535,0,0,0,0,0
608,92645,1546,0,0,0,0,0
608,92959,1511,0,0,0,0,0
608,92684,1476,0,0,0,0,0
608,91981,1512,0,0,0,0,0
608,92812,1466,0,0,0,0,0
608,92446,1579,0,0,0,0,0
608,92766,1476,0,0,0,0,0
608,92265,1499,0,0,0,0,0
608,92154,1483,0,0,0,0,0
608,92825,1454,0,0,0,0,0
608,92420,1476,0,0,0,0,0
627,98213,1611,0,0,0,0,0
627,94193,1565,0,0,0,0,0
627,93083,1465,0,0,0,0,0
627,93742,1521,0,0,0,0,0
627,93917,1538,0,0,0,0,0
627,93450,1531,0,0,0,0,0
627,93845,1547,0,0,0,0,0
627,94149,1627,0,0,0,0,0
627,93767,1546,0,0,0,0,0
627,93816,1566,0,0,0,0,0
627,94186,1670,0,0,0,0,0
627,93918,1613,0,0,0,0,0
627,93090,1561,0,0,0,0,0
627,93559,1565,0,0,0,0,0
627,93707,1538,0,0,0,0,0
627,93578,1626,0,0,0,0,0
627,93445,1494,0,0,0,0,0
627,94613,1599,0,0,0,0,0
627,94337,1535,0,0,0,0,0
627,93749,1559,0,0,0,0,0
646,100802,1680,0,0,0,0,0
646,95946,1694,0,0,0,0,0
646,95070,1647,0,0,0,0,0
646,95565,1629,0,0,0,0,0
646,95850,1604,0,0,0,0,0
646,95744,1649,0,0,0,0,0
646,96029,1638,0,0,0,0,0
646,95292,1700,0,0,0,0,0
646,96515,1642,0,0,0,0,0
646,96269,1626,0,0,0,0,0
646,95258,1615,0,0,0,0,0
646,95583,1612,0,0,0,0,0
646,95866,1621,0,0,0,0,0
646,95408,1610,0,0,0,0,0
646,95295,1604,0,0,0,0,0
646,95322,1582,0,0,0,0,0
646,100162,1573,0,0,0,0,0
646,95431,1577,0,0,0,0,0
646,97917,1606,0,0,0,0,0
646,95616,1575,0,0,0,0,0
665,101533,1507,0,0,0,0,0
665,98110,1517,0,0,0,0,0
665,97859,1557,0,0,0,0,0
665,97726,1461,0,0,0,0,0
665,110470,1485,0,0,0,0,0
665,98357,1510,0,0,0,0,0
665,97631,16021,0,0,0,0,0
665,97603,1530,0,0,0,0,0
665,99698,1488,0,0,0,0,0
665,97380,1552,0,0,0,0,0
665,97103,1455,0,0,0,0,0
665,97224,1626,0,0,0,0,0
665,97335,1586,0,0,0,0,0
665,96959,1484,0,0,0,0,0
665,97489,1594,0,0,0,0,0
665,97286,1553,0,0,0,0,0
665,97632,1551,0,0,0,0,0
665,97344,1582,0,0,0,0,0
665,97401,1504,0,0,0,0,0
665,97328,1503,0,0,0,0,0
684,103704,1564,0,0,0,0,0
684,99688,1603,0,0,0,0,0
684,99515,1602,0,0,0,0,0
684,99023,1657,0,0,0,0,0
684,99148,1579,0,0,0,0,0
684,99316,1605,0,0,0,0,0
684,99649,1504,0,0,0,0,0
684,99078,1540,0,0,0,0,0
684,99314,1552,0,0,0,0,0
684,99346,1565,0,0,0,0,0
684,99213,1510,0,0,0,0,0
684,99897,1511,0,0,0,0,0
684,101960,1494,0,0,0,0,0
684,99712,1539,0,0,0,0,0
684,99172,1548,0,0,0,0,0
684,98939,1555,0,0,0,0,0
684,98939,1594,0,0,0,0,0
684,99150,1542,0,0,0,0,0
684,99532,1562,0,0,0,0,0
684,99425,1494,0,0,0,0,0
703,105593,1627,0,0,0,0,0
703,101783,1586,0,0,0,0,0
703,100914,1572,0,0,0,0,0
703,101510,1578,0,0,0,0,0
703,101319,1533,0,0,0,0,0
703,101775,1565,0,0,0,0,0
703,101586,1556,0,0,0,0,0
703,101317,1538,0,0,0,0,0
703,101329,1570,0,0,0,0,0
703,101268,1627,0,0,0,0,0
703,101640,1573,0,0,0,0,0
703,101467,1563,0,0,0,0,0
703,101383,1568,0,0,0,0,0
703,101159,1525,0,0,0,0,0
703,100857,1560,0,0,0,0,0
703,101269,1610,0,0,0,0,0
703,101780,1637,0,0,0,0,0
703,101434,1605,0,0,0,0,0
703,101299,1551,0,0,0,0,0
703,101588,1550,0,0,0,0,0
722,107545,1602,0,0,0,0,0
722,103152,1587,0,0,0,0,0
722,103302,1534,0,0,0,0,0
722,103082,1566,0,0,0,0,0
722,103449,1606,0,0,0,0,0
