Pallet: "frame_system", Extrinsic: "remark", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
b,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
471858,214776,938,0,0,0,0,0
550501,209479,1210,0,0,0,0,0
550501,207718,965,0,0,0,0,0
550501,207631,988,0,0,0,0,0
550501,207603,969,0,0,0,0,0
550501,207608,960,0,0,0,0,0
550501,207614,957,0,0,0,0,0
550501,207603,969,0,0,0,0,0
550501,207613,979,0,0,0,0,0
550501,207566,958,0,0,0,0,0
550501,207694,957,0,0,0,0,0
550501,207615,999,0,0,0,0,0
550501,207619,912,0,0,0,0,0
550501,207586,1003,0,0,0,0,0
550501,207570,959,0,0,0,0,0
550501,207544,958,0,0,0,0,0
550501,207610,979,0,0,0,0,0
550501,207570,955,0,0,0,0,0
550501,207658,922,0,0,0,0,0
550501,207634,944,0,0,0,0,0
550501,207701,918,0,0,0,0,0
629144,239293,1478,0,0,0,0,0
629144,237263,989,0,0,0,0,0
629144,237177,981,0,0,0,0,0
629144,237200,988,0,0,0,0,0
629144,237231,972,0,0,0,0,0
629144,237269,925,0,0,0,0,0
629144,237192,967,0,0,0,0,0
629144,237169,937,0,0,0,0,0
629144,237178,965,0,0,0,0,0
629144,237288,927,0,0,0,0,0
629144,237203,924,0,0,0,0,0
629144,237193,924,0,0,0,0,0
629144,237336,938,0,0,0,0,0
629144,237201,949,0,0,0,0,0
629144,237270,949,0,0,0,0,0
629144,237181,923,0,0,0,0,0
629144,237154,926,0,0,0,0,0
629144,237227,926,0,0,0,0,0
629144,237151,987,0,0,0,0,0
629144,237181,935,0,0,0,0,0
707787,268916,1570,0,0,0,0,0
707787,266815,971,0,0,0,0,0
707787,305251,955,0,0,0,0,0
707787,266822,997,0,0,0,0,0
707787,266718,957,0,0,0,0,0
707787,266736,982,0,0,0,0,0
707787,266668,937,0,0,0,0,0
707787,266722,981,0,0,0,0,0
707787,266664,941,0,0,0,0,0
707787,305723,973,0,0,0,0,0
707787,266757,985,0,0,0,0,0
707787,266777,960,0,0,0,0,0
707787,266711,996,0,0,0,0,0
707787,266725,955,0,0,0,0,0
707787,266700,978,0,0,0,0,0
707787,266739,961,0,0,0,0,0
707787,304329,983,0,0,0,0,0
707787,266808,988,0,0,0,0,0
707787,266704,984,0,0,0,0,0
707787,266781,932,0,0,0,0,0
786430,298531,1305,0,0,0,0,0
786430,296429,975,0,0,0,0,0
786430,296330,973,0,0,0,0,0
786430,296396,949,0,0,0,0,0
786430,296359,987,0,0,0,0,0
786430,296459,993,0,0,0,0,0
786430,296364,946,0,0,0,0,0
786430,296370,989,0,0,0,0,0
786430,296403,914,0,0,0,0,0
786430,333928,956,0,0,0,0,0
786430,296348,953,0,0,0,0,0
786430,296370,937,0,0,0,0,0
786430,296385,962,0,0,0,0,0
786430,296356,967,0,0,0,0,0
786430,296321,912,0,0,0,0,0
786430,296296,949,0,0,0,0,0
786430,296271,946,0,0,0,0,0
786430,296348,915,0,0,0,0,0
786430,296378,951,0,0,0,0,0
786430,296278,944,0,0,0,0,0
865073,368247,1270,0,0,0,0,0
865073,325935,939,0,0,0,0,0
865073,325905,968,0,0,0,0,0
865073,325953,952,0,0,0,0,0
865073,325892,939,0,0,0,0,0
865073,325966,932,0,0,0,0,0
865073,338797,1018,0,0,0,0,0
865073,325881,952,0,0,0,0,0
865073,325895,944,0,0,0,0,0
865073,325921,964,0,0,0,0,0
865073,325853,933,0,0,0,0,0
865073,325844,892,0,0,0,0,0
865073,325823,954,0,0,0,0,0
865073,325943,934,0,0,0,0,0
865073,325875,941,0,0,0,0,0
865073,325870,929,0,0,0,0,0
865073,325839,913,0,0,0,0,0
865073,325859,932,0,0,0,0,0
865073,325865,942,0,0,0,0,0
865073,325884,944,0,0,0,0,0
943716,357682,1259,0,0,0,0,0
943716,355618,968,0,0,0,0,0
943716,355535,933,0,0,0,0,0
943716,355575,1008,0,0,0,0,0
943716,355474,965,0,0,0,0,0
943716,355590,948,0,0,0,0,0
943716,355523,965,0,0,0,0,0
943716,355458,962,0,0,0,0,0
943716,355452,994,0,0,0,0,0
943716,355531,966,0,0,0,0,0
943716,392665,969,0,0,0,0,0
943716,355486,949,0,0,0,0,0
943716,355438,960,0,0,0,0,0
943716,355534,981,0,0,0,0,0
943716,355436,1026,0,0,0,0,0
943716,355461,965,0,0,0,0,0
943716,383140,979,0,0,0,0,0
943716,377607,1074,0,0,0,0,0
943716,355457,963,0,0,0,0,0
943716,355502,981,0,0,0,0,0
1022359,387656,1299,0,0,0,0,0
1022359,385273,1079,0,0,0,0,0
1022359,385070,969,0,0,0,0,0
1022359,385039,987,0,0,0,0,0
1022359,385019,977,0,0,0,0,0
1022359,385030,968,0,0,0,0,0
1022359,385097,1004,0,0,0,0,0
1022359,384999,970,0,0,0,0,0
1022359,385080,960,0,0,0,0,0
1022359,385052,979,0,0,0,0,0
1022359,385036,971,0,0,0,0,0
1022359,385066,963,0,0,0,0,0
1022359,385045,929,0,0,0,0,0
1022359,385034,943,0,0,0,0,0
1022359,384994,952,0,0,0,0,0
1022359,385099,913,0,0,0,0,0
1022359,385000,1001,0,0,0,0,0
1022359,385070,960,0,0,0,0,0
1022359,385021,933,0,0,0,0,0
1022359,385020,967,0,0,0,0,0
1101002,416748,1232,0,0,0,0,0
1101002,414617,953,0,0,0,0,0
1101002,414535,935,0,0,0,0,0
1101002,455225,1028,0,0,0,0,0
1101002,414564,919,0,0,0,0,0
1101002,414584,952,0,0,0,0,0
1101002,414559,931,0,0,0,0,0
1101002,414615,952,0,0,0,0,0
1101002,414597,958,0,0,0,0,0
1101002,414594,947,0,0,0,0,0
1101002,428252,933,0,0,0,0,0
1101002,442110,943,0,0,0,0,0
1101002,453991,1006,0,0,0,0,0
1101002,414623,948,0,0,0,0,0
1101002,442366,932,0,0,0,0,0
1101002,414602,940,0,0,0,0,0
1101002,414548,909,0,0,0,0,0
1101002,414623,935,0,0,0,0,0
1101002,414604,922,0,0,0,0,0
1101002,414537,948,0,0,0,0,0
1179645,446383,1412,0,0,0,0,0
1179645,444252,1000,0,0,0,0,0
1179645,478747,963,0,0,0,0,0
1179645,444137,1008,0,0,0,0,0
1179645,444125,946,0,0,0,0,0
1179645,444146,949,0,0,0,0,0
1179645,444124,947,0,0,0,0,0
1179645,444156,977,0,0,0,0,0
1179645,444132,965,0,0,0,0,0
1179645,444235,946,0,0,0,0,0
1179645,444108,971,0,0,0,0,0
1179645,444148,949,0,0,0,0,0
1179645,444137,1010,0,0,0,0,0
1179645,444132,937,0,0,0,0,0
1179645,444055,980,0,0,0,0,0
1179645,482436,1027,0,0,0,0,0
1179645,471559,965,0,0,0,0,0
1179645,444154,950,0,0,0,0,0
1179645,444045,969,0,0,0,0,0
1179645,444064,992,0,0,0,0,0
1258288,477077,1324,0,0,0,0,0
1258288,473876,970,0,0,0,0,0
1258288,473707,989,0,0,0,0,0
1258288,510016,978,0,0,0,0,0
1258288,473675,955,0,0,0,0,0
1258288,473690,968,0,0,0,0,0
1258288,473672,1031,0,0,0,0,0
1258288,513663,1036,0,0,0,0,0
1258288,473720,963,0,0,0,0,0
1258288,473672,959,0,0,0,0,0
1258288,473656,950,0,0,0,0,0
1258288,476096,948,0,0,0,0,0
1258288,473667,951,0,0,0,0,0
1258288,473697,960,0,0,0,0,0
1258288,473687,941,0,0,0,0,0
1258288,473736,977,0,0,0,0,0
1258288,473703,1020,0,0,0,0,0
1258288,473769,947,0,0,0,0,0
1258288,473665,943,0,0,0,0,0
1258288,473678,929,0,0,0,0,0
1336931,506021,1276,0,0,0,0,0
1336931,503307,953,0,0,0,0,0
1336931,503241,945,0,0,0,0,0
1336931,503334,964,0,0,0,0,0
1336931,503237,940,0,0,0,0,0
1336931,529242,1016,0,0,0,0,0
1336931,503275,960,0,0,0,0,0
1336931,503289,949,0,0,0,0,0
1336931,503203,1022,0,0,0,0,0
1336931,533067,993,0,0,0,0,0
1336931,503260,956,0,0,0,0,0
1336931,503283,943,0,0,0,0,0
1336931,503199,946,0,0,0,0,0
1336931,535530,993,0,0,0,0,0
1336931,503220,965,0,0,0,0,0
1336931,503268,924,0,0,0,0,0
1336931,503164,988,0,0,0,0,0
1336931,503312,1016,0,0,0,0,0
1336931,530759,992,0,0,0,0,0
1336931,503301,932,0,0,0,0,0
1415574,537053,1299,0,0,0,0,0
1415574,532949,1016,0,0,0,0,0
1415574,532959,1013,0,0,0,0,0
1415574,532730,959,0,0,0,0,0
1415574,532784,919,0,0,0,0,0
1415574,568419,937,0,0,0,0,0
1415574,532744,931,0,0,0,0,0
1415574,532808,943,0,0,0,0,0
1415574,532833,940,0,0,0,0,0
1415574,532867,1022,0,0,0,0,0
1415574,532829,974,0,0,0,0,0
1415574,532817,964,0,0,0,0,0
1415574,532834,1014,0,0,0,0,0
1415574,532844,955,0,0,0,0,0
1415574,532799,974,0,0,0,0,0
1415574,532927,977,0,0,0,0,0
1415574,565059,998,0,0,0,0,0
1415574,560500,991,0,0,0,0,0
1415574,565070,949,0,0,0,0,0
1415574,532841,959,0,0,0,0,0
1494217,565285,1376,0,0,0,0,0
1494217,562411,998,0,0,0,0,0
1494217,562360,982,0,0,0,0,0
1494217,562371,990,0,0,0,0,0
1494217,562330,970,0,0,0,0,0
1494217,562418,972,0,0,0,0,0
1494217,597685,965,0,0,0,0,0
1494217,562441,970,0,0,0,0,0
1494217,562443,970,0,0,0,0,0
1494217,562360,966,0,0,0,0,0
1494217,562339,953,0,0,0,0,0
1494217,562387,945,0,0,0,0,0
1494217,562365,937,0,0,0,0,0
1494217,598014,988,0,0,0,0,0
1494217,562350,955,0,0,0,0,0
1494217,562398,908,0,0,0,0,0
1494217,564496,20946,0,0,0,0,0
1494217,562473,978,0,0,0,0,0
1494217,562390,935,0,0,0,0,0
1494217,562402,958,0,0,0,0,0
1572860,595981,1285,0,0,0,0,0
1572860,592136,1008,0,0,0,0,0
1572860,592062,967,0,0,0,0,0
1572860,591971,1007,0,0,0,0,0
1572860,591957,988,0,0,0,0,0
1572860,645026,1058,0,0,0,0,0
1572860,619441,964,0,0,0,0,0
1572860,591925,988,0,0,0,0,0
1572860,627927,980,0,0,0,0,0
1572860,591915,975,0,0,0,0,0
1572860,591935,975,0,0,0,0,0
1572860,638043,1060,0,0,0,0,0
1572860,591874,993,0,0,0,0,0
1572860,591924,989,0,0,0,0,0
1572860,591906,986,0,0,0,0,0
1572860,591906,959,0,0,0,0,0
1572860,591906,982,0,0,0,0,0
1572860,591931,955,0,0,0,0,0
1572860,653588,1060,0,0,0,0,0
1572860,619694,1052,0,0,0,0,0
1651503,625790,1458,0,0,0,0,0
1651503,658654,948,0,0,0,0,0
1651503,621526,943,0,0,0,0,0
1651503,621552,946,0,0,0,0,0
1651503,644642,989,0,0,0,0,0
1651503,621603,963,0,0,0,0,0
1651503,621451,955,0,0,0,0,0
1651503,621544,1014,0,0,0,0,0
1651503,621487,978,0,0,0,0,0
1651503,621556,991,0,0,0,0,0
1651503,621392,966,0,0,0,0,0
1651503,621548,1007,0,0,0,0,0
1651503,621414,997,0,0,0,0,0
1651503,621454,966,0,0,0,0,0
1651503,621458,953,0,0,0,0,0
1651503,621492,966,0,0,0,0,0
1651503,621416,962,0,0,0,0,0
1651503,634180,984,0,0,0,0,0
1651503,621457,984,0,0,0,0,0
1651503,621523,909,0,0,0,0,0
1730146,654996,1386,0,0,0,0,0
1730146,651176,987,0,0,0,0,0
1730146,686988,990,0,0,0,0,0
1730146,716706,990,0,0,0,0,0
1730146,674516,1014,0,0,0,0,0
1730146,688163,1019,0,0,0,0,0
1730146,651073,980,0,0,0,0,0
1730146,651115,933,0,0,0,0,0
1730146,686394,934,0,0,0,0,0
1730146,651155,957,0,0,0,0,0
1730146,651077,966,0,0,0,0,0
1730146,686884,931,0,0,0,0,0
1730146,651093,956,0,0,0,0,0
1730146,651040,938,0,0,0,0,0
1730146,686443,930,0,0,0,0,0
1730146,651105,951,0,0,0,0,0
1730146,651043,968,0,0,0,0,0
1730146,686247,972,0,0,0,0,0
1730146,651056,982,0,0,0,0,0
1730146,651086,933,0,0,0,0,0
1808789,686845,1514,0,0,0,0,0
1808789,680773,1133,0,0,0,0,0
1808789,680664,1160,0,0,0,0,0
1808789,680681,1131,0,0,0,0,0
1808789,716365,950,0,0,0,0,0
1808789,680699,1112,0,0,0,0,0
1808789,680592,1094,0,0,0,0,0
1808789,715996,972,0,0,0,0,0
1808789,680630,1114,0,0,0,0,0
1808789,680680,1123,0,0,0,0,0
1808789,716098,948,0,0,0,0,0
1808789,680666,1150,0,0,0,0,0
1808789,680600,1153,0,0,0,0,0
1808789,680682,1117,0,0,0,0,0
1808789,713870,1095,0,0,0,0,0
1808789,708402,1153,0,0,0,0,0
1808789,680599,1149,0,0,0,0,0
1808789,680697,1131,0,0,0,0,0
1808789,680610,1129,0,0,0,0,0
1808789,680741,1143,0,0,0,0,0
1887432,741193,1630,0,0,0,0,0
1887432,710408,1180,0,0,0,0,0
1887432,710293,1182,0,0,0,0,0
1887432,710276,1148,0,0,0,0,0
1887432,746793,1000,0,0,0,0,0
1887432,710304,1153,0,0,0,0,0
1887432,710211,1153,0,0,0,0,0
1887432,742254,1033,0,0,0,0,0
1887432,710181,1173,0,0,0,0,0
1887432,710244,1201,0,0,0,0,0
1887432,710206,1143,0,0,0,0,0
1887432,710232,1151,0,0,0,0,0
1887432,710184,1182,0,0,0,0,0
1887432,710312,1180,0,0,0,0,0
1887432,710123,1151,0,0,0,0,0
1887432,751332,1024,0,0,0,0,0
1887432,710220,1126,0,0,0,0,0
1887432,710276,1156,0,0,0,0,0
1887432,748959,1164,0,0,0,0,0
1887432,710248,1124,0,0,0,0,0
1966075,790112,1837,0,0,0,0,0
1966075,740027,1267,0,0,0,0,0
1966075,739948,1199,0,0,0,0,0
1966075,739908,1163,0,0,0,0,0
1966075,740161,1169,0,0,0,0,0
1966075,778539,1031,0,0,0,0,0
1966075,739974,1127,0,0,0,0,0
1966075,739828,1153,0,0,0,0,0
1966075,740022,1141,0,0,0,0,0
1966075,739841,1162,0,0,0,0,0
1966075,739831,1236,0,0,0,0,0
1966075,739848,1167,0,0,0,0,0
1966075,739741,1166,0,0,0,0,0
1966075,833214,1012,0,0,0,0,0
1966075,739727,1124,0,0,0,0,0
1966075,739770,1127,0,0,0,0,0
1966075,739799,1146,0,0,0,0,0
1966075,740076,1172,0,0,0,0,0
1966075,777559,1155,0,0,0,0,0
1966075,740100,1169,0,0,0,0,0
2044718,774283,1595,0,0,0,0,0
2044718,769963,1200,0,0,0,0,0
2044718,805468,1028,0,0,0,0,0
2044718,769557,1174,0,0,0,0,0
2044718,769451,1126,0,0,0,0,0
2044718,784442,1179,0,0,0,0,0
2044718,801686,1195,0,0,0,0,0
2044718,804882,966,0,0,0,0,0
2044718,769384,1141,0,0,0,0,0
2044718,769422,1187,0,0,0,0,0
2044718,769514,1185,0,0,0,0,0
2044718,769762,1183,0,0,0,0,0
2044718,799124,996,0,0,0,0,0
2044718,769764,1134,0,0,0,0,0
2044718,769374,1129,0,0,0,0,0
2044718,769567,1148,0,0,0,0,0
2044718,769570,1109,0,0,0,0,0
2044718,771961,966,0,0,0,0,0
2044718,797317,1239,0,0,0,0,0
2044718,790320,1061,0,0,0,0,0
2123361,838503,2059,0,0,0,0,0
2123361,798980,1150,0,0,0,0,0
2123361,835808,1148,0,0,0,0,0
2123361,798946,1134,0,0,0,0,0
2123361,798850,1158,0,0,0,0,0
2123361,798930,1122,0,0,0,0,0
2123361,798850,1132,0,0,0,0,0
2123361,835601,947,0,0,0,0,0
2123361,798931,1138,0,0,0,0,0
2123361,798934,1149,0,0,0,0,0
2123361,798878,1165,0,0,0,0,0
2123361,799012,1154,0,0,0,0,0
2123361,835338,992,0,0,0,0,0
2123361,798935,1126,0,0,0,0,0
2123361,798872,1138,0,0,0,0,0
2123361,799340,1125,0,0,0,0,0
2123361,798825,1168,0,0,0,0,0
2123361,835136,1142,0,0,0,0,0
2123361,798889,1166,0,0,0,0,0
2123361,801190,18648,0,0,0,0,0
2202004,833973,1638,0,0,0,0,0
2202004,863430,1001,0,0,0,0,0
2202004,843409,1296,0,0,0,0,0
2202004,866247,1159,0,0,0,0,0
2202004,828604,1169,0,0,0,0,0
2202004,828494,1149,0,0,0,0,0
2202004,828595,1160,0,0,0,0,0
2202004,828496,1139,0,0,0,0,0
2202004,867589,1042,0,0,0,0,0
2202004,828768,1154,0,0,0,0,0
2202004,828624,1185,0,0,0,0,0
2202004,828772,1202,0,0,0,0,0
2202004,828532,1158,0,0,0,0,0
2202004,828962,1122,0,0,0,0,0
2202004,828574,1143,0,0,0,0,0
2202004,858518,993,0,0,0,0,0
2202004,828798,1144,0,0,0,0,0
2202004,828591,1172,0,0,0,0,0
2202004,828483,1118,0,0,0,0,0
2202004,828517,1146,0,0,0,0,0
2280647,891341,1622,0,0,0,0,0
2280647,861831,1265,0,0,0,0,0
2280647,858381,1178,0,0,0,0,0
2280647,858598,1202,0,0,0,0,0
2280647,858183,1171,0,0,0,0,0
2280647,897668,1056,0,0,0,0,0
2280647,858270,1184,0,0,0,0,0
2280647,894157,1230,0,0,0,0,0
2280647,858216,1153,0,0,0,0,0
2280647,858198,1155,0,0,0,0,0
2280647,858391,1135,0,0,0,0,0
2280647,858392,1169,0,0,0,0,0
2280647,858187,1163,0,0,0,0,0
2280647,886185,1228,0,0,0,0,0
2280647,860601,968,0,0,0,0,0
2280647,858201,1147,0,0,0,0,0
2280647,858008,1130,0,0,0,0,0
2280647,858522,1201,0,0,0,0,0
2280647,858060,1152,0,0,0,0,0
2280647,858260,1131,0,0,0,0,0
2359290,894319,1609,0,0,0,0,0
2359290,925451,1200,0,0,0,0,0
2359290,887793,1177,0,0,0,0,0
2359290,923991,968,0,0,0,0,0
2359290,887911,1110,0,0,0,0,0
2359290,923631,1148,0,0,0,0,0
2359290,902907,1209,0,0,0,0,0
2359290,928601,1123,0,0,0,0,0
2359290,888152,1169,0,0,0,0,0
2359290,887768,1148,0,0,0,0,0
2359290,888008,1175,0,0,0,0,0
2359290,887644,1110,0,0,0,0,0
2359290,888039,1212,0,0,0,0,0
2359290,887986,1122,0,0,0,0,0
2359290,918097,998,0,0,0,0,0
2359290,887709,1131,0,0,0,0,0
2359290,921145,1209,0,0,0,0,0
2359290,887924,1175,0,0,0,0,0
2359290,887505,1137,0,0,0,0,0
2359290,887754,1177,0,0,0,0,0
2437933,963305,1652,0,0,0,0,0
2437933,917931,1234,0,0,0,0,0
2437933,953626,998,0,0,0,0,0
2437933,950262,1234,0,0,0,0,0
2437933,953760,999,0,0,0,0,0
2437933,917704,1120,0,0,0,0,0
2437933,953591,1155,0,0,0,0,0
2437933,917670,1113,0,0,0,0,0
2437933,917234,1133,0,0,0,0,0
2437933,917549,1135,0,0,0,0,0
2437933,917216,1149,0,0,0,0,0
2437933,917343,1111,0,0,0,0,0
2437933,917107,1193,0,0,0,0,0
2437933,981834,1015,0,0,0,0,0
2437933,932617,1188,0,0,0,0,0
2437933,918042,1166,0,0,0,0,0
2437933,917131,1172,0,0,0,0,0
2437933,917678,1111,0,0,0,0,0
2437933,917341,1136,0,0,0,0,0
2437933,947758,1183,0,0,0,0,0
2516576,953378,1781,0,0,0,0,0
2516576,947390,1157,0,0,0,0,0
2516576,947686,1128,0,0,0,0,0
2516576,947221,1192,0,0,0,0,0
2516576,947663,1155,0,0,0,0,0
2516576,947079,1167,0,0,0,0,0
2516576,947540,1162,0,0,0,0,0
2516576,947160,1204,0,0,0,0,0
2516576,974841,1176,0,0,0,0,0
2516576,1004959,1186,0,0,0,0,0
2516576,947304,1305,0,0,0,0,0
2516576,946935,1173,0,0,0,0,0
2516576,982379,1201,0,0,0,0,0
2516576,947088,1139,0,0,0,0,0
2516576,981286,1253,0,0,0,0,0
2516576,947580,1157,0,0,0,0,0
2516576,981007,1191,0,0,0,0,0
2516576,947256,1174,0,0,0,0,0
2516576,1008310,969,0,0,0,0,0
2516576,947442,1155,0,0,0,0,0
2595219,1025817,1733,0,0,0,0,0
2595219,977482,1205,0,0,0,0,0
2595219,1015644,1245,0,0,0,0,0
2595219,977768,1152,0,0,0,0,0
2595219,1018452,1246,0,0,0,0,0
2595219,977264,1104,0,0,0,0,0
2595219,1013981,1193,0,0,0,0,0
2595219,977529,1101,0,0,0,0,0
2595219,1013031,1144,0,0,0,0,0
2595219,977512,1152,0,0,0,0,0
2595219,1013906,1199,0,0,0,0,0
2595219,976834,1136,0,0,0,0,0
2595219,1008493,1209,0,0,0,0,0
2595219,1033991,1175,0,0,0,0,0
2595219,1010877,1204,0,0,0,0,0
2595219,977138,1148,0,0,0,0,0
2595219,1008620,1246,0,0,0,0,0
2595219,977183,1131,0,0,0,0,0
2595219,1004761,1217,0,0,0,0,0
2595219,977210,1130,0,0,0,0,0
2673862,1014462,1650,0,0,0,0,0
2673862,1053510,1249,0,0,0,0,0
2673862,1006443,1208,0,0,0,0,0
2673862,1006804,1172,0,0,0,0,0
2673862,1006286,1140,0,0,0,0,0
2673862,1007095,1183,0,0,0,0,0
2673862,1006532,1166,0,0,0,0,0
2673862,1006498,1144,0,0,0,0,0
2673862,1006536,1208,0,0,0,0,0
2673862,1007079,1109,0,0,0,0,0
2673862,1006526,1221,0,0,0,0,0
2673862,1006037,1156,0,0,0,0,0
2673862,1006215,1174,0,0,0,0,0
2673862,1006802,1151,0,0,0,0,0
2673862,1006570,1114,0,0,0,0,0
2673862,1034192,1132,0,0,0,0,0
2673862,1034745,1153,0,0,0,0,0
2673862,1006922,1142,0,0,0,0,0
2673862,1006486,1143,0,0,0,0,0
2673862,1006234,1152,0,0,0,0,0
2752505,1042889,2073,0,0,0,0,0
2752505,1037674,1189,0,0,0,0,0
2752505,1035863,1229,0,0,0,0,0
2752505,1037374,1243,0,0,0,0,0
2752505,1035875,1155,0,0,0,0,0
2752505,1037301,1162,0,0,0,0,0
2752505,1035764,1163,0,0,0,0,0
2752505,1063751,1294,0,0,0,0,0
2752505,1099787,1229,0,0,0,0,0
2752505,1038779,1170,0,0,0,0,0
2752505,1074026,1069,0,0,0,0,0
2752505,1036922,1170,0,0,0,0,0
2752505,1072603,1250,0,0,0,0,0
2752505,1036053,1152,0,0,0,0,0
2752505,1073298,1204,0,0,0,0,0
2752505,1036290,1183,0,0,0,0,0
2752505,1036203,1120,0,0,0,0,0
2752505,1037120,1133,0,0,0,0,0
2752505,1036825,1229,0,0,0,0,0
2752505,1036013,1180,0,0,0,0,0
2831148,1075238,1697,0,0,0,0,0
