Pallet: "pallet_elections_phragmen", Extrinsic: "vote_equal", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
v,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
6,24979,1458,0,0,0,0,0
6,25221,1514,0,0,0,0,0
6,25190,1508,0,0,0,0,0
6,25402,1535,0,0,0,0,0
6,25863,1431,0,0,0,0,0
6,25070,1475,0,0,0,0,0
6,25329,1487,0,0,0,0,0
6,25227,1475,0,0,0,0,0
6,25148,1400,0,0,0,0,0
6,24465,1432,0,0,0,0,0
6,24745,1437,0,0,0,0,0
6,24313,1480,0,0,0,0,0
6,24847,1394,0,0,0,0,0
6,24899,1512,0,0,0,0,0
6,25242,1361,0,0,0,0,0
6,24941,1387,0,0,0,0,0
6,24511,1447,0,0,0,0,0
6,24673,1420,0,0,0,0,0
7,26214,1634,0,0,0,0,0
7,25726,1430,0,0,0,0,0
7,24972,1466,0,0,0,0,0
7,38632,1504,0,0,0,0,0
7,25350,1481,0,0,0,0,0
7,25435,1477,0,0,0,0,0
7,27048,1501,0,0,0,0,0
7,26231,1523,0,0,0,0,0
7,26131,1527,0,0,0,0,0
7,26222,1480,0,0,0,0,0
7,25948,1536,0,0,0,0,0
7,26494,1447,0,0,0,0,0
7,26240,1478,0,0,0,0,0
7,26398,1528,0,0,0,0,0
7,28636,1491,0,0,0,0,0
7,25835,1522,0,0,0,0,0
7,25973,1535,0,0,0,0,0
7,26210,1503,0,0,0,0,0
7,25362,1476,0,0,0,0,0
7,25409,1447,0,0,0,0,0
8,27128,1611,0,0,0,0,0
8,25902,1466,0,0,0,0,0
8,26262,1492,0,0,0,0,0
8,25399,1552,0,0,0,0,0
8,25954,1488,0,0,0,0,0
8,25803,1479,0,0,0,0,0
8,25340,1460,0,0,0,0,0
8,25504,1442,0,0,0,0,0
8,25418,1447,0,0,0,0,0
8,25350,1453,0,0,0,0,0
8,25088,1449,0,0,0,0,0
8,25672,1476,0,0,0,0,0
8,25143,1424,0,0,0,0,0
8,25282,1444,0,0,0,0,0
8,24893,1424,0,0,0,0,0
8,25731,1426,0,0,0,0,0
8,25301,1391,0,0,0,0,0
8,25630,1372,0,0,0,0,0
8,25420,1381,0,0,0,0,0
8,24914,1391,0,0,0,0,0
9,27129,1564,0,0,0,0,0
9,26179,1386,0,0,0,0,0
9,25620,1367,0,0,0,0,0
9,25272,1476,0,0,0,0,0
9,25725,1457,0,0,0,0,0
9,25317,1418,0,0,0,0,0
9,25052,1438,0,0,0,0,0
9,25811,1419,0,0,0,0,0
9,25690,1393,0,0,0,0,0
9,25637,1427,0,0,0,0,0
9,25425,1419,0,0,0,0,0
9,25633,1418,0,0,0,0,0
9,25920,1406,0,0,0,0,0
9,25397,1438,0,0,0,0,0
9,25867,1447,0,0,0,0,0
9,25785,1447,0,0,0,0,0
9,25951,1415,0,0,0,0,0
9,25715,1421,0,0,0,0,0
9,25594,1447,0,0,0,0,0
9,25065,1450,0,0,0,0,0
10,26482,1549,0,0,0,0,0
10,26017,1444,0,0,0,0,0
10,26238,1445,0,0,0,0,0
10,25778,1501,0,0,0,0,0
10,25828,1418,0,0,0,0,0
10,26255,1436,0,0,0,0,0
10,26081,1447,0,0,0,0,0
10,26208,1443,0,0,0,0,0
10,26206,1412,0,0,0,0,0
10,26204,1448,0,0,0,0,0
10,26051,1388,0,0,0,0,0
10,26402,1399,0,0,0,0,0
10,25997,1415,0,0,0,0,0
10,25952,1454,0,0,0,0,0
10,26330,1427,0,0,0,0,0
10,25792,1446,0,0,0,0,0
10,26152,1414,0,0,0,0,0
10,26008,1492,0,0,0,0,0
10,26455,1442,0,0,0,0,0
10,26044,1454,0,0,0,0,0
11,26795,1512,0,0,0,0,0
11,25896,1439,0,0,0,0,0
11,25539,1443,0,0,0,0,0
11,25809,1443,0,0,0,0,0
11,25384,1378,0,0,0,0,0
11,26198,1391,0,0,0,0,0
11,25684,1410,0,0,0,0,0
11,26053,1416,0,0,0,0,0
11,25597,1378,0,0,0,0,0
11,26570,1438,0,0,0,0,0
11,25888,1412,0,0,0,0,0
11,26123,1433,0,0,0,0,0
11,26155,1396,0,0,0,0,0
11,25693,1437,0,0,0,0,0
11,26007,1371,0,0,0,0,0
11,26219,1413,0,0,0,0,0
11,25793,1404,0,0,0,0,0
11,25903,1432,0,0,0,0,0
11,26412,1477,0,0,0,0,0
11,26186,1452,0,0,0,0,0
12,28018,1563,0,0,0,0,0
12,27657,1529,0,0,0,0,0
12,27170,1567,0,0,0,0,0
12,26158,1447,0,0,0,0,0
12,26444,1470,0,0,0,0,0
12,26650,1429,0,0,0,0,0
12,26704,1521,0,0,0,0,0
12,27227,1507,0,0,0,0,0
12,27036,1436,0,0,0,0,0
12,27017,1416,0,0,0,0,0
12,26601,1425,0,0,0,0,0
12,26684,1451,0,0,0,0,0
12,26767,1439,0,0,0,0,0
12,26126,1464,0,0,0,0,0
12,25943,1483,0,0,0,0,0
12,26080,1386,0,0,0,0,0
12,26720,1458,0,0,0,0,0
12,26643,1443,0,0,0,0,0
12,26858,1382,0,0,0,0,0
12,26663,1425,0,0,0,0,0
13,27821,1606,0,0,0,0,0
13,27795,1509,0,0,0,0,0
13,27264,1499,0,0,0,0,0
13,26953,1471,0,0,0,0,0
13,27193,1450,0,0,0,0,0
13,27399,1485,0,0,0,0,0
13,27038,1452,0,0,0,0,0
13,27121,1429,0,0,0,0,0
13,26533,1469,0,0,0,0,0
13,26706,1444,0,0,0,0,0
13,26782,1399,0,0,0,0,0
13,26590,1515,0,0,0,0,0
13,26471,1498,0,0,0,0,0
13,26995,1427,0,0,0,0,0
13,26486,1443,0,0,0,0,0
13,26860,1472,0,0,0,0,0
13,27047,1462,0,0,0,0,0
13,26570,1436,0,0,0,0,0
13,26689,1380,0,0,0,0,0
13,26658,1431,0,0,0,0,0
14,27644,1554,0,0,0,0,0
14,27198,1483,0,0,0,0,0
14,26939,1468,0,0,0,0,0
14,26987,1495,0,0,0,0,0
14,26986,1457,0,0,0,0,0
14,26739,1465,0,0,0,0,0
14,27413,1466,0,0,0,0,0
14,28438,1545,0,0,0,0,0
14,27045,1453,0,0,0,0,0
14,26882,1531,0,0,0,0,0
14,26511,1419,0,0,0,0,0
14,27007,1446,0,0,0,0,0
14,26778,1448,0,0,0,0,0
14,26773,1458,0,0,0,0,0
14,26915,1441,0,0,0,0,0
14,26829,1463,0,0,0,0,0
14,27409,1441,0,0,0,0,0
14,26734,1402,0,0,0,0,0
14,26679,1497,0,0,0,0,0
14,27262,1459,0,0,0,0,0
15,29886,1602,0,0,0,0,0
15,27069,1428,0,0,0,0,0
15,27230,1492,0,0,0,0,0
15,27328,1450,0,0,0,0,0
15,27397,1459,0,0,0,0,0
15,27363,1436,0,0,0,0,0
15,27203,1422,0,0,0,0,0
15,27131,1400,0,0,0,0,0
15,27463,1417,0,0,0,0,0
15,26813,1396,0,0,0,0,0
15,26533,1377,0,0,0,0,0
15,26717,1443,0,0,0,0,0
15,26710,1380,0,0,0,0,0
15,26593,1472,0,0,0,0,0
15,30413,1409,0,0,0,0,0
15,26443,1488,0,0,0,0,0
15,26920,1498,0,0,0,0,0
15,27758,1428,0,0,0,0,0
15,27258,1505,0,0,0,0,0
15,27383,1506,0,0,0,0,0
16,30135,1512,0,0,0,0,0
16,27241,1471,0,0,0,0,0
16,28120,1481,0,0,0,0,0
16,27406,1434,0,0,0,0,0
16,27668,1539,0,0,0,0,0
16,27835,1456,0,0,0,0,0
16,27938,1431,0,0,0,0,0
16,27680,1468,0,0,0,0,0
16,27728,1452,0,0,0,0,0
16,28004,1495,0,0,0,0,0
16,27823,1497,0,0,0,0,0
16,27929,1417,0,0,0,0,0
16,27510,1451,0,0,0,0,0
16,28106,1488,0,0,0,0,0
16,27336,1419,0,0,0,0,0
16,27409,1461,0,0,0,0,0
16,27454,1478,0,0,0,0,0
16,27730,1449,0,0,0,0,0
16,28207,1443,0,0,0,0,0
16,27284,1421,0,0,0,0,0

Raw Storage Info
========
Storage: Elections Candidates (r:1 w:0)
Storage: Elections Members (r:1 w:0)
Storage: Elections RunnersUp (r:1 w:0)
Storage: Elections Voting (r:1 w:1)
Storage: Balances Locks (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    22.95
    + v    0.298
              µs

Reads = 5 + (0 * v)
Writes = 2 + (0 * v)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    v   mean µs  sigma µs       %
    1     22.65     0.065    0.2%
    2     23.25     0.119    0.5%
    3     24.34     0.081    0.3%
    4     24.13     0.072    0.2%
    5      24.3     0.044    0.1%
    6     25.06     0.133    0.5%
    7     26.07     0.178    0.6%
    8     25.47     0.143    0.5%
    9     25.66     0.104    0.4%
   10     26.12     0.085    0.3%
   11     25.98     0.136    0.5%
   12     26.73     0.117    0.4%
   13     26.88     0.159    0.5%
   14     26.95     0.112    0.4%
   15     27.16     0.179    0.6%
   16     27.72     0.152    0.5%

Quality and confidence:
param     error
v         0.006

Model:
Time ~=       23
    + v    0.298
              µs

Reads = 5 + (0 * v)
Writes = 2 + (0 * v)

Pallet: "pallet_elections_phragmen", Extrinsic: "vote_more", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
v,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
2,36891,1576,0,0,0,0,0
2,35470,1482,0,0,0,0,0
2,35479,1544,0,0,0,0,0
2,34994,1470,0,0,0,0,0
2,35533,1545,0,0,0,0,0
2,35239,1532,0,0,0,0,0
2,35554,1527,0,0,0,0,0
2,34927,1516,0,0,0,0,0
2,35453,1501,0,0,0,0,0
2,35438,1503,0,0,0,0,0
2,35245,1560,0,0,0,0,0
2,35585,1505,0,0,0,0,0
2,35019,1509,0,0,0,0,0
2,35457,1508,0,0,0,0,0
2,35281,1500,0,0,0,0,0
2,35055,1566,0,0,0,0,0
2,35169,1484,0,0,0,0,0
2,35468,1507,0,0,0,0,0
2,35320,1503,0,0,0,0,0
2,35091,1519,0,0,0,0,0
3,37385,1566,0,0,0,0,0
3,36104,1519,0,0,0,0,0
3,36663,1420,0,0,0,0,0
3,36187,1460,0,0,0,0,0
3,36602,1426,0,0,0,0,0
3,36091,1489,0,0,0,0,0
3,35955,1455,0,0,0,0,0
3,36071,1424,0,0,0,0,0
3,35856,1431,0,0,0,0,0
3,36321,1477,0,0,0,0,0
3,36230,1406,0,0,0,0,0
3,36647,1501,0,0,0,0,0
3,36245,1467,0,0,0,0,0
3,36181,1443,0,0,0,0,0
3,36235,1511,0,0,0,0,0
3,35856,1382,0,0,0,0,0
3,36050,1451,0,0,0,0,0
3,36038,1437,0,0,0,0,0
3,35944,1429,0,0,0,0,0
3,36157,1447,0,0,0,0,0
4,38150,1549,0,0,0,0,0
4,37428,1567,0,0,0,0,0
4,37582,1542,0,0,0,0,0
4,37617,1554,0,0,0,0,0
4,37007,1493,0,0,0,0,0
4,37761,1514,0,0,0,0,0
4,37781,1558,0,0,0,0,0
4,37391,1517,0,0,0,0,0
4,37290,1549,0,0,0,0,0
4,37574,1520,0,0,0,0,0
4,37683,1511,0,0,0,0,0
4,37566,1519,0,0,0,0,0
4,37798,1465,0,0,0,0,0
4,36557,1482,0,0,0,0,0
4,36658,1430,0,0,0,0,0
4,36497,1411,0,0,0,0,0
4,36841,1424,0,0,0,0,0
4,37163,1476,0,0,0,0,0
4,36462,1433,0,0,0,0,0
4,36546,1504,0,0,0,0,0
5,37926,1514,0,0,0,0,0
5,37330,1464,0,0,0,0,0
5,37048,1427,0,0,0,0,0
5,37125,1385,0,0,0,0,0
5,37143,1418,0,0,0,0,0
5,36681,1453,0,0,0,0,0
5,36636,1464,0,0,0,0,0
5,36285,1426,0,0,0,0,0
5,37550,1452,0,0,0,0,0
5,37391,1386,0,0,0,0,0
5,36400,1423,0,0,0,0,0
5,36931,1395,0,0,0,0,0
5,51677,1583,0,0,0,0,0
5,37117,1431,0,0,0,0,0
5,37052,1457,0,0,0,0,0
5,36897,1447,0,0,0,0,0
5,37465,1401,0,0,0,0,0
5,37387,1430,0,0,0,0,0
5,37063,1475,0,0,0,0,0
5,36735,1413,0,0,0,0,0
6,39212,1629,0,0,0,0,0
6,38844,1491,0,0,0,0,0
6,38830,1487,0,0,0,0,0
6,39095,1547,0,0,0,0,0
6,38272,1486,0,0,0,0,0
6,38353,1581,0,0,0,0,0
6,38943,1532,0,0,0,0,0
6,39135,1523,0,0,0,0,0
6,38640,1523,0,0,0,0,0
6,38804,1498,0,0,0,0,0
6,38740,1573,0,0,0,0,0
6,38192,1523,0,0,0,0,0
6,38911,1525,0,0,0,0,0
6,50961,1480,0,0,0,0,0
6,37470,1484,0,0,0,0,0
6,37873,1507,0,0,0,0,0
6,37736,1486,0,0,0,0,0
6,37312,1512,0,0,0,0,0
6,42771,1498,0,0,0,0,0
6,37638,1531,0,0,0,0,0
7,39864,1578,0,0,0,0,0
7,39445,1532,0,0,0,0,0
7,38795,1555,0,0,0,0,0
7,38441,1524,0,0,0,0,0
7,38859,1556,0,0,0,0,0
7,38053,1542,0,0,0,0,0
7,38434,1548,0,0,0,0,0
7,38461,1528,0,0,0,0,0
7,38623,1511,0,0,0,0,0
7,39232,1522,0,0,0,0,0
7,38194,1483,0,0,0,0,0
7,37714,1482,0,0,0,0,0
7,37795,1483,0,0,0,0,0
7,37568,1453,0,0,0,0,0
7,37935,1497,0,0,0,0,0
7,37765,1441,0,0,0,0,0
7,37972,1475,0,0,0,0,0
7,37899,1503,0,0,0,0,0
7,37717,1441,0,0,0,0,0
7,37692,1503,0,0,0,0,0
8,39350,1570,0,0,0,0,0
8,38556,1542,0,0,0,0,0
8,37898,1460,0,0,0,0,0
8,37909,1498,0,0,0,0,0
8,38846,1475,0,0,0,0,0
8,38823,1470,0,0,0,0,0
8,38145,1465,0,0,0,0,0
8,38148,1442,0,0,0,0,0
8,38185,1563,0,0,0,0,0
8,38634,1482,0,0,0,0,0
8,38154,1464,0,0,0,0,0
8,38153,1413,0,0,0,0,0
8,37991,1487,0,0,0,0,0
8,38648,1455,0,0,0,0,0
8,38472,1517,0,0,0,0,0
8,38117,1469,0,0,0,0,0
8,38344,1490,0,0,0,0,0
8,38861,1471,0,0,0,0,0
8,63680,1454,0,0,0,0,0
8,37893,1454,0,0,0,0,0
9,39208,1534,0,0,0,0,0
9,40694,1697,0,0,0,0,0
9,38403,1427,0,0,0,0,0
9,38019,1375,0,0,0,0,0
9,38514,1448,0,0,0,0,0
9,38172,1413,0,0,0,0,0
9,38855,1441,0,0,0,0,0
9,38548,1409,0,0,0,0,0
9,37846,1441,0,0,0,0,0
9,38112,1413,0,0,0,0,0
9,51216,1459,0,0,0,0,0
9,38312,1450,0,0,0,0,0
9,37888,1463,0,0,0,0,0
9,38355,1435,0,0,0,0,0
9,38026,1468,0,0,0,0,0
9,38455,1493,0,0,0,0,0
9,38322,1394,0,0,0,0,0
9,38218,1429,0,0,0,0,0
9,38391,1449,0,0,0,0,0
9,38315,1448,0,0,0,0,0
10,40157,1584,0,0,0,0,0
10,38581,1505,0,0,0,0,0
10,39132,1419,0,0,0,0,0
10,38359,1518,0,0,0,0,0
10,38730,1471,0,0,0,0,0
10,39154,1469,0,0,0,0,0
10,38673,1441,0,0,0,0,0
10,38727,1438,0,0,0,0,0
10,38532,1511,0,0,0,0,0
10,38755,1489,0,0,0,0,0
10,39653,1491,0,0,0,0,0
10,38921,1447,0,0,0,0,0
10,39309,1499,0,0,0,0,0
10,39055,1528,0,0,0,0,0
10,39035,1450,0,0,0,0,0
10,38609,1433,0,0,0,0,0
10,38351,1505,0,0,0,0,0
10,38251,1502,0,0,0,0,0
10,42747,1557,0,0,0,0,0
10,38998,1495,0,0,0,0,0
11,39357,1571,0,0,0,0,0
11,39961,1426,0,0,0,0,0
11,39166,1445,0,0,0,0,0
11,39003,1462,0,0,0,0,0
11,39049,1453,0,0,0,0,0
11,38725,1439,0,0,0,0,0
11,38793,1475,0,0,0,0,0
11,38884,1581,0,0,0,0,0
11,38981,1444,0,0,0,0,0
11,38855,1905,0,0,0,0,0
11,39211,1482,0,0,0,0,0
11,39303,1426,0,0,0,0,0
11,39133,1503,0,0,0,0,0
11,38995,1459,0,0,0,0,0
11,38743,1485,0,0,0,0,0
11,38639,1471,0,0,0,0,0
11,39136,1510,0,0,0,0,0
11,39342,1481,0,0,0,0,0
11,38654,1466,0,0,0,0,0
11,38807,1456,0,0,0,0,0
12,40849,1550,0,0,0,0,0
12,39167,1411,0,0,0,0,0
12,39497,1495,0,0,0,0,0
12,39809,1591,0,0,0,0,0
12,39241,1500,0,0,0,0,0
12,38826,1459,0,0,0,0,0
12,39063,1498,0,0,0,0,0
12,39890,1485,0,0,0,0,0
12,39511,1447,0,0,0,0,0
12,38969,1485,0,0,0,0,0
12,39063,1475,0,0,0,0,0
12,39665,1400,0,0,0,0,0
12,40600,1445,0,0,0,0,0
12,39467,1450,0,0,0,0,0
12,39775,1478,0,0,0,0,0
12,39960,1463,0,0,0,0,0
12,39906,1428,0,0,0,0,0
12,39547,1454,0,0,0,0,0
12,39531,1413,0,0,0,0,0
12,40268,1450,0,0,0,0,0
13,40289,1600,0,0,0,0,0
13,39984,1477,0,0,0,0,0
13,39674,1455,0,0,0,0,0
13,39572,1444,0,0,0,0,0
13,40198,1423,0,0,0,0,0
13,39449,1385,0,0,0,0,0
13,39568,1439,0,0,0,0,0
13,39614,1507,0,0,0,0,0
13,39085,1502,0,0,0,0,0
13,39518,1469,0,0,0,0,0
13,39493,1454,0,0,0,0,0
13,39682,1519,0,0,0,0,0
13,39335,1523,0,0,0,0,0
13,39280,1442,0,0,0,0,0
13,39376,1518,0,0,0,0,0
13,40000,1462,0,0,0,0,0
13,38993,1497,0,0,0,0,0
13,39920,1457,0,0,0,0,0
13,39781,1550,0,0,0,0,0
13,38969,1489,0,0,0,0,0
14,40515,1589,0,0,0,0,0
14,39573,1515,0,0,0,0,0
14,39399,1466,0,0,0,0,0
14,39345,1434,0,0,0,0,0
14,40568,1476,0,0,0,0,0
14,39726,1478,0,0,0,0,0
14,40552,1437,0,0,0,0,0
14,40655,1446,0,0,0,0,0
14,40219,1472,0,0,0,0,0
14,40587,1413,0,0,0,0,0
14,40515,1461,0,0,0,0,0
14,40769,1493,0,0,0,0,0
14,40180,1459,0,0,0,0,0
14,78806,1532,0,0,0,0,0
14,40798,1471,0,0,0,0,0
14,40128,1437,0,0,0,0,0
14,40052,1456,0,0,0,0,0
14,40402,1453,0,0,0,0,0
14,40735,1489,0,0,0,0,0
14,39741,1450,0,0,0,0,0
15,41036,1587,0,0,0,0,0
15,40439,1499,0,0,0,0,0
15,40455,1459,0,0,0,0,0
15,40480,1437,0,0,0,0,0
15,40177,1440,0,0,0,0,0
15,40125,1480,0,0,0,0,0
15,40098,1464,0,0,0,0,0
15,40406,1418,0,0,0,0,0
15,40029,1448,0,0,0,0,0
15,40473,1457,0,0,0,0,0
15,39878,1457,0,0,0,0,0
15,40360,1493,0,0,0,0,0
15,40103,1455,0,0,0,0,0
15,40064,1478,0,0,0,0,0
15,40270,1497,0,0,0,0,0
15,39885,1483,0,0,0,0,0
15,40790,1475,0,0,0,0,0
15,40190,1455,0,0,0,0,0
15,39759,1494,0,0,0,0,0
15,40543,1455,0,0,0,0,0
16,40770,1496,0,0,0,0,0
16,40114,1435,0,0,0,0,0
16,39920,1486,0,0,0,0,0
16,59698,1548,0,0,0,0,0
16,39723,1443,0,0,0,0,0
16,39956,1381,0,0,0,0,0
16,40488,1465,0,0,0,0,0
16,40234,1521,0,0,0,0,0
16,39373,1573,0,0,0,0,0
16,40184,1433,0,0,0,0,0
16,39692,1426,0,0,0,0,0
16,40184,1463,0,0,0,0,0
16,39515,1480,0,0,0,0,0
16,39559,1527,0,0,0,0,0
16,39273,1427,0,0,0,0,0
16,39996,1451,0,0,0,0,0
16,39749,1443,0,0,0,0,0
16,39259,1424,0,0,0,0,0
16,39813,1472,0,0,0,0,0
16,39716,1466,0,0,0,0,0

Raw Storage Info
========
Storage: Elections Candidates (r:1 w:0)
Storage: Elections Members (r:1 w:0)
Storage: Elections RunnersUp (r:1 w:0)
Storage: Elections Voting (r:1 w:1)
Storage: Balances Locks (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=     35.6
    + v    0.312
              µs

Reads = 5 + (0 * v)
Writes = 2 + (0 * v)

Min Squares Analysis
========
-- Extrinsic Time --

Data points distribution:
    v   mean µs  sigma µs       %
    2     35.35     0.109    0.3%
    3     36.15     0.068    0.1%
    4     37.34     0.253    0.6%
    5      37.1     0.146    0.3%
    6     38.65     0.263    0.6%
    7     38.18     0.274    0.7%
    8     38.34     0.203    0.5%
    9     38.34     0.097    0.2%
   10     38.86     0.175    0.4%
   11        39     0.117    0.3%
   12     39.59     0.182    0.4%
   13     39.57     0.114    0.2%
   14     40.37     0.195    0.4%
   15     40.26     0.135    0.3%
   16     39.88     0.166    0.4%

Quality and confidence:
param     error
v         0.009

Model:
Time ~=    35.69
    + v    0.308
              µs

Reads = 5 + (0 * v)
Writes = 2 + (0 * v)

Pallet: "pallet_elections_phragmen", Extrinsic: "vote_less", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
v,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
2,37814,1548,0,0,0,0,0
2,36166,1478,0,0,0,0,0
2,36156,1474,0,0,0,0,0
2,35892,1432,0,0,0,0,0
2,35815,1462,0,0,0,0,0
2,35408,1411,0,0,0,0,0
2,35868,1478,0,0,0,0,0
2,35541,1540,0,0,0,0,0
2,35775,1447,0,0,0,0,0
2,35329,1443,0,0,0,0,0
2,35936,1511,0,0,0,0,0
2,35935,1437,0,0,0,0,0
2,36204,1434,0,0,0,0,0
2,35830,1449,0,0,0,0,0
2,35818,1450,0,0,0,0,0
2,35671,1469,0,0,0,0,0
2,35723,1434,0,0,0,0,0
2,35457,1468,0,0,0,0,0
2,35911,1431,0,0,0,0,0
2,35783,1439,0,0,0,0,0
3,38057,1535,0,0,0,0,0
3,36905,1508,0,0,0,0,0
3,37127,1486,0,0,0,0,0
3,36034,1471,0,0,0,0,0
3,35995,1434,0,0,0,0,0
3,35718,1412,0,0,0,0,0
3,36019,1481,0,0,0,0,0
3,35907,1474,0,0,0,0,0
3,36360,1449,0,0,0,0,0
3,36240,1553,0,0,0,0,0
3,36288,1448,0,0,0,0,0
3,36413,1499,0,0,0,0,0
3,36535,1460,0,0,0,0,0
3,36614,1501,0,0,0,0,0
3,35822,1419,0,0,0,0,0
3,35997,1510,0,0,0,0,0
3,36372,1482,0,0,0,0,0
3,36467,1461,0,0,0,0,0
3,35893,1473,0,0,0,0,0
3,35717,1432,0,0,0,0,0
4,37497,1569,0,0,0,0,0
4,36899,1439,0,0,0,0,0
4,36929,1485,0,0,0,0,0
4,36568,1506,0,0,0,0,0
4,36357,1460,0,0,0,0,0
4,36648,1468,0,0,0,0,0
4,36658,1510,0,0,0,0,0
4,37086,1491,0,0,0,0,0
4,36936,1512,0,0,0,0,0
4,36324,1456,0,0,0,0,0
4,36776,1461,0,0,0,0,0
4,36323,1449,0,0,0,0,0
4,36622,1520,0,0,0,0,0
4,37142,1418,0,0,0,0,0
4,36791,1501,0,0,0,0,0
4,36497,1458,0,0,0,0,0
4,36366,1506,0,0,0,0,0
4,36602,1503,0,0,0,0,0
4,36163,1483,0,0,0,0,0
4,36484,1411,0,0,0,0,0
5,38878,1608,0,0,0,0,0
5,36772,1562,0,0,0,0,0
5,36997,1525,0,0,0,0,0
5,36907,1467,0,0,0,0,0
5,36951,1522,0,0,0,0,0
5,36802,1466,0,0,0,0,0
5,37287,1508,0,0,0,0,0
5,37152,1555,0,0,0,0,0
