Pallet: "pallet_bounties", Extrinsic: "propose_bounty", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
d,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
150,23870,1395,0,0,0,0,0
150,23637,1351,0,0,0,0,0
150,23932,1391,0,0,0,0,0
150,23174,1344,0,0,0,0,0
150,23563,1371,0,0,0,0,0
150,23381,1418,0,0,0,0,0
150,23462,1326,0,0,0,0,0
150,23844,1339,0,0,0,0,0
150,23555,1354,0,0,0,0,0
150,23633,1385,0,0,0,0,0
150,23599,1340,0,0,0,0,0
150,23978,1316,0,0,0,0,0
150,23518,1328,0,0,0,0,0
156,26249,1520,0,0,0,0,0
156,23964,1367,0,0,0,0,0
156,24085,1421,0,0,0,0,0
156,23755,1424,0,0,0,0,0
156,23712,1398,0,0,0,0,0
156,24039,1412,0,0,0,0,0
156,23786,1376,0,0,0,0,0
156,23900,1437,0,0,0,0,0
156,23352,1413,0,0,0,0,0
156,23330,1366,0,0,0,0,0
156,23357,1381,0,0,0,0,0
156,23427,1373,0,0,0,0,0
156,23361,1349,0,0,0,0,0
156,23140,1360,0,0,0,0,0
156,23093,1409,0,0,0,0,0
156,23545,1415,0,0,0,0,0
156,23696,1339,0,0,0,0,0
156,23925,1410,0,0,0,0,0
156,23182,1383,0,0,0,0,0
156,23534,1411,0,0,0,0,0
162,26025,1587,0,0,0,0,0
162,24592,1476,0,0,0,0,0
162,23740,1444,0,0,0,0,0
162,23666,1408,0,0,0,0,0
162,23537,1422,0,0,0,0,0
162,23689,1396,0,0,0,0,0
162,23765,1419,0,0,0,0,0
162,23652,1454,0,0,0,0,0
162,23461,1421,0,0,0,0,0
162,23818,1371,0,0,0,0,0
162,23928,1416,0,0,0,0,0
162,23325,1398,0,0,0,0,0
162,23367,1349,0,0,0,0,0
162,23423,1385,0,0,0,0,0
162,23817,1483,0,0,0,0,0
162,23349,1367,0,0,0,0,0
162,23327,1413,0,0,0,0,0
162,23661,1417,0,0,0,0,0
162,23903,1406,0,0,0,0,0
162,23687,1394,0,0,0,0,0
168,26064,1551,0,0,0,0,0
168,24202,1449,0,0,0,0,0
168,23700,1422,0,0,0,0,0
168,23920,1406,0,0,0,0,0
168,23538,1444,0,0,0,0,0
168,23275,1510,0,0,0,0,0
168,23886,1428,0,0,0,0,0
168,23567,1428,0,0,0,0,0
168,23765,1365,0,0,0,0,0
168,23306,1387,0,0,0,0,0
168,23252,1397,0,0,0,0,0
168,23304,1386,0,0,0,0,0
168,23958,1419,0,0,0,0,0
168,23328,1427,0,0,0,0,0
168,23088,1370,0,0,0,0,0
168,23223,1433,0,0,0,0,0
168,23490,1386,0,0,0,0,0
168,23258,1421,0,0,0,0,0
168,22869,1374,0,0,0,0,0
168,23422,1401,0,0,0,0,0
174,26669,1585,0,0,0,0,0
174,24399,1425,0,0,0,0,0
174,23886,1376,0,0,0,0,0
174,24239,1431,0,0,0,0,0
174,23748,1479,0,0,0,0,0
174,23820,1404,0,0,0,0,0
174,23595,1409,0,0,0,0,0
174,23962,1498,0,0,0,0,0
174,23674,1406,0,0,0,0,0
174,23588,1444,0,0,0,0,0
174,23999,1442,0,0,0,0,0
174,23597,1432,0,0,0,0,0
174,23825,1408,0,0,0,0,0
174,23127,1419,0,0,0,0,0
174,23116,1442,0,0,0,0,0
174,23469,1403,0,0,0,0,0
174,23844,1419,0,0,0,0,0
174,23670,1444,0,0,0,0,0
174,23490,1438,0,0,0,0,0
174,23324,1390,0,0,0,0,0
180,25901,1553,0,0,0,0,0
180,24228,1416,0,0,0,0,0
180,23522,1397,0,0,0,0,0
180,23988,1397,0,0,0,0,0
180,23833,1423,0,0,0,0,0
180,23901,1416,0,0,0,0,0
180,23528,1449,0,0,0,0,0
180,23712,1418,0,0,0,0,0
180,23452,1363,0,0,0,0,0
180,23547,1404,0,0,0,0,0
180,23382,1378,0,0,0,0,0
180,23693,1377,0,0,0,0,0
180,23930,1405,0,0,0,0,0
180,23283,1354,0,0,0,0,0
180,23516,1429,0,0,0,0,0
180,23829,1353,0,0,0,0,0
180,23711,1329,0,0,0,0,0
180,23309,1359,0,0,0,0,0
180,23726,1383,0,0,0,0,0
180,23403,1404,0,0,0,0,0
186,26257,1529,0,0,0,0,0
186,24391,1461,0,0,0,0,0
186,23687,1409,0,0,0,0,0
186,24069,1424,0,0,0,0,0
186,23575,1395,0,0,0,0,0
186,23598,1386,0,0,0,0,0
186,23545,1372,0,0,0,0,0
186,23465,1375,0,0,0,0,0
186,23626,1378,0,0,0,0,0
186,23581,1420,0,0,0,0,0
186,23603,1392,0,0,0,0,0
186,23879,1374,0,0,0,0,0
186,23529,1409,0,0,0,0,0
186,23536,1350,0,0,0,0,0
186,23536,1368,0,0,0,0,0
186,23944,1379,0,0,0,0,0
186,23382,1414,0,0,0,0,0
186,23526,1385,0,0,0,0,0
186,24116,1400,0,0,0,0,0
186,23709,1370,0,0,0,0,0
192,26060,1549,0,0,0,0,0
192,24525,1481,0,0,0,0,0
192,24120,1369,0,0,0,0,0
192,23533,1352,0,0,0,0,0
192,23935,1403,0,0,0,0,0
192,23971,1397,0,0,0,0,0
192,23607,1408,0,0,0,0,0
192,23376,1368,0,0,0,0,0
192,23268,1386,0,0,0,0,0
192,23422,1404,0,0,0,0,0
192,23573,1442,0,0,0,0,0
192,23983,1440,0,0,0,0,0
192,23532,1446,0,0,0,0,0
192,23685,1395,0,0,0,0,0
192,23880,1354,0,0,0,0,0
192,23273,1394,0,0,0,0,0
192,23424,1361,0,0,0,0,0
192,22901,1412,0,0,0,0,0
192,23391,1400,0,0,0,0,0
192,23896,1413,0,0,0,0,0
198,25441,1530,0,0,0,0,0
198,23248,1311,0,0,0,0,0
198,23196,1395,0,0,0,0,0
198,22964,1362,0,0,0,0,0
198,23172,1355,0,0,0,0,0
198,23073,1324,0,0,0,0,0
198,23015,1300,0,0,0,0,0
198,22946,1360,0,0,0,0,0
198,23130,1322,0,0,0,0,0
198,23102,1352,0,0,0,0,0
198,22935,1330,0,0,0,0,0
198,22952,1364,0,0,0,0,0
198,23213,1379,0,0,0,0,0
198,22786,1354,0,0,0,0,0
198,22912,1415,0,0,0,0,0
198,22826,1320,0,0,0,0,0
198,22962,1361,0,0,0,0,0
198,23099,1364,0,0,0,0,0
198,22581,1315,0,0,0,0,0
198,22906,1343,0,0,0,0,0
204,25884,1601,0,0,0,0,0
204,23526,1501,0,0,0,0,0
204,23371,1414,0,0,0,0,0
204,36364,1484,0,0,0,0,0
204,23429,1376,0,0,0,0,0
204,23208,1397,0,0,0,0,0
204,22892,1361,0,0,0,0,0
204,23667,1419,0,0,0,0,0
204,23348,1383,0,0,0,0,0
204,23388,1381,0,0,0,0,0
204,23964,1394,0,0,0,0,0
204,23818,1431,0,0,0,0,0
204,23171,1443,0,0,0,0,0
204,23560,1362,0,0,0,0,0
204,23852,1334,0,0,0,0,0
204,23516,1376,0,0,0,0,0
204,23239,1387,0,0,0,0,0
204,23049,1440,0,0,0,0,0
204,23388,1416,0,0,0,0,0
204,23412,1394,0,0,0,0,0
210,25276,1462,0,0,0,0,0
210,23609,1392,0,0,0,0,0
210,23314,1339,0,0,0,0,0
210,23518,1310,0,0,0,0,0
210,23611,1310,0,0,0,0,0
210,22851,1279,0,0,0,0,0
210,23082,1311,0,0,0,0,0
210,36346,1398,0,0,0,0,0
210,23096,1280,0,0,0,0,0
210,23016,1316,0,0,0,0,0
210,23154,1348,0,0,0,0,0
210,23220,1308,0,0,0,0,0
210,23270,1274,0,0,0,0,0
210,23066,1306,0,0,0,0,0
210,22962,1315,0,0,0,0,0
210,22903,1334,0,0,0,0,0
210,23267,1354,0,0,0,0,0
210,23515,1363,0,0,0,0,0
210,23125,1255,0,0,0,0,0
210,22579,1328,0,0,0,0,0
216,26227,1531,0,0,0,0,0
216,24041,1432,0,0,0,0,0
216,23809,1407,0,0,0,0,0
216,24062,1319,0,0,0,0,0
216,23446,1373,0,0,0,0,0
216,23403,1387,0,0,0,0,0
216,23433,1365,0,0,0,0,0
216,23628,1347,0,0,0,0,0
216,24108,1380,0,0,0,0,0
216,24043,1366,0,0,0,0,0
216,23434,1356,0,0,0,0,0
216,24296,1480,0,0,0,0,0
216,23817,1451,0,0,0,0,0
216,23826,1384,0,0,0,0,0
216,23461,1415,0,0,0,0,0
216,23340,1359,0,0,0,0,0
216,23321,1364,0,0,0,0,0
216,23643,1369,0,0,0,0,0
216,23318,1397,0,0,0,0,0
216,23258,1414,0,0,0,0,0
222,25989,1598,0,0,0,0,0
222,24283,1407,0,0,0,0,0
222,23938,1355,0,0,0,0,0
222,23570,1356,0,0,0,0,0
222,23348,1388,0,0,0,0,0
222,23583,1278,0,0,0,0,0
222,23453,1324,0,0,0,0,0
222,23493,1322,0,0,0,0,0
222,23384,1360,0,0,0,0,0
222,23637,1374,0,0,0,0,0
222,23867,1385,0,0,0,0,0
222,23821,1396,0,0,0,0,0
222,23397,1399,0,0,0,0,0
222,23137,1358,0,0,0,0,0
222,23652,1393,0,0,0,0,0
222,23551,1376,0,0,0,0,0
222,23425,1340,0,0,0,0,0
222,23362,1366,0,0,0,0,0
222,23578,1355,0,0,0,0,0
222,23603,1366,0,0,0,0,0
228,26154,1495,0,0,0,0,0
228,24069,1384,0,0,0,0,0
228,23696,1311,0,0,0,0,0
228,22889,1317,0,0,0,0,0
228,23411,1361,0,0,0,0,0
