Pallet: "pallet_preimage", Extrinsic: "note_preimage", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
s,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
1258290,1998118,1494,0,0,0,0,0
1342176,2464833,2325,0,0,0,0,0
1342176,2183597,1637,0,0,0,0,0
1342176,2145102,1669,0,0,0,0,0
1342176,2165371,1664,0,0,0,0,0
1342176,2167357,1582,0,0,0,0,0
1342176,2134259,1652,0,0,0,0,0
1342176,2134633,1560,0,0,0,0,0
1342176,2160355,1545,0,0,0,0,0
1342176,2131543,1596,0,0,0,0,0
1342176,2145066,1588,0,0,0,0,0
1342176,2134140,1672,0,0,0,0,0
1342176,2137838,1604,0,0,0,0,0
1342176,2134940,1554,0,0,0,0,0
1342176,2129683,1629,0,0,0,0,0
1342176,2141389,1597,0,0,0,0,0
1342176,2131820,1960,0,0,0,0,0
1342176,2165557,1486,0,0,0,0,0
1342176,2236312,1530,0,0,0,0,0
1342176,2131829,1657,0,0,0,0,0
1342176,2138156,1546,0,0,0,0,0
1426062,2658149,2615,0,0,0,0,0
1426062,2271787,1810,0,0,0,0,0
1426062,2316957,1530,0,0,0,0,0
1426062,2268807,1764,0,0,0,0,0
1426062,2302186,1944,0,0,0,0,0
1426062,2362675,1682,0,0,0,0,0
1426062,2271385,1476,0,0,0,0,0
1426062,2260590,1617,0,0,0,0,0
1426062,2355094,1766,0,0,0,0,0
1426062,2267463,1688,0,0,0,0,0
1426062,2268253,1534,0,0,0,0,0
1426062,2274557,2106,0,0,0,0,0
1426062,2270348,1629,0,0,0,0,0
1426062,2262861,1650,0,0,0,0,0
1426062,2304890,1985,0,0,0,0,0
1426062,2262265,1586,0,0,0,0,0
1426062,2294991,1517,0,0,0,0,0
1426062,2267314,1607,0,0,0,0,0
1426062,2267419,1468,0,0,0,0,0
1426062,2269181,1620,0,0,0,0,0
1509948,2821569,1930,0,0,0,0,0
1509948,2519871,1674,0,0,0,0,0
1509948,2410177,1923,0,0,0,0,0
1509948,2440615,1726,0,0,0,0,0
1509948,2401177,1514,0,0,0,0,0
1509948,2404479,1658,0,0,0,0,0
1509948,2404029,1401,0,0,0,0,0
1509948,2399908,1619,0,0,0,0,0
1509948,2400795,1530,0,0,0,0,0
1509948,2393004,1597,0,0,0,0,0
1509948,2401445,1551,0,0,0,0,0
1509948,2496874,1759,0,0,0,0,0
1509948,2404263,1608,0,0,0,0,0
1509948,2395035,1586,0,0,0,0,0
1509948,2487344,1699,0,0,0,0,0
1509948,2400931,1665,0,0,0,0,0
1509948,2395257,1553,0,0,0,0,0
1509948,2419010,1708,0,0,0,0,0
1509948,2399182,1801,0,0,0,0,0
1509948,2401017,2044,0,0,0,0,0
1593834,2971015,2047,0,0,0,0,0
1593834,2591321,1937,0,0,0,0,0
1593834,2572427,1783,0,0,0,0,0
1593834,2576200,1668,0,0,0,0,0
1593834,2579516,1863,0,0,0,0,0
1593834,2542004,1662,0,0,0,0,0
1593834,2542877,1696,0,0,0,0,0
1593834,2530874,1663,0,0,0,0,0
1593834,2552262,1597,0,0,0,0,0
1593834,2564878,1516,0,0,0,0,0
1593834,2535370,1674,0,0,0,0,0
1593834,2537322,1457,0,0,0,0,0
1593834,2544269,1595,0,0,0,0,0
1593834,2530937,1611,0,0,0,0,0
1593834,2640030,1735,0,0,0,0,0
1593834,2549771,1761,0,0,0,0,0
1593834,2537953,1594,0,0,0,0,0
1593834,2631550,1646,0,0,0,0,0
1593834,2540541,1656,0,0,0,0,0
1593834,2533346,1540,0,0,0,0,0
1677720,3082392,1972,0,0,0,0,0
1677720,2687476,1955,0,0,0,0,0
1677720,2718367,1815,0,0,0,0,0
1677720,2749414,1660,0,0,0,0,0
1677720,2690623,1769,0,0,0,0,0
1677720,2668833,1659,0,0,0,0,0
1677720,2687259,2153,0,0,0,0,0
1677720,2680446,1611,0,0,0,0,0
1677720,2676710,1757,0,0,0,0,0
1677720,2674373,2041,0,0,0,0,0
1677720,2712731,1928,0,0,0,0,0
1677720,2673609,1946,0,0,0,0,0
1677720,2673270,1914,0,0,0,0,0
1677720,2665264,1869,0,0,0,0,0
1677720,2740450,2025,0,0,0,0,0
1677720,2710909,1856,0,0,0,0,0
1677720,2673757,1816,0,0,0,0,0
1677720,2710782,1663,0,0,0,0,0
1677720,2716403,1806,0,0,0,0,0
1677720,2684875,1797,0,0,0,0,0
1761606,3340893,1950,0,0,0,0,0
1761606,2878275,1853,0,0,0,0,0
1761606,2897663,1863,0,0,0,0,0
1761606,2825901,1820,0,0,0,0,0
1761606,2822856,1709,0,0,0,0,0
1761606,2825814,1921,0,0,0,0,0
1761606,2820028,2077,0,0,0,0,0
1761606,2833113,1762,0,0,0,0,0
1761606,2825709,1625,0,0,0,0,0
1761606,2825192,1838,0,0,0,0,0
1761606,2813339,1916,0,0,0,0,0
1761606,2817967,1754,0,0,0,0,0
1761606,2826379,1840,0,0,0,0,0
1761606,2817139,1691,0,0,0,0,0
1761606,2819411,1761,0,0,0,0,0
1761606,2814505,1912,0,0,0,0,0
1761606,2910053,1914,0,0,0,0,0
1761606,2833088,2052,0,0,0,0,0
1761606,2826639,1843,0,0,0,0,0
1761606,2828815,1675,0,0,0,0,0
1845492,3447013,2091,0,0,0,0,0
1845492,3008672,1734,0,0,0,0,0
1845492,3045507,1788,0,0,0,0,0
1845492,2992084,1986,0,0,0,0,0
1845492,2954629,1666,0,0,0,0,0
1845492,2958820,1608,0,0,0,0,0
1845492,2982670,2119,0,0,0,0,0
1845492,2955514,1791,0,0,0,0,0
1845492,2954556,1662,0,0,0,0,0
1845492,2957785,2086,0,0,0,0,0
1845492,3046597,2043,0,0,0,0,0
1845492,2961866,2002,0,0,0,0,0
1845492,2961032,1813,0,0,0,0,0
1845492,2971906,1783,0,0,0,0,0
1845492,2969306,1783,0,0,0,0,0
1845492,3096603,1812,0,0,0,0,0
1845492,2971185,1807,0,0,0,0,0
1845492,2977101,1894,0,0,0,0,0
1845492,2965013,1686,0,0,0,0,0
1845492,2991726,1931,0,0,0,0,0
1929378,3632744,1980,0,0,0,0,0
1929378,3190818,1935,0,0,0,0,0
1929378,3157137,1875,0,0,0,0,0
1929378,3119869,1833,0,0,0,0,0
1929378,3114643,1879,0,0,0,0,0
1929378,3108945,1962,0,0,0,0,0
1929378,3116903,1718,0,0,0,0,0
1929378,3114818,1857,0,0,0,0,0
1929378,3125134,2119,0,0,0,0,0
1929378,3120076,1888,0,0,0,0,0
1929378,3222402,2227,0,0,0,0,0
1929378,3155470,1897,0,0,0,0,0
1929378,3124558,1924,0,0,0,0,0
1929378,3122878,1977,0,0,0,0,0
1929378,3123428,1823,0,0,0,0,0
1929378,3115715,2035,0,0,0,0,0
1929378,3129602,1737,0,0,0,0,0
1929378,3222357,2054,0,0,0,0,0
1929378,3138679,1824,0,0,0,0,0
1929378,3112374,1856,0,0,0,0,0
2013264,3776819,2323,0,0,0,0,0
2013264,3269031,2133,0,0,0,0,0
2013264,3292365,2090,0,0,0,0,0
2013264,3253115,1916,0,0,0,0,0
2013264,3267947,2316,0,0,0,0,0
2013264,3245997,2018,0,0,0,0,0
2013264,3266045,1853,0,0,0,0,0
2013264,3296036,1962,0,0,0,0,0
2013264,3250318,1791,0,0,0,0,0
2013264,3242909,2158,0,0,0,0,0
2013264,3253480,1890,0,0,0,0,0
2013264,3323977,2396,0,0,0,0,0
2013264,3264796,1935,0,0,0,0,0
2013264,3350605,1970,0,0,0,0,0
2013264,3261785,1984,0,0,0,0,0
2013264,3251851,2271,0,0,0,0,0
2013264,3255705,2260,0,0,0,0,0
2013264,3263084,2250,0,0,0,0,0
2013264,3257299,1937,0,0,0,0,0
2013264,3275155,2130,0,0,0,0,0
2097150,3940089,2139,0,0,0,0,0
2097150,3437920,2042,0,0,0,0,0
2097150,3437791,2034,0,0,0,0,0
2097150,3517149,2414,0,0,0,0,0
2097150,3420463,1984,0,0,0,0,0
2097150,3418838,2133,0,0,0,0,0
2097150,3397145,2093,0,0,0,0,0
2097150,3399625,2046,0,0,0,0,0
2097150,3424228,2296,0,0,0,0,0
2097150,3396039,1820,0,0,0,0,0
2097150,3395953,1972,0,0,0,0,0
2097150,3423835,1871,0,0,0,0,0
2097150,3397971,2172,0,0,0,0,0
2097150,3387245,2019,0,0,0,0,0
2097150,3389869,2210,0,0,0,0,0
2097150,3395355,1894,0,0,0,0,0
2097150,3395799,2169,0,0,0,0,0
2097150,3405631,2016,0,0,0,0,0
2097150,3392035,2259,0,0,0,0,0
2097150,3444633,2070,0,0,0,0,0
2181036,4084634,2075,0,0,0,0,0
2181036,3582337,1948,0,0,0,0,0
2181036,3582650,1945,0,0,0,0,0
2181036,3530643,1952,0,0,0,0,0
2181036,3536560,1966,0,0,0,0,0
2181036,3621421,2044,0,0,0,0,0
2181036,3526077,1972,0,0,0,0,0
2181036,3555716,2524,0,0,0,0,0
2181036,3527245,2014,0,0,0,0,0
2181036,3526283,2122,0,0,0,0,0
2181036,3533214,1985,0,0,0,0,0
2181036,3528884,2026,0,0,0,0,0
2181036,3528027,1933,0,0,0,0,0
2181036,3521567,2075,0,0,0,0,0
2181036,3539811,2521,0,0,0,0,0
2181036,3536236,2367,0,0,0,0,0
2181036,3597564,2031,0,0,0,0,0
2181036,3541528,2118,0,0,0,0,0
2181036,3592803,2007,0,0,0,0,0
2181036,3537908,2331,0,0,0,0,0
2264922,4253701,2143,0,0,0,0,0
2264922,3698487,1791,0,0,0,0,0
2264922,3699599,2421,0,0,0,0,0
2264922,3706808,1907,0,0,0,0,0
2264922,3651564,1991,0,0,0,0,0
2264922,3657454,1860,0,0,0,0,0
2264922,3682361,2203,0,0,0,0,0
2264922,3668648,1972,0,0,0,0,0
2264922,3670458,1964,0,0,0,0,0
2264922,3665906,2084,0,0,0,0,0
2264922,3778455,1984,0,0,0,0,0
2264922,3665202,2127,0,0,0,0,0
2264922,3668622,1842,0,0,0,0,0
2264922,3692309,1950,0,0,0,0,0
2264922,3663561,1795,0,0,0,0,0
2264922,3658928,1732,0,0,0,0,0
2264922,3761609,1967,0,0,0,0,0
2264922,3688167,1892,0,0,0,0,0
2264922,3787939,2088,0,0,0,0,0
2264922,3667055,2424,0,0,0,0,0
2348808,4386008,2327,0,0,0,0,0
2348808,3831959,2146,0,0,0,0,0
2348808,3820215,2306,0,0,0,0,0
2348808,3782677,2114,0,0,0,0,0
2348808,3795393,2613,0,0,0,0,0
2348808,3792346,2127,0,0,0,0,0
2348808,3827751,2230,0,0,0,0,0
2348808,3817883,2202,0,0,0,0,0
2348808,3788939,2304,0,0,0,0,0
2348808,3788555,2017,0,0,0,0,0
2348808,3783391,2492,0,0,0,0,0
2348808,3788509,2045,0,0,0,0,0
2348808,3788197,2252,0,0,0,0,0
2348808,3790101,2469,0,0,0,0,0
2348808,3796146,2208,0,0,0,0,0
2348808,3794550,2317,0,0,0,0,0
2348808,3791867,2574,0,0,0,0,0
2348808,3788217,2511,0,0,0,0,0
2348808,3788956,2213,0,0,0,0,0
2348808,3836120,2435,0,0,0,0,0
2432694,4545495,2603,0,0,0,0,0
2432694,3968981,2228,0,0,0,0,0
2432694,3961571,2109,0,0,0,0,0
2432694,3941389,2586,0,0,0,0,0
2432694,3924733,2280,0,0,0,0,0
2432694,3960565,2299,0,0,0,0,0
2432694,3932404,2413,0,0,0,0,0
2432694,3930011,2050,0,0,0,0,0
2432694,3928004,2118,0,0,0,0,0
2432694,3922744,2204,0,0,0,0,0
2432694,3944522,2322,0,0,0,0,0
2432694,3927943,2190,0,0,0,0,0
2432694,3962976,2352,0,0,0,0,0
2432694,4084172,2517,0,0,0,0,0
2432694,3924502,2367,0,0,0,0,0
2432694,3928937,1984,0,0,0,0,0
2432694,3937754,2308,0,0,0,0,0
2432694,3933765,2484,0,0,0,0,0
2432694,3938077,2078,0,0,0,0,0
2432694,3909659,2134,0,0,0,0,0
2516580,4773039,2213,0,0,0,0,0
2516580,4132899,2057,0,0,0,0,0
2516580,4141346,1932,0,0,0,0,0
2516580,4101292,2525,0,0,0,0,0
2516580,4099999,2213,0,0,0,0,0
2516580,4096762,2214,0,0,0,0,0
2516580,4093427,2060,0,0,0,0,0
2516580,4090626,2182,0,0,0,0,0
2516580,4101023,2317,0,0,0,0,0
2516580,4184778,2150,0,0,0,0,0
2516580,4085768,2199,0,0,0,0,0
2516580,4085034,2657,0,0,0,0,0
2516580,4100351,2050,0,0,0,0,0
2516580,4128756,2169,0,0,0,0,0
2516580,4149613,2503,0,0,0,0,0
2516580,4123182,2459,0,0,0,0,0
2516580,4101982,2132,0,0,0,0,0
2516580,4139870,2420,0,0,0,0,0
2516580,4100876,2332,0,0,0,0,0
2516580,4123720,2086,0,0,0,0,0
2600466,4877480,2917,0,0,0,0,0
2600466,4247232,2151,0,0,0,0,0
2600466,4310111,2725,0,0,0,0,0
2600466,4210696,2321,0,0,0,0,0
2600466,4254773,2765,0,0,0,0,0
2600466,4208562,2414,0,0,0,0,0
2600466,4266528,2697,0,0,0,0,0
2600466,4215978,2036,0,0,0,0,0
2600466,4215051,2156,0,0,0,0,0
2600466,4215820,2163,0,0,0,0,0
2600466,4210537,2414,0,0,0,0,0
2600466,4295773,2265,0,0,0,0,0
2600466,4218365,2622,0,0,0,0,0
2600466,4245472,2244,0,0,0,0,0
2600466,4217328,2434,0,0,0,0,0
2600466,4309470,2582,0,0,0,0,0
2600466,4244349,2920,0,0,0,0,0
2600466,4211161,2523,0,0,0,0,0
2600466,4208294,2143,0,0,0,0,0
2600466,4218856,2145,0,0,0,0,0
2684352,5056864,2440,0,0,0,0,0
2684352,4441065,2881,0,0,0,0,0
2684352,4459010,2305,0,0,0,0,0
2684352,4416496,2158,0,0,0,0,0
2684352,4385956,2179,0,0,0,0,0
2684352,4371006,2040,0,0,0,0,0
2684352,4475605,2526,0,0,0,0,0
2684352,4374331,1963,0,0,0,0,0
2684352,4388416,2342,0,0,0,0,0
2684352,4423541,2134,0,0,0,0,0
2684352,4403970,2195,0,0,0,0,0
2684352,4396809,2308,0,0,0,0,0
2684352,4388968,1988,0,0,0,0,0
2684352,4368810,2027,0,0,0,0,0
2684352,4385986,2547,0,0,0,0,0
2684352,4466628,2089,0,0,0,0,0
2684352,4375983,2131,0,0,0,0,0
2684352,4367989,2613,0,0,0,0,0
2684352,4375798,2177,0,0,0,0,0
2684352,4366003,2270,0,0,0,0,0
2768238,5219662,2386,0,0,0,0,0
2768238,4676759,2966,0,0,0,0,0
2768238,4526523,2208,0,0,0,0,0
2768238,4551951,2031,0,0,0,0,0
2768238,4519092,2096,0,0,0,0,0
2768238,4511233,1896,0,0,0,0,0
2768238,4515711,1926,0,0,0,0,0
2768238,4509780,2202,0,0,0,0,0
2768238,4542238,2029,0,0,0,0,0
2768238,4519405,2197,0,0,0,0,0
2768238,4507800,2252,0,0,0,0,0
2768238,4543489,2062,0,0,0,0,0
2768238,4544984,2449,0,0,0,0,0
2768238,4503652,2055,0,0,0,0,0
2768238,4518255,2189,0,0,0,0,0
2768238,4514545,2101,0,0,0,0,0
