Pallet: "pallet_scheduler", Extrinsic: "on_initialize_periodic_named_resolved", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
s,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
4,82683,1610,0,0,0,0,0
4,84116,1542,0,0,0,0,0
4,81225,1591,0,0,0,0,0
4,82676,1619,0,0,0,0,0
5,106669,1796,0,0,0,0,0
5,101566,1621,0,0,0,0,0
5,101472,1598,0,0,0,0,0
5,101717,1669,0,0,0,0,0
5,101762,1646,0,0,0,0,0
5,101817,1672,0,0,0,0,0
5,100236,1659,0,0,0,0,0
5,101447,1655,0,0,0,0,0
5,100969,1574,0,0,0,0,0
5,101531,1636,0,0,0,0,0
5,101851,1655,0,0,0,0,0
5,102015,1641,0,0,0,0,0
5,105442,1638,0,0,0,0,0
5,101745,1614,0,0,0,0,0
5,101116,1629,0,0,0,0,0
5,103819,1679,0,0,0,0,0
5,101969,1661,0,0,0,0,0
5,104732,1645,0,0,0,0,0
5,101308,1659,0,0,0,0,0
5,102386,1614,0,0,0,0,0
6,122612,1733,0,0,0,0,0
6,116812,1695,0,0,0,0,0
6,116455,1680,0,0,0,0,0
6,118186,1654,0,0,0,0,0
6,117150,1687,0,0,0,0,0
6,117554,1629,0,0,0,0,0
6,116776,1627,0,0,0,0,0
6,117906,1654,0,0,0,0,0
6,116979,1689,0,0,0,0,0
6,118885,1644,0,0,0,0,0
6,119395,1693,0,0,0,0,0
6,118526,1670,0,0,0,0,0
6,118715,1699,0,0,0,0,0
6,119315,1610,0,0,0,0,0
6,119807,1620,0,0,0,0,0
6,117293,1661,0,0,0,0,0
6,116540,1697,0,0,0,0,0
6,121292,1627,0,0,0,0,0
6,117761,1641,0,0,0,0,0
6,117498,1689,0,0,0,0,0
7,138070,1865,0,0,0,0,0
7,135222,1666,0,0,0,0,0
7,132912,1660,0,0,0,0,0
7,132885,1639,0,0,0,0,0
7,133250,1697,0,0,0,0,0
7,133006,1593,0,0,0,0,0
7,132497,1631,0,0,0,0,0
7,133451,1641,0,0,0,0,0
7,133035,1646,0,0,0,0,0
7,135008,1684,0,0,0,0,0
7,134303,1713,0,0,0,0,0
7,133663,1643,0,0,0,0,0
7,133440,1629,0,0,0,0,0
7,136156,1679,0,0,0,0,0
7,133493,1633,0,0,0,0,0
7,135713,1725,0,0,0,0,0
7,134338,1598,0,0,0,0,0
7,137561,1615,0,0,0,0,0
7,134067,1605,0,0,0,0,0
7,133624,1719,0,0,0,0,0
8,155747,1813,0,0,0,0,0
8,152526,1686,0,0,0,0,0
8,151515,1784,0,0,0,0,0
8,151586,1725,0,0,0,0,0
8,151675,1776,0,0,0,0,0
8,152260,1785,0,0,0,0,0
8,151026,1745,0,0,0,0,0
8,155698,1730,0,0,0,0,0
8,151948,1724,0,0,0,0,0
8,152974,1664,0,0,0,0,0
8,150551,1665,0,0,0,0,0
8,152205,1686,0,0,0,0,0
8,153556,1719,0,0,0,0,0
8,151569,1664,0,0,0,0,0
8,150190,1704,0,0,0,0,0
8,152201,1727,0,0,0,0,0
8,152698,1733,0,0,0,0,0
8,156384,1679,0,0,0,0,0
8,151762,1716,0,0,0,0,0
8,151226,1716,0,0,0,0,0
9,174795,1821,0,0,0,0,0
9,168211,1707,0,0,0,0,0
9,169580,1669,0,0,0,0,0
9,169739,1683,0,0,0,0,0
9,169494,1697,0,0,0,0,0
9,173052,1763,0,0,0,0,0
9,171840,1700,0,0,0,0,0
9,172128,1760,0,0,0,0,0
9,173249,1765,0,0,0,0,0
9,173402,1845,0,0,0,0,0
9,172944,1753,0,0,0,0,0
9,171698,1804,0,0,0,0,0
9,173017,1734,0,0,0,0,0
9,172860,1759,0,0,0,0,0
9,172361,1696,0,0,0,0,0
9,172507,1689,0,0,0,0,0
9,174254,1758,0,0,0,0,0
9,181322,1851,0,0,0,0,0
9,174119,1731,0,0,0,0,0
9,172891,1663,0,0,0,0,0
10,189358,1808,0,0,0,0,0
10,223672,1733,0,0,0,0,0
10,182654,1742,0,0,0,0,0
10,182530,1739,0,0,0,0,0
10,182542,1693,0,0,0,0,0
10,184676,1749,0,0,0,0,0
10,182963,1687,0,0,0,0,0
10,184033,1759,0,0,0,0,0
10,183866,1755,0,0,0,0,0
10,182888,1743,0,0,0,0,0
10,183848,1718,0,0,0,0,0
10,184409,1706,0,0,0,0,0
10,182406,1715,0,0,0,0,0
10,210508,1713,0,0,0,0,0
10,183345,1729,0,0,0,0,0
10,181419,1714,0,0,0,0,0
10,185188,1761,0,0,0,0,0
10,184437,1732,0,0,0,0,0
10,182281,1730,0,0,0,0,0
10,183342,1909,0,0,0,0,0
11,209285,1782,0,0,0,0,0
11,201030,1704,0,0,0,0,0
11,201891,1734,0,0,0,0,0
11,202995,1833,0,0,0,0,0
11,232882,1719,0,0,0,0,0
11,204601,1734,0,0,0,0,0
11,201407,1742,0,0,0,0,0
11,203370,1723,0,0,0,0,0
11,201369,1741,0,0,0,0,0
11,202142,1741,0,0,0,0,0
11,202011,1706,0,0,0,0,0
11,202857,1857,0,0,0,0,0
11,201334,1744,0,0,0,0,0
11,202516,1694,0,0,0,0,0
11,201455,1634,0,0,0,0,0
11,202276,1747,0,0,0,0,0
11,201635,1723,0,0,0,0,0
11,205495,1945,0,0,0,0,0
11,201661,1681,0,0,0,0,0
11,201419,1708,0,0,0,0,0
12,222638,1637,0,0,0,0,0
12,214535,1638,0,0,0,0,0
12,215734,1655,0,0,0,0,0
12,216114,1624,0,0,0,0,0
12,230303,1660,0,0,0,0,0
12,217442,1589,0,0,0,0,0
12,217415,1636,0,0,0,0,0
12,215105,1651,0,0,0,0,0
12,258114,1703,0,0,0,0,0
12,226599,1730,0,0,0,0,0
12,265850,2022,0,0,0,0,0
12,227519,2093,0,0,0,0,0
12,226788,1884,0,0,0,0,0
12,226300,1749,0,0,0,0,0
12,219006,1716,0,0,0,0,0
12,217725,1676,0,0,0,0,0
12,253113,1687,0,0,0,0,0
12,217683,1667,0,0,0,0,0
12,221863,1684,0,0,0,0,0
12,215948,1640,0,0,0,0,0
13,241555,1814,0,0,0,0,0
13,233524,1707,0,0,0,0,0
13,236865,1742,0,0,0,0,0
13,235149,1724,0,0,0,0,0
13,234330,1700,0,0,0,0,0
13,235564,1702,0,0,0,0,0
13,234425,1719,0,0,0,0,0
13,234002,1740,0,0,0,0,0
13,233460,1740,0,0,0,0,0
13,234093,1770,0,0,0,0,0
13,234849,1756,0,0,0,0,0
13,234693,1750,0,0,0,0,0
13,233820,1846,0,0,0,0,0
13,235726,1816,0,0,0,0,0
13,235163,1724,0,0,0,0,0
13,233536,1771,0,0,0,0,0
13,233262,1753,0,0,0,0,0
13,235601,1716,0,0,0,0,0
13,233568,1786,0,0,0,0,0
13,235691,1727,0,0,0,0,0
14,256073,1799,0,0,0,0,0
14,251192,1726,0,0,0,0,0
14,250199,1723,0,0,0,0,0
14,250345,1649,0,0,0,0,0
14,250221,1749,0,0,0,0,0
14,251635,1690,0,0,0,0,0
14,250634,1719,0,0,0,0,0
14,251827,1723,0,0,0,0,0
14,251661,1681,0,0,0,0,0
14,250807,1723,0,0,0,0,0
14,251751,1721,0,0,0,0,0
14,252812,1701,0,0,0,0,0
14,250751,1725,0,0,0,0,0
14,250780,1713,0,0,0,0,0
14,253474,1658,0,0,0,0,0
14,250962,1684,0,0,0,0,0
14,252545,1704,0,0,0,0,0
14,252999,1782,0,0,0,0,0
14,249882,1698,0,0,0,0,0
14,250116,1665,0,0,0,0,0
15,270853,1825,0,0,0,0,0
15,266173,1742,0,0,0,0,0
15,264898,1758,0,0,0,0,0
15,266202,1735,0,0,0,0,0
15,304763,1767,0,0,0,0,0
15,267347,1752,0,0,0,0,0
15,267525,1635,0,0,0,0,0
15,264702,1650,0,0,0,0,0
15,264733,1722,0,0,0,0,0
15,265844,1799,0,0,0,0,0
15,267042,1668,0,0,0,0,0
15,265889,1685,0,0,0,0,0
15,267987,1665,0,0,0,0,0
15,266562,1692,0,0,0,0,0
15,262840,1733,0,0,0,0,0
15,268366,1762,0,0,0,0,0
15,264959,1775,0,0,0,0,0
15,267312,1704,0,0,0,0,0
15,269409,1715,0,0,0,0,0
15,266172,1682,0,0,0,0,0
16,294378,1799,0,0,0,0,0
16,288619,1781,0,0,0,0,0
16,317327,1744,0,0,0,0,0
16,288876,1743,0,0,0,0,0
16,286691,1707,0,0,0,0,0
16,288832,1775,0,0,0,0,0
16,289201,1692,0,0,0,0,0
16,289181,1777,0,0,0,0,0
16,286795,1691,0,0,0,0,0
16,311402,1769,0,0,0,0,0
16,287376,1775,0,0,0,0,0
16,287124,1781,0,0,0,0,0
16,287871,1712,0,0,0,0,0
16,286859,1749,0,0,0,0,0
16,323732,1836,0,0,0,0,0
16,285592,1773,0,0,0,0,0
16,284022,1739,0,0,0,0,0
16,287664,1759,0,0,0,0,0
16,287372,1720,0,0,0,0,0
16,326256,1751,0,0,0,0,0
17,312684,1834,0,0,0,0,0
17,305003,1799,0,0,0,0,0
17,304117,1932,0,0,0,0,0
17,304582,1773,0,0,0,0,0
17,306885,1830,0,0,0,0,0
17,306888,1806,0,0,0,0,0
17,306170,1813,0,0,0,0,0
17,347972,1847,0,0,0,0,0
17,333206,1761,0,0,0,0,0
17,305884,1782,0,0,0,0,0
17,304335,1712,0,0,0,0,0
17,305303,1714,0,0,0,0,0
17,304301,1838,0,0,0,0,0
17,307546,1779,0,0,0,0,0
17,304456,1776,0,0,0,0,0
17,305838,1829,0,0,0,0,0
17,345073,1756,0,0,0,0,0
17,305536,1783,0,0,0,0,0
17,305762,1753,0,0,0,0,0
17,307745,1785,0,0,0,0,0
18,332474,1854,0,0,0,0,0
18,324364,1793,0,0,0,0,0
18,325670,1757,0,0,0,0,0
18,324279,1838,0,0,0,0,0
18,323954,1770,0,0,0,0,0
18,325129,1797,0,0,0,0,0
18,323077,1794,0,0,0,0,0
18,366768,1841,0,0,0,0,0
18,322458,1820,0,0,0,0,0
18,324818,1740,0,0,0,0,0
18,325746,1810,0,0,0,0,0
18,323901,1850,0,0,0,0,0
18,326410,1754,0,0,0,0,0
18,324790,1814,0,0,0,0,0
18,324792,1816,0,0,0,0,0
18,322240,1805,0,0,0,0,0
18,323672,1837,0,0,0,0,0
18,323381,1784,0,0,0,0,0
18,355491,1842,0,0,0,0,0
18,351288,1687,0,0,0,0,0
19,350590,1839,0,0,0,0,0
19,342561,1798,0,0,0,0,0
19,342158,1845,0,0,0,0,0
19,343120,1771,0,0,0,0,0
19,344808,1774,0,0,0,0,0
19,357095,1803,0,0,0,0,0
19,343772,1777,0,0,0,0,0
19,343790,1767,0,0,0,0,0
19,342783,1801,0,0,0,0,0
19,380614,1744,0,0,0,0,0
19,343041,1756,0,0,0,0,0
19,344963,1752,0,0,0,0,0
19,345297,1832,0,0,0,0,0
19,380066,1756,0,0,0,0,0
19,343622,1796,0,0,0,0,0
19,346043,1799,0,0,0,0,0
19,345665,1805,0,0,0,0,0
19,345358,1805,0,0,0,0,0
19,341899,16299,0,0,0,0,0
19,343674,1823,0,0,0,0,0
20,363188,1867,0,0,0,0,0
20,394208,1806,0,0,0,0,0
20,356905,1789,0,0,0,0,0
20,355418,1900,0,0,0,0,0
20,355636,1815,0,0,0,0,0
20,394646,1833,0,0,0,0,0
20,358706,1805,0,0,0,0,0
20,356153,1761,0,0,0,0,0
20,358992,1804,0,0,0,0,0
20,397953,1832,0,0,0,0,0
20,355393,1765,0,0,0,0,0
20,355993,1782,0,0,0,0,0
20,357824,1763,0,0,0,0,0
20,400938,1839,0,0,0,0,0
20,356505,1776,0,0,0,0,0
20,353585,1718,0,0,0,0,0
20,356814,1832,0,0,0,0,0
20,400122,1794,0,0,0,0,0
20,355496,1804,0,0,0,0,0
20,356924,1744,0,0,0,0,0
21,382019,1855,0,0,0,0,0
21,375494,1788,0,0,0,0,0
21,376655,1868,0,0,0,0,0
21,375804,1735,0,0,0,0,0
21,375734,1889,0,0,0,0,0
21,376396,1830,0,0,0,0,0
21,378592,1808,0,0,0,0,0
21,375699,1791,0,0,0,0,0
21,378691,1767,0,0,0,0,0
21,376079,1784,0,0,0,0,0
21,377145,1870,0,0,0,0,0
21,414608,1755,0,0,0,0,0
21,377728,1763,0,0,0,0,0
21,376902,1815,0,0,0,0,0
21,376558,1804,0,0,0,0,0
21,388108,1833,0,0,0,0,0
21,377043,1779,0,0,0,0,0
21,375420,1859,0,0,0,0,0
21,374603,1770,0,0,0,0,0
21,376101,1779,0,0,0,0,0
22,439990,1829,0,0,0,0,0
22,392179,1872,0,0,0,0,0
22,395106,1848,0,0,0,0,0
22,393419,1784,0,0,0,0,0
22,396551,1881,0,0,0,0,0
22,395414,1806,0,0,0,0,0
22,393510,1887,0,0,0,0,0
22,402849,1796,0,0,0,0,0
22,403289,1836,0,0,0,0,0
22,404135,1832,0,0,0,0,0
22,394419,1851,0,0,0,0,0
22,434216,1848,0,0,0,0,0
22,398432,1806,0,0,0,0,0
22,411029,1811,0,0,0,0,0
22,395728,1790,0,0,0,0,0
22,396382,1785,0,0,0,0,0
22,394092,1822,0,0,0,0,0
22,398628,1843,0,0,0,0,0
22,395104,1920,0,0,0,0,0
22,398159,1829,0,0,0,0,0
23,418104,1879,0,0,0,0,0
23,409526,1913,0,0,0,0,0
23,450648,1882,0,0,0,0,0
23,416761,1835,0,0,0,0,0
23,414553,1867,0,0,0,0,0
23,415389,1819,0,0,0,0,0
23,415248,1913,0,0,0,0,0
23,417049,1906,0,0,0,0,0
23,411532,1884,0,0,0,0,0
23,453616,1898,0,0,0,0,0
23,413079,1885,0,0,0,0,0
23,412674,1806,0,0,0,0,0
23,411803,1920,0,0,0,0,0
23,413577,1834,0,0,0,0,0
23,415239,1835,0,0,0,0,0
23,413071,1886,0,0,0,0,0
23,449592,1913,0,0,0,0,0
23,409358,1877,0,0,0,0,0
23,414648,1893,0,0,0,0,0
23,411929,1858,0,0,0,0,0
24,439007,1823,0,0,0,0,0
24,429354,1808,0,0,0,0,0
24,428969,1770,0,0,0,0,0
24,432733,1851,0,0,0,0,0
24,426523,1851,0,0,0,0,0
24,429082,1821,0,0,0,0,0
24,479960,1770,0,0,0,0,0
24,430126,1860,0,0,0,0,0
24,427449,1803,0,0,0,0,0
24,461572,1889,0,0,0,0,0
24,431737,1801,0,0,0,0,0
24,456921,1825,0,0,0,0,0
24,427496,1785,0,0,0,0,0
24,433698,1817,0,0,0,0,0
24,429590,1803,0,0,0,0,0
24,429335,1808,0,0,0,0,0
24,468494,1834,0,0,0,0,0
24,429667,1882,0,0,0,0,0
24,430321,1791,0,0,0,0,0
24,432681,1960,0,0,0,0,0
25,444345,1929,0,0,0,0,0
25,438449,1852,0,0,0,0,0
25,439024,1839,0,0,0,0,0
25,469064,1774,0,0,0,0,0
25,439918,1814,0,0,0,0,0
25,478337,1867,0,0,0,0,0
25,439418,1852,0,0,0,0,0
25,441578,1904,0,0,0,0,0
25,474777,1894,0,0,0,0,0
25,439131,1936,0,0,0,0,0
25,439709,1836,0,0,0,0,0
25,458753,1830,0,0,0,0,0
25,440684,1906,0,0,0,0,0
25,437551,1837,0,0,0,0,0
25,439560,1922,0,0,0,0,0
25,440225,1862,0,0,0,0,0
25,440039,1922,0,0,0,0,0
25,441784,1817,0,0,0,0,0
25,481754,1838,0,0,0,0,0
25,439330,1932,0,0,0,0,0
26,466441,1819,0,0,0,0,0
26,461712,1809,0,0,0,0,0
26,461843,1773,0,0,0,0,0
26,461384,1794,0,0,0,0,0
26,462103,1801,0,0,0,0,0
26,463866,1790,0,0,0,0,0
26,463456,1802,0,0,0,0,0
26,462658,1836,0,0,0,0,0
26,464606,1779,0,0,0,0,0
26,502253,1802,0,0,0,0,0
26,459690,1801,0,0,0,0,0
26,464771,1757,0,0,0,0,0
26,499361,1840,0,0,0,0,0
26,463017,1779,0,0,0,0,0
26,463696,1845,0,0,0,0,0
26,504448,1810,0,0,0,0,0
26,463603,1855,0,0,0,0,0
26,460983,1741,0,0,0,0,0
26,491352,1817,0,0,0,0,0
26,464485,1806,0,0,0,0,0
27,488543,1883,0,0,0,0,0
27,483536,1877,0,0,0,0,0
27,483107,1863,0,0,0,0,0
27,480827,1783,0,0,0,0,0
27,481680,1838,0,0,0,0,0
27,480357,1839,0,0,0,0,0
27,481809,1851,0,0,0,0,0
27,478940,1865,0,0,0,0,0
27,518705,1835,0,0,0,0,0
27,484901,1852,0,0,0,0,0
27,480554,1861,0,0,0,0,0
27,520380,1860,0,0,0,0,0
27,483008,1785,0,0,0,0,0
27,484055,1842,0,0,0,0,0
27,522273,1907,0,0,0,0,0
27,483840,1778,0,0,0,0,0
27,483736,1832,0,0,0,0,0
27,522643,1914,0,0,0,0,0
27,478308,1860,0,0,0,0,0
27,482722,1784,0,0,0,0,0
28,501445,1900,0,0,0,0,0
28,499255,1823,0,0,0,0,0
28,500225,1868,0,0,0,0,0
28,498510,1776,0,0,0,0,0
28,499481,1790,0,0,0,0,0
28,496763,1840,0,0,0,0,0
28,501205,1850,0,0,0,0,0
28,500333,1858,0,0,0,0,0
28,500421,1831,0,0,0,0,0
28,500348,1812,0,0,0,0,0
28,500439,1800,0,0,0,0,0
28,500020,1799,0,0,0,0,0
28,497059,1871,0,0,0,0,0
28,498267,1804,0,0,0,0,0
28,501196,1790,0,0,0,0,0
28,498880,1814,0,0,0,0,0
28,526176,1848,0,0,0,0,0
28,497118,1844,0,0,0,0,0
28,498383,1844,0,0,0,0,0
28,496186,1794,0,0,0,0,0
29,521130,1947,0,0,0,0,0
29,516641,1818,0,0,0,0,0
29,516775,1874,0,0,0,0,0
29,516960,1942,0,0,0,0,0
29,515364,1824,0,0,0,0,0
29,519569,1857,0,0,0,0,0
29,518260,1844,0,0,0,0,0
29,517716,1851,0,0,0,0,0
29,557438,1906,0,0,0,0,0
29,519411,1864,0,0,0,0,0
29,516677,1850,0,0,0,0,0
29,555020,1888,0,0,0,0,0
29,518644,1974,0,0,0,0,0
29,521607,1833,0,0,0,0,0
29,535477,1794,0,0,0,0,0
29,518494,1906,0,0,0,0,0
29,518007,1855,0,0,0,0,0
29,519175,1830,0,0,0,0,0
29,515553,1877,0,0,0,0,0
29,520486,1921,0,0,0,0,0
30,536727,1913,0,0,0,0,0
30,550864,1863,0,0,0,0,0
30,532135,1851,0,0,0,0,0
30,531444,1807,0,0,0,0,0
30,533525,1879,0,0,0,0,0
30,530057,1755,0,0,0,0,0
30,538447,1880,0,0,0,0,0
30,530816,1901,0,0,0,0,0
30,532734,1883,0,0,0,0,0
30,568234,1800,0,0,0,0,0
30,532514,1882,0,0,0,0,0
30,531089,1869,0,0,0,0,0
30,570332,1823,0,0,0,0,0
30,531949,1837,0,0,0,0,0
30,531745,1861,0,0,0,0,0
30,536177,1869,0,0,0,0,0
30,531933,1838,0,0,0,0,0
30,531845,1866,0,0,0,0,0
30,532990,1855,0,0,0,0,0
30,536183,1809,0,0,0,0,0
31,556808,1962,0,0,0,0,0
31,552874,1912,0,0,0,0,0
31,550676,1851,0,0,0,0,0
31,550074,1890,0,0,0,0,0
31,548912,1842,0,0,0,0,0
31,546935,1930,0,0,0,0,0
31,592875,1954,0,0,0,0,0
31,549930,1904,0,0,0,0,0
31,553351,1853,0,0,0,0,0
31,553327,1921,0,0,0,0,0
31,546737,1804,0,0,0,0,0
31,551209,2001,0,0,0,0,0
31,550983,1871,0,0,0,0,0
31,551158,1793,0,0,0,0,0
31,588954,1900,0,0,0,0,0
31,551667,1818,0,0,0,0,0
31,550842,1929,0,0,0,0,0
31,550193,1966,0,0,0,0,0
31,550846,1869,0,0,0,0,0
31,550124,1908,0,0,0,0,0
32,576788,1959,0,0,0,0,0
32,571632,1802,0,0,0,0,0
32,600257,1880,0,0,0,0,0
32,608128,1943,0,0,0,0,0
32,572307,1830,0,0,0,0,0
32,573791,1878,0,0,0,0,0
32,568482,1869,0,0,0,0,0
32,613370,1895,0,0,0,0,0
32,571910,1899,0,0,0,0,0
32,570573,1843,0,0,0,0,0
32,571393,1917,0,0,0,0,0
32,574906,1858,0,0,0,0,0
32,608294,1857,0,0,0,0,0
32,572851,1896,0,0,0,0,0
32,571916,1934,0,0,0,0,0
32,601109,1932,0,0,0,0,0
32,571542,1879,0,0,0,0,0
32,577799,1901,0,0,0,0,0
32,571439,1904,0,0,0,0,0
32,572427,1888,0,0,0,0,0
33,597477,1913,0,0,0,0,0
33,590564,1776,0,0,0,0,0
33,588128,1870,0,0,0,0,0
33,587976,1844,0,0,0,0,0
33,626924,1877,0,0,0,0,0
33,588259,1877,0,0,0,0,0
33,590293,1856,0,0,0,0,0
33,586329,1871,0,0,0,0,0
33,589027,1898,0,0,0,0,0
33,628455,1789,0,0,0,0,0
33,585075,1878,0,0,0,0,0
33,588709,1864,0,0,0,0,0
33,589084,1800,0,0,0,0,0
33,589267,1819,0,0,0,0,0
33,625365,1853,0,0,0,0,0
33,586847,1844,0,0,0,0,0
33,590158,1837,0,0,0,0,0
33,589162,1880,0,0,0,0,0
33,622094,1917,0,0,0,0,0
33,628044,16320,0,0,0,0,0
34,651891,1882,0,0,0,0,0
34,603533,1908,0,0,0,0,0
34,599231,1847,0,0,0,0,0
34,599965,1805,0,0,0,0,0
34,631130,1932,0,0,0,0,0
34,641617,1915,0,0,0,0,0
34,602049,1807,0,0,0,0,0
34,598810,1997,0,0,0,0,0
34,597825,1942,0,0,0,0,0
34,604706,1892,0,0,0,0,0
34,665692,1884,0,0,0,0,0
34,601624,1888,0,0,0,0,0
34,601138,1935,0,0,0,0,0
34,598241,1957,0,0,0,0,0
34,602150,1921,0,0,0,0,0
34,641762,1975,0,0,0,0,0
34,604359,1881,0,0,0,0,0
34,626222,1943,0,0,0,0,0
34,600374,1834,0,0,0,0,0
34,600576,1863,0,0,0,0,0
35,664004,1894,0,0,0,0,0
35,617186,1936,0,0,0,0,0
35,622301,6084,0,0,0,0,0
35,616943,1838,0,0,0,0,0
35,614986,1921,0,0,0,0,0
35,621136,1904,0,0,0,0,0
35,623073,1841,0,0,0,0,0
35,656680,1851,0,0,0,0,0
35,625199,1851,0,0,0,0,0
35,615093,1865,0,0,0,0,0
35,616485,1942,0,0,0,0,0
35,620299,1876,0,0,0,0,0
35,653408,1869,0,0,0,0,0
35,620363,1855,0,0,0,0,0
35,617816,1939,0,0,0,0,0
35,620561,1866,0,0,0,0,0
35,619365,1840,0,0,0,0,0
35,616487,1896,0,0,0,0,0
35,616323,1912,0,0,0,0,0
35,659142,1894,0,0,0,0,0
36,648193,1922,0,0,0,0,0
36,680280,1915,0,0,0,0,0
36,642907,1910,0,0,0,0,0
36,642449,1942,0,0,0,0,0
36,641666,1894,0,0,0,0,0
36,636763,1823,0,0,0,0,0
36,642843,1909,0,0,0,0,0
36,637293,1919,0,0,0,0,0
36,682779,1936,0,0,0,0,0
36,642485,1898,0,0,0,0,0
36,639292,1924,0,0,0,0,0
36,638790,1861,0,0,0,0,0
36,638209,1924,0,0,0,0,0
36,656676,1907,0,0,0,0,0
36,639864,1935,0,0,0,0,0
36,670980,1953,0,0,0,0,0
36,638567,1921,0,0,0,0,0
36,663205,1983,0,0,0,0,0
36,643134,1865,0,0,0,0,0
36,644269,1882,0,0,0,0,0
37,662175,1998,0,0,0,0,0
37,694023,1982,0,0,0,0,0
37,652529,1898,0,0,0,0,0
37,695206,1921,0,0,0,0,0
37,653540,1903,0,0,0,0,0
37,653226,1905,0,0,0,0,0
37,650731,1974,0,0,0,0,0
37,652428,1885,0,0,0,0,0
37,652905,1970,0,0,0,0,0
37,654047,1953,0,0,0,0,0
37,687778,1886,0,0,0,0,0
37,651999,1913,0,0,0,0,0
37,654300,1888,0,0,0,0,0
37,684542,1846,0,0,0,0,0
37,655579,1994,0,0,0,0,0
37,655186,1943,0,0,0,0,0
37,655599,1957,0,0,0,0,0
37,651592,1881,0,0,0,0,0
37,651904,1924,0,0,0,0,0
37,682207,1865,0,0,0,0,0
38,707687,1961,0,0,0,0,0
38,694284,1973,0,0,0,0,0
38,695404,1968,0,0,0,0,0
38,695284,1870,0,0,0,0,0
38,714631,1874,0,0,0,0,0
38,709692,1873,0,0,0,0,0
38,720890,1913,0,0,0,0,0
38,681314,1853,0,0,0,0,0
38,709086,1949,0,0,0,0,0
38,676438,1868,0,0,0,0,0
38,679637,1894,0,0,0,0,0
38,676553,1965,0,0,0,0,0
38,686182,1869,0,0,0,0,0
38,682286,1853,0,0,0,0,0
38,683740,1900,0,0,0,0,0
38,694738,1895,0,0,0,0,0
38,675807,1875,0,0,0,0,0
38,683245,1898,0,0,0,0,0
38,675983,1943,0,0,0,0,0
38,679108,1877,0,0,0,0,0
39,697604,1944,0,0,0,0,0
39,691071,1912,0,0,0,0,0
39,690681,1991,0,0,0,0,0
39,691516,1919,0,0,0,0,0
