Pallet: "pallet_assets", Extrinsic: "create", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
25933,1533,0,0,0,0,0
22812,1430,0,0,0,0,0
22127,1379,0,0,0,0,0
22736,1392,0,0,0,0,0
22134,1399,0,0,0,0,0
21850,1407,0,0,0,0,0
21625,1360,0,0,0,0,0
21783,1424,0,0,0,0,0
21650,1425,0,0,0,0,0
22004,1387,0,0,0,0,0
21514,1370,0,0,0,0,0
21317,1359,0,0,0,0,0
21693,1372,0,0,0,0,0
21592,1403,0,0,0,0,0
21537,1527,0,0,0,0,0
21848,1391,0,0,0,0,0
21712,1348,0,0,0,0,0
21791,1359,0,0,0,0,0
21766,1399,0,0,0,0,0
21824,1370,0,0,0,0,0

Raw Storage Info
========
Storage: Assets Asset (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    21.79
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    21.79
              µs

Reads = 1
Writes = 1

Pallet: "pallet_assets", Extrinsic: "force_create", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
17224,1507,0,0,0,0,0
12440,1259,0,0,0,0,0
12139,1197,0,0,0,0,0
11826,1215,0,0,0,0,0
11920,1380,0,0,0,0,0
11900,1230,0,0,0,0,0
11917,1159,0,0,0,0,0
11790,1205,0,0,0,0,0
11666,1183,0,0,0,0,0
11407,1150,0,0,0,0,0
11569,1181,0,0,0,0,0
11449,1148,0,0,0,0,0
11433,1137,0,0,0,0,0
11488,1124,0,0,0,0,0
11770,1195,0,0,0,0,0
11605,1169,0,0,0,0,0
11430,1164,0,0,0,0,0
11589,1162,0,0,0,0,0
11428,1166,0,0,0,0,0
11403,1173,0,0,0,0,0

Raw Storage Info
========
Storage: Assets Asset (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    11.66
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    11.66
              µs

Reads = 1
Writes = 1

Pallet: "pallet_assets", Extrinsic: "destroy", Lowest values: [], Highest values: [], Steps: 50, Repeat: 20
c,s,a,extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
600,5000,500,89930106,5157,0,0,0,0,0
600,5000,500,90265474,5973,0,0,0,0,0
600,5000,500,89234934,5673,0,0,0,0,0
600,5000,500,89573613,5663,0,0,0,0,0
600,5000,500,90798373,5871,0,0,0,0,0
600,5000,500,91057268,5955,0,0,0,0,0
600,5000,500,89627365,5406,0,0,0,0,0
600,5000,500,90292609,5440,0,0,0,0,0
600,5000,500,89979116,5138,0,0,0,0,0
600,5000,500,89772861,5798,0,0,0,0,0
600,5000,500,90392201,5534,0,0,0,0,0
600,5000,500,89574435,5828,0,0,0,0,0
600,5000,500,90572140,5938,0,0,0,0,0
600,5000,500,89655593,5318,0,0,0,0,0
600,5000,500,91650602,5986,0,0,0,0,0
600,5000,500,89525308,5296,0,0,0,0,0
700,5000,500,92630706,6012,0,0,0,0,0
700,5000,500,91680162,5368,0,0,0,0,0
700,5000,500,90630485,5514,0,0,0,0,0
700,5000,500,90940531,5423,0,0,0,0,0
700,5000,500,90626069,5840,0,0,0,0,0
700,5000,500,91577961,5506,0,0,0,0,0
700,5000,500,91265388,5713,0,0,0,0,0
700,5000,500,93566723,5451,0,0,0,0,0
700,5000,500,91591215,5855,0,0,0,0,0
700,5000,500,90482677,5104,0,0,0,0,0
700,5000,500,91611329,5094,0,0,0,0,0
700,5000,500,92108932,5276,0,0,0,0,0
700,5000,500,92771082,5267,0,0,0,0,0
700,5000,500,91154035,5629,0,0,0,0,0
700,5000,500,92607507,5791,0,0,0,0,0
700,5000,500,93790738,5641,0,0,0,0,0
700,5000,500,90987415,5816,0,0,0,0,0
700,5000,500,91491218,5406,0,0,0,0,0
700,5000,500,91410894,5814,0,0,0,0,0
700,5000,500,90723117,5462,0,0,0,0,0
800,5000,500,92356182,5605,0,0,0,0,0
800,5000,500,93542481,5602,0,0,0,0,0
800,5000,500,93411473,6152,0,0,0,0,0
800,5000,500,93509549,5746,0,0,0,0,0
800,5000,500,93012316,4970,0,0,0,0,0
800,5000,500,93401174,6015,0,0,0,0,0
800,5000,500,93308567,5990,0,0,0,0,0
800,5000,500,93484771,5573,0,0,0,0,0
800,5000,500,93771726,6063,0,0,0,0,0
800,5000,500,93069031,5525,0,0,0,0,0
800,5000,500,93322213,6362,0,0,0,0,0
800,5000,500,94888208,5158,0,0,0,0,0
800,5000,500,93736095,5325,0,0,0,0,0
800,5000,500,95250077,5422,0,0,0,0,0
800,5000,500,94102120,5971,0,0,0,0,0
800,5000,500,94313104,5419,0,0,0,0,0
800,5000,500,93791977,5576,0,0,0,0,0
800,5000,500,94039420,5744,0,0,0,0,0
800,5000,500,92602598,5117,0,0,0,0,0
800,5000,500,92610905,5960,0,0,0,0,0
900,5000,500,91642775,5956,0,0,0,0,0
900,5000,500,92485803,5563,0,0,0,0,0
900,5000,500,93690668,5790,0,0,0,0,0
900,5000,500,93215431,6041,0,0,0,0,0
900,5000,500,92244621,5874,0,0,0,0,0
900,5000,500,92599855,5332,0,0,0,0,0
900,5000,500,93137787,5540,0,0,0,0,0
900,5000,500,92010117,5414,0,0,0,0,0
900,5000,500,92913154,5070,0,0,0,0,0
900,5000,500,94084796,5761,0,0,0,0,0
900,5000,500,92616526,5627,0,0,0,0,0
900,5000,500,91664550,5479,0,0,0,0,0
900,5000,500,91999735,5771,0,0,0,0,0
900,5000,500,91972684,6025,0,0,0,0,0
900,5000,500,91331674,5973,0,0,0,0,0
900,5000,500,91310152,5483,0,0,0,0,0
900,5000,500,91027166,5794,0,0,0,0,0
900,5000,500,91081097,6672,0,0,0,0,0
900,5000,500,91399565,6110,0,0,0,0,0
900,5000,500,91839168,6326,0,0,0,0,0
1000,5000,500,96285570,5735,0,0,0,0,0
1000,5000,500,96027507,5820,0,0,0,0,0
1000,5000,500,95939467,6871,0,0,0,0,0
1000,5000,500,95946234,5499,0,0,0,0,0
1000,5000,500,95248902,6089,0,0,0,0,0
1000,5000,500,95267857,5646,0,0,0,0,0
1000,5000,500,95650756,5735,0,0,0,0,0
1000,5000,500,95167794,5593,0,0,0,0,0
1000,5000,500,95565326,5860,0,0,0,0,0
1000,5000,500,96577490,5905,0,0,0,0,0
1000,5000,500,96402389,6304,0,0,0,0,0
1000,5000,500,95616342,6272,0,0,0,0,0
1000,5000,500,94454349,5723,0,0,0,0,0
1000,5000,500,96983198,6102,0,0,0,0,0
1000,5000,500,95342555,5663,0,0,0,0,0
1000,5000,500,96002598,6202,0,0,0,0,0
1000,5000,500,96380923,5582,0,0,0,0,0
1000,5000,500,95677759,5509,0,0,0,0,0
1000,5000,500,95889809,6193,0,0,0,0,0
1000,5000,500,94857561,5904,0,0,0,0,0
1100,5000,500,93360794,5561,0,0,0,0,0
1100,5000,500,94296378,5945,0,0,0,0,0
1100,5000,500,93927114,6113,0,0,0,0,0
1100,5000,500,93759239,5524,0,0,0,0,0
1100,5000,500,94628559,6029,0,0,0,0,0
1100,5000,500,92789124,5409,0,0,0,0,0
1100,5000,500,94281121,5919,0,0,0,0,0
1100,5000,500,93964602,5502,0,0,0,0,0
1100,5000,500,94320756,5456,0,0,0,0,0
1100,5000,500,93709857,5149,0,0,0,0,0
1100,5000,500,94268957,5981,0,0,0,0,0
1100,5000,500,94343747,5994,0,0,0,0,0
1100,5000,500,94282766,5364,0,0,0,0,0
1100,5000,500,93684317,5745,0,0,0,0,0
1100,5000,500,95044389,6028,0,0,0,0,0
1100,5000,500,93937690,5386,0,0,0,0,0
1100,5000,500,94571712,6077,0,0,0,0,0
1100,5000,500,93560984,5357,0,0,0,0,0
1100,5000,500,94645069,6183,0,0,0,0,0
1100,5000,500,93808618,5167,0,0,0,0,0
1200,5000,500,96975434,5603,0,0,0,0,0
1200,5000,500,95698197,5460,0,0,0,0,0
1200,5000,500,99114569,5587,0,0,0,0,0
1200,5000,500,95536604,5590,0,0,0,0,0
1200,5000,500,97007095,5399,0,0,0,0,0
1200,5000,500,96846779,5664,0,0,0,0,0
1200,5000,500,95762559,5682,0,0,0,0,0
1200,5000,500,97334900,6017,0,0,0,0,0
1200,5000,500,97238498,5972,0,0,0,0,0
1200,5000,500,97075210,5648,0,0,0,0,0
1200,5000,500,96390008,5230,0,0,0,0,0
1200,5000,500,98261690,5695,0,0,0,0,0
1200,5000,500,96661240,6064,0,0,0,0,0
1200,5000,500,96163540,6043,0,0,0,0,0
1200,5000,500,99026256,5690,0,0,0,0,0
1200,5000,500,97359268,5273,0,0,0,0,0
1200,5000,500,97808794,5787,0,0,0,0,0
1200,5000,500,96195567,5513,0,0,0,0,0
1200,5000,500,95743249,6338,0,0,0,0,0
1200,5000,500,99664104,5694,0,0,0,0,0
1300,5000,500,98557469,5996,0,0,0,0,0
1300,5000,500,99008557,5859,0,0,0,0,0
1300,5000,500,100149078,6684,0,0,0,0,0
1300,5000,500,98656307,6018,0,0,0,0,0
1300,5000,500,97926610,6308,0,0,0,0,0
1300,5000,500,97907953,6238,0,0,0,0,0
1300,5000,500,97907359,5876,0,0,0,0,0
1300,5000,500,99208680,5790,0,0,0,0,0
1300,5000,500,98246082,5869,0,0,0,0,0
1300,5000,500,100107846,5992,0,0,0,0,0
1300,5000,500,98632425,6149,0,0,0,0,0
1300,5000,500,98920262,6081,0,0,0,0,0
1300,5000,500,98227098,6268,0,0,0,0,0
1300,5000,500,98532442,6110,0,0,0,0,0
1300,5000,500,99143132,6207,0,0,0,0,0
1300,5000,500,98325519,5982,0,0,0,0,0
1300,5000,500,99381749,5932,0,0,0,0,0
1300,5000,500,99226271,5197,0,0,0,0,0
1300,5000,500,98602239,5766,0,0,0,0,0
1300,5000,500,98852020,6479,0,0,0,0,0
1400,5000,500,101853664,20107,0,0,0,0,0
1400,5000,500,101341493,6125,0,0,0,0,0
1400,5000,500,101380584,6357,0,0,0,0,0
1400,5000,500,101925023,5680,0,0,0,0,0
1400,5000,500,101480838,5621,0,0,0,0,0
1400,5000,500,101511948,13524,0,0,0,0,0
1400,5000,500,101476093,5937,0,0,0,0,0
1400,5000,500,101980874,5559,0,0,0,0,0
1400,5000,500,101962222,5787,0,0,0,0,0
1400,5000,500,101376026,5742,0,0,0,0,0
1400,5000,500,100866301,6139,0,0,0,0,0
1400,5000,500,102441860,5999,0,0,0,0,0
1400,5000,500,101703849,5873,0,0,0,0,0
1400,5000,500,101471212,5520,0,0,0,0,0
1400,5000,500,101559668,6267,0,0,0,0,0
1400,5000,500,102569149,5564,0,0,0,0,0
1400,5000,500,101832635,6408,0,0,0,0,0
1400,5000,500,101840341,5782,0,0,0,0,0
1400,5000,500,100447153,5745,0,0,0,0,0
1400,5000,500,101392697,5677,0,0,0,0,0
1500,5000,500,103863322,5453,0,0,0,0,0
1500,5000,500,103484539,6222,0,0,0,0,0
1500,5000,500,103605180,6296,0,0,0,0,0
1500,5000,500,103751068,5421,0,0,0,0,0
1500,5000,500,104762080,6136,0,0,0,0,0
1500,5000,500,103403642,6105,0,0,0,0,0
1500,5000,500,103074063,5457,0,0,0,0,0
1500,5000,500,103614040,5020,0,0,0,0,0
1500,5000,500,102657587,6368,0,0,0,0,0
1500,5000,500,103780066,6875,0,0,0,0,0
1500,5000,500,103934098,5496,0,0,0,0,0
1500,5000,500,102232398,5196,0,0,0,0,0
1500,5000,500,103077476,6133,0,0,0,0,0
1500,5000,500,104640564,5880,0,0,0,0,0
1500,5000,500,103591171,6338,0,0,0,0,0
1500,5000,500,103243296,5470,0,0,0,0,0
1500,5000,500,102248669,5485,0,0,0,0,0
1500,5000,500,103074171,5316,0,0,0,0,0
1500,5000,500,103831263,5589,0,0,0,0,0
1500,5000,500,103251973,6228,0,0,0,0,0
1600,5000,500,104930800,5810,0,0,0,0,0
1600,5000,500,105070093,6245,0,0,0,0,0
1600,5000,500,103419716,6464,0,0,0,0,0
1600,5000,500,104633849,6061,0,0,0,0,0
1600,5000,500,104792326,5427,0,0,0,0,0
1600,5000,500,104390503,5763,0,0,0,0,0
1600,5000,500,104288821,5689,0,0,0,0,0
1600,5000,500,103713187,6529,0,0,0,0,0
1600,5000,500,103225056,5580,0,0,0,0,0
1600,5000,500,104238164,5941,0,0,0,0,0
1600,5000,500,104801480,5617,0,0,0,0,0
1600,5000,500,103466966,5609,0,0,0,0,0
1600,5000,500,103501074,5864,0,0,0,0,0
1600,5000,500,105331070,5911,0,0,0,0,0
1600,5000,500,104813498,6281,0,0,0,0,0
1600,5000,500,103638871,6134,0,0,0,0,0
1600,5000,500,104139341,5966,0,0,0,0,0
1600,5000,500,103770315,5610,0,0,0,0,0
1600,5000,500,104034731,5789,0,0,0,0,0
1600,5000,500,101993543,6782,0,0,0,0,0
1700,5000,500,102441591,5968,0,0,0,0,0
1700,5000,500,101944476,5346,0,0,0,0,0
1700,5000,500,101697632,5836,0,0,0,0,0
1700,5000,500,102133757,5887,0,0,0,0,0
1700,5000,500,102521675,5830,0,0,0,0,0
1700,5000,500,102564681,6437,0,0,0,0,0
1700,5000,500,103699503,5909,0,0,0,0,0
1700,5000,500,101596111,5574,0,0,0,0,0
1700,5000,500,103785901,5578,0,0,0,0,0
1700,5000,500,102208232,6588,0,0,0,0,0
1700,5000,500,103371732,6183,0,0,0,0,0
1700,5000,500,102582878,6112,0,0,0,0,0
1700,5000,500,102850586,6946,0,0,0,0,0
1700,5000,500,105220830,6134,0,0,0,0,0
1700,5000,500,101470883,5439,0,0,0,0,0
1700,5000,500,103748981,6069,0,0,0,0,0
1700,5000,500,103731515,6258,0,0,0,0,0
1700,5000,500,102933876,6415,0,0,0,0,0
1700,5000,500,102580131,5734,0,0,0,0,0
1700,5000,500,103154060,5811,0,0,0,0,0
1800,5000,500,108116218,6327,0,0,0,0,0
1800,5000,500,108277850,6169,0,0,0,0,0
1800,5000,500,107863614,6803,0,0,0,0,0
1800,5000,500,108065590,5597,0,0,0,0,0
1800,5000,500,108564957,6024,0,0,0,0,0
1800,5000,500,108179572,5566,0,0,0,0,0
1800,5000,500,109378733,5931,0,0,0,0,0
1800,5000,500,108027619,6022,0,0,0,0,0
1800,5000,500,107876947,6437,0,0,0,0,0
1800,5000,500,108680261,5917,0,0,0,0,0
1800,5000,500,107664190,6086,0,0,0,0,0
1800,5000,500,109138495,5766,0,0,0,0,0
1800,5000,500,107751002,6041,0,0,0,0,0
1800,5000,500,108521318,5690,0,0,0,0,0
1800,5000,500,107905139,6351,0,0,0,0,0
1800,5000,500,108113728,5864,0,0,0,0,0
1800,5000,500,109000778,6056,0,0,0,0,0
1800,5000,500,108051012,6133,0,0,0,0,0
1800,5000,500,109092626,5462,0,0,0,0,0
1800,5000,500,107983158,6184,0,0,0,0,0
1900,5000,500,106894784,5374,0,0,0,0,0
1900,5000,500,107391466,5834,0,0,0,0,0
1900,5000,500,106977781,5381,0,0,0,0,0
1900,5000,500,107711405,6064,0,0,0,0,0
1900,5000,500,107701291,5842,0,0,0,0,0
1900,5000,500,107590319,5372,0,0,0,0,0
1900,5000,500,107438918,5747,0,0,0,0,0
1900,5000,500,107726695,6489,0,0,0,0,0
1900,5000,500,108376911,5702,0,0,0,0,0
1900,5000,500,107266441,6468,0,0,0,0,0
1900,5000,500,107656483,6021,0,0,0,0,0
1900,5000,500,107911864,5822,0,0,0,0,0
1900,5000,500,106472176,6092,0,0,0,0,0
1900,5000,500,108665859,6388,0,0,0,0,0
1900,5000,500,107813522,5826,0,0,0,0,0
1900,5000,500,107865690,5521,0,0,0,0,0
1900,5000,500,106843547,5339,0,0,0,0,0
1900,5000,500,107432740,5664,0,0,0,0,0
1900,5000,500,108367527,5443,0,0,0,0,0
1900,5000,500,107755218,6033,0,0,0,0,0
2000,5000,500,109047756,6320,0,0,0,0,0
2000,5000,500,110164566,5733,0,0,0,0,0
2000,5000,500,108110036,5565,0,0,0,0,0
2000,5000,500,110597598,6833,0,0,0,0,0
2000,5000,500,110598910,5677,0,0,0,0,0
2000,5000,500,111066804,6208,0,0,0,0,0
2000,5000,500,110119095,5759,0,0,0,0,0
2000,5000,500,109861977,6004,0,0,0,0,0
2000,5000,500,109893028,5634,0,0,0,0,0
2000,5000,500,109953585,6148,0,0,0,0,0
2000,5000,500,109313676,5359,0,0,0,0,0
2000,5000,500,110868917,6276,0,0,0,0,0
2000,5000,500,110060177,6860,0,0,0,0,0
2000,5000,500,111660991,5714,0,0,0,0,0
2000,5000,500,112213438,6434,0,0,0,0,0
2000,5000,500,110919121,5842,0,0,0,0,0
2000,5000,500,110058099,5419,0,0,0,0,0
2000,5000,500,110642959,5464,0,0,0,0,0
2000,5000,500,110456033,6026,0,0,0,0,0
2000,5000,500,110034460,5624,0,0,0,0,0
2100,5000,500,111356922,6356,0,0,0,0,0
2100,5000,500,110631936,6260,0,0,0,0,0
2100,5000,500,110872388,6103,0,0,0,0,0
2100,5000,500,111962419,5995,0,0,0,0,0
2100,5000,500,111363146,6276,0,0,0,0,0
2100,5000,500,111736515,5855,0,0,0,0,0
2100,5000,500,110014830,7064,0,0,0,0,0
2100,5000,500,111847509,5390,0,0,0,0,0
2100,5000,500,110071356,5830,0,0,0,0,0
2100,5000,500,111144520,6466,0,0,0,0,0
2100,5000,500,110363841,5589,0,0,0,0,0
2100,5000,500,109947182,5547,0,0,0,0,0
2100,5000,500,111119761,6118,0,0,0,0,0
2100,5000,500,111576761,6080,0,0,0,0,0
2100,5000,500,109824712,6316,0,0,0,0,0
2100,5000,500,108783394,5875,0,0,0,0,0
2100,5000,500,110429817,6176,0,0,0,0,0
2100,5000,500,110832681,5929,0,0,0,0,0
2100,5000,500,110165426,6402,0,0,0,0,0
2100,5000,500,110455107,6163,0,0,0,0,0
2200,5000,500,113766035,5590,0,0,0,0,0
2200,5000,500,115272457,5565,0,0,0,0,0
2200,5000,500,113680342,5948,0,0,0,0,0
2200,5000,500,113525687,5467,0,0,0,0,0
2200,5000,500,111914200,5880,0,0,0,0,0
2200,5000,500,113892348,5692,0,0,0,0,0
2200,5000,500,113693390,5362,0,0,0,0,0
2200,5000,500,113613859,6162,0,0,0,0,0
2200,5000,500,113861888,5549,0,0,0,0,0
2200,5000,500,114932181,6104,0,0,0,0,0
2200,5000,500,113892857,5734,0,0,0,0,0
2200,5000,500,114111815,5639,0,0,0,0,0
2200,5000,500,115153409,6121,0,0,0,0,0
2200,5000,500,113761809,5654,0,0,0,0,0
2200,5000,500,113677806,5589,0,0,0,0,0
2200,5000,500,113573722,6309,0,0,0,0,0
2200,5000,500,113883897,6370,0,0,0,0,0
2200,5000,500,115014317,5391,0,0,0,0,0
2200,5000,500,114289217,5854,0,0,0,0,0
2200,5000,500,114077058,5754,0,0,0,0,0
2300,5000,500,116736696,5412,0,0,0,0,0
2300,5000,500,116019530,5746,0,0,0,0,0
2300,5000,500,117128541,5661,0,0,0,0,0
2300,5000,500,116171861,5904,0,0,0,0,0
2300,5000,500,115263629,5815,0,0,0,0,0
2300,5000,500,117028925,6405,0,0,0,0,0
2300,5000,500,116630663,6152,0,0,0,0,0
2300,5000,500,115478725,5568,0,0,0,0,0
