Pallet: "pallet_balances", Extrinsic: "transfer", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
49159,1570,0,0,0,0,0
49110,1510,0,0,0,0,0
49159,1520,0,0,0,0,0
49010,1520,0,0,0,0,0
49509,1510,0,0,0,0,0
49310,1530,0,0,0,0,0
49539,1490,0,0,0,0,0
49480,1470,0,0,0,0,0
49179,1560,0,0,0,0,0
49310,1540,0,0,0,0,0
49399,1520,0,0,0,0,0
49190,1550,0,0,0,0,0
49159,1470,0,0,0,0,0
49400,1540,0,0,0,0,0
49309,1450,0,0,0,0,0
49320,1530,0,0,0,0,0
49749,1550,0,0,0,0,0
49070,1560,0,0,0,0,0
49349,1500,0,0,0,0,0
61690,1550,0,0,0,0,0
49720,1600,0,0,0,0,0
49279,1530,0,0,0,0,0
48950,1500,0,0,0,0,0
49839,1490,0,0,0,0,0
48850,1530,0,0,0,0,0
49219,1560,0,0,0,0,0
48960,1540,0,0,0,0,0
49659,1560,0,0,0,0,0
50280,1490,0,0,0,0,0
49519,1560,0,0,0,0,0
49660,1599,0,0,0,0,0
49609,1580,0,0,0,0,0
49640,1509,0,0,0,0,0
49169,1520,0,0,0,0,0
49200,1550,0,0,0,0,0
49499,1500,0,0,0,0,0
49240,1520,0,0,0,0,0
49979,1580,0,0,0,0,0
49180,1570,0,0,0,0,0
49679,1560,0,0,0,0,0
49460,1520,0,0,0,0,0
49299,1660,0,0,0,0,0
49570,1550,0,0,0,0,0
49399,1590,0,0,0,0,0
49490,1550,0,0,0,0,0
49079,1530,0,0,0,0,0
49190,1520,0,0,0,0,0
49679,1520,0,0,0,0,0
49280,1590,0,0,0,0,0
49059,1460,0,0,0,0,0
49580,1680,0,0,0,0,0
48819,1520,0,0,0,0,0
49610,1500,0,0,0,0,0
49479,1450,0,0,0,0,0
48600,1480,0,0,0,0,0
49049,1570,0,0,0,0,0
48450,1570,0,0,0,0,0
50019,1560,0,0,0,0,0
49400,1520,0,0,0,0,0
49319,1540,0,0,0,0,0
49200,1540,0,0,0,0,0
49279,1500,0,0,0,0,0
49240,1510,0,0,0,0,0
49619,1470,0,0,0,0,0
61000,1570,0,0,0,0,0
49479,1490,0,0,0,0,0
49510,1480,0,0,0,0,0
49759,1500,0,0,0,0,0
49060,1480,0,0,0,0,0
49069,1510,0,0,0,0,0
50340,1590,0,0,0,0,0
49769,1580,0,0,0,0,0
49570,1570,0,0,0,0,0
49570,1520,0,0,0,0,0
49080,1480,0,0,0,0,0
49390,1530,0,0,0,0,0
49410,1500,0,0,0,0,0
49040,1500,0,0,0,0,0
48820,1460,0,0,0,0,0
49000,1470,0,0,0,0,0
49100,1510,0,0,0,0,0
49150,1500,0,0,0,0,0
49080,1520,0,0,0,0,0
49539,1500,0,0,0,0,0
49400,1410,0,0,0,0,0
48939,1500,0,0,0,0,0
49620,1520,0,0,0,0,0
49570,1490,0,0,0,0,0
49110,1430,0,0,0,0,0
49390,1510,0,0,0,0,0
49310,1480,0,0,0,0,0
48910,1490,0,0,0,0,0
49250,1450,0,0,0,0,0
49070,1450,0,0,0,0,0
49320,1480,0,0,0,0,0
49610,1440,0,0,0,0,0
49040,1450,0,0,0,0,0
49470,1550,0,0,0,0,0
49070,1450,0,0,0,0,0
49330,1480,0,0,0,0,0
49140,1520,0,0,0,0,0
49550,1510,0,0,0,0,0
49590,1440,0,0,0,0,0
49280,1490,0,0,0,0,0
49810,1470,0,0,0,0,0
49660,1500,0,0,0,0,0
49310,1500,0,0,0,0,0
49370,1460,0,0,0,0,0
49740,1610,0,0,0,0,0
63450,1630,0,0,0,0,0
49749,1510,0,0,0,0,0
49570,1460,0,0,0,0,0
49179,1430,0,0,0,0,0
49260,1460,0,0,0,0,0
49579,1490,0,0,0,0,0
50010,1500,0,0,0,0,0
49749,1540,0,0,0,0,0
49680,1480,0,0,0,0,0
49729,1540,0,0,0,0,0
49600,1530,0,0,0,0,0
49519,1490,0,0,0,0,0
49550,1530,0,0,0,0,0
49049,1510,0,0,0,0,0
49550,1500,0,0,0,0,0
48899,1550,0,0,0,0,0
49200,1440,0,0,0,0,0
48869,1520,0,0,0,0,0
49330,1490,0,0,0,0,0
49329,1460,0,0,0,0,0
49780,1440,0,0,0,0,0
49869,1480,0,0,0,0,0
54240,1670,0,0,0,0,0
49559,1490,0,0,0,0,0
49520,1530,0,0,0,0,0
49489,1430,0,0,0,0,0
49310,1530,0,0,0,0,0
49729,1520,0,0,0,0,0
48660,1420,0,0,0,0,0
49689,1470,0,0,0,0,0
49600,1540,0,0,0,0,0
49450,1470,0,0,0,0,0
49790,1520,0,0,0,0,0
49310,1400,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    49.41
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    49.41
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "transfer_keep_alive", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
43879,1850,0,0,0,0,0
38750,1530,0,0,0,0,0
38080,1560,0,0,0,0,0
38169,1500,0,0,0,0,0
37840,1470,0,0,0,0,0
38180,1590,0,0,0,0,0
37549,1460,0,0,0,0,0
38300,1580,0,0,0,0,0
37920,1500,0,0,0,0,0
37799,1550,0,0,0,0,0
37920,1530,0,0,0,0,0
38000,1550,0,0,0,0,0
37759,1520,0,0,0,0,0
38230,1470,0,0,0,0,0
38100,1490,0,0,0,0,0
38289,1480,0,0,0,0,0
38140,1530,0,0,0,0,0
37960,1460,0,0,0,0,0
38480,1850,0,0,0,0,0
37889,1500,0,0,0,0,0
38070,1510,0,0,0,0,0
38060,1540,0,0,0,0,0
38439,1560,0,0,0,0,0
38150,1500,0,0,0,0,0
38030,1500,0,0,0,0,0
38049,1450,0,0,0,0,0
37760,1470,0,0,0,0,0
38000,1500,0,0,0,0,0
37699,1450,0,0,0,0,0
37830,1510,0,0,0,0,0
38050,1490,0,0,0,0,0
37609,1530,0,0,0,0,0
37489,1440,0,0,0,0,0
37600,1469,0,0,0,0,0
37260,1510,0,0,0,0,0
37499,1410,0,0,0,0,0
37860,1560,0,0,0,0,0
37700,1450,0,0,0,0,0
37569,1470,0,0,0,0,0
38020,1440,0,0,0,0,0
37660,1480,0,0,0,0,0
37699,1450,0,0,0,0,0
37680,1480,0,0,0,0,0
37690,1469,0,0,0,0,0
37950,1430,0,0,0,0,0
37939,1480,0,0,0,0,0
37670,1480,0,0,0,0,0
37690,1470,0,0,0,0,0
37789,1500,0,0,0,0,0
37770,1490,0,0,0,0,0
37870,1520,0,0,0,0,0
37579,1510,0,0,0,0,0
37820,1440,0,0,0,0,0
38030,1510,0,0,0,0,0
37980,1410,0,0,0,0,0
37819,1500,0,0,0,0,0
37760,1480,0,0,0,0,0
38040,1440,0,0,0,0,0
37979,1490,0,0,0,0,0
37870,1450,0,0,0,0,0
37880,1460,0,0,0,0,0
37629,1470,0,0,0,0,0
37650,1480,0,0,0,0,0
38150,1510,0,0,0,0,0
37930,1480,0,0,0,0,0
38219,1550,0,0,0,0,0
38010,1450,0,0,0,0,0
37710,1480,0,0,0,0,0
37839,1590,0,0,0,0,0
37720,1520,0,0,0,0,0
38020,1460,0,0,0,0,0
37689,1520,0,0,0,0,0
37760,1550,0,0,0,0,0
38150,1540,0,0,0,0,0
38469,1610,0,0,0,0,0
37980,1470,0,0,0,0,0
38210,1460,0,0,0,0,0
38289,1540,0,0,0,0,0
37500,1460,0,0,0,0,0
37900,1460,0,0,0,0,0
37800,1480,0,0,0,0,0
37669,1480,0,0,0,0,0
37650,1470,0,0,0,0,0
37830,1490,0,0,0,0,0
37809,1460,0,0,0,0,0
38140,1440,0,0,0,0,0
38300,1520,0,0,0,0,0
37859,1520,0,0,0,0,0
37890,1560,0,0,0,0,0
37550,1500,0,0,0,0,0
37900,1470,0,0,0,0,0
38299,1470,0,0,0,0,0
37850,1450,0,0,0,0,0
37460,1510,0,0,0,0,0
37039,1480,0,0,0,0,0
38230,1520,0,0,0,0,0
37890,1450,0,0,0,0,0
37659,1510,0,0,0,0,0
37540,1450,0,0,0,0,0
38110,1480,0,0,0,0,0
38060,1510,0,0,0,0,0
37799,1440,0,0,0,0,0
37890,1430,0,0,0,0,0
37840,1450,0,0,0,0,0
37749,1530,0,0,0,0,0
37400,1450,0,0,0,0,0
37480,1480,0,0,0,0,0
37890,1530,0,0,0,0,0
37589,1470,0,0,0,0,0
38170,1470,0,0,0,0,0
37960,1480,0,0,0,0,0
37970,1480,0,0,0,0,0
37819,1430,0,0,0,0,0
38090,1500,0,0,0,0,0
37560,1510,0,0,0,0,0
37950,1490,0,0,0,0,0
38689,1480,0,0,0,0,0
38000,1520,0,0,0,0,0
37560,1490,0,0,0,0,0
38129,1480,0,0,0,0,0
37870,1450,0,0,0,0,0
37890,1460,0,0,0,0,0
37820,1520,0,0,0,0,0
37629,1480,0,0,0,0,0
37750,1490,0,0,0,0,0
37670,1480,0,0,0,0,0
38429,1550,0,0,0,0,0
37560,1460,0,0,0,0,0
38070,1480,0,0,0,0,0
38219,1560,0,0,0,0,0
37410,1460,0,0,0,0,0
37700,1520,0,0,0,0,0
37819,1450,0,0,0,0,0
39200,1460,0,0,0,0,0
38100,1459,0,0,0,0,0
38120,1520,0,0,0,0,0
37669,1500,0,0,0,0,0
37980,1490,0,0,0,0,0
37750,1490,0,0,0,0,0
37929,1460,0,0,0,0,0
37270,1470,0,0,0,0,0
37890,1560,0,0,0,0,0
37500,1460,0,0,0,0,0
37749,1440,0,0,0,0,0
38090,1460,0,0,0,0,0
37830,1540,0,0,0,0,0
37599,1460,0,0,0,0,0
37520,1460,0,0,0,0,0
37820,1480,0,0,0,0,0
37589,1450,0,0,0,0,0
37570,1510,0,0,0,0,0
37690,1500,0,0,0,0,0
37829,1540,0,0,0,0,0
37749,1510,0,0,0,0,0
37870,1490,0,0,0,0,0
38070,1470,0,0,0,0,0
37709,1480,0,0,0,0,0
38170,1500,0,0,0,0,0
38090,1450,0,0,0,0,0
37889,1450,0,0,0,0,0
37940,1500,0,0,0,0,0
38000,1500,0,0,0,0,0
37770,1510,0,0,0,0,0
37949,1450,0,0,0,0,0
38020,1470,0,0,0,0,0
37540,1520,0,0,0,0,0
37319,1490,0,0,0,0,0
37880,1540,0,0,0,0,0
37750,1510,0,0,0,0,0
37959,1480,0,0,0,0,0
37470,1480,0,0,0,0,0
37590,1540,0,0,0,0,0
38130,1500,0,0,0,0,0
37879,1460,0,0,0,0,0
37770,1450,0,0,0,0,0
38170,1480,0,0,0,0,0
37889,1460,0,0,0,0,0
38040,1510,0,0,0,0,0
38120,1520,0,0,0,0,0
37799,1420,0,0,0,0,0
37710,1550,0,0,0,0,0
37800,1440,0,0,0,0,0
38019,1450,0,0,0,0,0
37830,1540,0,0,0,0,0
37930,1470,0,0,0,0,0
37870,1510,0,0,0,0,0
38239,1450,0,0,0,0,0
38100,1440,0,0,0,0,0
37880,1480,0,0,0,0,0
37659,1480,0,0,0,0,0
37500,1480,0,0,0,0,0
38090,1510,0,0,0,0,0
37839,1510,0,0,0,0,0
38169,1570,0,0,0,0,0
37710,1510,0,0,0,0,0
37830,1530,0,0,0,0,0
38179,1510,0,0,0,0,0
38020,1500,0,0,0,0,0
37680,1480,0,0,0,0,0
38019,1490,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    37.87
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    37.87
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "set_balance_creating", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
27500,1760,0,0,0,0,0
23620,1560,0,0,0,0,0
23159,1510,0,0,0,0,0
23480,1640,0,0,0,0,0
23090,1540,0,0,0,0,0
22810,1580,0,0,0,0,0
22870,1520,0,0,0,0,0
23479,1520,0,0,0,0,0
23180,1560,0,0,0,0,0
23650,1520,0,0,0,0,0
22990,1540,0,0,0,0,0
23200,1600,0,0,0,0,0
23059,1580,0,0,0,0,0
23230,1500,0,0,0,0,0
23210,1580,0,0,0,0,0
23000,1500,0,0,0,0,0
23180,1570,0,0,0,0,0
22770,1510,0,0,0,0,0
23039,1590,0,0,0,0,0
23120,1610,0,0,0,0,0
23300,1520,0,0,0,0,0
22740,1560,0,0,0,0,0
23060,1530,0,0,0,0,0
23429,1550,0,0,0,0,0
23370,1500,0,0,0,0,0
23150,1520,0,0,0,0,0
23300,1620,0,0,0,0,0
22950,1500,0,0,0,0,0
22979,1540,0,0,0,0,0
23230,1480,0,0,0,0,0
23350,1670,0,0,0,0,0
23860,1510,0,0,0,0,0
23340,1550,0,0,0,0,0
23109,1530,0,0,0,0,0
23180,1450,0,0,0,0,0
23070,1550,0,0,0,0,0
22880,1530,0,0,0,0,0
23080,1530,0,0,0,0,0
23129,1480,0,0,0,0,0
23730,1540,0,0,0,0,0
22870,1580,0,0,0,0,0
23060,1530,0,0,0,0,0
22800,1550,0,0,0,0,0
23019,1540,0,0,0,0,0
23080,1550,0,0,0,0,0
23020,1500,0,0,0,0,0
22940,1520,0,0,0,0,0
23119,1460,0,0,0,0,0
23350,1500,0,0,0,0,0
23290,1440,0,0,0,0,0
23410,1540,0,0,0,0,0
23360,1490,0,0,0,0,0
22959,1530,0,0,0,0,0
23080,1550,0,0,0,0,0
23720,1600,0,0,0,0,0
23660,1570,0,0,0,0,0
23470,1520,0,0,0,0,0
23309,1560,0,0,0,0,0
23350,1570,0,0,0,0,0
23720,1560,0,0,0,0,0
23440,1550,0,0,0,0,0
23669,1570,0,0,0,0,0
23570,1570,0,0,0,0,0
23410,1530,0,0,0,0,0
23670,1470,0,0,0,0,0
23390,1520,0,0,0,0,0
23319,1570,0,0,0,0,0
23400,1500,0,0,0,0,0
23520,1570,0,0,0,0,0
23390,1560,0,0,0,0,0
22910,1570,0,0,0,0,0
23170,1570,0,0,0,0,0
23290,1520,0,0,0,0,0
23390,1550,0,0,0,0,0
23100,1590,0,0,0,0,0
23379,1580,0,0,0,0,0
23110,1500,0,0,0,0,0
23460,1530,0,0,0,0,0
23420,1610,0,0,0,0,0
23720,1540,0,0,0,0,0
23159,1590,0,0,0,0,0
23520,1540,0,0,0,0,0
24110,1570,0,0,0,0,0
23380,1550,0,0,0,0,0
23370,1510,0,0,0,0,0
23199,1510,0,0,0,0,0
34970,1630,0,0,0,0,0
23450,1550,0,0,0,0,0
23280,1510,0,0,0,0,0
22969,1520,0,0,0,0,0
23170,1530,0,0,0,0,0
22920,1540,0,0,0,0,0
23370,1570,0,0,0,0,0
23240,1540,0,0,0,0,0
23140,1520,0,0,0,0,0
23340,1550,0,0,0,0,0
23590,1540,0,0,0,0,0
23380,1540,0,0,0,0,0
23219,1540,0,0,0,0,0
23410,1510,0,0,0,0,0
23620,1520,0,0,0,0,0
23190,1560,0,0,0,0,0
23160,1520,0,0,0,0,0
23379,1500,0,0,0,0,0
23350,1560,0,0,0,0,0
23460,1540,0,0,0,0,0
23270,1550,0,0,0,0,0
23420,1500,0,0,0,0,0
23159,1530,0,0,0,0,0
22890,1500,0,0,0,0,0
23200,1560,0,0,0,0,0
23430,1530,0,0,0,0,0
23690,1560,0,0,0,0,0
23259,1570,0,0,0,0,0
28650,1530,0,0,0,0,0
23460,1540,0,0,0,0,0
23640,1560,0,0,0,0,0
23139,1520,0,0,0,0,0
23170,1570,0,0,0,0,0
23480,1580,0,0,0,0,0
23350,1520,0,0,0,0,0
23180,1530,0,0,0,0,0
22969,1550,0,0,0,0,0
22990,1590,0,0,0,0,0
23310,1490,0,0,0,0,0
23020,1540,0,0,0,0,0
22920,1480,0,0,0,0,0
23429,1500,0,0,0,0,0
23440,1550,0,0,0,0,0
23290,1539,0,0,0,0,0
22860,1540,0,0,0,0,0
23469,1620,0,0,0,0,0
23280,1580,0,0,0,0,0
23050,1540,0,0,0,0,0
22950,1549,0,0,0,0,0
22870,1570,0,0,0,0,0
23079,1520,0,0,0,0,0
22990,1580,0,0,0,0,0
23090,1550,0,0,0,0,0
23090,1490,0,0,0,0,0
23340,1530,0,0,0,0,0
23399,1570,0,0,0,0,0
34530,1630,0,0,0,0,0
23040,1540,0,0,0,0,0
23000,1480,0,0,0,0,0
23050,1490,0,0,0,0,0
23279,1460,0,0,0,0,0
22910,1520,0,0,0,0,0
22940,1590,0,0,0,0,0
23440,1550,0,0,0,0,0
23270,1530,0,0,0,0,0
23089,1520,0,0,0,0,0
23290,1500,0,0,0,0,0
23230,1579,0,0,0,0,0
23460,1590,0,0,0,0,0
23079,1470,0,0,0,0,0
23110,1550,0,0,0,0,0
22940,1530,0,0,0,0,0
23230,1580,0,0,0,0,0
23210,1560,0,0,0,0,0
23339,1550,0,0,0,0,0
23100,1570,0,0,0,0,0
23140,1550,0,0,0,0,0
23130,1590,0,0,0,0,0
22960,1530,0,0,0,0,0
23019,1560,0,0,0,0,0
23050,1590,0,0,0,0,0
23220,1560,0,0,0,0,0
23450,1520,0,0,0,0,0
23220,1500,0,0,0,0,0
29589,1520,0,0,0,0,0
23240,1550,0,0,0,0,0
23150,1530,0,0,0,0,0
23100,1530,0,0,0,0,0
22860,1510,0,0,0,0,0
22899,1570,0,0,0,0,0
22690,1560,0,0,0,0,0
22760,1550,0,0,0,0,0
22630,1530,0,0,0,0,0
22979,1570,0,0,0,0,0
22800,1510,0,0,0,0,0
22940,1520,0,0,0,0,0
23190,1550,0,0,0,0,0
23200,1550,0,0,0,0,0
23089,1500,0,0,0,0,0
23010,1570,0,0,0,0,0
23030,1500,0,0,0,0,0
22870,1510,0,0,0,0,0
23440,1510,0,0,0,0,0
23309,1470,0,0,0,0,0
23440,1560,0,0,0,0,0
23190,1520,0,0,0,0,0
23100,1600,0,0,0,0,0
23300,1520,0,0,0,0,0
22629,1520,0,0,0,0,0
23270,1530,0,0,0,0,0
23000,1580,0,0,0,0,0
23190,1530,0,0,0,0,0
34269,1600,0,0,0,0,0
23020,1570,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=     23.2
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=     23.2
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "set_balance_killing", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
31850,1800,0,0,0,0,0
27210,1610,0,0,0,0,0
27159,1520,0,0,0,0,0
27280,1480,0,0,0,0,0
26930,1520,0,0,0,0,0
26870,1510,0,0,0,0,0
27039,1510,0,0,0,0,0
26740,1490,0,0,0,0,0
27040,1540,0,0,0,0,0
27010,1540,0,0,0,0,0
26669,1470,0,0,0,0,0
26670,1550,0,0,0,0,0
27150,1540,0,0,0,0,0
26820,1500,0,0,0,0,0
26629,1540,0,0,0,0,0
27100,1600,0,0,0,0,0
26880,1550,0,0,0,0,0
27150,1470,0,0,0,0,0
26880,1520,0,0,0,0,0
26999,1580,0,0,0,0,0
27210,1660,0,0,0,0,0
27240,1550,0,0,0,0,0
26759,1530,0,0,0,0,0
26930,1510,0,0,0,0,0
28390,1470,0,0,0,0,0
27190,1550,0,0,0,0,0
27109,1580,0,0,0,0,0
27190,1540,0,0,0,0,0
26780,1590,0,0,0,0,0
27140,1530,0,0,0,0,0
26760,1500,0,0,0,0,0
27029,1520,0,0,0,0,0
26910,1560,0,0,0,0,0
26910,1600,0,0,0,0,0
26520,1550,0,0,0,0,0
27079,1570,0,0,0,0,0
27000,1560,0,0,0,0,0
26800,1510,0,0,0,0,0
27040,1510,0,0,0,0,0
26739,1550,0,0,0,0,0
26900,1490,0,0,0,0,0
27020,1570,0,0,0,0,0
26600,1530,0,0,0,0,0
26740,1530,0,0,0,0,0
26979,1500,0,0,0,0,0
26610,1480,0,0,0,0,0
26690,1520,0,0,0,0,0
26660,1510,0,0,0,0,0
29689,1490,0,0,0,0,0
26810,1540,0,0,0,0,0
27070,1490,0,0,0,0,0
26730,1490,0,0,0,0,0
27089,1550,0,0,0,0,0
26780,1480,0,0,0,0,0
26990,1490,0,0,0,0,0
26660,1510,0,0,0,0,0
26790,1500,0,0,0,0,0
26839,1540,0,0,0,0,0
26520,1500,0,0,0,0,0
27110,1520,0,0,0,0,0
26530,1510,0,0,0,0,0
26179,1510,0,0,0,0,0
26660,1520,0,0,0,0,0
26290,1480,0,0,0,0,0
26530,1550,0,0,0,0,0
26909,1540,0,0,0,0,0
26850,1550,0,0,0,0,0
27040,1490,0,0,0,0,0
27210,1570,0,0,0,0,0
26530,1560,0,0,0,0,0
26389,1490,0,0,0,0,0
26860,1500,0,0,0,0,0
26490,1500,0,0,0,0,0
26930,1520,0,0,0,0,0
26600,1480,0,0,0,0,0
26489,1530,0,0,0,0,0
27070,1470,0,0,0,0,0
26700,1550,0,0,0,0,0
26270,1480,0,0,0,0,0
26759,1580,0,0,0,0,0
26580,1490,0,0,0,0,0
27320,1570,0,0,0,0,0
26950,1530,0,0,0,0,0
26899,1540,0,0,0,0,0
26870,1570,0,0,0,0,0
27150,1550,0,0,0,0,0
26950,1510,0,0,0,0,0
26759,1500,0,0,0,0,0
26930,1510,0,0,0,0,0
26780,1480,0,0,0,0,0
26980,1560,0,0,0,0,0
26910,1510,0,0,0,0,0
26609,1540,0,0,0,0,0
26930,1560,0,0,0,0,0
27070,1549,0,0,0,0,0
26980,1560,0,0,0,0,0
26939,1550,0,0,0,0,0
27290,1540,0,0,0,0,0
27180,1500,0,0,0,0,0
26880,1530,0,0,0,0,0
26630,1580,0,0,0,0,0
26949,1530,0,0,0,0,0
26790,1520,0,0,0,0,0
27490,1600,0,0,0,0,0
26740,1520,0,0,0,0,0
26529,1530,0,0,0,0,0
26800,1540,0,0,0,0,0
26560,1510,0,0,0,0,0
26740,1500,0,0,0,0,0
26799,1500,0,0,0,0,0
26320,1550,0,0,0,0,0
26420,1530,0,0,0,0,0
26340,1590,0,0,0,0,0
27040,1580,0,0,0,0,0
26719,1500,0,0,0,0,0
26970,1510,0,0,0,0,0
27010,1480,0,0,0,0,0
26610,1580,0,0,0,0,0
26979,1530,0,0,0,0,0
27130,1580,0,0,0,0,0
26660,1540,0,0,0,0,0
26810,1550,0,0,0,0,0
26730,1500,0,0,0,0,0
26659,1540,0,0,0,0,0
26890,1570,0,0,0,0,0
26790,1500,0,0,0,0,0
26890,1550,0,0,0,0,0
26909,1520,0,0,0,0,0
26590,1560,0,0,0,0,0
27080,1470,0,0,0,0,0
27140,1590,0,0,0,0,0
26949,1510,0,0,0,0,0
26710,1530,0,0,0,0,0
26690,1520,0,0,0,0,0
26550,1550,0,0,0,0,0
26890,1500,0,0,0,0,0
26659,1560,0,0,0,0,0
26560,1580,0,0,0,0,0
26680,1509,0,0,0,0,0
26720,1510,0,0,0,0,0
26799,1540,0,0,0,0,0
26540,1520,0,0,0,0,0
26600,1550,0,0,0,0,0
26790,1560,0,0,0,0,0
26690,1510,0,0,0,0,0
26709,1600,0,0,0,0,0
26840,1520,0,0,0,0,0
26670,1530,0,0,0,0,0
26720,1550,0,0,0,0,0
26689,1550,0,0,0,0,0
26630,1500,0,0,0,0,0
26920,1550,0,0,0,0,0
26730,1520,0,0,0,0,0
26990,1540,0,0,0,0,0
26569,1520,0,0,0,0,0
26680,1490,0,0,0,0,0
26940,1530,0,0,0,0,0
26890,1510,0,0,0,0,0
37799,1470,0,0,0,0,0
27010,1590,0,0,0,0,0
26920,1500,0,0,0,0,0
26880,1520,0,0,0,0,0
26739,1520,0,0,0,0,0
26870,1500,0,0,0,0,0
26940,1530,0,0,0,0,0
27020,1460,0,0,0,0,0
27780,1580,0,0,0,0,0
26609,1560,0,0,0,0,0
26880,1490,0,0,0,0,0
26720,1550,0,0,0,0,0
26400,1510,0,0,0,0,0
27009,1470,0,0,0,0,0
26890,1480,0,0,0,0,0
26770,1470,0,0,0,0,0
26590,1550,0,0,0,0,0
26510,1520,0,0,0,0,0
26389,1520,0,0,0,0,0
26890,1530,0,0,0,0,0
26580,1510,0,0,0,0,0
27160,1500,0,0,0,0,0
26689,1500,0,0,0,0,0
26660,1470,0,0,0,0,0
26700,1520,0,0,0,0,0
26670,1500,0,0,0,0,0
26780,1500,0,0,0,0,0
26729,1530,0,0,0,0,0
26700,1540,0,0,0,0,0
27010,1470,0,0,0,0,0
26750,1540,0,0,0,0,0
26689,1520,0,0,0,0,0
26910,1470,0,0,0,0,0
26660,1520,0,0,0,0,0
26750,1530,0,0,0,0,0
26839,1510,0,0,0,0,0
26660,1510,0,0,0,0,0
26900,1540,0,0,0,0,0
26570,1480,0,0,0,0,0
26680,1470,0,0,0,0,0
26799,1530,0,0,0,0,0
26800,1570,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    26.81
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    26.81
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "force_transfer", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
