Pallet: "pallet_balances", Extrinsic: "transfer", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
46650,1540,0,0,0,0,0
46279,1830,0,0,0,0,0
46380,1660,0,0,0,0,0
46579,1660,0,0,0,0,0
45910,1830,0,0,0,0,0
46199,1720,0,0,0,0,0
46480,1660,0,0,0,0,0
45649,1570,0,0,0,0,0
46300,1520,0,0,0,0,0
45720,1570,0,0,0,0,0
46099,1550,0,0,0,0,0
45840,1700,0,0,0,0,0
46559,1580,0,0,0,0,0
46540,1690,0,0,0,0,0
45839,1650,0,0,0,0,0
46880,1690,0,0,0,0,0
51069,1670,0,0,0,0,0
45820,1600,0,0,0,0,0
46059,1630,0,0,0,0,0
45570,1550,0,0,0,0,0
46070,1690,0,0,0,0,0
45980,1740,0,0,0,0,0
46340,1550,0,0,0,0,0
45649,1640,0,0,0,0,0
45550,1680,0,0,0,0,0
46720,1680,0,0,0,0,0
46470,1690,0,0,0,0,0
46769,1580,0,0,0,0,0
45780,1600,0,0,0,0,0
46439,1550,0,0,0,0,0
46370,1640,0,0,0,0,0
45709,1590,0,0,0,0,0
45230,1720,0,0,0,0,0
46039,1650,0,0,0,0,0
45570,1550,0,0,0,0,0
45349,1560,0,0,0,0,0
45850,1740,0,0,0,0,0
46640,1670,0,0,0,0,0
46080,1680,0,0,0,0,0
46360,1650,0,0,0,0,0
46109,1580,0,0,0,0,0
46300,1670,0,0,0,0,0
45479,1600,0,0,0,0,0
46200,1760,0,0,0,0,0
45989,1610,0,0,0,0,0
46420,1480,0,0,0,0,0
45739,1640,0,0,0,0,0
46080,1610,0,0,0,0,0
46319,1570,0,0,0,0,0
46920,1630,0,0,0,0,0
46310,2020,0,0,0,0,0
45900,1590,0,0,0,0,0
45930,1780,0,0,0,0,0
45569,1790,0,0,0,0,0
46100,1590,0,0,0,0,0
45589,1660,0,0,0,0,0
45900,1660,0,0,0,0,0
46310,1580,0,0,0,0,0
46239,1590,0,0,0,0,0
45460,1560,0,0,0,0,0
46139,1520,0,0,0,0,0
46580,1530,0,0,0,0,0
46509,1570,0,0,0,0,0
46480,1680,0,0,0,0,0
45960,1610,0,0,0,0,0
45829,1520,0,0,0,0,0
46220,1550,0,0,0,0,0
46089,1600,0,0,0,0,0
47010,1650,0,0,0,0,0
46029,1690,0,0,0,0,0
46460,1740,0,0,0,0,0
46770,1860,0,0,0,0,0
46080,1600,0,0,0,0,0
45450,1670,0,0,0,0,0
45400,1550,0,0,0,0,0
45490,1620,0,0,0,0,0
45309,1660,0,0,0,0,0
45690,1570,0,0,0,0,0
46339,1570,0,0,0,0,0
45880,1570,0,0,0,0,0
45749,1510,0,0,0,0,0
45480,1500,0,0,0,0,0
45649,1580,0,0,0,0,0
45900,1700,0,0,0,0,0
46600,1550,0,0,0,0,0
46440,1710,0,0,0,0,0
46000,1570,0,0,0,0,0
46129,1670,0,0,0,0,0
46300,1580,0,0,0,0,0
45609,1580,0,0,0,0,0
46670,1530,0,0,0,0,0
48909,1550,0,0,0,0,0
45200,1630,0,0,0,0,0
46019,1560,0,0,0,0,0
48500,1710,0,0,0,0,0
46729,1620,0,0,0,0,0
47090,1540,0,0,0,0,0
46989,1580,0,0,0,0,0
46050,1550,0,0,0,0,0
46360,1550,0,0,0,0,0
45430,1640,0,0,0,0,0
46230,1600,0,0,0,0,0
45609,1550,0,0,0,0,0
45780,1680,0,0,0,0,0
46069,1580,0,0,0,0,0
46850,1590,0,0,0,0,0
46769,1570,0,0,0,0,0
46190,1670,0,0,0,0,0
46729,1550,0,0,0,0,0
45560,1520,0,0,0,0,0
45669,1670,0,0,0,0,0
45720,1600,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    46.07
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    46.07
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "transfer_keep_alive", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
43490,1760,0,0,0,0,0
36509,1530,0,0,0,0,0
35860,1540,0,0,0,0,0
37560,1570,0,0,0,0,0
35620,1500,0,0,0,0,0
35529,1570,0,0,0,0,0
35460,1500,0,0,0,0,0
35190,1510,0,0,0,0,0
35310,1530,0,0,0,0,0
35349,1550,0,0,0,0,0
35779,1530,0,0,0,0,0
35450,1520,0,0,0,0,0
35370,1520,0,0,0,0,0
35230,1480,0,0,0,0,0
35659,1530,0,0,0,0,0
35539,1460,0,0,0,0,0
35740,1520,0,0,0,0,0
35330,1540,0,0,0,0,0
35480,1520,0,0,0,0,0
35159,1510,0,0,0,0,0
35389,1540,0,0,0,0,0
35470,1570,0,0,0,0,0
35680,1520,0,0,0,0,0
35250,1870,0,0,0,0,0
35739,1490,0,0,0,0,0
35300,1520,0,0,0,0,0
35350,1580,0,0,0,0,0
35440,1510,0,0,0,0,0
35409,1500,0,0,0,0,0
35209,1540,0,0,0,0,0
35030,1600,0,0,0,0,0
34900,1510,0,0,0,0,0
35290,1530,0,0,0,0,0
34949,1540,0,0,0,0,0
35110,1620,0,0,0,0,0
34910,1500,0,0,0,0,0
35130,1520,0,0,0,0,0
35589,1510,0,0,0,0,0
35180,1530,0,0,0,0,0
35400,1640,0,0,0,0,0
35680,1560,0,0,0,0,0
35299,1510,0,0,0,0,0
35289,1520,0,0,0,0,0
35190,1540,0,0,0,0,0
35300,1560,0,0,0,0,0
35660,1480,0,0,0,0,0
35439,1510,0,0,0,0,0
35520,1520,0,0,0,0,0
35120,1509,0,0,0,0,0
35250,1580,0,0,0,0,0
35659,1550,0,0,0,0,0
35640,1530,0,0,0,0,0
35460,1550,0,0,0,0,0
35550,1570,0,0,0,0,0
36029,1590,0,0,0,0,0
35260,1530,0,0,0,0,0
35110,1500,0,0,0,0,0
35430,1540,0,0,0,0,0
35319,1540,0,0,0,0,0
36049,1520,0,0,0,0,0
35790,1530,0,0,0,0,0
35280,1510,0,0,0,0,0
35310,1520,0,0,0,0,0
35409,1520,0,0,0,0,0
35280,1480,0,0,0,0,0
35450,1560,0,0,0,0,0
35030,1490,0,0,0,0,0
35129,1500,0,0,0,0,0
35370,1530,0,0,0,0,0
34930,1480,0,0,0,0,0
35390,1540,0,0,0,0,0
35209,1510,0,0,0,0,0
35740,1490,0,0,0,0,0
35490,1520,0,0,0,0,0
35640,1510,0,0,0,0,0
35390,1540,0,0,0,0,0
35289,1550,0,0,0,0,0
35460,1490,0,0,0,0,0
35670,1500,0,0,0,0,0
35520,1560,0,0,0,0,0
35549,1520,0,0,0,0,0
35280,1650,0,0,0,0,0
35600,1540,0,0,0,0,0
35720,1550,0,0,0,0,0
35539,1500,0,0,0,0,0
35430,1530,0,0,0,0,0
35130,1529,0,0,0,0,0
35190,1500,0,0,0,0,0
35399,1540,0,0,0,0,0
35400,1500,0,0,0,0,0
35740,1520,0,0,0,0,0
35510,1550,0,0,0,0,0
35789,1540,0,0,0,0,0
35299,1510,0,0,0,0,0
34870,1550,0,0,0,0,0
35250,1590,0,0,0,0,0
35990,1520,0,0,0,0,0
35589,1550,0,0,0,0,0
35210,1500,0,0,0,0,0
35730,1520,0,0,0,0,0
35880,1600,0,0,0,0,0
35639,1560,0,0,0,0,0
35210,1500,0,0,0,0,0
35310,1580,0,0,0,0,0
35160,1550,0,0,0,0,0
35619,1560,0,0,0,0,0
35960,1570,0,0,0,0,0
35930,1590,0,0,0,0,0
35550,1500,0,0,0,0,0
37499,1550,0,0,0,0,0
35310,1670,0,0,0,0,0
35420,1579,0,0,0,0,0
35620,1570,0,0,0,0,0
35139,1500,0,0,0,0,0
35250,1510,0,0,0,0,0
35530,1560,0,0,0,0,0
35380,1520,0,0,0,0,0
35299,1580,0,0,0,0,0
35269,1550,0,0,0,0,0
35540,1520,0,0,0,0,0
35820,1510,0,0,0,0,0
35839,1510,0,0,0,0,0
35529,1520,0,0,0,0,0
35430,1510,0,0,0,0,0
35210,1500,0,0,0,0,0
35590,1540,0,0,0,0,0
35319,1550,0,0,0,0,0
35320,1520,0,0,0,0,0
35360,1559,0,0,0,0,0
35180,1590,0,0,0,0,0
35159,1510,0,0,0,0,0
35150,1510,0,0,0,0,0
35540,1480,0,0,0,0,0
35190,1510,0,0,0,0,0
35349,1530,0,0,0,0,0
35190,1510,0,0,0,0,0
40460,1570,0,0,0,0,0
35280,1520,0,0,0,0,0
34939,1550,0,0,0,0,0
35160,1510,0,0,0,0,0
35320,1530,0,0,0,0,0
35210,1490,0,0,0,0,0
35390,1570,0,0,0,0,0
35059,1500,0,0,0,0,0
35320,1540,0,0,0,0,0
35300,1489,0,0,0,0,0
35130,1510,0,0,0,0,0
35229,1500,0,0,0,0,0
35100,1510,0,0,0,0,0
35350,1550,0,0,0,0,0
35280,1560,0,0,0,0,0
35379,1520,0,0,0,0,0
35419,1510,0,0,0,0,0
35170,1510,0,0,0,0,0
35190,1510,0,0,0,0,0
35190,1510,0,0,0,0,0
35229,1560,0,0,0,0,0
34960,1540,0,0,0,0,0
35140,1529,0,0,0,0,0
35640,1490,0,0,0,0,0
35679,1550,0,0,0,0,0
35250,1520,0,0,0,0,0
35280,1530,0,0,0,0,0
35010,1520,0,0,0,0,0
35819,1560,0,0,0,0,0
35420,1600,0,0,0,0,0
35630,1560,0,0,0,0,0
35670,1480,0,0,0,0,0
35199,1570,0,0,0,0,0
35170,1510,0,0,0,0,0
35430,1570,0,0,0,0,0
35700,1520,0,0,0,0,0
35579,1540,0,0,0,0,0
36129,1550,0,0,0,0,0
35750,1540,0,0,0,0,0
35310,1540,0,0,0,0,0
35539,1550,0,0,0,0,0
35149,1510,0,0,0,0,0
35560,1540,0,0,0,0,0
35330,1550,0,0,0,0,0
35080,1550,0,0,0,0,0
35339,1540,0,0,0,0,0
35170,1530,0,0,0,0,0
35310,1550,0,0,0,0,0
35070,1540,0,0,0,0,0
35209,1610,0,0,0,0,0
35490,1560,0,0,0,0,0
35240,1570,0,0,0,0,0
35320,1500,0,0,0,0,0
35689,1560,0,0,0,0,0
35379,1490,0,0,0,0,0
35740,1570,0,0,0,0,0
35150,1630,0,0,0,0,0
34970,1560,0,0,0,0,0
35079,1870,0,0,0,0,0
35550,1560,0,0,0,0,0
35620,1530,0,0,0,0,0
35130,1550,0,0,0,0,0
35629,1550,0,0,0,0,0
35400,1590,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    35.37
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    35.37
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "set_balance_creating", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
25830,1690,0,0,0,0,0
22190,1530,0,0,0,0,0
22000,1770,0,0,0,0,0
22449,1540,0,0,0,0,0
22210,1540,0,0,0,0,0
21550,1560,0,0,0,0,0
22010,1510,0,0,0,0,0
21460,1479,0,0,0,0,0
21770,1570,0,0,0,0,0
21930,1450,0,0,0,0,0
21899,1510,0,0,0,0,0
21809,1460,0,0,0,0,0
21610,1490,0,0,0,0,0
22120,1480,0,0,0,0,0
22130,1490,0,0,0,0,0
21820,1470,0,0,0,0,0
21620,1510,0,0,0,0,0
21830,1500,0,0,0,0,0
21709,1500,0,0,0,0,0
21640,1510,0,0,0,0,0
21740,1470,0,0,0,0,0
21550,1520,0,0,0,0,0
21800,1520,0,0,0,0,0
21450,1490,0,0,0,0,0
21700,1530,0,0,0,0,0
21659,1500,0,0,0,0,0
21850,1530,0,0,0,0,0
21500,1470,0,0,0,0,0
21920,1460,0,0,0,0,0
21500,1500,0,0,0,0,0
22000,1460,0,0,0,0,0
21580,1500,0,0,0,0,0
22129,1540,0,0,0,0,0
21930,1450,0,0,0,0,0
21880,1530,0,0,0,0,0
21770,1500,0,0,0,0,0
21990,1530,0,0,0,0,0
21570,1500,0,0,0,0,0
21530,1450,0,0,0,0,0
21739,1510,0,0,0,0,0
21840,1510,0,0,0,0,0
21660,1510,0,0,0,0,0
21650,1500,0,0,0,0,0
21590,1520,0,0,0,0,0
21860,1500,0,0,0,0,0
21800,1560,0,0,0,0,0
21829,1510,0,0,0,0,0
21710,1510,0,0,0,0,0
21650,1520,0,0,0,0,0
21680,1510,0,0,0,0,0
21720,1480,0,0,0,0,0
21820,1520,0,0,0,0,0
21790,1490,0,0,0,0,0
21479,1520,0,0,0,0,0
21569,1490,0,0,0,0,0
21670,1480,0,0,0,0,0
21690,1490,0,0,0,0,0
21730,1570,0,0,0,0,0
22040,1470,0,0,0,0,0
21990,1480,0,0,0,0,0
21710,1480,0,0,0,0,0
22089,1500,0,0,0,0,0
22100,1490,0,0,0,0,0
23830,1530,0,0,0,0,0
21840,1520,0,0,0,0,0
21800,1590,0,0,0,0,0
21680,1530,0,0,0,0,0
21639,1570,0,0,0,0,0
21839,1560,0,0,0,0,0
21630,1550,0,0,0,0,0
22190,1560,0,0,0,0,0
21830,1530,0,0,0,0,0
21970,1520,0,0,0,0,0
21720,1650,0,0,0,0,0
21830,1500,0,0,0,0,0
21759,1490,0,0,0,0,0
21970,1500,0,0,0,0,0
21790,1510,0,0,0,0,0
21780,1510,0,0,0,0,0
21860,1550,0,0,0,0,0
22010,1560,0,0,0,0,0
21800,1530,0,0,0,0,0
21839,1500,0,0,0,0,0
21670,1480,0,0,0,0,0
21830,1500,0,0,0,0,0
21530,1550,0,0,0,0,0
21590,1559,0,0,0,0,0
21590,1490,0,0,0,0,0
21850,1490,0,0,0,0,0
21919,1530,0,0,0,0,0
21719,1550,0,0,0,0,0
21440,1680,0,0,0,0,0
22160,1630,0,0,0,0,0
21500,1550,0,0,0,0,0
21800,1550,0,0,0,0,0
21600,1530,0,0,0,0,0
21679,1550,0,0,0,0,0
21390,1520,0,0,0,0,0
22010,1520,0,0,0,0,0
21560,1560,0,0,0,0,0
21410,1540,0,0,0,0,0
21440,1520,0,0,0,0,0
21470,1570,0,0,0,0,0
21409,1520,0,0,0,0,0
21869,1580,0,0,0,0,0
21790,1540,0,0,0,0,0
21520,1500,0,0,0,0,0
21520,1550,0,0,0,0,0
21740,1520,0,0,0,0,0
21680,1480,0,0,0,0,0
21740,1510,0,0,0,0,0
21299,1480,0,0,0,0,0
22120,1530,0,0,0,0,0
21820,1530,0,0,0,0,0
22060,1520,0,0,0,0,0
21840,1510,0,0,0,0,0
21740,1490,0,0,0,0,0
21780,1520,0,0,0,0,0
21569,1500,0,0,0,0,0
21689,1490,0,0,0,0,0
21930,1520,0,0,0,0,0
26910,1550,0,0,0,0,0
21810,1500,0,0,0,0,0
21730,1540,0,0,0,0,0
21810,1550,0,0,0,0,0
21589,1540,0,0,0,0,0
21649,1510,0,0,0,0,0
21380,1480,0,0,0,0,0
21510,1520,0,0,0,0,0
21900,1550,0,0,0,0,0
21470,1480,0,0,0,0,0
21710,1510,0,0,0,0,0
21790,1490,0,0,0,0,0
21749,1530,0,0,0,0,0
21910,1470,0,0,0,0,0
21630,1500,0,0,0,0,0
21550,1550,0,0,0,0,0
21470,1520,0,0,0,0,0
21490,1480,0,0,0,0,0
21630,1570,0,0,0,0,0
22229,1520,0,0,0,0,0
21830,1500,0,0,0,0,0
21690,1480,0,0,0,0,0
21610,1560,0,0,0,0,0
21650,1540,0,0,0,0,0
21590,1480,0,0,0,0,0
21630,1520,0,0,0,0,0
21559,1520,0,0,0,0,0
22059,1520,0,0,0,0,0
21680,1530,0,0,0,0,0
22070,1540,0,0,0,0,0
22280,1590,0,0,0,0,0
22100,1530,0,0,0,0,0
21629,1500,0,0,0,0,0
21699,1540,0,0,0,0,0
21600,1520,0,0,0,0,0
21800,1460,0,0,0,0,0
21330,1500,0,0,0,0,0
21560,1490,0,0,0,0,0
21480,1480,0,0,0,0,0
21730,1510,0,0,0,0,0
21489,1500,0,0,0,0,0
21539,1510,0,0,0,0,0
21360,1490,0,0,0,0,0
21540,1520,0,0,0,0,0
21620,1500,0,0,0,0,0
21730,1560,0,0,0,0,0
21940,1550,0,0,0,0,0
22150,1490,0,0,0,0,0
21559,1570,0,0,0,0,0
21710,1530,0,0,0,0,0
21680,1590,0,0,0,0,0
21360,1500,0,0,0,0,0
21950,1530,0,0,0,0,0
21460,1550,0,0,0,0,0
21450,1540,0,0,0,0,0
21959,1520,0,0,0,0,0
21769,1550,0,0,0,0,0
21620,1550,0,0,0,0,0
21480,1520,0,0,0,0,0
21610,1510,0,0,0,0,0
22050,1580,0,0,0,0,0
21550,1520,0,0,0,0,0
21629,1520,0,0,0,0,0
21580,1880,0,0,0,0,0
21400,1530,0,0,0,0,0
21580,1520,0,0,0,0,0
21480,1580,0,0,0,0,0
22230,1580,0,0,0,0,0
21420,1540,0,0,0,0,0
21859,1520,0,0,0,0,0
21570,1540,0,0,0,0,0
21610,1540,0,0,0,0,0
21450,1490,0,0,0,0,0
21640,1560,0,0,0,0,0
21790,1510,0,0,0,0,0
21830,1510,0,0,0,0,0
21740,1540,0,0,0,0,0
21619,1560,0,0,0,0,0
21440,1540,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    21.71
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    21.71
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "set_balance_killing", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
29400,1770,0,0,0,0,0
25730,1540,0,0,0,0,0
25230,1550,0,0,0,0,0
24999,1500,0,0,0,0,0
25119,1570,0,0,0,0,0
25060,1540,0,0,0,0,0
24820,1500,0,0,0,0,0
26000,1620,0,0,0,0,0
25160,1480,0,0,0,0,0
25219,1540,0,0,0,0,0
25080,1860,0,0,0,0,0
25130,1540,0,0,0,0,0
25100,1540,0,0,0,0,0
25110,1530,0,0,0,0,0
25060,1480,0,0,0,0,0
25119,1460,0,0,0,0,0
25259,1510,0,0,0,0,0
25260,1490,0,0,0,0,0
25190,1510,0,0,0,0,0
25270,1550,0,0,0,0,0
25230,1500,0,0,0,0,0
40559,1650,0,0,0,0,0
25600,1570,0,0,0,0,0
25970,1510,0,0,0,0,0
25590,1540,0,0,0,0,0
25830,1580,0,0,0,0,0
25249,1540,0,0,0,0,0
25130,1510,0,0,0,0,0
25230,1490,0,0,0,0,0
25630,1500,0,0,0,0,0
25190,1510,0,0,0,0,0
25319,1530,0,0,0,0,0
25040,1660,0,0,0,0,0
25790,1550,0,0,0,0,0
25820,1519,0,0,0,0,0
25870,1580,0,0,0,0,0
25550,1650,0,0,0,0,0
25149,1500,0,0,0,0,0
26230,1590,0,0,0,0,0
25430,1570,0,0,0,0,0
26180,1580,0,0,0,0,0
25260,1520,0,0,0,0,0
25249,1510,0,0,0,0,0
25259,1550,0,0,0,0,0
25530,1500,0,0,0,0,0
25860,1530,0,0,0,0,0
25410,1490,0,0,0,0,0
26000,1480,0,0,0,0,0
25839,1510,0,0,0,0,0
25550,1510,0,0,0,0,0
26360,1550,0,0,0,0,0
25700,1640,0,0,0,0,0
25990,1680,0,0,0,0,0
25649,1540,0,0,0,0,0
25420,1470,0,0,0,0,0
25460,1480,0,0,0,0,0
25620,1470,0,0,0,0,0
25270,1540,0,0,0,0,0
25690,1520,0,0,0,0,0
25299,1540,0,0,0,0,0
26010,1500,0,0,0,0,0
25360,1470,0,0,0,0,0
26360,1510,0,0,0,0,0
25480,1560,0,0,0,0,0
25539,1490,0,0,0,0,0
25620,1520,0,0,0,0,0
25800,1560,0,0,0,0,0
26160,1570,0,0,0,0,0
25700,1540,0,0,0,0,0
25979,1480,0,0,0,0,0
25140,1500,0,0,0,0,0
25960,1650,0,0,0,0,0
25870,1510,0,0,0,0,0
25240,1530,0,0,0,0,0
25490,1540,0,0,0,0,0
25349,1540,0,0,0,0,0
25160,1520,0,0,0,0,0
25560,1670,0,0,0,0,0
32800,1630,0,0,0,0,0
26309,1560,0,0,0,0,0
25979,1510,0,0,0,0,0
25500,1560,0,0,0,0,0
25970,1490,0,0,0,0,0
25320,1470,0,0,0,0,0
25850,1470,0,0,0,0,0
25549,1530,0,0,0,0,0
25410,1510,0,0,0,0,0
25560,1590,0,0,0,0,0
26300,1570,0,0,0,0,0
26240,1500,0,0,0,0,0
26209,1610,0,0,0,0,0
25340,1550,0,0,0,0,0
25260,1500,0,0,0,0,0
25440,1549,0,0,0,0,0
25470,1440,0,0,0,0,0
25900,1540,0,0,0,0,0
25849,1580,0,0,0,0,0
26420,1500,0,0,0,0,0
26210,1610,0,0,0,0,0
26050,1560,0,0,0,0,0
25330,1510,0,0,0,0,0
25709,1610,0,0,0,0,0
25610,1480,0,0,0,0,0
26400,1510,0,0,0,0,0
26100,1460,0,0,0,0,0
25880,1520,0,0,0,0,0
26589,1530,0,0,0,0,0
26290,1799,0,0,0,0,0
26550,1640,0,0,0,0,0
25479,1530,0,0,0,0,0
25529,1550,0,0,0,0,0
26310,1710,0,0,0,0,0
26030,1479,0,0,0,0,0
26430,1730,0,0,0,0,0
26349,1830,0,0,0,0,0
26109,1710,0,0,0,0,0
25700,1510,0,0,0,0,0
25500,1720,0,0,0,0,0
25340,1500,0,0,0,0,0
26290,1580,0,0,0,0,0
26219,1560,0,0,0,0,0
26430,1550,0,0,0,0,0
25520,1530,0,0,0,0,0
26350,1530,0,0,0,0,0
25340,1670,0,0,0,0,0
25429,1690,0,0,0,0,0
25950,1570,0,0,0,0,0
26030,1510,0,0,0,0,0
26300,1620,0,0,0,0,0
26430,1740,0,0,0,0,0
26499,1540,0,0,0,0,0
26580,1700,0,0,0,0,0
26520,1630,0,0,0,0,0
26140,1500,0,0,0,0,0
25700,1670,0,0,0,0,0
25999,1710,0,0,0,0,0
25550,1720,0,0,0,0,0
26040,1530,0,0,0,0,0
26550,1680,0,0,0,0,0
26680,1640,0,0,0,0,0
26209,1690,0,0,0,0,0
26330,1690,0,0,0,0,0
25470,1510,0,0,0,0,0
25410,1710,0,0,0,0,0
25860,1540,0,0,0,0,0
26059,1650,0,0,0,0,0
25950,1690,0,0,0,0,0
26490,1720,0,0,0,0,0
26740,1670,0,0,0,0,0
26589,1670,0,0,0,0,0
26609,1750,0,0,0,0,0
26460,1690,0,0,0,0,0
26320,1599,0,0,0,0,0
26370,1630,0,0,0,0,0
26180,1660,0,0,0,0,0
26539,1740,0,0,0,0,0
26020,1520,0,0,0,0,0
25400,1540,0,0,0,0,0
26150,1620,0,0,0,0,0
26310,1530,0,0,0,0,0
26099,1870,0,0,0,0,0
25420,1580,0,0,0,0,0
26410,1580,0,0,0,0,0
26810,1580,0,0,0,0,0
25440,1770,0,0,0,0,0
25819,1510,0,0,0,0,0
26090,1640,0,0,0,0,0
25990,1540,0,0,0,0,0
25510,1480,0,0,0,0,0
26100,1520,0,0,0,0,0
26439,1580,0,0,0,0,0
26280,1580,0,0,0,0,0
25570,1650,0,0,0,0,0
25980,2270,0,0,0,0,0
26300,1520,0,0,0,0,0
26039,1530,0,0,0,0,0
25440,1520,0,0,0,0,0
25670,1590,0,0,0,0,0
25600,1679,0,0,0,0,0
25960,1590,0,0,0,0,0
25649,1670,0,0,0,0,0
25680,1510,0,0,0,0,0
26160,1500,0,0,0,0,0
26420,1539,0,0,0,0,0
26430,1670,0,0,0,0,0
26320,1540,0,0,0,0,0
26189,1550,0,0,0,0,0
26310,1620,0,0,0,0,0
26270,1599,0,0,0,0,0
25960,1740,0,0,0,0,0
26019,1730,0,0,0,0,0
41069,1850,0,0,0,0,0
25990,1840,0,0,0,0,0
25570,1760,0,0,0,0,0
26130,1580,0,0,0,0,0
25659,1530,0,0,0,0,0
26379,1490,0,0,0,0,0
25790,1660,0,0,0,0,0
25570,1860,0,0,0,0,0
25870,1520,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    25.84
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    25.84
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "force_transfer", Lowest values: [], Highest values: [], Steps: 50, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
