Pallet: "pallet_balances", Extrinsic: "transfer", Lowest values: [], Highest values: [], Steps: 100, Repeat: 200
64299,1870,0,0,0,0,0
64550,1860,0,0,0,0,0
64070,1830,0,0,0,0,0
64339,1810,0,0,0,0,0
64420,1890,0,0,0,0,0
64560,1880,0,0,0,0,0
64299,1810,0,0,0,0,0
69219,1850,0,0,0,0,0
64420,1860,0,0,0,0,0
64399,1770,0,0,0,0,0
64929,1900,0,0,0,0,0
64860,1890,0,0,0,0,0
64100,1840,0,0,0,0,0
64769,1810,0,0,0,0,0
64590,1780,0,0,0,0,0
64770,1830,0,0,0,0,0
64809,1900,0,0,0,0,0
64379,1930,0,0,0,0,0
65080,1850,0,0,0,0,0
64809,1870,0,0,0,0,0
64659,1850,0,0,0,0,0
64360,1870,0,0,0,0,0
64569,1920,0,0,0,0,0
64279,1870,0,0,0,0,0
64740,1860,0,0,0,0,0
64410,1809,0,0,0,0,0
64219,1860,0,0,0,0,0
65149,1890,0,0,0,0,0
63460,1870,0,0,0,0,0
64349,1850,0,0,0,0,0
64359,1860,0,0,0,0,0
64580,1840,0,0,0,0,0
64219,1870,0,0,0,0,0
64219,1800,0,0,0,0,0
63970,1820,0,0,0,0,0
64299,1830,0,0,0,0,0
64369,1810,0,0,0,0,0
64470,1860,0,0,0,0,0
64450,1860,0,0,0,0,0
64599,1860,0,0,0,0,0
64430,1840,0,0,0,0,0
64510,1840,0,0,0,0,0
64409,1800,0,0,0,0,0
64039,1840,0,0,0,0,0
64160,1880,0,0,0,0,0
64549,1810,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    64.55
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    64.55
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "transfer_keep_alive", Lowest values: [], Highest values: [], Steps: 100, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
52819,2030,0,0,0,0,0
49230,1760,0,0,0,0,0
48399,1740,0,0,0,0,0
48460,1740,0,0,0,0,0
48439,1740,0,0,0,0,0
48430,1680,0,0,0,0,0
48740,1690,0,0,0,0,0
48409,1710,0,0,0,0,0
59600,1870,0,0,0,0,0
49119,1770,0,0,0,0,0
48540,1700,0,0,0,0,0
48609,1680,0,0,0,0,0
48840,1690,0,0,0,0,0
48799,2180,0,0,0,0,0
48800,1700,0,0,0,0,0
48269,1700,0,0,0,0,0
48710,1740,0,0,0,0,0
48690,1740,0,0,0,0,0
48479,1700,0,0,0,0,0
49040,1700,0,0,0,0,0
48249,1730,0,0,0,0,0
48630,1680,0,0,0,0,0
48369,1760,0,0,0,0,0
48740,1710,0,0,0,0,0
48829,1650,0,0,0,0,0
48230,1740,0,0,0,0,0
48630,1650,0,0,0,0,0
48889,1770,0,0,0,0,0
48910,1710,0,0,0,0,0
48739,1700,0,0,0,0,0
48960,1710,0,0,0,0,0
49849,1770,0,0,0,0,0
48710,1730,0,0,0,0,0
49349,1780,0,0,0,0,0
49100,1740,0,0,0,0,0
49020,1750,0,0,0,0,0
48690,1720,0,0,0,0,0
48580,1720,0,0,0,0,0
48579,1700,0,0,0,0,0
48490,1750,0,0,0,0,0
48569,1710,0,0,0,0,0
49170,1740,0,0,0,0,0
49079,1710,0,0,0,0,0
48940,1730,0,0,0,0,0
48410,1690,0,0,0,0,0
48909,1750,0,0,0,0,0
48500,1680,0,0,0,0,0
49099,1740,0,0,0,0,0
48610,1720,0,0,0,0,0
48849,1750,0,0,0,0,0
48840,1720,0,0,0,0,0
48909,1710,0,0,0,0,0
48120,1710,0,0,0,0,0
48620,1740,0,0,0,0,0
48800,1790,0,0,0,0,0
48580,1730,0,0,0,0,0
48509,1720,0,0,0,0,0
48630,1750,0,0,0,0,0
48429,1740,0,0,0,0,0
48790,1719,0,0,0,0,0
48679,1750,0,0,0,0,0
48550,1720,0,0,0,0,0
48720,1740,0,0,0,0,0
48810,1780,0,0,0,0,0
48560,1700,0,0,0,0,0
48519,1740,0,0,0,0,0
48820,1750,0,0,0,0,0
48699,1750,0,0,0,0,0
48340,1720,0,0,0,0,0
48309,1700,0,0,0,0,0
48610,1710,0,0,0,0,0
48589,1750,0,0,0,0,0
48710,1710,0,0,0,0,0
48490,1710,0,0,0,0,0
49029,1720,0,0,0,0,0
48610,1760,0,0,0,0,0
49039,1740,0,0,0,0,0
49110,1770,0,0,0,0,0
48509,1750,0,0,0,0,0
48820,1700,0,0,0,0,0
48819,1750,0,0,0,0,0
48340,1690,0,0,0,0,0
48449,1730,0,0,0,0,0
48390,1810,0,0,0,0,0
48360,1740,0,0,0,0,0
48859,1760,0,0,0,0,0
48350,1730,0,0,0,0,0
48819,1710,0,0,0,0,0
48210,1720,0,0,0,0,0
48449,1740,0,0,0,0,0
48350,1700,0,0,0,0,0
48749,1720,0,0,0,0,0
48810,1710,0,0,0,0,0
48930,1700,0,0,0,0,0
49049,1720,0,0,0,0,0
49050,1760,0,0,0,0,0
48609,1730,0,0,0,0,0
48670,1800,0,0,0,0,0
48339,1800,0,0,0,0,0
48550,1680,0,0,0,0,0
48419,1770,0,0,0,0,0
48460,1710,0,0,0,0,0
48760,1670,0,0,0,0,0
49080,1690,0,0,0,0,0
48960,1670,0,0,0,0,0
48679,1700,0,0,0,0,0
48830,1770,0,0,0,0,0
48539,1720,0,0,0,0,0
48560,1759,0,0,0,0,0
48149,1690,0,0,0,0,0
48380,1740,0,0,0,0,0
47980,1750,0,0,0,0,0
48749,1700,0,0,0,0,0
48750,1710,0,0,0,0,0
48769,1720,0,0,0,0,0
48620,1780,0,0,0,0,0
48749,1750,0,0,0,0,0
49430,1700,0,0,0,0,0
48789,1760,0,0,0,0,0
48560,1730,0,0,0,0,0
48400,1680,0,0,0,0,0
48710,1710,0,0,0,0,0
48950,1850,0,0,0,0,0
48900,1690,0,0,0,0,0
49160,1750,0,0,0,0,0
48439,1730,0,0,0,0,0
48560,1680,0,0,0,0,0
48449,1720,0,0,0,0,0
48310,1760,0,0,0,0,0
48749,1810,0,0,0,0,0
48400,1750,0,0,0,0,0
48499,1710,0,0,0,0,0
48440,1690,0,0,0,0,0
48750,1700,0,0,0,0,0
48459,1760,0,0,0,0,0
48590,1720,0,0,0,0,0
48379,1760,0,0,0,0,0
48370,1710,0,0,0,0,0
48019,1770,0,0,0,0,0
48470,1720,0,0,0,0,0
48459,1720,0,0,0,0,0
48670,1690,0,0,0,0,0
48130,1740,0,0,0,0,0
48439,1670,0,0,0,0,0
48750,1710,0,0,0,0,0
47909,1780,0,0,0,0,0
48640,1720,0,0,0,0,0
48719,1700,0,0,0,0,0
48560,1700,0,0,0,0,0
48549,1730,0,0,0,0,0
48780,1650,0,0,0,0,0
48540,1680,0,0,0,0,0
48249,1740,0,0,0,0,0
48570,1720,0,0,0,0,0
48349,1740,0,0,0,0,0
48620,1710,0,0,0,0,0
48179,1780,0,0,0,0,0
48700,1760,0,0,0,0,0
49069,1690,0,0,0,0,0
48780,1690,0,0,0,0,0
48910,1700,0,0,0,0,0
48999,1710,0,0,0,0,0
48250,1710,0,0,0,0,0
48479,1760,0,0,0,0,0
48780,1690,0,0,0,0,0
48879,1720,0,0,0,0,0
48920,1730,0,0,0,0,0
48889,1760,0,0,0,0,0
52990,1760,0,0,0,0,0
48749,1740,0,0,0,0,0
48890,1710,0,0,0,0,0
48260,1690,0,0,0,0,0
48789,1720,0,0,0,0,0
48650,1720,0,0,0,0,0
48219,1700,0,0,0,0,0
48500,1670,0,0,0,0,0
49069,1740,0,0,0,0,0
48660,1770,0,0,0,0,0
48440,1690,0,0,0,0,0
48740,1740,0,0,0,0,0
48560,1710,0,0,0,0,0
48389,1730,0,0,0,0,0
48570,1690,0,0,0,0,0
48239,1700,0,0,0,0,0
48650,1740,0,0,0,0,0
48189,1710,0,0,0,0,0
48490,1760,0,0,0,0,0
49220,1730,0,0,0,0,0
50470,1900,0,0,0,0,0
48759,1700,0,0,0,0,0
49100,1710,0,0,0,0,0
48919,1820,0,0,0,0,0
48640,1760,0,0,0,0,0
48969,1720,0,0,0,0,0
48760,1750,0,0,0,0,0
48770,1690,0,0,0,0,0
48730,1730,0,0,0,0,0
48800,1710,0,0,0,0,0
48799,1730,0,0,0,0,0
48480,1700,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    48.66
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    48.66
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "set_balance_creating", Lowest values: [], Highest values: [], Steps: 100, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
31660,2070,0,0,0,0,0
29750,1760,0,0,0,0,0
29490,1690,0,0,0,0,0
29340,1700,0,0,0,0,0
29440,1750,0,0,0,0,0
29300,1760,0,0,0,0,0
29630,1740,0,0,0,0,0
29630,1690,0,0,0,0,0
29260,1700,0,0,0,0,0
29200,1690,0,0,0,0,0
29459,1670,0,0,0,0,0
29190,1760,0,0,0,0,0
29160,1770,0,0,0,0,0
29519,1690,0,0,0,0,0
29270,1660,0,0,0,0,0
29270,1730,0,0,0,0,0
29189,1680,0,0,0,0,0
29330,1690,0,0,0,0,0
29300,1720,0,0,0,0,0
29419,1750,0,0,0,0,0
29810,1720,0,0,0,0,0
29270,1710,0,0,0,0,0
29469,1720,0,0,0,0,0
29350,1730,0,0,0,0,0
29380,1740,0,0,0,0,0
29430,1720,0,0,0,0,0
29420,1720,0,0,0,0,0
29310,1730,0,0,0,0,0
29220,1720,0,0,0,0,0
28959,1730,0,0,0,0,0
29060,1710,0,0,0,0,0
29590,1690,0,0,0,0,0
29259,1690,0,0,0,0,0
29390,1730,0,0,0,0,0
29480,1680,0,0,0,0,0
29589,1700,0,0,0,0,0
29390,1670,0,0,0,0,0
29100,1740,0,0,0,0,0
29169,1680,0,0,0,0,0
29360,1690,0,0,0,0,0
29190,1740,0,0,0,0,0
29239,1650,0,0,0,0,0
29320,1670,0,0,0,0,0
29140,1710,0,0,0,0,0
29280,1730,0,0,0,0,0
29500,1680,0,0,0,0,0
29390,1680,0,0,0,0,0
29309,1740,0,0,0,0,0
29160,1680,0,0,0,0,0
29350,1690,0,0,0,0,0
29369,1680,0,0,0,0,0
29330,1790,0,0,0,0,0
29120,1750,0,0,0,0,0
29459,1730,0,0,0,0,0
29060,1760,0,0,0,0,0
29020,1680,0,0,0,0,0
29189,1700,0,0,0,0,0
29020,1730,0,0,0,0,0
29210,1690,0,0,0,0,0
29209,1720,0,0,0,0,0
29280,1710,0,0,0,0,0
29300,1690,0,0,0,0,0
28869,1650,0,0,0,0,0
28920,1680,0,0,0,0,0
29030,1700,0,0,0,0,0
29349,1680,0,0,0,0,0
29200,1730,0,0,0,0,0
29310,1700,0,0,0,0,0
28889,1740,0,0,0,0,0
28980,1720,0,0,0,0,0
29810,1750,0,0,0,0,0
29039,1710,0,0,0,0,0
28860,1680,0,0,0,0,0
29580,1740,0,0,0,0,0
29059,1730,0,0,0,0,0
29170,1680,0,0,0,0,0
28960,1730,0,0,0,0,0
29139,1670,0,0,0,0,0
29330,1720,0,0,0,0,0
29310,1770,0,0,0,0,0
28950,1730,0,0,0,0,0
29330,1690,0,0,0,0,0
28870,1690,0,0,0,0,0
29010,1730,0,0,0,0,0
28989,1680,0,0,0,0,0
29350,1700,0,0,0,0,0
29130,1750,0,0,0,0,0
28949,1700,0,0,0,0,0
29290,1720,0,0,0,0,0
29370,1730,0,0,0,0,0
29239,1700,0,0,0,0,0
29170,1730,0,0,0,0,0
28910,1740,0,0,0,0,0
29040,1720,0,0,0,0,0
29340,1690,0,0,0,0,0
29510,1750,0,0,0,0,0
29160,1680,0,0,0,0,0
29100,1720,0,0,0,0,0
29180,1670,0,0,0,0,0
28990,1650,0,0,0,0,0
29309,1690,0,0,0,0,0
29020,1710,0,0,0,0,0
29080,1660,0,0,0,0,0
29269,1660,0,0,0,0,0
29140,1720,0,0,0,0,0
29070,1690,0,0,0,0,0
29400,1670,0,0,0,0,0
29120,1720,0,0,0,0,0
28830,1670,0,0,0,0,0
29040,1700,0,0,0,0,0
29349,1710,0,0,0,0,0
29400,1650,0,0,0,0,0
28950,1670,0,0,0,0,0
29199,1710,0,0,0,0,0
28820,1680,0,0,0,0,0
28990,1680,0,0,0,0,0
29059,1730,0,0,0,0,0
28890,1720,0,0,0,0,0
29360,1740,0,0,0,0,0
29070,1710,0,0,0,0,0
29420,1820,0,0,0,0,0
29530,1720,0,0,0,0,0
29140,1700,0,0,0,0,0
28869,1700,0,0,0,0,0
28990,1750,0,0,0,0,0
29310,1710,0,0,0,0,0
29249,1680,0,0,0,0,0
29010,1700,0,0,0,0,0
29600,1660,0,0,0,0,0
29399,1670,0,0,0,0,0
29310,1720,0,0,0,0,0
29130,1690,0,0,0,0,0
28960,1690,0,0,0,0,0
29520,1690,0,0,0,0,0
29150,1710,0,0,0,0,0
29170,1670,0,0,0,0,0
29199,1700,0,0,0,0,0
29330,1740,0,0,0,0,0
29010,1730,0,0,0,0,0
29059,1770,0,0,0,0,0
28830,1700,0,0,0,0,0
29440,1710,0,0,0,0,0
29310,1720,0,0,0,0,0
29190,1680,0,0,0,0,0
29130,1740,0,0,0,0,0
29110,1800,0,0,0,0,0
29980,1770,0,0,0,0,0
29080,1700,0,0,0,0,0
28990,1690,0,0,0,0,0
28879,1720,0,0,0,0,0
29060,1720,0,0,0,0,0
29090,1730,0,0,0,0,0
29069,1740,0,0,0,0,0
29180,1740,0,0,0,0,0
28840,1670,0,0,0,0,0
28910,1730,0,0,0,0,0
29200,1670,0,0,0,0,0
28960,1690,0,0,0,0,0
28950,1730,0,0,0,0,0
29159,1730,0,0,0,0,0
29220,1710,0,0,0,0,0
28910,1670,0,0,0,0,0
29249,1680,0,0,0,0,0
28940,1700,0,0,0,0,0
28880,1700,0,0,0,0,0
28890,1680,0,0,0,0,0
29280,1720,0,0,0,0,0
29170,1749,0,0,0,0,0
28810,1690,0,0,0,0,0
29279,1710,0,0,0,0,0
28880,1640,0,0,0,0,0
33880,1720,0,0,0,0,0
28889,1690,0,0,0,0,0
29030,1760,0,0,0,0,0
28900,1770,0,0,0,0,0
28809,1690,0,0,0,0,0
29010,1710,0,0,0,0,0
29140,1710,0,0,0,0,0
29320,1680,0,0,0,0,0
28629,1710,0,0,0,0,0
29370,1670,0,0,0,0,0
29180,1690,0,0,0,0,0
28989,1680,0,0,0,0,0
28940,1700,0,0,0,0,0
28850,1700,0,0,0,0,0
28870,1680,0,0,0,0,0
29100,1720,0,0,0,0,0
29030,1700,0,0,0,0,0
29150,1690,0,0,0,0,0
29049,1670,0,0,0,0,0
29550,1730,0,0,0,0,0
28950,1690,0,0,0,0,0
28839,1680,0,0,0,0,0
28680,1720,0,0,0,0,0
28970,1730,0,0,0,0,0
28770,1680,0,0,0,0,0
29139,1670,0,0,0,0,0
29460,1780,0,0,0,0,0
28980,1700,0,0,0,0,0
28900,1740,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    29.17
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    29.17
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "set_balance_killing", Lowest values: [], Highest values: [], Steps: 100, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
37550,2210,0,0,0,0,0
34360,1730,0,0,0,0,0
34220,1780,0,0,0,0,0
34590,1850,0,0,0,0,0
34529,1850,0,0,0,0,0
33770,1800,0,0,0,0,0
34090,1830,0,0,0,0,0
34089,1750,0,0,0,0,0
34320,1850,0,0,0,0,0
33980,1800,0,0,0,0,0
33979,1810,0,0,0,0,0
33930,1800,0,0,0,0,0
34020,1730,0,0,0,0,0
33819,1700,0,0,0,0,0
34480,1810,0,0,0,0,0
34340,1750,0,0,0,0,0
34019,1800,0,0,0,0,0
33950,1830,0,0,0,0,0
33710,1830,0,0,0,0,0
33699,1810,0,0,0,0,0
33710,1830,0,0,0,0,0
33890,1810,0,0,0,0,0
34389,1880,0,0,0,0,0
34170,1800,0,0,0,0,0
33890,1750,0,0,0,0,0
34049,1730,0,0,0,0,0
33870,1770,0,0,0,0,0
33880,1760,0,0,0,0,0
33809,1810,0,0,0,0,0
34350,1830,0,0,0,0,0
33920,1850,0,0,0,0,0
34189,1730,0,0,0,0,0
34060,1760,0,0,0,0,0
33770,1730,0,0,0,0,0
34469,1790,0,0,0,0,0
34080,1760,0,0,0,0,0
34170,1790,0,0,0,0,0
34009,1800,0,0,0,0,0
33830,1750,0,0,0,0,0
33820,1790,0,0,0,0,0
34049,1740,0,0,0,0,0
33790,1740,0,0,0,0,0
34320,1790,0,0,0,0,0
34069,1770,0,0,0,0,0
34410,1810,0,0,0,0,0
34010,1870,0,0,0,0,0
33809,1960,0,0,0,0,0
34130,1720,0,0,0,0,0
34159,1800,0,0,0,0,0
33890,1780,0,0,0,0,0
33810,1750,0,0,0,0,0
33969,1780,0,0,0,0,0
34110,1820,0,0,0,0,0
33560,1770,0,0,0,0,0
33739,1710,0,0,0,0,0
34030,1720,0,0,0,0,0
33870,1790,0,0,0,0,0
33979,1800,0,0,0,0,0
33680,1800,0,0,0,0,0
34030,1810,0,0,0,0,0
34069,1760,0,0,0,0,0
33640,1760,0,0,0,0,0
33830,1710,0,0,0,0,0
33939,1740,0,0,0,0,0
33990,1790,0,0,0,0,0
34070,1850,0,0,0,0,0
33779,1810,0,0,0,0,0
34250,1780,0,0,0,0,0
33870,1800,0,0,0,0,0
33759,1770,0,0,0,0,0
33950,1730,0,0,0,0,0
39250,1850,0,0,0,0,0
34289,1800,0,0,0,0,0
34420,1790,0,0,0,0,0
33840,1870,0,0,0,0,0
33899,1860,0,0,0,0,0
33960,1820,0,0,0,0,0
34170,1760,0,0,0,0,0
33949,1790,0,0,0,0,0
34180,1850,0,0,0,0,0
33920,1770,0,0,0,0,0
33899,1840,0,0,0,0,0
33910,1830,0,0,0,0,0
33970,1760,0,0,0,0,0
34079,1810,0,0,0,0,0
33970,1830,0,0,0,0,0
34270,1740,0,0,0,0,0
34119,1710,0,0,0,0,0
33650,1800,0,0,0,0,0
33760,1800,0,0,0,0,0
34069,1740,0,0,0,0,0
34150,1810,0,0,0,0,0
33910,1810,0,0,0,0,0
33799,1800,0,0,0,0,0
33980,1810,0,0,0,0,0
33840,1830,0,0,0,0,0
34679,1880,0,0,0,0,0
33910,1800,0,0,0,0,0
33760,1820,0,0,0,0,0
33909,1800,0,0,0,0,0
33990,1780,0,0,0,0,0
34020,1720,0,0,0,0,0
33839,1760,0,0,0,0,0
34380,1770,0,0,0,0,0
34110,1810,0,0,0,0,0
34129,1760,0,0,0,0,0
34180,1750,0,0,0,0,0
33940,1790,0,0,0,0,0
34069,1800,0,0,0,0,0
33850,1760,0,0,0,0,0
33920,1770,0,0,0,0,0
33959,1800,0,0,0,0,0
34090,1750,0,0,0,0,0
33980,1760,0,0,0,0,0
34109,1820,0,0,0,0,0
33980,1780,0,0,0,0,0
33980,1800,0,0,0,0,0
34299,1780,0,0,0,0,0
33970,1830,0,0,0,0,0
34000,1780,0,0,0,0,0
33999,1820,0,0,0,0,0
34590,1830,0,0,0,0,0
34290,1780,0,0,0,0,0
33909,1810,0,0,0,0,0
34270,1759,0,0,0,0,0
34280,1750,0,0,0,0,0
34209,1770,0,0,0,0,0
33810,1739,0,0,0,0,0
34150,1750,0,0,0,0,0
33830,1850,0,0,0,0,0
34190,1760,0,0,0,0,0
33920,1790,0,0,0,0,0
34090,1680,0,0,0,0,0
34080,1750,0,0,0,0,0
33980,1790,0,0,0,0,0
33890,1730,0,0,0,0,0
34290,1710,0,0,0,0,0
33860,1810,0,0,0,0,0
33970,1750,0,0,0,0,0
33980,1840,0,0,0,0,0
33870,1810,0,0,0,0,0
33910,1850,0,0,0,0,0
34250,1760,0,0,0,0,0
34260,1820,0,0,0,0,0
33799,1780,0,0,0,0,0
33740,1820,0,0,0,0,0
33959,1810,0,0,0,0,0
34140,1810,0,0,0,0,0
33720,1770,0,0,0,0,0
34089,1790,0,0,0,0,0
33930,1830,0,0,0,0,0
34230,1790,0,0,0,0,0
34080,1710,0,0,0,0,0
33890,1740,0,0,0,0,0
34110,1740,0,0,0,0,0
33860,1810,0,0,0,0,0
33850,1790,0,0,0,0,0
34080,1790,0,0,0,0,0
33960,1820,0,0,0,0,0
33760,1860,0,0,0,0,0
33750,1779,0,0,0,0,0
33980,1770,0,0,0,0,0
34349,1720,0,0,0,0,0
34260,1779,0,0,0,0,0
33730,1760,0,0,0,0,0
33959,1870,0,0,0,0,0
33970,1750,0,0,0,0,0
33930,1830,0,0,0,0,0
33799,1790,0,0,0,0,0
33940,1829,0,0,0,0,0
34080,1820,0,0,0,0,0
34000,1730,0,0,0,0,0
34150,1770,0,0,0,0,0
34260,1810,0,0,0,0,0
34100,1810,0,0,0,0,0
34070,1710,0,0,0,0,0
34209,1750,0,0,0,0,0
34040,1700,0,0,0,0,0
33760,1810,0,0,0,0,0
33679,1760,0,0,0,0,0
34100,1730,0,0,0,0,0
34010,1780,0,0,0,0,0
33880,1800,0,0,0,0,0
33780,1760,0,0,0,0,0
33690,1730,0,0,0,0,0
34130,1770,0,0,0,0,0
33700,1720,0,0,0,0,0
33700,1760,0,0,0,0,0
33870,1750,0,0,0,0,0
34160,1790,0,0,0,0,0
34280,1730,0,0,0,0,0
33650,1710,0,0,0,0,0
34069,1770,0,0,0,0,0
33940,1789,0,0,0,0,0
33940,1840,0,0,0,0,0
33919,1830,0,0,0,0,0
34210,1750,0,0,0,0,0
33900,1750,0,0,0,0,0
34040,1800,0,0,0,0,0
34200,1820,0,0,0,0,0

Raw Storage Info
========
Storage: System Account (r:1 w:1)

Median Slopes Analysis
========
-- Extrinsic Time --

Model:
Time ~=    33.98
              µs

Reads = 1
Writes = 1

Min Squares Analysis
========
-- Extrinsic Time --

Model:
Time ~=    33.98
              µs

Reads = 1
Writes = 1

Pallet: "pallet_balances", Extrinsic: "force_transfer", Lowest values: [], Highest values: [], Steps: 100, Repeat: 200
extrinsic_time_ns,storage_root_time_ns,reads,repeat_reads,writes,repeat_writes,proof_size_bytes
